gene_name	enhancer_class	log2FC	padj
Mpzl1	Stable	-0.405953	0.000102
Mpzl1	Stable	-0.405953	0.000102
Mpzl1	Stable	-0.405953	0.000102
Mpzl1	Stable	-0.405953	0.000102
Mpzl1	Stable	-0.405953	0.000102
Mpzl2	Stable	0.714071	0.371035
Mpzl2	Activity_Gain	0.714071	0.371035
Mpzl3	Stable	0.286006	0.178883
Mpzl3	Stable	0.286006	0.178883
Mpzl3	Stable	0.286006	0.178883
Mpzl3	Stable	0.286006	0.178883
Mpzl3	Stable	0.286006	0.178883
Mr1	Activity_Lost	0.786739	0.171062
Mr1	Stable	0.786739	0.171062
Mr1	Stable	0.786739	0.171062
Mre11a	Stable	0.003076	0.991245
Mre11a	Stable	0.003076	0.991245
Mre11a	Stable	0.003076	0.991245
Mre11a	Activity_Lost	0.003076	0.991245
Mrgbp	Stable	0.05568	0.895458
Mrgbp	Stable	0.05568	0.895458
Mrgbp	Stable	0.05568	0.895458
Mrgbp	Stable	0.05568	0.895458
Mrgbp	Activity_Lost	0.05568	0.895458
Mrgbp	Stable	0.05568	0.895458
Mrgbp	Stable	0.05568	0.895458
Mrgbp	Stable	0.05568	0.895458
Mri1	Stable	-0.00513	0.991465
Mri1	Stable	-0.00513	0.991465
Mri1	Stable	-0.00513	0.991465
Mri1	Stable	-0.00513	0.991465
Mrm1	Stable	-0.032035	0.973491
Mrnip	Stable	-0.00127	0.998482
Mrnip	Stable	-0.00127	0.998482
Mrnip	Stable	-0.00127	0.998482
Mrnip	Stable	-0.00127	0.998482
Mro	Activity_Gain	0.140647	0.689183
Mro	Activity_Gain	0.140647	0.689183
Mro	Stable	0.140647	0.689183
Mrpl11	Stable	0.150243	0.63663
Mrpl11	Stable	0.150243	0.63663
Mrpl12	Stable	0.083361	0.82167
Mrpl12	Stable	0.083361	0.82167
Mrpl12	Stable	0.083361	0.82167
Mrpl15	Stable	0.04549	0.893839
Mrpl15	Stable	0.04549	0.893839
Mrpl15	Stable	0.04549	0.893839
Mrpl15	Stable	0.04549	0.893839
Mrpl15	Stable	0.04549	0.893839
Mrpl16	Stable	0.130132	0.669504
Mrpl16	K119ub_Only	0.130132	0.669504
Mrpl16	Stable	0.130132	0.669504
Mrpl16	Stable	0.130132	0.669504
Mrpl16	Stable	0.130132	0.669504
Mrpl16	Stable	0.130132	0.669504
Mrpl16	Stable	0.130132	0.669504
Mrpl16	Stable	0.130132	0.669504
Mrpl19	Stable	-0.168558	0.639025
Mrpl19	Stable	-0.168558	0.639025
Mrpl19	Stable	-0.168558	0.639025
Mrpl21	Stable	0.054081	0.881139
Mrpl21	Stable	0.054081	0.881139
Mrpl21	Activity_Gain	0.054081	0.881139
Mrpl21	Activity_Gain	0.054081	0.881139
Mrpl22	Stable	-0.226381	0.548974
Mrpl22	Stable	-0.226381	0.548974
Mrpl22	Stable	-0.226381	0.548974
Mrpl22	Stable	-0.226381	0.548974
Mrpl22	Stable	-0.226381	0.548974
Mrpl23	Stable	-0.037061	0.942017
Mrpl23	Stable	-0.037061	0.942017
Mrpl23	Activity_Lost	-0.037061	0.942017
Mrpl28	Stable	0.129118	0.752615
Mrpl3	Stable	0.095955	0.552399
Mrpl3	Activity_Gain	0.095955	0.552399
Mrpl32	Stable	-0.080595	0.865971
Mrpl32	Stable	-0.080595	0.865971
Mrpl32	Stable	-0.080595	0.865971
Mrpl32	Stable	-0.080595	0.865971
Mrpl32	Stable	-0.080595	0.865971
Mrpl36	Stable	0.162511	0.850164
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl37	Stable	-0.032884	0.912079
Mrpl38	Stable	-0.092652	0.786033
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	K119ub_Only	-0.13688	0.447245
Mrpl39	K119ub_Only	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	K119ub_Only	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl39	Stable	-0.13688	0.447245
Mrpl4	Stable	-0.01574	0.981473
Mrpl4	Stable	-0.01574	0.981473
Mrpl4	Stable	-0.01574	0.981473
Mrpl41	Stable	-0.082206	0.868043
Mrpl41	Stable	-0.082206	0.868043
Mrpl42	Activity_Lost	-0.035005	0.908387
Mrpl42	Stable	-0.035005	0.908387
Mrpl42	Stable	-0.035005	0.908387
Mrpl42	Stable	-0.035005	0.908387
Mrpl42	Activity_Lost	-0.035005	0.908387
Mrpl42	Activity_Lost	-0.035005	0.908387
Mrpl45	Stable	-0.137231	0.664263
Mrpl45	Stable	-0.137231	0.664263
Mrpl45	Stable	-0.137231	0.664263
Mrpl45	Stable	-0.137231	0.664263
Mrpl45	Stable	-0.137231	0.664263
Mrpl45	Stable	-0.137231	0.664263
Mrpl50	K119ub_Only	-0.041636	0.925627
Mrpl50	Activity_Lost	-0.041636	0.925627
Mrpl52	Stable	-0.163574	0.80571
Mrpl52	Stable	-0.163574	0.80571
Mrpl52	Activity_Lost	-0.163574	0.80571
Mrpl52	Stable	-0.163574	0.80571
Mrpl58	Stable	-0.055342	0.823776
Mrpl9	Stable	0.126923	0.754647
Mrps10	Stable	-0.023399	0.957923
Mrps10	Stable	-0.023399	0.957923
Mrps10	Stable	-0.023399	0.957923
Mrps10	Stable	-0.023399	0.957923
Mrps10	Stable	-0.023399	0.957923
Mrps10	Stable	-0.023399	0.957923
Mrps10	Stable	-0.023399	0.957923
Mrps10	Stable	-0.023399	0.957923
Mrps11	Stable	-0.132314	0.679347
Mrps11	Stable	-0.132314	0.679347
Mrps12	Stable	0.008617	0.991552
Mrps12	Stable	0.008617	0.991552
Mrps14	Stable	-0.281289	0.271442
Mrps16	K119ub_Only	-0.003205	0.996741
Mrps16	Stable	-0.003205	0.996741
Mrps18a	Stable	0.060301	0.845336
Mrps18a	Activity_Gain	0.060301	0.845336
Mrps18a	Stable	0.060301	0.845336
Mrps18b	Stable	-0.103195	0.805739
Mrps18b	Stable	-0.103195	0.805739
Mrps22	Stable	0.293431	0.034476
Mrps22	Stable	0.293431	0.034476
Mrps22	Stable	0.293431	0.034476
Mrps22	Stable	0.293431	0.034476
Mrps23	Stable	-0.1102	0.78044
Mrps23	Stable	-0.1102	0.78044
Mrps25	Stable	0.05596	0.81088
Mrps25	Stable	0.05596	0.81088
Mrps25	Stable	0.05596	0.81088
Mrps25	Stable	0.05596	0.81088
Mrps25	Stable	0.05596	0.81088
Mrps26	Stable	0.178411	0.572293
Mrps26	Stable	0.178411	0.572293
Mrps26	Stable	0.178411	0.572293
Mrps26	Stable	0.178411	0.572293
Mrps26	Stable	0.178411	0.572293
Mrps26	Stable	0.178411	0.572293
Mrps26	Stable	0.178411	0.572293
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps28	Stable	-0.072535	0.775692
Mrps30	Stable	-0.096274	0.731003
Mrps30	Activity_Lost	-0.096274	0.731003
Mrps30	Stable	-0.096274	0.731003
Mrps30	Stable	-0.096274	0.731003
Mrps30	K119ub_Only	-0.096274	0.731003
Mrps30	Activity_Lost	-0.096274	0.731003
Mrps30	Stable	-0.096274	0.731003
Mrps30	Stable	-0.096274	0.731003
Mrps30	Stable	-0.096274	0.731003
Mrps30	Stable	-0.096274	0.731003
Mrps33	Activity_Gain	-0.001371	0.998482
Mrps33	Stable	-0.001371	0.998482
Mrps33	Activity_Gain	-0.001371	0.998482
Mrps33	Stable	-0.001371	0.998482
Mrps35	Stable	-0.166599	0.249676
Mrps36	Stable	0.055057	0.928953
Mrps6	Stable	0.109937	0.674333
Mrps6	Stable	0.109937	0.674333
Mrps6	Stable	0.109937	0.674333
Mrps6	Stable	0.109937	0.674333
Mrps6	Stable	0.109937	0.674333
Mrps6	Stable	0.109937	0.674333
Mrps6	Stable	0.109937	0.674333
Mrps6	Stable	0.109937	0.674333
Mrps9	K119ub_Only	-0.055839	0.732531
Mrps9	Stable	-0.055839	0.732531
Mrs2	Stable	-0.00954	0.970534
Mrs2	K119ub_Only	-0.00954	0.970534
Mrtfa	Stable	0.161157	0.138145
Mrtfa	Stable	0.161157	0.138145
Mrtfa	Stable	0.161157	0.138145
Mrtfa	Stable	0.161157	0.138145
Mrtfa	Stable	0.161157	0.138145
Mrtfa	Activity_Gain	0.161157	0.138145
Mrtfb	Stable	0.064667	0.819126
Mrtfb	Stable	0.064667	0.819126
Mrtfb	Stable	0.064667	0.819126
Mrtfb	Stable	0.064667	0.819126
Mrtfb	Stable	0.064667	0.819126
Mrtfb	Activity_Gain	0.064667	0.819126
Mrtfb	Activity_Lost	0.064667	0.819126
Mrtfb	Stable	0.064667	0.819126
Mrtfb	Stable	0.064667	0.819126
Mrtfb	Stable	0.064667	0.819126
Msantd1	Stable	0.336113	0.087795
Msantd3	Stable	-0.128748	0.716188
Msantd3	Stable	-0.128748	0.716188
Msantd4	Stable	0.206046	0.454774
Msantd4	K119ub_Only	0.206046	0.454774
Msantd4	Activity_Gain	0.206046	0.454774
Msantd4	Stable	0.206046	0.454774
Msantd4	Stable	0.206046	0.454774
Msantd4	Activity_Lost	0.206046	0.454774
Msh4	Stable	-0.10276	0.899231
Msh4	Stable	-0.10276	0.899231
Msh4	Stable	-0.10276	0.899231
Msh4	K119ub_Only	-0.10276	0.899231
Msh4	Stable	-0.10276	0.899231
Msh6	Stable	-0.028717	0.918962
Msi1	Stable	0.350072	0.069218
Msi1	Stable	0.350072	0.069218
Msi2	Stable	0.244868	0.068032
Msi2	Stable	0.244868	0.068032
Msi2	Stable	0.244868	0.068032
Msi2	Stable	0.244868	0.068032
Msl2	Stable	-0.001367	0.996191
Msl2	Stable	-0.001367	0.996191
Msl3	Stable	0.091225	0.737996
Msl3	Stable	0.091225	0.737996
Mslnl	Stable	0.00447	0.998481
Mslnl	Stable	0.00447	0.998481
Mslnl	Stable	0.00447	0.998481
Msmo1	Stable	-0.173286	0.572925
Msmo1	Stable	-0.173286	0.572925
Msmo1	K119ub_Only	-0.173286	0.572925
Msmo1	Stable	-0.173286	0.572925
Msmo1	Stable	-0.173286	0.572925
Msra	Stable	-0.093769	0.663173
Mst1	Stable	0.033493	0.96964
Mst1	Stable	0.033493	0.96964
Mst1	Stable	0.033493	0.96964
Mst1	Stable	0.033493	0.96964
Msx2	Stable	-0.225458	0.500682
Mt1	Activity_Lost	0.203503	0.478606
Mt1	Stable	0.203503	0.478606
Mt1	Stable	0.203503	0.478606
Mt3	Stable	-0.120429	0.633897
Mt3	Stable	-0.120429	0.633897
Mta2	Stable	0.139541	0.481237
Mta2	Stable	0.139541	0.481237
Mta2	Stable	0.139541	0.481237
Mta2	Stable	0.139541	0.481237
Mtbp	Activity_Gain	-0.056431	0.857503
Mtbp	K119ub_Only	-0.056431	0.857503
Mtbp	Stable	-0.056431	0.857503
Mtch2	Stable	0.090446	0.444547
Mtch2	Stable	0.090446	0.444547
Mtch2	Stable	0.090446	0.444547
Mtch2	Stable	0.090446	0.444547
Mtch2	Stable	0.090446	0.444547
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Activity_Lost	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtcl1	Stable	0.150979	0.098282
Mtdh	Stable	0.029278	0.90701
Mtdh	K119ub_Only	0.029278	0.90701
Mtdh	Activity_Lost	0.029278	0.90701
Mtdh	Activity_Lost	0.029278	0.90701
Mterf1a	K119ub_Only	0.034088	0.963714
Mterf1a	Stable	0.034088	0.963714
Mterf1a	Stable	0.034088	0.963714
Mterf1b	Stable	-0.184725	0.673566
Mterf1b	Stable	-0.184725	0.673566
Mterf1b	K119ub_Only	-0.184725	0.673566
Mterf1b	Activity_Lost	-0.184725	0.673566
Mterf1b	Stable	-0.184725	0.673566
Mterf4	Stable	0.023346	0.964535
Mterf4	Stable	0.023346	0.964535
Mtf2	Stable	0.041253	0.885694
Mtf2	Stable	0.041253	0.885694
Mtfp1	Stable	-0.38978	0.165356
Mtfp1	Stable	-0.38978	0.165356
Mtfr1	Stable	-0.205791	0.126905
Mtfr1	Stable	-0.205791	0.126905
Mtfr1	Activity_Lost	-0.205791	0.126905
Mtfr1	Activity_Lost	-0.205791	0.126905
Mtfr1	Activity_Lost	-0.205791	0.126905
Mtfr1	Stable	-0.205791	0.126905
Mtfr1	Activity_Lost	-0.205791	0.126905
Mtfr1l	Stable	-0.036785	0.941296
Mtfr1l	Activity_Lost	-0.036785	0.941296
Mtfr1l	Stable	-0.036785	0.941296
Mtfr1l	Stable	-0.036785	0.941296
Mtfr1l	Activity_Lost	-0.036785	0.941296
Mtfr1l	Activity_Lost	-0.036785	0.941296
Mtfr1l	Stable	-0.036785	0.941296
Mtfr2	K119ub_Only	0.021602	0.989169
Mtfr2	Stable	0.021602	0.989169
Mtfr2	Stable	0.021602	0.989169
Mtfr2	Stable	0.021602	0.989169
Mtg1	Stable	-0.092296	0.82739
Mtg1	Stable	-0.092296	0.82739
Mtg2	Stable	0.087759	0.820418
Mtg2	Activity_Lost	0.087759	0.820418
Mtg2	Stable	0.087759	0.820418
Mthfd2	K119ub_Only	-0.025677	0.97303
Mthfd2	Stable	-0.025677	0.97303
Mthfd2	Stable	-0.025677	0.97303
Mthfd2	Stable	-0.025677	0.97303
Mthfd2	Stable	-0.025677	0.97303
Mthfd2l	Stable	-0.306479	0.387877
Mthfsl	Stable	-0.03102	0.902829
Mthfsl	Stable	-0.03102	0.902829
Mtif2	Activity_Gain	0.150876	0.261164
Mtif2	Stable	0.150876	0.261164
Mtif2	Activity_Gain	0.150876	0.261164
Mtif2	Stable	0.150876	0.261164
Mtif2	Stable	0.150876	0.261164
Mtif2	Stable	0.150876	0.261164
Mtln	Activity_Lost	-0.81428	0.023496
Mtmr1	Stable	0.020194	0.941534
Mtmr1	Stable	0.020194	0.941534
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Activity_Lost	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr10	Stable	-0.160546	0.093442
Mtmr11	Stable	0.831575	0.00083
Mtmr11	Stable	0.831575	0.00083
Mtmr11	Activity_Gain	0.831575	0.00083
Mtmr11	Activity_Lost	0.831575	0.00083
Mtmr12	Stable	0.173937	0.078433
Mtmr12	Stable	0.173937	0.078433
Mtmr12	Stable	0.173937	0.078433
Mtmr12	Stable	0.173937	0.078433
Mtmr14	Stable	0.127737	0.614319
Mtmr14	Stable	0.127737	0.614319
Mtmr14	Stable	0.127737	0.614319
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr4	Stable	0.168628	0.360723
Mtmr6	Stable	-0.065515	0.637255
Mtmr6	Stable	-0.065515	0.637255
Mtmr6	Stable	-0.065515	0.637255
Mtmr7	Stable	-0.083143	0.506689
Mtmr9	Stable	-0.043136	0.835108
Mtmr9	Stable	-0.043136	0.835108
Mtmr9	Stable	-0.043136	0.835108
Mtmr9	Activity_Lost	-0.043136	0.835108
Mtmr9	Stable	-0.043136	0.835108
Mtmr9	Stable	-0.043136	0.835108
Mtpn	Activity_Gain	0.179368	0.150464
Mtpn	Stable	0.179368	0.150464
Mtpn	Stable	0.179368	0.150464
Mtpn	Stable	0.179368	0.150464
Mtpn	Stable	0.179368	0.150464
Mtpn	K119ub_Only	0.179368	0.150464
Mtr	Stable	-0.103869	0.622815
Mtres1	Stable	0.13088	0.550369
Mtres1	Stable	0.13088	0.550369
Mtres1	Stable	0.13088	0.550369
Mtres1	Stable	0.13088	0.550369
Mtrex	Stable	0.101287	0.43452
Mtrex	Stable	0.101287	0.43452
Mtrex	Stable	0.101287	0.43452
Mtrex	Stable	0.101287	0.43452
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtrr	Stable	0.020976	0.961934
Mtss1	Stable	-0.0706	0.722512
Mtss1	Stable	-0.0706	0.722512
Mtss1	Stable	-0.0706	0.722512
Mtss1	Stable	-0.0706	0.722512
Mtss2	Stable	0.00499	0.985418
Mtss2	Stable	0.00499	0.985418
Mtss2	Activity_Lost	0.00499	0.985418
Mtss2	Stable	0.00499	0.985418
Mtss2	Activity_Lost	0.00499	0.985418
Mtss2	Stable	0.00499	0.985418
Mturn	Stable	-0.02788	0.930185
Mturn	Stable	-0.02788	0.930185
Mturn	Stable	-0.02788	0.930185
Mtus1	Activity_Lost	-0.069801	0.735784
Mtus1	K119ub_Only	-0.069801	0.735784
Mtx2	Stable	-0.025367	0.930672
Mtx3	Activity_Lost	-0.036966	0.900881
Mtx3	Stable	-0.036966	0.900881
Mtx3	K119ub_Only	-0.036966	0.900881
Mul1	Stable	-0.052647	0.865986
Mul1	Activity_Lost	-0.052647	0.865986
Mul1	Stable	-0.052647	0.865986
Mul1	Stable	-0.052647	0.865986
Mul1	Stable	-0.052647	0.865986
Mul1	Stable	-0.052647	0.865986
Mul1	Stable	-0.052647	0.865986
Mul1	Activity_Lost	-0.052647	0.865986
Mul1	Stable	-0.052647	0.865986
Mus81	Stable	-0.156522	0.651668
Mus81	Stable	-0.156522	0.651668
Mvb12b	Stable	0.011457	0.965514
Mxd1	Stable	0.130241	0.52748
Mxd1	Stable	0.130241	0.52748
Mxd1	Activity_Lost	0.130241	0.52748
Mxd1	Stable	0.130241	0.52748
Mxd4	Stable	0.194824	0.115622
Mxd4	Stable	0.194824	0.115622
Mxd4	Stable	0.194824	0.115622
Mxd4	Activity_Gain	0.194824	0.115622
Mxd4	Stable	0.194824	0.115622
Mxd4	Stable	0.194824	0.115622
Mxi1	Stable	0.131464	0.666058
Mxi1	Stable	0.131464	0.666058
Myadm	Stable	-0.145692	0.961934
Myadm	Activity_Lost	-0.145692	0.961934
Myadm	Stable	-0.145692	0.961934
Myadm	Stable	-0.145692	0.961934
Myadm	Stable	-0.145692	0.961934
Mybl1	Stable	-0.736646	1.1e-05
Mybl1	Stable	-0.736646	1.1e-05
Mybl1	Stable	-0.736646	1.1e-05
Mybl1	Stable	-0.736646	1.1e-05
Mybl1	Stable	-0.736646	1.1e-05
Mybpc3	Activity_Lost	-0.853228	0.043903
Mybpc3	Activity_Lost	-0.853228	0.043903
Mybpc3	Stable	-0.853228	0.043903
Mybpc3	Stable	-0.853228	0.043903
Mybpc3	Stable	-0.853228	0.043903
Mybpc3	Stable	-0.853228	0.043903
Mybpc3	Activity_Lost	-0.853228	0.043903
Mybpc3	Stable	-0.853228	0.043903
Mybpc3	Stable	-0.853228	0.043903
Mybph	Activity_Lost	0.244132	0.564397
Myc	Activity_Gain	0.681368	0.345076
Myc	Activity_Gain	0.681368	0.345076
Myc	Stable	0.681368	0.345076
Myc	Stable	0.681368	0.345076
Mycbp2	Stable	0.05547	0.751377
Mycbp2	Stable	0.05547	0.751377
Mycbp2	Stable	0.05547	0.751377
Mycbp2	Stable	0.05547	0.751377
Mycbp2	Activity_Lost	0.05547	0.751377
Mycbp2	Stable	0.05547	0.751377
Mycbp2	Stable	0.05547	0.751377
Mycbp2	Stable	0.05547	0.751377
Mycbp2	K119ub_Only	0.05547	0.751377
Mycbp2	Stable	0.05547	0.751377
Mycl	Stable	-0.200454	0.83544
Mycl	Stable	-0.200454	0.83544
Mycl	Stable	-0.200454	0.83544
Mycn	Stable	0.047244	0.960978
Mycn	Stable	0.047244	0.960978
Mycn	Stable	0.047244	0.960978
Mycn	Stable	0.047244	0.960978
Myef2	Stable	-0.023473	0.886943
Myef2	Activity_Lost	-0.023473	0.886943
Myef2	Activity_Lost	-0.023473	0.886943
Myef2	Stable	-0.023473	0.886943
Myef2	Activity_Lost	-0.023473	0.886943
Myef2	Stable	-0.023473	0.886943
Myh10	Stable	0.351194	1.2e-05
Myh10	Stable	0.351194	1.2e-05
Myh10	Stable	0.351194	1.2e-05
Myh10	Stable	0.351194	1.2e-05
Myh10	Stable	0.351194	1.2e-05
Myh10	Stable	0.351194	1.2e-05
Myh10	Stable	0.351194	1.2e-05
Myh7b	Stable	0.607424	3.1e-05
Myh7b	Stable	0.607424	3.1e-05
Myh7b	Stable	0.607424	3.1e-05
Myh9	Stable	0.27191	1.3e-05
Myh9	Stable	0.27191	1.3e-05
Myh9	Stable	0.27191	1.3e-05
Myh9	Stable	0.27191	1.3e-05
Myl2	Stable	-0.2097	0.915734
Myl2	Stable	-0.2097	0.915734
Myl2	Stable	-0.2097	0.915734
Myl6	Stable	0.050167	0.92236
Myl6	Stable	0.050167	0.92236
Myl6	Stable	0.050167	0.92236
Myl6	Stable	0.050167	0.92236
Myl6	Stable	0.050167	0.92236
Myl6	Stable	0.050167	0.92236
Myl6	Stable	0.050167	0.92236
Myl6	Activity_Lost	0.050167	0.92236
Myl6	Stable	0.050167	0.92236
Myo10	Activity_Lost	-0.381109	0.000989
Myo10	Activity_Lost	-0.381109	0.000989
Myo10	Stable	-0.381109	0.000989
Myo5a	Stable	0.369077	5e-06
Myo5a	Stable	0.369077	5e-06
Myo5a	Stable	0.369077	5e-06
Myo5b	Stable	0.55953	0.381951
Myo5b	Stable	0.55953	0.381951
Myo6	Stable	-0.055321	0.795986
Myo7a	Stable	0.173093	0.907186
Myo7a	Stable	0.173093	0.907186
Myo7a	Stable	0.173093	0.907186
Myo7a	Stable	0.173093	0.907186
Myocd	Stable	0.840642	0.007495
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myog	Stable	0.23438	0.931664
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Myorg	Stable	-0.003584	0.995885
Mypop	Stable	0.14605	0.839942
Mypop	Stable	0.14605	0.839942
Mypop	Stable	0.14605	0.839942
Myrf	Stable	0.189162	0.420418
Myrf	Stable	0.189162	0.420418
Myrfl	Stable	0.410603	0.180341
Myrfl	Stable	0.410603	0.180341
Myrfl	Stable	0.410603	0.180341
Myrfl	Stable	0.410603	0.180341
Myrfl	Stable	0.410603	0.180341
Myrfl	Stable	0.410603	0.180341
Myrfl	Activity_Lost	0.410603	0.180341
Myrfl	Activity_Lost	0.410603	0.180341
Myrfl	Stable	0.410603	0.180341
Mysm1	Stable	0.049359	0.815001
Mysm1	Stable	0.049359	0.815001
Mysm1	Stable	0.049359	0.815001
Mysm1	Stable	0.049359	0.815001
Myt1	Activity_Lost	-0.375261	0
Myt1	Stable	-0.375261	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Activity_Gain	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Myt1l	Stable	-1.25767	0
Myt1l	Activity_Lost	-1.25767	0
Mzf1	Stable	-0.453985	0.005662
Mzf1	Stable	-0.453985	0.005662
Mzf1	Stable	-0.453985	0.005662
Mzf1	Stable	-0.453985	0.005662
Mzf1	Activity_Gain	-0.453985	0.005662
Mzf1	Stable	-0.453985	0.005662
Mzt1	Stable	-0.197579	0.393426
Mzt2	Stable	0.164137	0.633897
Mzt2	Stable	0.164137	0.633897
Mzt2	Stable	0.164137	0.633897
Mzt2	Activity_Gain	0.164137	0.633897
Mzt2	Activity_Gain	0.164137	0.633897
Mzt2	Stable	0.164137	0.633897
Mzt2	Stable	0.164137	0.633897
Mzt2	K119ub_Only	0.164137	0.633897
N4bp1	Stable	0.226765	0.000636
N4bp1	Activity_Gain	0.226765	0.000636
N4bp1	Stable	0.226765	0.000636
N4bp1	Stable	0.226765	0.000636
N4bp2	Stable	0.209438	0.140761
N4bp2l1	Stable	0.485763	0.000875
N4bp2l2	Stable	0.080057	0.743342
N4bp2l2	Stable	0.080057	0.743342
N4bp2l2	Stable	0.080057	0.743342
N4bp2l2	Activity_Gain	0.080057	0.743342
N4bp2l2	Stable	0.080057	0.743342
N4bp2l2	Stable	0.080057	0.743342
N4bp2l2	Stable	0.080057	0.743342
N4bp2l2	Stable	0.080057	0.743342
N4bp2l2	Stable	0.080057	0.743342
Naa16	Stable	-0.07054	0.695728
Naa20	Stable	0.05388	0.820418
Naa20	Stable	0.05388	0.820418
Naa20	Stable	0.05388	0.820418
Naa30	Stable	-0.107847	0.513255
Naa38	Stable	-0.245244	0.620552
Naa38	Stable	-0.245244	0.620552
Naa40	Stable	0.182567	0.34267
Naa40	Stable	0.182567	0.34267
Naa40	Stable	0.182567	0.34267
Naa40	Stable	0.182567	0.34267
Naa50	Stable	0.094644	0.730491
Naa50	Stable	0.094644	0.730491
Naaa	Stable	0.232798	0.231443
