target_gene	log2FC	padj	is_de
Echdc3	-2.003619	0.001212	TRUE
Kin	-0.029473	0.941939	FALSE
Optn	0.1491	0.519721	FALSE
Proser2	-0.087332	0.873451	FALSE
Upf2	0.037724	0.863814	FALSE
Usp6nl	-0.273472	0.006529	FALSE
Cobll1	0.078903	0.804552	FALSE
Slc38a11	0.381811	0.75035	FALSE
Lrp2	0.264447	0.838912	FALSE
Myo3b	0.300676	0.734966	FALSE
Nostrin	-0.158141	0.807869	FALSE
Stk39	-0.358433	4.4e-05	FALSE
Cers6	0.12183	0.606458	FALSE
Fign	0.079689	0.861865	FALSE
Scn7a	0.245113	0.833166	FALSE
Spc25	-0.445001	0.759551	FALSE
Cybrd1	-0.309501	0.701446	FALSE
Dync1i2	0.06977	0.630227	FALSE
Hat1	-0.121242	0.629851	FALSE
Metap1d	-0.825529	0	TRUE
Slc25a12	0.107307	0.487176	FALSE
Agps	-0.10201	0.35901	FALSE
Hnrnpa3	0.098309	0.744565	FALSE
Nfe2l2	0.142856	0.660154	FALSE
Pde11a	-0.656518	0.329924	FALSE
Ccdc141	0.091701	0.724881	FALSE
Ttn	-0.143358	0.622135	FALSE
Cwc22	-0.09729	0.606215	FALSE
Pde1a	0.020041	0.975269	FALSE
Sestd1	-0.068066	0.648358	FALSE
Ube2e3	-0.050142	0.740486	FALSE
Cerkl	-0.288728	0.09724	FALSE
Dnajc10	-0.032428	0.881041	FALSE
Itga4	-0.141701	0.684982	FALSE
Itprid2	-0.206861	0.040329	FALSE
Frzb	-0.375872	0.486623	FALSE
Nckap1	0.070038	0.514825	FALSE
Nup35	-0.013817	0.96954	FALSE
Agbl2	1.054221	0	TRUE
C1qtnf4	0.676152	0	TRUE
Celf1	0.155741	0.031222	FALSE
Fnbp4	0.13634	0.20163	FALSE
Gm13778	-0.234069	0.778892	FALSE
Kbtbd4	-0.062553	0.941534	FALSE
Mtch2	0.090446	0.444547	FALSE
Mybpc3	-0.853228	0.043903	TRUE
Ndufs3	0.100068	0.601181	FALSE
Psmc3	0.09142	0.628785	FALSE
Slc39a13	0.134098	0.695361	FALSE
Spi1	-0.107387	0.926979	FALSE
2810002D19Rik	-0.139334	0.751995	FALSE
Accsl	0.224617	0.847386	FALSE
Alkbh3	0.126626	0.535219	FALSE
Api5	-0.034715	0.865904	FALSE
Lrrc4c	-1.056898	0	TRUE
Mir670hg	-0.566804	0.014014	TRUE
Ttc17	-0.06371	0.594052	FALSE
Gdap2	-0.098829	0.526122	FALSE
Gm12474	-0.623047	0.566155	FALSE
Hmgcs2	0.245735	0.743803	FALSE
Man1a2	0.061467	0.745625	FALSE
Spag17	-0.261337	0.737953	FALSE
Tbx15	-0.123991	0.790571	FALSE
Tent5c	-0.212735	0.861466	FALSE
Wars2	-0.092746	0.739713	FALSE
Wdr3	-0.08015	0.781861	FALSE
Tspan2	-0.164049	0.546431	FALSE
Sort1	-0.352051	0	FALSE
Taf13	-0.169997	0.762642	FALSE
Prpf38b	-0.035074	0.947494	FALSE
Stxbp3	-0.069247	0.790068	FALSE
A930005H10Rik	0.222261	0.526197	FALSE
Agl	0.082185	0.696366	FALSE
Col11a1	-0.060633	0.935563	FALSE
Dph5	0.21201	0.212004	FALSE
Extl2	0.112979	0.474844	FALSE
Olfm3	0.02507	0.977332	FALSE
Plppr4	-0.049443	0.86578	FALSE
S1pr1	0.095181	0.701833	FALSE
Slc30a7	0.019737	0.932564	FALSE
Palmd	0.072256	0.894973	FALSE
Dbt	-0.325112	0.017331	FALSE
Plppr5	0.194064	0.495201	FALSE
Rtca	0.084407	0.77227	FALSE
Sass6	-0.086684	0.796459	FALSE
Slc35a3	0.102919	0.664516	FALSE
Vcam1	-0.140183	0.838912	FALSE
Mfsd14a	0.042981	0.853557	FALSE
Gm26871	-1.112323	0.000716	TRUE
Abca4	-0.333036	0.763478	FALSE
Dpyd	0.075996	0.873451	FALSE
Ptbp2	-0.120828	0.454807	FALSE
6530403H02Rik	0.106307	0.80929	FALSE
Cnn3	0.285057	0.010307	FALSE
Rwdd3	-1.21446	0.003045	TRUE
Slc44a3	0.176166	0.867564	FALSE
Arsj	0.440917	0.779317	FALSE
Camk2d	-0.083477	0.666643	FALSE
Enpep	0.356572	0.675093	FALSE
Ugt8a	-0.028431	0.960978	FALSE
Ank2	0.163892	0.251828	FALSE
Larp7	0.447115	0.002467	FALSE
Tifa	0.078924	0.928549	FALSE
Zgrf1	-0.122831	0.529758	FALSE
Arhgef38	0.097345	0.958387	FALSE
Gm29811	0.029332	0.975477	FALSE
Gm43254	-0.283084	0.629664	FALSE
Gstcd	-0.172817	0.467679	FALSE
Ints12	-0.048046	0.879952	FALSE
Npnt	0.404931	0.594647	FALSE
Ppa2	0.15997	0.309873	FALSE
Gm2464	-0.110833	0.861419	FALSE
Ralyl	-0.133156	0.677771	FALSE
1110002E22Rik	-0.041783	0.982414	FALSE
Dapp1	0.270219	0.425306	FALSE
Gm5105	-0.595857	0.8203	FALSE
Mttp	-0.031248	0.954399	FALSE
Eif4e	-0.094814	0.591107	FALSE
Tspan5	0.003419	0.993737	FALSE
Bank1	0.117055	0.941078	FALSE
Bmpr1b	0.02002	0.967506	FALSE
Gbp2	0.068579	0.970236	FALSE
Gbp7	0.34034	0.770854	FALSE
Unc5c	-0.81904	6e-06	TRUE
Ccn1	0.512261	0.702827	FALSE
Adgrl4	0.268901	0.361605	FALSE
Gm30382	-0.174223	0.817135	FALSE
Ak5	0.387943	0.002894	FALSE
Pigk	0.031136	0.839316	FALSE
Zzz3	0.103287	0.266565	FALSE
Erich3	-0.392473	0.005215	FALSE
4930570G19Rik	-0.040025	0.919464	FALSE
Negr1	0.03989	0.928264	FALSE
1700094M23Rik	-0.077683	0.933371	FALSE
Acadm	-0.470889	0.000931	FALSE
Ankrd13c	0.040483	0.821251	FALSE
Cryz	-0.292419	0.370224	FALSE
Cth	0.106572	0.937971	FALSE
Fpgt	-0.106756	0.725627	FALSE
Lrrc40	0.076806	0.701833	FALSE
Lrrc7	1.069684	0	TRUE
Lrriq3	0.005954	0.995885	FALSE
Nexn	0.085208	0.683523	FALSE
Ptger3	-0.341056	0.873532	FALSE
Rabggtb	-0.059965	0.844677	FALSE
Rpe65	0.313721	0.872146	FALSE
Slc44a5	0.581438	1e-06	TRUE
Srsf11	0.109837	0.450567	FALSE
Tyw3	-0.067944	0.804556	FALSE
Wls	0.653636	6.5e-05	TRUE
Zranb2	0.029112	0.900638	FALSE
Gm43672	-0.38066	0.547613	FALSE
Tbl1xr1	-0.104081	0.477147	FALSE
Naaladl2	-0.455454	0.005522	FALSE
Nlgn1	-0.382123	0.028958	FALSE
Spata16	-0.119438	0.942177	FALSE
Egfem1	0.071906	0.904904	FALSE
Actrt3	-1.355658	0.023635	TRUE
Mynn	0.092177	0.665932	FALSE
Kcnmb3	0.451246	0.580529	FALSE
Zfp639	0.188042	0.273783	FALSE
Gnb4	0.200551	0.167418	FALSE
Pabpc4l	0.757807	0.711211	FALSE
Pcdh18	0.69169	0.210742	FALSE
Slc7a11	0.064202	0.882649	FALSE
Gm6209	-0.260911	0.760901	FALSE
Cog6	-0.12916	0.321769	FALSE
Elf2	0.186767	0.073166	FALSE
Foxo1	-0.602073	7e-06	TRUE
Frem2	-0.182987	0.501234	FALSE
Gm30173	-0.199782	0.881425	FALSE
Nbea	-0.003879	0.990831	FALSE
Nhlrc3	-0.235337	0.410369	FALSE
Proser1	0.044772	0.824437	FALSE
Trpc4	-0.00138	0.998482	FALSE
Ufm1	0.08588	0.682526	FALSE
Dclk1	-0.184151	0.330751	FALSE
Sertm1	0.034307	0.989136	FALSE
Ankub1	0.390357	0.469618	FALSE
Commd2	-0.00442	0.993746	FALSE
Pfn2	-0.003643	0.99287	FALSE
Clrn1	0.278576	0.861865	FALSE
Igsf10	-0.112187	0.736344	FALSE
P2ry1	0.171694	0.824437	FALSE
Rarres1	0.45065	0.092696	FALSE
Rbm46	-0.024677	0.9912	FALSE
Gm37240	-0.160074	0.275338	FALSE
C030034L19Rik	0.34875	0.572293	FALSE
Chmp4c	-0.201474	0.652528	FALSE
Hey1	-0.010407	0.983903	FALSE
Il7	-0.532804	0.457765	FALSE
Mrps28	-0.072535	0.775692	FALSE
Pkia	0.105217	0.723313	FALSE
Stmn2	0.015936	0.97303	FALSE
Tpd52	-0.27159	6.7e-05	FALSE
Zbtb10	-0.159709	0.201702	FALSE
Zc2hc1a	-0.21526	0.106319	FALSE
Zfhx4	-0.867421	0	TRUE
AI849053	0.583974	0.570209	FALSE
Bcan	0.250132	0.365957	FALSE
Crabp2	0.431897	0.701833	FALSE
Glmp	-0.154925	0.656229	FALSE
Gm3764	0.006145	0.988557	FALSE
Gpatch4	-0.115225	0.612712	FALSE
Hapln2	0.470184	0.03308	FALSE
Isg20l2	-0.062419	0.876443	FALSE
Mef2d	0.134413	0.358007	FALSE
Mrpl24	-0.041185	0.912079	FALSE
Naxe	-0.173116	0.518759	FALSE
Nes	-0.205626	0.73693	FALSE
Smg5	0.121586	0.673849	FALSE
Tmem79	-0.377568	0.737096	FALSE
Celf3	0.306874	0.002956	FALSE
Ube2u	-0.18015	0.941939	FALSE
Ror1	-0.345034	0.0686	FALSE
Slc2a1	-0.020709	0.958423	FALSE
Bmp8b	0.009973	0.993737	FALSE
Ccdc30	-0.584242	0.000637	TRUE
Cited4	-1.288017	0.009128	TRUE
Col9a2	0.286271	0.430433	FALSE
Exo5	-0.377348	0.449184	FALSE
Foxo6	-0.122713	0.894426	FALSE
Frg2f1	0.197039	0.755345	FALSE
Gm12915	-0.082393	0.953969	FALSE
Gm45579	-0.663799	0.095746	FALSE
Kcnq4	0.372159	0.083311	FALSE
Rims3	-0.724262	0.009692	TRUE
Rlf	-0.014335	0.962923	FALSE
Scmh1	0.009866	0.964421	FALSE
Slfnl1	0.195316	0.697969	FALSE
Smap2	0.167456	0.029859	FALSE
Zfp69	-0.370144	0.444853	FALSE
Zmpste24	0.030359	0.914467	FALSE
Ndufaf4	0.240857	0.432878	FALSE
C9orf72	0.022628	0.930599	FALSE
Gm12367	0.024982	0.986038	FALSE
Gm12371	-0.526204	0.725339	FALSE
Lingo2	-0.096884	0.839316	FALSE
Nr4a3	-0.144391	0.915537	FALSE
Abca1	-0.53513	0	TRUE
Fsd1l	-0.237991	0.00594	FALSE
Tal2	-0.245283	0.910338	FALSE
Slc44a1	0.138236	0.092011	FALSE
Zfp462	0.906525	0	TRUE
Svep1	-1.985089	0	TRUE
E130308A19Rik	-0.377038	4.8e-05	FALSE
Ecpas	0.00505	0.986038	FALSE
Hsdl2	-0.211438	0.237435	FALSE
Ptbp3	-0.500509	1.6e-05	TRUE
Ptgr1	-0.498136	0.688126	FALSE
Slc46a2	0.255971	0.76258	FALSE
Snx30	-0.253543	0.021482	FALSE
Susd1	0.477631	0.422295	FALSE
Zkscan16	-0.216965	0.770305	FALSE
Car8	0.035828	0.943289	FALSE
Fam110b	-0.442423	0	FALSE
Nsmaf	-0.584155	0	TRUE
Sdcbp	-0.248139	0.000165	FALSE
Ubxn2b	-0.314011	0.031175	FALSE
Pappa	0.233043	0.666058	FALSE
Astn2	-0.091112	0.812613	FALSE
Atp6v1g1	-0.186321	0.312607	FALSE
Brinp1	-0.508185	0.013133	TRUE
Tlr4	-0.275426	0.667083	FALSE
Tnc	-1.147744	0.000375	TRUE
Dmac1	-0.309837	0.335463	FALSE
Frem1	-0.405224	0.483077	FALSE
Lurap1l	-0.159399	0.700328	FALSE
Nfib	-0.568485	0	TRUE
Zdhhc21	-0.134408	0.209197	FALSE
Ccdc171	-0.409449	0.141608	FALSE
Mpdz	-1.003615	0	TRUE
Psip1	-0.09113	0.464184	FALSE
Snapc3	-0.148954	0.038236	FALSE
Ttc39b	-0.495298	1e-06	FALSE
Plin2	-1.939683	0	TRUE
Acer2	0.143878	0.854525	FALSE
Focad	-0.942776	0	TRUE
Hacd4	-1.011631	0	TRUE
Mllt3	-0.292231	0.103852	FALSE
A830012C17Rik	-0.146154	0.835108	FALSE
Chd7	0.193589	0.030523	FALSE
Penk	0.16298	0.538277	FALSE
Rab2a	0.041956	0.803638	FALSE
Clvs1	0.158021	0.476578	FALSE
Fggy	0.047072	0.894735	FALSE
4930412C18Rik	-0.792401	5e-06	TRUE
Asph	0.075678	0.566155	FALSE
Plekhf2	-0.25505	0.302794	FALSE
Cyp2j6	-0.061781	0.85819	FALSE
Cyp2j9	-0.065735	0.794719	FALSE
Gm12689	0.406648	0.603331	FALSE
Patj	-1.906912	0	TRUE
Tm2d1	0.000351	0.999038	FALSE
E130114P18Rik	-0.288389	0.226738	FALSE
Nfia	-0.526537	0	TRUE
Gm12681	-0.411267	0.731633	FALSE
Dgkq	0.082226	0.752615	FALSE
Gak	0.063146	0.711322	FALSE
Idua	0.030826	0.931664	FALSE
Tmem175	0.165499	0.141971	FALSE
Sema3a	-1.387878	0	TRUE
Sema3e	0.056606	0.88249	FALSE
Pclo	0.246441	0.213061	FALSE
Cacna2d1	-0.117326	0.666643	FALSE
Gm3510	0.154466	0.649768	FALSE
Sema3c	0.208642	0.543095	FALSE
Reln	0.193247	0.040503	FALSE
6030443J06Rik	-0.165308	0.686351	FALSE
Ccdc146	-0.809739	0.237265	FALSE
Dnajc2	0.115552	0.507358	FALSE
Fam185a	-1.067533	0	TRUE
Lhfpl3	0.251369	0.420733	FALSE
Napepld	-0.503397	3.7e-05	TRUE
Orc5	0.128182	0.414415	FALSE
Pmpcb	0.130577	0.457828	FALSE
Psmc2	-0.009518	0.976206	FALSE
Tomm7	0.077769	0.858756	FALSE
2900005J15Rik	-0.098464	0.930672	FALSE
Prkag2	-0.21477	0.008995	FALSE
5031410I06Rik	6.9e-05	0.999836	FALSE
Gm21680	-0.130321	0.82894	FALSE
Gm21698	-0.076384	0.941534	FALSE
Gm7361	0.494677	0.607158	FALSE
Htr5a	0.527992	0.111362	FALSE
Wdr86	0.416857	0.643307	FALSE
Cnpy1	-0.724738	0	TRUE
En2	-0.173622	0.24639	FALSE
Gm1979	0.46457	0.32043	FALSE
Gm26608	-0.261573	0.775455	FALSE
Insig1	-0.179007	0.556778	FALSE
Paxip1	0.057954	0.672118	FALSE
Rbm33	-0.077835	0.357942	FALSE
Shh	-0.038786	0.982388	FALSE
Garem2	0.022551	0.973491	FALSE
Tyms	0.355085	0.377081	FALSE
Gm29609	0.344357	0.538068	FALSE
Mpv17	-0.028919	0.98059	FALSE
Akap9	0.041248	0.902121	FALSE
Bod1l	-0.059323	0.859212	FALSE
C1qtnf7	0.91266	0.271812	FALSE
Cc2d2a	0.036105	0.861419	FALSE
Cpeb2	-0.315454	0.003199	FALSE
Gm16223	-0.357448	0.747319	FALSE
Cd38	0.182082	0.543815	FALSE
D5Ertd615e	0.101476	0.967506	FALSE
Fam184b	-0.998827	0	TRUE
Lap3	-0.24403	0.200274	FALSE
Lcorl	-0.146557	0.696423	FALSE
Ldb2	-0.455574	0.003484	FALSE
Med28	0.050496	0.881041	FALSE
Prom1	-1.07349	0	TRUE
Qdpr	-0.10043	0.916223	FALSE
Rab28	-0.049199	0.838965	FALSE
Slit2	-0.013665	0.986038	FALSE
Tapt1	-0.219268	0.000124	FALSE
Adgra3	0.620559	4e-06	TRUE
Kcnip4	-1.133797	4e-06	TRUE
Sod3	-0.052091	0.9376	FALSE
4932441J04Rik	-0.513694	0.3134	FALSE
Pcdh7	0.141682	0.633084	FALSE
Wdr19	-0.356773	3.2e-05	FALSE
Atp8a1	-0.128662	0.230332	FALSE
Gabra4	-0.394316	0.175807	FALSE
Gabrb1	-0.314507	0.133353	FALSE
Corin	0.260334	0.45814	FALSE
Dancr	0.329888	0.793046	FALSE
Rasl11b	-0.472733	0.051627	FALSE
Usp46	-0.23234	4.4e-05	FALSE
Kdr	0.118639	0.871029	FALSE
Pdcl2	-0.16705	0.830163	FALSE
Srd5a3	0.029236	0.965631	FALSE
Tmem165	0.087454	0.54848	FALSE
Igfbp7	0.013362	0.985434	FALSE
Abcb1a	0.085267	0.864499	FALSE
Abcb1b	0.345059	0.592803	FALSE
Adam22	0.265075	0.014014	FALSE
Cfap69	-0.520217	0.002363	TRUE
Dbf4	0.295974	0.698369	FALSE
Gtpbp10	0.031091	0.964158	FALSE
Rundc3b	-0.011666	0.978452	FALSE
Slc25a40	-0.108172	0.605098	FALSE
Tmem243	-0.010912	0.978692	FALSE
Zfp804b	-0.177781	0.816202	FALSE
Cenpc1	0.050276	0.853615	FALSE
Art3	0.265516	0.613379	FALSE
Btc	0.851065	0.330135	FALSE
Cox18	0.077242	0.825438	FALSE
Dck	0.076518	0.882777	FALSE
Gm42912	0.108225	0.78442	FALSE
Grsf1	0.105405	0.493311	FALSE
Mob1b	-0.110472	0.557358	FALSE
Mthfd2l	-0.306479	0.387877	FALSE
Rassf6	-0.118588	0.779317	FALSE
Slc4a4	0.197781	0.261213	FALSE
Abcb4	0.159882	0.737536	FALSE
Crot	-0.066921	0.713542	FALSE
Sdad1	0.156459	0.4264	FALSE
2010109A12Rik	0.551705	0.203976	FALSE
Ccng2	0.035157	0.930672	FALSE
Ccni	0.105578	0.30414	FALSE
Septin11	0.173555	0.101287	FALSE
Shroom3	-0.357978	0.029233	FALSE
Sowahb	0.208649	0.739558	FALSE
Grm3	-0.094393	0.837819	FALSE
Sema3d	-0.125867	0.693078	FALSE
Antxr2	0.06211	0.898484	FALSE
Anxa3	0.007292	0.993576	FALSE
Cfap299	0.004822	0.996191	FALSE
Fgf5	0.491037	0.16324	FALSE
Paqr3	-0.216977	0.165143	FALSE
Prdm8	-0.572816	0.04105	TRUE
Cntn4	-0.673074	0.000242	TRUE
Cntn6	-1.004547	0.000272	TRUE
Gm15631	-0.444471	0.341753	FALSE
Arl8b	0.092757	0.646153	FALSE
Bhlhe40	-0.394874	0.006512	FALSE
Grm7	0.222444	0.516671	FALSE
Il5ra	-1.44399	0.024443	TRUE
Sumf1	-0.134609	0.365409	FALSE
Edem1	0.333542	0.00278	FALSE
Itpr1	0.007989	0.988201	FALSE
Syn2	-0.903041	0	TRUE
Pparg	-0.213389	0.372247	FALSE
Pex26	-0.103013	0.711747	FALSE
Ndufa4	0.093445	0.68554	FALSE
Phf14	-0.137232	0.490842	FALSE
Vwde	-0.092435	0.900845	FALSE
2310001H17Rik	0.71502	0.579102	FALSE
Clec2d	0.043985	0.963194	FALSE
Gabarapl1	0.194599	0.247031	FALSE
Styk1	-0.549865	0.616683	FALSE
Gpr19	-0.103425	0.605358	FALSE
Grin2b	0.269064	0.044274	FALSE
H2aj	0.335941	0.455623	FALSE
Plbd1	-0.060408	0.947054	FALSE
Ptpro	-0.08324	0.848334	FALSE
Rerg	0.271181	0.499276	FALSE
1110019D14Rik	-0.622608	7e-05	TRUE
Gpr85	-0.651469	0	TRUE
Tmem168	-0.205445	0.08964	FALSE
Plekha5	0.010831	0.969844	FALSE
Aebp2	0.001595	0.996098	FALSE
Dera	0.010136	0.98749	FALSE
Pde3a	-0.744294	1e-06	TRUE
Slco1c1	-0.036901	0.94886	FALSE
Abcc9	0.410309	0.182591	FALSE
Slco1a4	0.040514	0.951032	FALSE
Cmas	0.157225	0.268377	FALSE
Bhlhe41	0.021215	0.965631	FALSE
Sox5	-0.258454	0.311107	FALSE
Ccdc91	0.090504	0.463275	FALSE
Far2	0.330143	0.078976	FALSE
Mansc4	0.381365	0.287526	FALSE
Pthlh	0.416897	0.681693	FALSE
Aass	0.2062	0.716645	FALSE
Cped1	0.151834	0.688937	FALSE
Cttnbp2	0.207208	0.065116	FALSE
Ing3	-0.11004	0.496142	FALSE
Kcnd2	-0.41309	0.24892	FALSE
Lsm8	-0.126092	0.636968	FALSE
Met	0.530151	0.687685	FALSE
Tspan12	0.124275	0.725359	FALSE
Ptprz1	-0.160813	0.327405	FALSE
Lmod2	0.230352	0.927578	FALSE
Fscn3	-0.837939	0.573199	FALSE
Gcc1	-0.192419	0.408823	FALSE
Zfp800	-0.203193	0.644554	FALSE
Gm3294	-0.281286	0.272994	FALSE
Prrt4	0.200351	0.7939	FALSE
Rbm28	-0.001514	0.996098	FALSE
1700012C14Rik	-1.223393	0.218478	FALSE
Cep41	-0.19202	0.754548	FALSE
Copg2	0.24906	0.244753	FALSE
Klhdc10	-0.022751	0.926963	FALSE
Tmem209	-0.11645	0.577042	FALSE
Zc3hc1	0.013966	0.976711	FALSE
9330158H04Rik	0.076522	0.944038	FALSE
Chrm2	1.616039	0	TRUE
Agk	-0.076576	0.76196	FALSE
Dennd11	-0.120854	0.321742	FALSE
Prss37	-0.484464	0.628864	FALSE
Ssbp1	-0.019895	0.961934	FALSE
Fam131b	-0.056276	0.853377	FALSE
Arhgef5	0.332404	0.461771	FALSE
Atp6v0a4	-0.130767	0.771394	FALSE
Casp2	-0.130274	0.424885	FALSE
Clcn1	0.052742	0.793329	FALSE
Epha1	-0.048787	0.915334	FALSE
Ephb6	0.324004	0.321185	FALSE
Gstk1	-0.367148	0.531962	FALSE
Tas2r126	-0.449273	0.722512	FALSE
Tas2r135	-0.099293	0.933355	FALSE
Tas2r143	0.098671	0.938633	FALSE
Tcaf1	0.064177	0.645845	FALSE
Tcaf2	-0.017982	0.990745	FALSE
Tpk1	-0.604286	0	TRUE
Trpv6	0.658972	0.137203	FALSE
Zyx	-0.040087	0.915738	FALSE
Cul1	0.003857	0.986668	FALSE
Ezh2	-0.221728	0.071055	FALSE
Npy	-0.435372	0.292307	FALSE
Osbpl3	-0.448864	8.3e-05	FALSE
C530044C16Rik	0.187023	0.605098	FALSE
Pde1c	-0.342333	0.089631	FALSE
Ppp1r17	-0.040702	0.899231	FALSE
Dync1i1	-0.433769	0.003079	FALSE
Gm20619	0.072702	0.961253	FALSE
Fam13a	-0.475844	0	FALSE
Herc3	0.121803	0.373672	FALSE
9330118I20Rik	-0.089674	0.918499	FALSE
Ccser1	-0.354324	0.098569	FALSE
Gm45193	-0.113491	0.930994	FALSE
Gprin3	-1.374163	0	TRUE
Grid2	-0.259324	0.419728	FALSE
Herc6	0.557115	0.523725	FALSE
Neurod6	-0.046183	0.963071	FALSE
Snca	-1.759795	0	TRUE
Tigd2	-0.20376	0.280988	FALSE
Vopp1	0.128114	0.418816	FALSE
Cd8a	-0.260617	0.898484	FALSE
Cd8b1	-0.056861	0.980087	FALSE
Chmp3	0.075432	0.704627	FALSE
Gm44174	-0.633492	0.68907	FALSE
Kdm3a	-0.063904	0.645984	FALSE
Reep1	0.247905	0.002363	FALSE
Rmnd5a	0.13651	0.196636	FALSE
Rnf103	0.032726	0.873532	FALSE
Smyd1	-0.117885	0.873532	FALSE
Thnsl2	-0.657796	0.199936	FALSE
0610030E20Rik	-0.004591	0.989496	FALSE
Atoh8	-0.556141	0.011298	TRUE
Gm38832	-0.059396	0.978692	FALSE
Polr1a	-0.101848	0.564912	FALSE
Ptcd3	0.048528	0.714296	FALSE
Sftpb	0.2954	0.688486	FALSE
St3gal5	-0.148034	0.071591	FALSE
Usp39	-0.05465	0.834194	FALSE
Suclg1	0.203993	0.160398	FALSE
Hk2	-0.053999	0.930672	FALSE
1700003E16Rik	-0.220752	0.839942	FALSE
Dctn1	0.172827	0.410819	FALSE
Wdr54	-0.242092	0.406098	FALSE
Abtb1	-0.435251	0.002973	FALSE
Gm20696	-0.120346	0.617542	FALSE
Gpr27	-0.175069	0.759385	FALSE
Cyb5r2	0.086415	0.970133	FALSE
Olfml1	0.009652	0.989708	FALSE
Ppfibp2	0.176148	0.261213	FALSE
Syt9	-0.373133	0.000126	FALSE
Eif3f	-0.054194	0.842986	FALSE
Lmo1	-0.512188	0.001625	TRUE
Ric3	-0.01473	0.947054	FALSE
Tub	0.196301	0.030847	FALSE
Stk33	-0.261312	0.784078	FALSE
4933406I18Rik	-0.40946	0.027871	FALSE
Copb1	0.055843	0.782803	FALSE
Cyp2r1	-0.170813	0.909484	FALSE
Insc	0.022103	0.974456	FALSE
Itpripl2	-0.135719	0.898432	FALSE
Parva	-1.180319	0	TRUE
Pde3b	0.176427	0.301429	FALSE
Psma1	-0.055488	0.85819	FALSE
Rras2	0.078957	0.722512	FALSE
Sbf2	-0.667265	0	TRUE
Xylt1	0.556394	0	TRUE
Arl6ip1	0.054181	0.808037	FALSE
Rps15a	0.047438	0.833296	FALSE
Smg1	0.14376	0.372173	FALSE
Syt17	0.122355	0.864784	FALSE
Ccnd1	-0.572202	0.033622	TRUE
LTO1	-0.05107	0.890297	FALSE
Mrgprf	0.126854	0.694411	FALSE
Tpcn2	0.24476	0.056821	FALSE
Psg16	-0.302738	0.007495	FALSE
Saa3	-0.876243	0.500845	FALSE
Saal1	-0.040506	0.92089	FALSE
Gabrg3	0.00293	0.996215	FALSE
Snrpn	0.323407	0.295206	FALSE
Ctsc	0.122098	0.904152	FALSE
Fzd4	0.248126	0.3528	FALSE
Prss23	-0.82256	0.282816	FALSE
Tmem135	0.043009	0.856885	FALSE
Ccdc90b	-0.177575	0.52224	FALSE
Gm45159	-1.166758	0.000182	TRUE
Sytl2	-1.183177	0.001928	TRUE
Ankrd42	-0.400199	0.056585	FALSE
Ccdc89	-0.041132	0.981376	FALSE
Me3	-0.726545	0	TRUE
Tenm4	0.731313	0	TRUE
Gm32647	-0.137605	0.859835	FALSE
Ints4	-0.299417	0.001909	FALSE
Thrsp	-0.415	0.105383	FALSE
Aqp11	0.121487	0.755826	FALSE
Capn5	0.151556	0.402616	FALSE
Gm16938	-0.519151	0.728229	FALSE
Myo7a	0.173093	0.907186	FALSE
Pak1	0.301583	0.004512	FALSE
Tsku	0.255463	0.795936	FALSE
Gm44788	-1.396955	0.209373	FALSE
Hydin	-0.599122	0.040301	TRUE
9530052E02Rik	0.141812	0.584239	FALSE
B830042I05Rik	0.723456	0.373939	FALSE
Gm39129	1.045336	0.510373	FALSE
Irs2	-0.131749	0.519985	FALSE
Tex29	0.523209	0.091049	FALSE
Cdh13	0.033813	0.955897	FALSE
Itgb1	-0.13764	0.191712	FALSE
Nrp1	-0.043195	0.919464	FALSE
Ccdc7b	0.41173	0.35294	FALSE
Arhgef10	0.170809	0.200641	FALSE
Kbtbd11	-0.122436	0.343419	FALSE
Mcph1	-0.072312	0.629944	FALSE
Myom2	-0.223985	0.918812	FALSE
Xkr5	-0.309081	0.874331	FALSE
5430421F17Rik	-0.826207	0.54385	FALSE
Adam32	0.375644	0.39992	FALSE
Gm45237	-0.796122	0.435225	FALSE
Letm2	0.145874	0.54741	FALSE
Nsd3	0.054929	0.770068	FALSE
Tacc1	0.024629	0.907581	FALSE
Plpp5	0.4772	1.8e-05	FALSE
Dusp26	-0.049654	0.87381	FALSE
Unc5d	1.279547	0	TRUE
Tti2	-0.111449	0.740486	FALSE
Rnf122	-0.771311	1e-06	TRUE
Mak16	-0.099136	0.773572	FALSE
Ppp1r3b	0.6397	0.459775	FALSE
Eri1	0.004969	0.990817	FALSE
Gm19410	1.40702	0.357326	FALSE
Mfhas1	0.002158	0.9943	FALSE
Lonrf1	-0.343233	0.011155	FALSE
Dlc1	0.045566	0.839942	FALSE
Sgcz	0.136201	0.714253	FALSE
Zdhhc2	-0.580327	0.000402	TRUE
Asah1	0.025249	0.889029	FALSE
Fam149a	0.346775	0.025285	FALSE
Frg1	0.081204	0.694411	FALSE
Mtmr7	-0.083143	0.506689	FALSE
Mtus1	-0.069801	0.735784	FALSE
Pcm1	-0.088497	0.616347	FALSE
Pdgfrl	-0.889312	0.038869	TRUE
Pdlim3	0.339174	0.64426	FALSE
Slc7a2	0.163585	0.656563	FALSE
Vps37a	0.044004	0.898546	FALSE
Cyp4v3	0.197798	0.72983	FALSE
Fat1	-0.443882	0	FALSE
Sorbs2	-0.275531	0.065971	FALSE
Tlr3	0.298007	0.526799	FALSE
Slc25a4	0.138587	0.365194	FALSE
