category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Human Diseases	Cancer: overview	mmu05230	Central carbon metabolism in cancer	18/1558	69/10689	0.260869565217391	1.78975274878607	2.71848043057766	0.00853880132229053	0.0223322496121445	0.0119612358603746	14660/23797/18706/110157/16653/11652/26417/18213/14183/14182/20539/18746/74769/15275/15251/17869/18642/19211	18
Metabolism	Amino acid metabolism	mmu00310	Lysine degradation	17/1558	64/10689	0.265625	1.82237844993582	2.72564955654086	0.00863579031367365	0.0224135015774736	0.0120047547148698	56752/69726/192195/73251/84505/69188/67956/231051/75410/234135/235626/214162/11671/14055/13382/18193/110695	17
Human Diseases	Cancer: specific types	mmu05226	Gastric cancer	33/1558	150/10689	0.22	1.50935815147625	2.59502750810127	0.00896612623436704	0.0230945675733697	0.0123695361925478	14369/12043/23797/18706/14176/12576/109880/12386/110157/16974/16653/21803/11652/26417/14183/74769/216033/72508/16480/14784/20663/13557/27015/14180/14365/19645/17869/11789/12385/93687/17126/14164/17128	33
Human Diseases	Cancer: specific types	mmu05214	Glioma	19/1558	75/10689	0.253333333333333	1.7380487804878	2.64940855825805	0.00973722935193086	0.0248921652605751	0.0133323361921966	23797/227541/18706/108058/109880/110157/16653/11652/16001/26417/74769/12323/14784/20663/13557/27015/19645/12314/19211	19
Organismal Systems	Immune system	mmu04664	Fc epsilon RI signaling pathway	17/1558	66/10689	0.257575757575758	1.76715486054382	2.58228513884745	0.011861435381167	0.0300961793253492	0.0161196254590879	23797/18706/17096/26414/110157/16653/11652/26417/74769/14360/26420/26399/26398/14784/20663/26419/26416	17
Metabolism	Lipid metabolism	mmu00600	Sphingolipid metabolism	15/1558	56/10689	0.267857142857143	1.83769255455712	2.59611268877047	0.012183081595935	0.0306833166119845	0.0164340983711248	433323/13244/241447/76893/22234/66190/20397/81535/20773/19012/67630/223753/71949/56386/208449	15
Human Diseases	Cancer: overview	mmu05203	Viral carcinogenesis	46/1558	228/10689	0.201754385964912	1.38418012296466	2.42208004434608	0.012317704185018	0.030794260462545	0.0164935203096604	12912/208727/17164/54401/11909/18706/18033/18749/17096/69116/16451/19303/56463/232232/12576/16653/14884/22215/26417/68153/12367/18747/19651/234729/18746/235459/114713/74769/15182/237336/20851/20848/14784/22031/22630/16195/19645/13383/12914/252870/74197/21374/14991/18519/66973/12015	46
Human Diseases	Cardiovascular disease	mmu05415	Diabetic cardiomyopathy	44/1558	217/10689	0.202764976958525	1.39111350366475	2.40431097433235	0.0129801569894134	0.0322135282948945	0.0172536854334884	70456/11545/227197/16367/67273/226646/23797/18798/18706/108058/18033/230075/18762/19046/26414/12861/11938/14583/68202/66108/21803/11652/68197/67003/14782/16337/74769/18821/66414/26420/22333/12323/18604/17993/26419/210789/20683/68194/55951/26416/66416/17126/19211/12868	44
Organismal Systems	Endocrine system	mmu04925	Aldosterone synthesis and secretion	24/1558	104/10689	0.230769230769231	1.58324281623383	2.46884266866658	0.0133335211137961	0.0328507041934107	0.0175949592119506	12912/381290/11931/18798/227541/18227/11909/108058/11928/18749/16527/109305/231871/11941/18747/16835/11933/67972/432530/12323/104111/15370/11514/12314	24
Human Diseases	Infectious disease: viral	mmu05167	Kaposi sarcoma-associated herpesvirus infection	45/1558	224/10689	0.200892857142857	1.37826941591784	2.36335193919462	0.0142017785214096	0.0347381632897789	0.0186058893161974	20846/12912/17164/23797/18706/19055/18033/17096/14688/19059/16451/26414/110157/16653/11652/26417/12367/18021/16150/74769/20847/56480/19058/26420/26399/26398/20848/15251/22031/16195/13557/14702/26419/100504663/19645/17869/74603/15975/12914/26416/14991/12314/225326/16452/12675	45
Metabolism	Glycan biosynthesis and metabolism	mmu00604	Glycosphingolipid biosynthesis - ganglio series	6/1558	15/10689	0.4	2.74428754813864	2.79236951888957	0.0146091782909332	0.0354794329922664	0.0190029161227928	20448/11416/20454/20449/20444/225742	6
Organismal Systems	Immune system	mmu04666	Fc gamma R-mediated phagocytosis	22/1558	94/10689	0.234042553191489	1.60570016114495	2.43637375926348	0.0147571930901227	0.035584720926537	0.0190593087315508	76709/67771/74117/23797/18706/17096/242687/56378/56443/110157/11652/26417/74769/83767/12928/16886/66713/72508/211914/19012/17909/18719	22
Organismal Systems	Immune system	mmu04662	B cell receptor signaling pathway	20/1558	84/10689	0.238095238095238	1.63350449293967	2.4077244545379	0.0162317657579349	0.0388325799529929	0.0207988740924699	23797/18706/19055/12042/18033/242248/17096/19059/110157/16653/11652/26417/18036/18021/16150/74769/19058/14784/20663/12675	20
Human Diseases	Endocrine and metabolic disease	mmu04934	Cushing syndrome	34/1558	162/10689	0.209876543209877	1.43990396044311	2.33042883656681	0.0163852438138569	0.0388325799529929	0.0207988740924699	14369/12912/18514/14194/18798/11909/11863/108058/109905/14679/18749/16527/109305/14677/12576/109880/26417/18747/23808/16835/214162/14678/215449/432530/12921/12323/104111/13557/14365/19645/15370/20683/11514/11789	34
Genetic Information Processing	Information processing in viruses	mmu03250	Viral life cycle - HIV-1	16/1558	63/10689	0.253968253968254	1.74240479246898	2.44117499891904	0.016446739744797	0.0388325799529929	0.0207988740924699	72949/75608/101739/70122/24116/12121/320938/13716/270058/19386/432508/218210/17755/12455/12914/18519	16
Organismal Systems	Excretory system	mmu04960	Aldosterone-regulated sodium reabsorption	11/1558	38/10689	0.289473684210526	1.98599756773191	2.51504191584082	0.0167553445572014	0.0392207045274921	0.0210067550565206	16367/11931/18706/11928/16653/26417/16337/11933/74769/20393/83814	11
Environmental Information Processing	Signal transduction	mmu04370	VEGF signaling pathway	15/1558	58/10689	0.258620689655172	1.77432384577929	2.44243125800061	0.0168418319441584	0.0392207045274921	0.0210067550565206	17164/23797/18706/19055/19059/19303/110157/16653/11652/26417/74769/102626/19058/26416/12015	15
Metabolism	Glycan biosynthesis and metabolism	mmu00514	Other types of O-glycan biosynthesis	12/1558	43/10689	0.27906976744186	1.91461921963161	2.48229903265075	0.0171424691632495	0.0396492484047947	0.0212362847493173	271786/20441/231050/212996/233733/108148/108150/270049/14426/78754/223827/14423	12
Genetic Information Processing	Folding, sorting and degradation	mmu04130	SNARE interactions in vesicular transport	10/1558	34/10689	0.294117647058824	2.01785849127841	2.45540374187478	0.0197638749283486	0.0454034964570171	0.0243182813840989	53330/20619/228960/20333/22319/22317/12068/56494/56389/20908	10
Genetic Information Processing	Transcription	mmu03022	Basal transcription factors	12/1558	44/10689	0.272727272727273	1.87110514645816	2.39164580649193	0.0205341206840378	0.0465753542960473	0.0249459327963349	209361/99730/14884/68153/235459/237336/70439/17420/66671/74197/21374/13872	12
Human Diseases	Infectious disease: viral	mmu05169	Epstein-Barr virus infection	45/1558	229/10689	0.196506550218341	1.34817619722968	2.20000543826568	0.0205479504247267	0.0465753542960473	0.0249459327963349	20846/70247/12043/23797/59029/66935/18706/19185/18033/17096/26409/16451/26414/12576/20422/11652/18036/12367/16150/60406/20466/74769/15182/20847/68652/56480/26420/69077/19184/66997/26399/26398/20848/53859/22031/13557/27015/26419/19645/17869/15975/252870/26416/14991/12675	45
Human Diseases	Infectious disease: viral	mmu05170	Human immunodeficiency virus 1 infection	47/1558	243/10689	0.193415637860082	1.32697031648679	2.12965488866395	0.0237701189708614	0.0535221221860455	0.0286666474866436	252903/12043/23797/12048/18706/19055/14679/18033/26409/14688/19059/19303/14677/26414/26965/110157/16653/11652/26417/99375/12367/14681/18021/11765/16150/245000/75717/74769/14678/68652/56480/19058/103583/26420/12928/26399/16886/72508/14702/26419/224105/26416/14991/12314/12015/12234/12675	47
Organismal Systems	Immune system	mmu04620	Toll-like receptor signaling pathway	23/1558	104/10689	0.221153846153846	1.51727436555742	2.18960095101043	0.0245942418384408	0.0550134356912492	0.0294654005405143	20846/23797/18706/18033/26409/16451/26414/11652/26417/16150/74769/20847/68652/56480/26420/26399/26398/22031/26419/15975/26416/26410/12675	23
Metabolism	Metabolism of other amino acids	mmu00450	Selenocompound metabolism	6/1558	17/10689	0.352941176470588	2.42143018953409	2.42270126104367	0.027930181653758	0.0620670703416845	0.0332433534647412	212679/109079/23971/214580/50493/238505	6
Organismal Systems	Environmental adaptation	mmu04713	Circadian entrainment	22/1558	100/10689	0.22	1.50935815147625	2.11382273423276	0.0290411149002511	0.063703090748938	0.0341196120729606	12912/16524/18798/108058/14679/18749/14688/14677/26417/18747/14681/14678/432530/12323/14813/104111/73086/14702/11514/14811/16522/12314	22
Organismal Systems	Endocrine system	mmu04916	Melanogenesis	22/1558	100/10689	0.22	1.50935815147625	2.11382273423276	0.0290411149002511	0.063703090748938	0.0341196120729606	14369/12912/18798/50518/108058/14679/18749/14677/17342/110157/16653/26417/18747/14681/14678/432530/12323/104111/14365/11514/12914/12314	22
Environmental Information Processing	Signal transduction	mmu04066	HIF-1 signaling pathway	25/1558	117/10689	0.213675213675214	1.46596557058688	2.09334572605709	0.0293094617345021	0.0638795960880173	0.0342141489883189	12043/23797/18706/11863/108058/13684/18033/12576/11652/16001/26417/16337/112405/74769/15275/13808/12323/72508/20848/15251/18642/11600/15980/12914/71745	25
Metabolism	Global and overview maps	mmu01212	Fatty acid metabolism	15/1558	62/10689	0.241935483870968	1.65985133959998	2.15233260647403	0.0301078861250896	0.0652017916084743	0.0349223218212571	74205/56348/170439/11364/66885/14081/68801/57874/83603/11430/71147/70757/54397/20250/20249	15
Metabolism	Carbohydrate metabolism	mmu00020	Citrate cycle (TCA cycle)	9/1558	32/10689	0.28125	1.92957718228498	2.17528286544859	0.0348987227408553	0.0750985172904482	0.0402230448645434	14194/170718/12974/18293/13382/74551/20916/11429/18563	9
Organismal Systems	Immune system	mmu04670	Leukocyte transendothelial migration	25/1558	119/10689	0.210084033613445	1.44132749377029	1.99972257220318	0.0353430475349402	0.0755763280621362	0.040478962089008	56508/12388/18706/109905/14679/242653/19303/14677/19247/12386/12927/83964/74769/14678/216033/215449/19878/11855/18260/56173/17356/26416/67268/12385/19877	25
Human Diseases	Substance dependence	mmu05031	Amphetamine addiction	16/1558	69/10689	0.231884057971014	1.59089133225428	2.03396129459546	0.0370162891011849	0.0786596143400178	0.0421303816743749	12912/11909/108058/19055/18749/19059/19046/18747/15182/19058/12323/13195/14813/14811/12314/17161	16
Human Diseases	Cancer: overview	mmu05202	Transcriptional misregulation in cancer	43/1558	226/10689	0.190265486725664	1.30535801515444	1.91649728684745	0.0376909529440962	0.0795958012484019	0.0426318068605992	72949/13714/18514/18516/12048/56458/94315/18033/12395/70122/17355/19126/17342/12576/16001/17132/20466/11797/214162/18854/15182/108829/70439/19401/14030/17268/20185/16480/13207/14009/53618/17187/17260/27015/17869/20683/12455/104156/12053/21417/268996/16825/22289	43
Cellular Processes	Cellular community - eukaryotes	mmu04540	Gap junction	19/1558	86/10689	0.22093023255814	1.51574021554169	1.98352930039158	0.038906680695954	0.0816559965223726	0.0437352551033141	15559/18798/14679/18749/14677/110157/16653/26417/18747/23938/14678/14816/432530/14784/104111/20663/11514/22153/67951	19
Human Diseases	Infectious disease: bacterial	mmu05152	Tuberculosis	35/1558	180/10689	0.194444444444444	1.33402866923406	1.86686140669871	0.042995310262126	0.0896834692584223	0.0480347993241705	108664/20846/12912/12043/23797/12946/108058/19055/12042/18033/19059/16451/18046/26414/108960/19349/110157/21803/11652/26417/12367/216238/19058/26420/11975/12323/26419/15980/12914/26416/12314/225326/15526/12015/16452	35
Organismal Systems	Excretory system	mmu04962	Vasopressin-regulated water reabsorption	11/1558	44/10689	0.25	1.71517971758665	1.96354777538482	0.0471323858748614	0.097713482911298	0.0523357044695187	12912/13427/18749/13426/18747/234663/235661/53869/104111/13424/67665	11
Organismal Systems	Nervous system	mmu04721	Synaptic vesicle cycle	17/1558	77/10689	0.220779220779221	1.51470416618042	1.87230761371809	0.0491730835245461	0.101260790549154	0.0542356556192066	108664/103967/20614/11973/108124/11772/11771/12286/208898/20979/71770/11975/67300/12890/74325/11964/20908	17
Human Diseases	Cancer: specific types	mmu05222	Small cell lung cancer	20/1558	94/10689	0.212765957446809	1.45972741922268	1.84921169327544	0.0494390918563519	0.101260790549154	0.0542356556192066	12043/23797/12048/18706/18033/12576/11652/12367/16150/11797/74769/16400/22031/17187/13557/27015/19645/17869/19211/12675	20
Metabolism	Global and overview maps	mmu01210	2-Oxocarboxylic acid metabolism	9/1558	34/10689	0.264705882352941	1.81607264215057	1.96863103893885	0.0499942340168317	0.10178466805822	0.0545162463593563	170718/13171/12039/14719/12040/12974/18293/13382/11429	9
Cellular Processes	Cell growth and death	mmu04210	Apoptosis	27/1558	136/10689	0.198529411764706	1.36205448161293	1.75520638718723	0.0554920536461918	0.112305346664912	0.0601511609072129	12633/11545/12043/23797/12048/18706/18033/26414/13666/110157/16653/11652/26417/12367/16150/11797/74769/26408/16907/26420/53859/13665/328417/26419/13163/12015/12675	27
Organismal Systems	Endocrine system	mmu04918	Thyroid hormone synthesis	16/1558	74/10689	0.216216216216216	1.48339867466953	1.72359050845027	0.0648827451748179	0.130533333487799	0.0699141383696262	12912/11931/18798/11909/11928/18749/12304/14782/18747/114479/11933/22027/432530/12330/104111/11514	16
Organismal Systems	Endocrine system	mmu04911	Insulin secretion	18/1558	86/10689	0.209302325581395	1.43596441472371	1.67671274117005	0.068681586572557	0.137363173145114	0.0735722258641013	12912/11931/56508/18798/20614/11909/108058/11928/18749/26875/18747/11933/58802/432530/12323/104111/116838/11514	18
Genetic Information Processing	Replication and repair	mmu03420	Nucleotide excision repair	13/1558	58/10689	0.224137931034483	1.53774733300872	1.69620360034905	0.0711793146436257	0.141121404861322	0.0755851487337732	18538/19359/22590/19687/14884/99375/20020/17420/66671/71991/319955/50505/13872	13
Metabolism	Carbohydrate metabolism	mmu00640	Propanoate metabolism	8/1558	31/10689	0.258064516129032	1.77050809557332	1.77456933663608	0.0714764210348928	0.141121404861322	0.0755851487337732	13171/12039/12040/66904/11430/13382/20916/110821	8
Organismal Systems	Digestive system	mmu04971	Gastric acid secretion	16/1558	75/10689	0.213333333333333	1.46362002567394	1.66427869847372	0.0718058912970845	0.141121404861322	0.0755851487337732	11931/18798/108058/11928/14679/18749/14677/18747/11933/14678/432530/12323/104111/72258/11514/12314	16
Human Diseases	Drug resistance: antineoplastic	mmu01524	Platinum drug resistance	17/1558	81/10689	0.209876543209877	1.43990396044311	1.64155864912523	0.0737359521933384	0.144081745665144	0.0771707182664703	12043/66447/23797/12048/18706/22590/11652/26417/12367/11797/74769/26408/19714/14871/21974/17685/12015	17
Metabolism	Metabolism of cofactors and vitamins	mmu00670	One carbon pool by folate	9/1558	37/10689	0.243243243243243	1.66882350900323	1.68333126994428	0.079730536508181	0.154319768050534	0.0826542410920815	229709/100039707/270685/108645/108156/13382/238505/14450/110695	9
Human Diseases	Cancer: specific types	mmu05224	Breast cancer	28/1558	147/10689	0.19047619047619	1.30680359435173	1.54714273581647	0.0798831740496881	0.154319768050534	0.0826542410920815	14369/23797/18706/14176/109880/110157/16974/16653/11652/16001/26417/14182/74769/72508/14784/17977/20663/13557/27015/14180/14365/19645/17869/20683/11789/93687/14164/19211	28
Cellular Processes	Cell growth and death	mmu04215	Apoptosis - multiple species	8/1558	32/10689	0.25	1.71517971758665	1.67357613227823	0.0836689871329055	0.160720088277898	0.086082276384137	12043/12048/26414/12367/11797/26420/26419/12211	8
Human Diseases	Infectious disease: viral	mmu05164	Influenza A	32/1558	174/10689	0.183908045977011	1.26174140144305	1.43785531427991	0.0944944387014116	0.180494995272359	0.0966737900375174	20846/23797/18706/56417/18033/16451/54188/231382/110157/11652/26417/232989/18036/269966/12367/81489/16150/18854/53869/74769/20847/56480/22333/13665/22031/100037258/16646/15975/15980/12914/16452/12675	32
Environmental Information Processing	Signal transduction	mmu04020	Calcium signaling pathway	45/1558	255/10689	0.176470588235294	1.21071509476705	1.40673761299296	0.0960985766502586	0.182533609279821	0.0977656792737121	18802/320404/13869/15559/381290/18798/227541/108058/19055/18749/65973/19059/116873/14176/109305/252972/11938/18575/11941/110891/20866/233011/18213/14183/14182/18747/12286/102093/18021/18821/67972/14816/215999/432530/19058/22333/12323/14813/104111/18212/14180/11514/14811/12314/14164	45
Metabolism	Carbohydrate metabolism	mmu00620	Pyruvate metabolism	10/1558	44/10689	0.227272727272727	1.55925428871514	1.53544974427771	0.097708103760696	0.184559751547981	0.0988508886000024	56752/14194/109264/18746/11671/13382/74551/110695/107029/18563	10
Human Diseases	Drug resistance: antineoplastic	mmu01523	Antifolate resistance	7/1558	28/10689	0.25	1.71517971758665	1.56519341200819	0.102188941691391	0.191957128039077	0.102812950931147	18033/16150/238505/17250/27416/14450/12675	7
Metabolism	Metabolism of terpenoids and polyketides	mmu00900	Terpenoid backbone biosynthesis	6/1558	23/10689	0.260869565217391	1.78975274878607	1.56612727224166	0.106681775903653	0.198319312901679	0.106220560780157	67422/71365/52014/110606/208715/15357	6
Human Diseases	Cardiovascular disease	mmu05414	Dilated cardiomyopathy	20/1558	103/10689	0.194174757281553	1.33217842142652	1.39925498333479	0.106742453708845	0.198319312901679	0.106220560780157	13346/12296/20648/18749/12293/11938/16651/110891/21803/18747/20650/18821/16404/432530/16416/16400/104111/11514/16419/13527	20
NA	NA	mmu04081	Hormone signaling	39/1558	220/10689	0.177272727272727	1.21621834519781	1.33851751219274	0.108974783191741	0.20136644720213	0.1078526172321	72674/16367/56508/18798/11477/208188/18706/55994/14679/18749/14688/14677/14673/16001/18747/14681/16337/384783/74769/14678/18390/20869/72472/432530/12921/16416/14674/20851/20848/104111/22355/13371/17129/14702/12166/11514/17203/17128/16452	39
Organismal Systems	Digestive system	mmu04979	Cholesterol metabolism	11/1558	51/10689	0.215686274509804	1.47976289360417	1.4185822717789	0.114288368024906	0.209051341193399	0.111968675004514	20661/11303/100017/16835/15450/16971/22333/59045/218203/76205/30960	11
Human Diseases	Cardiovascular disease	mmu05412	Arrhythmogenic right ventricular cardiomyopathy	17/1558	86/10689	0.197674418604651	1.35618861390572	1.36989618194852	0.114363380770507	0.209051341193399	0.111968675004514	13346/12296/20648/12293/11938/16651/12386/110891/20650/216033/16404/16416/16400/16480/16419/13527/12385	17
Organismal Systems	Immune system	mmu04657	IL-17 signaling pathway	19/1558	98/10689	0.193877551020408	1.3301393728223	1.35617162539783	0.114985237440568	0.20906406807376	0.111975491568918	18033/26409/26414/59008/26417/12367/15568/16150/50772/68652/22027/56480/26420/22031/239114/26419/30940/26416/12675	19
Human Diseases	Substance dependence	mmu05033	Nicotine addiction	9/1558	40/10689	0.225	1.54366174582798	1.4229090297514	0.118259971971256	0.213874417394824	0.114551932536547	11444/14409/14400/12286/14401/14406/14394/14813/14811	9
Genetic Information Processing	Replication and repair	mmu03460	Fanconi anemia pathway	11/1558	52/10689	0.211538461538462	1.45130591488101	1.34752209681162	0.126899563397506	0.228284928863238	0.122270256016533	56210/230484/18861/245000/67561/19714/67030/27015/50505/21976/193838	11
Metabolism	Metabolism of cofactors and vitamins	mmu00785	Lipoic acid metabolism	5/1558	19/10689	0.263157894736842	1.80545233430174	1.45146715632228	0.131703019353654	0.235679087264433	0.12623059472677	13171/12039/12040/18293/13382	5
Human Diseases	Cancer: specific types	mmu05219	Bladder cancer	9/1558	41/10689	0.219512195121951	1.50601145934438	1.34088347053412	0.133014111500542	0.23619201929879	0.126505323030002	109880/110157/16653/26417/73086/13557/19645/17869/15200	9
Organismal Systems	Endocrine system	mmu04924	Renin secretion	15/1558	76/10689	0.197368421052632	1.3540892507263	1.27959706336583	0.133379022662846	0.23619201929879	0.126505323030002	12912/11539/18798/19055/14679/18749/19059/109305/14677/54611/18575/18747/14678/19058/12314	15
Organismal Systems	Nervous system	mmu04726	Serotonergic synapse	25/1558	137/10689	0.182481751824818	1.25195599823843	1.22599972306509	0.135692391142997	0.239043590614606	0.128032635220826	15559/16524/18798/14679/18749/14688/14400/14677/16508/109880/110157/16653/26417/12367/18747/12286/14681/22063/14678/14401/13195/14702/11820/16522/17161	25
Genetic Information Processing	Folding, sorting and degradation	mmu03060	Protein export	9/1558	42/10689	0.214285714285714	1.4701540436457	1.26102579875713	0.148678355002397	0.2605703128908	0.139562427647394	27058/66541/57743/69276/53421/140740/93757/71446/224727	9
Human Diseases	Infectious disease: bacterial	mmu05134	Legionellosis	12/1558	60/10689	0.2	1.37214377406932	1.19402372767372	0.155644733941765	0.271380561744617	0.145352437095414	12747/12946/20333/18033/12176/12367/56422/20224/19324/66397/11841/15499	12
Organismal Systems	Endocrine system	mmu04927	Cortisol synthesis and secretion	14/1558	72/10689	0.194444444444444	1.33402866923406	1.17468618360041	0.156504786459865	0.271487894879358	0.145409925121142	12912/18514/18798/11909/18749/16527/109305/18747/16835/432530/104111/15370/20683/11514	14
Environmental Information Processing	Signal transduction	mmu04630	JAK-STAT signaling pathway	30/1558	171/10689	0.175438596491228	1.20363488953449	1.1088082258494	0.158517149981081	0.273582898444505	0.14653201681393	20846/12043/23797/20844/12048/18706/16157/16451/19247/110157/11652/16168/56469/74769/213208/20847/192157/20851/20848/14784/20663/16195/17869/15975/15980/12914/56468/17344/19255/16452	30
Metabolism	Amino acid metabolism	mmu00340	Histidine metabolism	6/1558	26/10689	0.230769230769231	1.58324281623383	1.22989814234458	0.167841325717276	0.288212377494312	0.154367620144012	56752/11671/11484/110695/67383/17161	6
Organismal Systems	Immune system	mmu04622	RIG-I-like receptor signaling pathway	14/1558	73/10689	0.191780821917808	1.31575430390209	1.11815763067932	0.16923500617207	0.289145236675898	0.1548672629874	56417/18033/26409/26414/18036/74256/16150/27215/56480/26420/22031/26419/26416/12675	14
Metabolism	Carbohydrate metabolism	mmu00053	Ascorbate and aldarate metabolism	7/1558	32/10689	0.21875	1.50078225288832	1.17186939910788	0.175305515373968	0.296536692672383	0.158826154279636	394430/613123/394432/394435/56752/11671/110695	7
Genetic Information Processing	Transcription	mmu03020	RNA polymerase	7/1558	32/10689	0.21875	1.50078225288832	1.17186939910788	0.175305515373968	0.296536692672383	0.158826154279636	70408/69870/20018/20019/20020/67486/78929	7
Environmental Information Processing	Signal transduction	mmu04392	Hippo signaling pathway - multiple species	6/1558	27/10689	0.222222222222222	1.52460419341035	1.12737157003416	0.190918031565164	0.321347181842355	0.172114744454264	68473/232157/21679/21676/319710/50523	6
Environmental Information Processing	Signal transduction	mmu04330	Notch signaling pathway	12/1558	63/10689	0.19047619047619	1.30680359435173	1.00883139724781	0.199387331388809	0.332312218981349	0.17798765908289	16396/66935/433586/13017/270118/15182/21886/103806/18222/12914/18519/21888	12
Organismal Systems	Endocrine system	mmu04929	GnRH secretion	12/1558	63/10689	0.19047619047619	1.30680359435173	1.00883139724781	0.199387331388809	0.332312218981349	0.17798765908289	16524/23797/18798/18706/110157/16653/11652/26417/22063/74769/15165/16522	12
Organismal Systems	Excretory system	mmu04964	Proximal tubule bicarbonate reclamation	5/1558	22/10689	0.227272727272727	1.55925428871514	1.08460672756271	0.208387682960484	0.345618596129583	0.185114604118941	14660/11931/11928/11933/74551	5
Organismal Systems	Digestive system	mmu04980	Cobalamin transport and metabolism	4/1558	17/10689	0.235294117647059	1.61428679302273	1.04699717162082	0.227956424680008	0.376238759180596	0.201514877208183	68421/109129/109136/238505	4
Metabolism	Glycan biosynthesis and metabolism	mmu00515	Mannose type O-glycan biosynthesis	5/1558	23/10689	0.217391304347826	1.49146062398839	0.974596020899221	0.236639323809604	0.388682947320123	0.208180030607991	280645/68273/14348/20441/16795	5
Metabolism	Nucleotide metabolism	mmu00230	Purine metabolism	23/1558	135/10689	0.17037037037037	1.16886321494794	0.815579255089814	0.239594834964866	0.391443157263229	0.209658409308169	53893/229363/23971/18583/229589/11639/67054/231327/54611/18575/27369/432530/66358/104111/328099/66355/102216272/238871/11534/11514/14450/23984/76952	23
Cellular Processes	Cell growth and death	mmu04216	Ferroptosis	8/1558	41/10689	0.195121951219512	1.33867685275056	0.897462271495069	0.240622411376514	0.391443157263229	0.209658409308169	74205/19122/14630/14792/14081/27057/213053/18521	8
Metabolism	Global and overview maps	mmu01200	Carbon metabolism	21/1558	123/10689	0.170731707317073	1.17134224615674	0.789467918314999	0.248991034020533	0.402542893462715	0.215603469254024	14194/170718/100198/21991/109264/14719/18746/66904/12974/15275/18293/13808/11430/328099/13382/20916/110821/11429/18642/107029/18563	21
Organismal Systems	Immune system	mmu04621	NOD-like receptor signaling pathway	36/1558	220/10689	0.163636363636364	1.1226630878749	0.759355969864546	0.249813383884214	0.402542893462715	0.215603469254024	20846/77040/12043/18798/27223/58800/24105/12048/67414/18033/109333/26409/16451/26414/26417/18036/93739/16150/320795/11797/20847/68652/215999/56480/26420/22333/56486/216877/59027/22031/67955/26419/56551/15975/26416/12675	36
Metabolism	Global and overview maps	mmu01230	Biosynthesis of amino acids	14/1558	79/10689	0.177215189873418	1.21582359727661	0.795293729884943	0.255441142323019	0.409669756555785	0.219420643604182	69051/170718/27053/21991/14719/18746/12974/13808/108645/328099/238505/11429/18642/18563	14
Organismal Systems	Circulatory system	mmu04270	Vascular smooth muscle contraction	24/1558	144/10689	0.166666666666667	1.14345314505777	0.715880950390614	0.269446547519849	0.430102470219477	0.230364480953466	329251/18798/213498/66350/18749/19046/14673/109880/110157/26417/232807/71960/18747/17931/58802/237625/432530/14674/104111/19878/11514/17886/12314/19877	24
Human Diseases	Cardiovascular disease	mmu05410	Hypertrophic cardiomyopathy	17/1558	100/10689	0.17	1.16632220795892	0.690232724012369	0.284074085415811	0.45133265907185	0.241735448976563	13346/12296/20648/108079/12293/108099/11938/16651/110891/21803/20650/16404/16416/16400/19082/16419/13527	17
Human Diseases	Infectious disease: viral	mmu05168	Herpes simplex virus 1 infection	34/1558	211/10689	0.161137440758294	1.10551868052978	0.639446420077784	0.288892869290925	0.452491357607973	0.242356052217273	20846/12043/18986/23797/64930/12048/18706/18033/26409/16451/19046/19744/19247/11652/12367/16150/11797/18854/74769/67933/20847/68652/56480/16416/13665/20384/22031/15975/15980/13163/14991/12015/16452/12675	34
Metabolism	Carbohydrate metabolism	mmu00051	Fructose and mannose metabolism	7/1558	37/10689	0.189189189189189	1.29797384033584	0.749956716997353	0.288946286033449	0.452491357607973	0.242356052217273	69080/18640/75540/21991/15275/218138/18642	7
Human Diseases	Cancer: specific types	mmu05216	Thyroid cancer	7/1558	37/10689	0.189189189189189	1.29797384033584	0.749956716997353	0.288946286033449	0.452491357607973	0.242356052217273	109880/16653/26417/27015/27057/17869/21787	7
Cellular Processes	Cell motility	mmu04814	Motor proteins	32/1558	198/10689	0.161616161616162	1.10880304975299	0.638319333034946	0.290126811642759	0.452491357607973	0.242356052217273	16579/269152/16574/13427/67068/16558/12340/12345/16561/13426/71960/234663/270163/17920/235661/16568/103733/56444/13424/13411/16553/16563/17909/17886/54152/16564/100310872/22153/67268/67665/67951/16573	32
Organismal Systems	Digestive system	mmu04973	Carbohydrate digestion and absorption	9/1558	50/10689	0.18	1.23492939666239	0.687772392277011	0.300674893409554	0.466801204380129	0.250020459311958	11931/23797/18798/18706/11928/11652/11933/74769/15275	9
Organismal Systems	Immune system	mmu04623	Cytosolic DNA-sensing pathway	14/1558	82/10689	0.170731707317073	1.17134224615674	0.643350844621239	0.303659053843116	0.46929126503027	0.251354145047173	70408/67917/56417/69870/18033/20018/18036/12367/13423/16150/56480/67486/78929/12675	14
Metabolism	Global and overview maps	mmu01240	Biosynthesis of cofactors	25/1558	154/10689	0.162337662337662	1.11375306336795	0.587325651786438	0.311136282627178	0.478671204041812	0.256378075229825	69080/394430/613123/394432/394435/226518/14630/11639/192185/69568/29807/18104/270685/108645/11671/70383/108156/268566/13382/102216272/17434/71147/54391/75735/226139	25
