gene_symbol	gene_class	feature_idx	feature_label	distance_to_tss	k27ac_class
Homer2	invariant	914	P60	2022619	lost_k27ac
Ramac	invariant	913	P60	1119182	lost_k27ac
Ramac	invariant	914	P60	1967221	lost_k27ac
3110040N11Rik	invariant	913	P60	1145735	lost_k27ac
3110040N11Rik	invariant	914	P60	1940668	lost_k27ac
Tm6sf1	invariant	913	P60	1215258	lost_k27ac
Tm6sf1	invariant	914	P60	1871145	lost_k27ac
Cemip	invariant	914	P60	356356	lost_k27ac
Arnt2	invariant	914	P60	680030	lost_k27ac
Fah	invariant	914	P60	876576	lost_k27ac
Pcf11	invariant	915	P60	410331.5	lost_k27ac
Rab30	invariant	915	P60	482000.5	lost_k27ac
Nars2	invariant	916	P60	464797.5	lost_k27ac
Ndufc2	invariant	916	P60	16299.5	lost_k27ac
Rsf1	invariant	916	P60	163594.5	lost_k27ac
Emsy	invariant	916	P60	1240480.5	lost_k27ac
Thap12	invariant	916	P60	1286800.5	lost_k27ac
Uvrag	invariant	916	P60	1724838.5	lost_k27ac
Map6	invariant	916	P60	1851144.5	lost_k27ac
Serpinh1	invariant	916	P60	1936936.5	lost_k27ac
Serpinh1	invariant	841	P60	1976977	lost_k27ac
Klhl35	invariant	841	P60	1864212	lost_k27ac
Rps3	invariant	841	P60	1846478	lost_k27ac
Neu3	invariant	841	P60	1501799	lost_k27ac
Spcs2	invariant	841	P60	1466845	lost_k27ac
Xrra1	invariant	841	P60	1471100	lost_k27ac
Rnf169	invariant	841	P60	1349768	lost_k27ac
Pold3	invariant	841	P60	1208651	lost_k27ac
P4ha3	invariant	841	P60	1044696	lost_k27ac
C2cd3	invariant	841	P60	957983	lost_k27ac
Ucp2	invariant	841	P60	836879	lost_k27ac
Rab6a	invariant	841	P60	722806	lost_k27ac
Plekhb1	invariant	841	P60	667802	lost_k27ac
Stard10	invariant	841	P60	13130	lost_k27ac
Clpb	invariant	841	P60	333417	lost_k27ac
Anapc15	invariant	841	P60	533499	lost_k27ac
Lrrc51	invariant	841	P60	603679	lost_k27ac
Rnf121	invariant	841	P60	735253	lost_k27ac
Pgap2	invariant	841	P60	879992	lost_k27ac
Rhog	invariant	841	P60	925838	lost_k27ac
Trim30d	invariant	842	P60	1059875.5	stable_k27ac
Cnga4	invariant	842	P60	163156.5	stable_k27ac
Arfip2	invariant	842	P60	72691.5	stable_k27ac
Ilk	invariant	842	P60	168867.5	stable_k27ac
Olfml1	invariant	842	P60	1999721.5	stable_k27ac
Olfml1	invariant	843	P60	1469020.5	lost_k27ac
Nlrp10	invariant	843	P60	106288.5	lost_k27ac
Eif3f	invariant	843	P60	102049.5	lost_k27ac
Ric3	invariant	843	P60	46864.5	lost_k27ac
Rpl27a	invariant	843	P60	482680.5	lost_k27ac
Tmem9b	invariant	843	P60	716408.5	lost_k27ac
Dennd5a	invariant	843	P60	924003.5	lost_k27ac
1600010M07Rik	invariant	843	P60	1114735.5	lost_k27ac
Eif4g2	invariant	844	P60	1172015.5	lost_k27ac
Usp47	invariant	844	P60	231541.5	lost_k27ac
Rras2	invariant	844	P60	1862735.5	lost_k27ac
Psma1	invariant	844	P60	2021072.5	lost_k27ac
Pik3c2a	invariant	845	P60	1813988	lost_k27ac
Vps35l	invariant	845	P60	482789	lost_k27ac
Knop1	invariant	845	P60	598817	lost_k27ac
Knop1	invariant	846	P60	1998320	stable_k27ac
Eri2	invariant	845	P60	1536621	lost_k27ac
Eri2	invariant	846	P60	1060516	stable_k27ac
Dnah3	invariant	845	P60	1837843	lost_k27ac
Dnah3	invariant	846	P60	759294	stable_k27ac
Dnah3	invariant	847	P60	1842755.5	stable_k27ac
Uqcrc2	invariant	846	P60	219398	stable_k27ac
Uqcrc2	invariant	847	P60	1302859.5	stable_k27ac
Uqcrc2	invariant	848	P60	1726240	gained_k27ac
Mosmo	invariant	846	P60	176956	stable_k27ac
Mosmo	invariant	847	P60	1260417.5	stable_k27ac
Mosmo	invariant	848	P60	1683798	gained_k27ac
Vwa3a	invariant	846	P60	115256	stable_k27ac
Vwa3a	invariant	847	P60	1198717.5	stable_k27ac
Vwa3a	invariant	848	P60	1622098	gained_k27ac
Polr3e	invariant	846	P60	63170	stable_k27ac
Polr3e	invariant	847	P60	1020291.5	stable_k27ac
Polr3e	invariant	848	P60	1443672	gained_k27ac
Mettl9	invariant	846	P60	179871	stable_k27ac
Mettl9	invariant	847	P60	903590.5	stable_k27ac
Mettl9	invariant	848	P60	1326971	gained_k27ac
Otoa	invariant	846	P60	228675	stable_k27ac
Otoa	invariant	847	P60	854786.5	stable_k27ac
Otoa	invariant	848	P60	1278167	gained_k27ac
Ubfd1	invariant	846	P60	1212601	stable_k27ac
Ubfd1	invariant	847	P60	129139.5	stable_k27ac
Ubfd1	invariant	848	P60	294241	gained_k27ac
Ubfd1	invariant	849	P60	1339769	lost_k27ac
Palb2	invariant	846	P60	1278372	stable_k27ac
Palb2	invariant	847	P60	194910.5	stable_k27ac
Palb2	invariant	848	P60	228470	gained_k27ac
Palb2	invariant	849	P60	1273998	lost_k27ac
Dctn5	invariant	846	P60	1278467	stable_k27ac
Dctn5	invariant	847	P60	195005.5	stable_k27ac
Dctn5	invariant	848	P60	228375	gained_k27ac
Dctn5	invariant	849	P60	1273903	lost_k27ac
Rbbp6	invariant	847	P60	1027650.5	stable_k27ac
Rbbp6	invariant	848	P60	604270	gained_k27ac
Rbbp6	invariant	849	P60	441258	lost_k27ac
Kdm8	invariant	850	P60	825682.5	lost_k27ac
Kdm8	invariant	851	P60	1511199	stable_k27ac
Kdm8	invariant	852	P60	1563804.5	stable_k27ac
Kdm8	invariant	853	P60	1575343	stable_k27ac
Kdm8	invariant	854	P60	1580876.5	stable_k27ac
Nsmce1	invariant	850	P60	778762.5	lost_k27ac
Nsmce1	invariant	851	P60	1464279	stable_k27ac
Nsmce1	invariant	852	P60	1516884.5	stable_k27ac
Nsmce1	invariant	853	P60	1528423	stable_k27ac
Nsmce1	invariant	854	P60	1533956.5	stable_k27ac
Il4ra	invariant	850	P60	718238.5	lost_k27ac
Il4ra	invariant	851	P60	1403755	stable_k27ac
Il4ra	invariant	852	P60	1456360.5	stable_k27ac
Il4ra	invariant	853	P60	1467899	stable_k27ac
Il4ra	invariant	854	P60	1473432.5	stable_k27ac
Katnip	invariant	850	P60	562470.5	lost_k27ac
Katnip	invariant	851	P60	1247987	stable_k27ac
Katnip	invariant	852	P60	1300592.5	stable_k27ac
Katnip	invariant	853	P60	1312131	stable_k27ac
Katnip	invariant	854	P60	1317664.5	stable_k27ac
Xpo6	invariant	850	P60	69857.5	lost_k27ac
Xpo6	invariant	851	P60	755374	stable_k27ac
Xpo6	invariant	852	P60	807979.5	stable_k27ac
Xpo6	invariant	853	P60	819518	stable_k27ac
Xpo6	invariant	854	P60	825051.5	stable_k27ac
Xpo6	invariant	855	P60	1616970	stable_k27ac
Sbk1	invariant	850	P60	21496.5	lost_k27ac
Sbk1	invariant	851	P60	707013	stable_k27ac
Sbk1	invariant	852	P60	759618.5	stable_k27ac
Sbk1	invariant	853	P60	771157	stable_k27ac
Sbk1	invariant	854	P60	776690.5	stable_k27ac
Sbk1	invariant	855	P60	1568609	stable_k27ac
Cln3	invariant	850	P60	315458.5	lost_k27ac
Cln3	invariant	851	P60	370058	stable_k27ac
Cln3	invariant	852	P60	422663.5	stable_k27ac
Cln3	invariant	853	P60	434202	stable_k27ac
Cln3	invariant	854	P60	439735.5	stable_k27ac
Cln3	invariant	855	P60	1231654	stable_k27ac
Sgf29	invariant	850	P60	378950.5	lost_k27ac
Sgf29	invariant	851	P60	306566	stable_k27ac
Sgf29	invariant	852	P60	359171.5	stable_k27ac
Sgf29	invariant	853	P60	370710	stable_k27ac
Sgf29	invariant	854	P60	376243.5	stable_k27ac
Sgf29	invariant	855	P60	1168162	stable_k27ac
Coro1a	invariant	850	P60	437428.5	lost_k27ac
Coro1a	invariant	851	P60	248088	stable_k27ac
Coro1a	invariant	852	P60	300693.5	stable_k27ac
Coro1a	invariant	853	P60	312232	stable_k27ac
Coro1a	invariant	854	P60	317765.5	stable_k27ac
Coro1a	invariant	855	P60	1109684	stable_k27ac
Mapk3	invariant	850	P60	489242.5	lost_k27ac
Mapk3	invariant	851	P60	196274	stable_k27ac
Mapk3	invariant	852	P60	248879.5	stable_k27ac
Mapk3	invariant	853	P60	260418	stable_k27ac
Mapk3	invariant	854	P60	265951.5	stable_k27ac
Mapk3	invariant	855	P60	1057870	stable_k27ac
Aldoa	invariant	850	P60	530392.5	lost_k27ac
Aldoa	invariant	851	P60	155124	stable_k27ac
Aldoa	invariant	852	P60	207729.5	stable_k27ac
Aldoa	invariant	853	P60	219268	stable_k27ac
Aldoa	invariant	854	P60	224801.5	stable_k27ac
Aldoa	invariant	855	P60	1016720	stable_k27ac
Ino80e	invariant	850	P60	592018.5	lost_k27ac
Ino80e	invariant	851	P60	93498	stable_k27ac
Ino80e	invariant	852	P60	146103.5	stable_k27ac
Ino80e	invariant	853	P60	157642	stable_k27ac
Ino80e	invariant	854	P60	163175.5	stable_k27ac
Ino80e	invariant	855	P60	955094	stable_k27ac
Kctd13	invariant	850	P60	658520.5	lost_k27ac
Kctd13	invariant	851	P60	26996	stable_k27ac
Kctd13	invariant	852	P60	79601.5	stable_k27ac
Kctd13	invariant	853	P60	91140	stable_k27ac
Kctd13	invariant	854	P60	96673.5	stable_k27ac
Kctd13	invariant	855	P60	888592	stable_k27ac
Kif22	invariant	850	P60	772112.5	lost_k27ac
Kif22	invariant	851	P60	86596	stable_k27ac
Kif22	invariant	852	P60	33990.5	stable_k27ac
Kif22	invariant	853	P60	22452	stable_k27ac
Kif22	invariant	854	P60	16918.5	stable_k27ac
Kif22	invariant	855	P60	775000	stable_k27ac
Tbc1d10b	invariant	850	P60	938109.5	lost_k27ac
Tbc1d10b	invariant	851	P60	252593	stable_k27ac
Tbc1d10b	invariant	852	P60	199987.5	stable_k27ac
Tbc1d10b	invariant	853	P60	188449	stable_k27ac
Tbc1d10b	invariant	854	P60	182915.5	stable_k27ac
Tbc1d10b	invariant	855	P60	609003	stable_k27ac
Zfp771	invariant	850	P60	973915.5	lost_k27ac
Zfp771	invariant	851	P60	288399	stable_k27ac
Zfp771	invariant	852	P60	235793.5	stable_k27ac
Zfp771	invariant	853	P60	224255	stable_k27ac
Zfp771	invariant	854	P60	218721.5	stable_k27ac
Zfp771	invariant	855	P60	573197	stable_k27ac
Sephs2	invariant	850	P60	1003696.5	lost_k27ac
Sephs2	invariant	851	P60	318180	stable_k27ac
Sephs2	invariant	852	P60	265574.5	stable_k27ac
Sephs2	invariant	853	P60	254036	stable_k27ac
Sephs2	invariant	854	P60	248502.5	stable_k27ac
Sephs2	invariant	855	P60	543416	stable_k27ac
Zfp747	invariant	850	P60	1105691.5	lost_k27ac
Zfp747	invariant	851	P60	420175	stable_k27ac
Zfp747	invariant	852	P60	367569.5	stable_k27ac
Zfp747	invariant	853	P60	356031	stable_k27ac
Zfp747	invariant	854	P60	350497.5	stable_k27ac
Zfp747	invariant	855	P60	441421	stable_k27ac
Zfp747l1	invariant	850	P60	1116807.5	lost_k27ac
Zfp747l1	invariant	851	P60	431291	stable_k27ac
Zfp747l1	invariant	852	P60	378685.5	stable_k27ac
Zfp747l1	invariant	853	P60	367147	stable_k27ac
Zfp747l1	invariant	854	P60	361613.5	stable_k27ac
Zfp747l1	invariant	855	P60	430305	stable_k27ac
Zfp689	invariant	850	P60	1178799.5	lost_k27ac
Zfp689	invariant	851	P60	493283	stable_k27ac
Zfp689	invariant	852	P60	440677.5	stable_k27ac
Zfp689	invariant	853	P60	429139	stable_k27ac
Zfp689	invariant	854	P60	423605.5	stable_k27ac
Zfp689	invariant	855	P60	368313	stable_k27ac
Prr14	invariant	850	P60	1200012.5	lost_k27ac
Prr14	invariant	851	P60	514496	stable_k27ac
Prr14	invariant	852	P60	461890.5	stable_k27ac
Prr14	invariant	853	P60	450352	stable_k27ac
Prr14	invariant	854	P60	444818.5	stable_k27ac
Prr14	invariant	855	P60	347100	stable_k27ac
Srcap	invariant	850	P60	1241624.5	lost_k27ac
Srcap	invariant	851	P60	556108	stable_k27ac
Srcap	invariant	852	P60	503502.5	stable_k27ac
Srcap	invariant	853	P60	491964	stable_k27ac
Srcap	invariant	854	P60	486430.5	stable_k27ac
Srcap	invariant	855	P60	305488	stable_k27ac
Cfap119	invariant	850	P60	1318236.5	lost_k27ac
Cfap119	invariant	851	P60	632720	stable_k27ac
Cfap119	invariant	852	P60	580114.5	stable_k27ac
Cfap119	invariant	853	P60	568576	stable_k27ac
Cfap119	invariant	854	P60	563042.5	stable_k27ac
Cfap119	invariant	855	P60	228876	stable_k27ac
Orai3	invariant	850	P60	1499456.5	lost_k27ac
Orai3	invariant	851	P60	813940	stable_k27ac
Orai3	invariant	852	P60	761334.5	stable_k27ac
Orai3	invariant	853	P60	749796	stable_k27ac
Orai3	invariant	854	P60	744262.5	stable_k27ac
Orai3	invariant	855	P60	47656	stable_k27ac
Zfp668	invariant	850	P60	1606469.5	lost_k27ac
Zfp668	invariant	851	P60	920953	stable_k27ac
Zfp668	invariant	852	P60	868347.5	stable_k27ac
Zfp668	invariant	853	P60	856809	stable_k27ac
Zfp668	invariant	854	P60	851275.5	stable_k27ac
Zfp668	invariant	855	P60	59357	stable_k27ac
Prss53	invariant	850	P60	1625095.5	lost_k27ac
Prss53	invariant	851	P60	939579	stable_k27ac
Prss53	invariant	852	P60	886973.5	stable_k27ac
Prss53	invariant	853	P60	875435	stable_k27ac
Prss53	invariant	854	P60	869901.5	stable_k27ac
Prss53	invariant	855	P60	77983	stable_k27ac
Kat8	invariant	850	P60	1642157.5	lost_k27ac
Kat8	invariant	851	P60	956641	stable_k27ac
Kat8	invariant	852	P60	904035.5	stable_k27ac
Kat8	invariant	853	P60	892497	stable_k27ac
Kat8	invariant	854	P60	886963.5	stable_k27ac
Kat8	invariant	855	P60	95045	stable_k27ac
Tial1	invariant	851	P60	1505842	stable_k27ac
Tial1	invariant	852	P60	1453236.5	stable_k27ac
Tial1	invariant	853	P60	1441698	stable_k27ac
Tial1	invariant	854	P60	1436164.5	stable_k27ac
Tial1	invariant	855	P60	644246	stable_k27ac
Mcmbp	invariant	851	P60	1784620	stable_k27ac
Mcmbp	invariant	852	P60	1732014.5	stable_k27ac
Mcmbp	invariant	853	P60	1720476	stable_k27ac
Mcmbp	invariant	854	P60	1714942.5	stable_k27ac
Mcmbp	invariant	855	P60	923024	stable_k27ac
Mcmbp	invariant	856	P60	1957849.5	gained_k27ac
Fgfr2	invariant	857	P60	846616	lost_k27ac
Fgfr2	invariant	858	P60	388424.5	lost_k27ac
Fgfr2	invariant	859	P60	230470	lost_k27ac
Fgfr2	invariant	860	P60	105534	lost_k27ac
Fgfr2	invariant	861	P60	42793	stable_k27ac
Edrf1	invariant	857	P60	1360809	lost_k27ac
Edrf1	invariant	858	P60	902617.5	lost_k27ac
Edrf1	invariant	859	P60	744663	lost_k27ac
Edrf1	invariant	860	P60	619727	lost_k27ac
Edrf1	invariant	861	P60	556986	stable_k27ac
Mmp21	invariant	857	P60	1403327	lost_k27ac
Mmp21	invariant	858	P60	945135.5	lost_k27ac
Mmp21	invariant	859	P60	787181	lost_k27ac
Mmp21	invariant	860	P60	662245	lost_k27ac
Mmp21	invariant	861	P60	599504	stable_k27ac
Uros	invariant	857	P60	1433338	lost_k27ac
Uros	invariant	858	P60	975146.5	lost_k27ac
Uros	invariant	859	P60	817192	lost_k27ac
Uros	invariant	860	P60	692256	lost_k27ac
Uros	invariant	861	P60	629515	stable_k27ac
D7Ertd443e	invariant	858	P60	1764058.5	lost_k27ac
D7Ertd443e	invariant	859	P60	1606104	lost_k27ac
D7Ertd443e	invariant	860	P60	1481168	lost_k27ac
D7Ertd443e	invariant	861	P60	1418427	stable_k27ac
Dock1	invariant	858	P60	1935728.5	lost_k27ac
Dock1	invariant	859	P60	1777774	lost_k27ac
Dock1	invariant	860	P60	1652838	lost_k27ac
Dock1	invariant	861	P60	1590097	stable_k27ac
Glrx3	invariant	862	P60	1649723.5	stable_k27ac
Glrx3	invariant	863	P60	2000897.5	lost_k27ac
Mapk1ip1	invariant	862	P60	241064.5	stable_k27ac
Mapk1ip1	invariant	863	P60	592238.5	lost_k27ac
Mapk1ip1	invariant	864	P60	1059328	gained_k27ac
Ppp2r2d	invariant	862	P60	241258.5	stable_k27ac
Ppp2r2d	invariant	863	P60	592432.5	lost_k27ac
Ppp2r2d	invariant	864	P60	1059522	gained_k27ac
Bnip3	invariant	862	P60	177818.5	stable_k27ac
Bnip3	invariant	863	P60	528992.5	lost_k27ac
Bnip3	invariant	864	P60	996082	gained_k27ac
Lrrc27	invariant	862	P60	125650.5	stable_k27ac
Lrrc27	invariant	863	P60	225523.5	lost_k27ac
Lrrc27	invariant	864	P60	692613	gained_k27ac
Kndc1	invariant	862	P60	807358.5	stable_k27ac
Kndc1	invariant	863	P60	456184.5	lost_k27ac
Kndc1	invariant	864	P60	10905	gained_k27ac
Kndc1	invariant	865	P60	1541262	stable_k27ac
Kndc1	invariant	866	P60	1607185.5	lost_k27ac
Caly	invariant	862	P60	995210.5	stable_k27ac
Caly	invariant	863	P60	644036.5	lost_k27ac
Caly	invariant	864	P60	176947	gained_k27ac
Caly	invariant	865	P60	1353410	stable_k27ac
Caly	invariant	866	P60	1419333.5	lost_k27ac
Caly	invariant	867	P60	1894465.5	gained_k27ac
Prap1	invariant	862	P60	1006057.5	stable_k27ac
Prap1	invariant	863	P60	654883.5	lost_k27ac
Prap1	invariant	864	P60	187794	gained_k27ac
Prap1	invariant	865	P60	1342563	stable_k27ac
Prap1	invariant	866	P60	1408486.5	lost_k27ac
Prap1	invariant	867	P60	1883618.5	gained_k27ac
Echs1	invariant	862	P60	1029138.5	stable_k27ac
Echs1	invariant	863	P60	677964.5	lost_k27ac
Echs1	invariant	864	P60	210875	gained_k27ac
Echs1	invariant	865	P60	1319482	stable_k27ac
Echs1	invariant	866	P60	1385405.5	lost_k27ac
Echs1	invariant	867	P60	1860537.5	gained_k27ac
Mtg1	invariant	862	P60	1050226.5	stable_k27ac
Mtg1	invariant	863	P60	699052.5	lost_k27ac
Mtg1	invariant	864	P60	231963	gained_k27ac
Mtg1	invariant	865	P60	1298394	stable_k27ac
Mtg1	invariant	866	P60	1364317.5	lost_k27ac
Mtg1	invariant	867	P60	1839449.5	gained_k27ac
Sprn	invariant	862	P60	1067539.5	stable_k27ac
Sprn	invariant	863	P60	716365.5	lost_k27ac
Sprn	invariant	864	P60	249276	gained_k27ac
Sprn	invariant	865	P60	1281081	stable_k27ac
Sprn	invariant	866	P60	1347004.5	lost_k27ac
Sprn	invariant	867	P60	1822136.5	gained_k27ac
Ric8a	invariant	862	P60	1769619.5	stable_k27ac
Ric8a	invariant	863	P60	1418445.5	lost_k27ac
Ric8a	invariant	864	P60	951356	gained_k27ac
Ric8a	invariant	865	P60	579001	stable_k27ac
Ric8a	invariant	866	P60	644924.5	lost_k27ac
Ric8a	invariant	867	P60	1120056.5	gained_k27ac
Ric8a	invariant	868	P60	1508954	stable_k27ac
Sirt3	invariant	862	P60	1794971.5	stable_k27ac
Sirt3	invariant	863	P60	1443797.5	lost_k27ac
Sirt3	invariant	864	P60	976708	gained_k27ac
Sirt3	invariant	865	P60	553649	stable_k27ac
Sirt3	invariant	866	P60	619572.5	lost_k27ac
Sirt3	invariant	867	P60	1094704.5	gained_k27ac
Sirt3	invariant	868	P60	1483602	stable_k27ac
Tmem80	invariant	863	P60	1889227.5	lost_k27ac
Tmem80	invariant	864	P60	1422138	gained_k27ac
Tmem80	invariant	865	P60	108219	stable_k27ac
Tmem80	invariant	866	P60	174142.5	lost_k27ac
Tmem80	invariant	867	P60	649274.5	gained_k27ac
Tmem80	invariant	868	P60	1038172	stable_k27ac
Taldo1	invariant	863	P60	1953687.5	lost_k27ac
Taldo1	invariant	864	P60	1486598	gained_k27ac
Taldo1	invariant	865	P60	43759	stable_k27ac
Taldo1	invariant	866	P60	109682.5	lost_k27ac
Taldo1	invariant	867	P60	584814.5	gained_k27ac
Taldo1	invariant	868	P60	973712	stable_k27ac
Cend1	invariant	863	P60	1990979.5	lost_k27ac
Cend1	invariant	864	P60	1523890	gained_k27ac
Cend1	invariant	865	P60	6467	stable_k27ac
Cend1	invariant	866	P60	72390.5	lost_k27ac
Cend1	invariant	867	P60	547522.5	gained_k27ac
Cend1	invariant	868	P60	936420	stable_k27ac
Pnpla2	invariant	863	P60	2016686.5	lost_k27ac
Pnpla2	invariant	864	P60	1549597	gained_k27ac
Pnpla2	invariant	865	P60	19240	stable_k27ac
Pnpla2	invariant	866	P60	46683.5	lost_k27ac
Pnpla2	invariant	867	P60	521815.5	gained_k27ac
Pnpla2	invariant	868	P60	910713	stable_k27ac
Ap2a2	invariant	864	P60	1656572	gained_k27ac
Ap2a2	invariant	865	P60	126215	stable_k27ac
Ap2a2	invariant	866	P60	60291.5	lost_k27ac
Ap2a2	invariant	867	P60	414840.5	gained_k27ac
Ap2a2	invariant	868	P60	803738	stable_k27ac
Muc5b	invariant	864	P60	1933469	gained_k27ac
Muc5b	invariant	865	P60	403112	stable_k27ac
Muc5b	invariant	866	P60	337188.5	lost_k27ac
Muc5b	invariant	867	P60	137943.5	gained_k27ac
Muc5b	invariant	868	P60	526841	stable_k27ac
Mob2	invariant	865	P60	625107	stable_k27ac
Mob2	invariant	866	P60	559183.5	lost_k27ac
Mob2	invariant	867	P60	84051.5	gained_k27ac
Mob2	invariant	868	P60	304846	stable_k27ac
Ctsd	invariant	865	P60	952080	stable_k27ac
Ctsd	invariant	866	P60	886156.5	lost_k27ac
Ctsd	invariant	867	P60	411024.5	gained_k27ac
Ctsd	invariant	868	P60	22127	stable_k27ac
Mrpl23	invariant	865	P60	1096728	stable_k27ac
Mrpl23	invariant	866	P60	1030804.5	lost_k27ac
Mrpl23	invariant	867	P60	555672.5	gained_k27ac
Mrpl23	invariant	868	P60	166775	stable_k27ac
Mrpl23	invariant	869	P60	2008849.5	stable_k27ac
Igf2	invariant	865	P60	1233984	stable_k27ac
Igf2	invariant	866	P60	1168060.5	lost_k27ac
Igf2	invariant	867	P60	692928.5	gained_k27ac
Igf2	invariant	868	P60	304031	stable_k27ac
Igf2	invariant	869	P60	1871593.5	stable_k27ac
Tspan32	invariant	865	P60	1569088	stable_k27ac
Tspan32	invariant	866	P60	1503164.5	lost_k27ac
Tspan32	invariant	867	P60	1028032.5	gained_k27ac
Tspan32	invariant	868	P60	639135	stable_k27ac
Tspan32	invariant	869	P60	1536489.5	stable_k27ac
Cd81	invariant	865	P60	1616781	stable_k27ac
Cd81	invariant	866	P60	1550857.5	lost_k27ac
Cd81	invariant	867	P60	1075725.5	gained_k27ac
Cd81	invariant	868	P60	686828	stable_k27ac
Cd81	invariant	869	P60	1488796.5	stable_k27ac
Trpm5	invariant	865	P60	1658684	stable_k27ac
Trpm5	invariant	866	P60	1592760.5	lost_k27ac
Trpm5	invariant	867	P60	1117628.5	gained_k27ac
Trpm5	invariant	868	P60	728731	stable_k27ac
Trpm5	invariant	869	P60	1446893.5	stable_k27ac
Cttn	invariant	869	P60	70526.5	stable_k27ac
Cttn	invariant	870	P60	830411	stable_k27ac
Cttn	invariant	871	P60	864266	lost_k27ac
Ppfia1	invariant	869	P60	12193.5	stable_k27ac
Ppfia1	invariant	870	P60	747691	stable_k27ac
Ppfia1	invariant	871	P60	781546	lost_k27ac
LTO1	invariant	869	P60	373564.5	stable_k27ac
LTO1	invariant	870	P60	386320	stable_k27ac
LTO1	invariant	871	P60	420175	lost_k27ac
Myo16	invariant	928	P60	1638110.5	lost_k27ac
4833411C07Rik	invariant	928	P60	892099.5	lost_k27ac
4833411C07Rik	invariant	946	P60	2013596	lost_k27ac
Col4a1	invariant	928	P60	479195.5	lost_k27ac
Col4a1	invariant	946	P60	1600692	lost_k27ac
Col4a1	invariant	947	P60	1673061.5	gained_k27ac
Col4a2	invariant	928	P60	479216.5	lost_k27ac
Col4a2	invariant	946	P60	1600713	lost_k27ac
Col4a2	invariant	947	P60	1673082.5	gained_k27ac
Naxd	invariant	928	P60	294515.5	lost_k27ac
Naxd	invariant	946	P60	1416012	lost_k27ac
Naxd	invariant	947	P60	1488381.5	gained_k27ac
Spaca7b	invariant	928	P60	90958.5	lost_k27ac
Spaca7b	invariant	946	P60	1212455	lost_k27ac
Spaca7b	invariant	947	P60	1284824.5	gained_k27ac
Spaca7b	invariant	948	P60	1944784	gained_k27ac
Arhgef7	invariant	928	P60	64300.5	lost_k27ac
Arhgef7	invariant	946	P60	1185797	lost_k27ac
Arhgef7	invariant	947	P60	1258166.5	gained_k27ac
Arhgef7	invariant	948	P60	1918126	gained_k27ac
Tubgcp3	invariant	928	P60	880226.5	lost_k27ac
Tubgcp3	invariant	946	P60	241270	lost_k27ac
Tubgcp3	invariant	947	P60	313639.5	gained_k27ac
Tubgcp3	invariant	948	P60	973599	gained_k27ac
Proz	invariant	928	P60	1268892.5	lost_k27ac
Proz	invariant	946	P60	147396	lost_k27ac
Proz	invariant	947	P60	75026.5	gained_k27ac
Proz	invariant	948	P60	584933	gained_k27ac
Proz	invariant	949	P60	1947293.5	lost_k27ac
Pcid2	invariant	928	P60	1313437.5	lost_k27ac
Pcid2	invariant	946	P60	191941	lost_k27ac
Pcid2	invariant	947	P60	119571.5	gained_k27ac
Pcid2	invariant	948	P60	540388	gained_k27ac
Pcid2	invariant	949	P60	1902748.5	lost_k27ac
Lamp1	invariant	928	P60	1367139.5	lost_k27ac
Lamp1	invariant	946	P60	245643	lost_k27ac
Lamp1	invariant	947	P60	173273.5	gained_k27ac
Lamp1	invariant	948	P60	486686	gained_k27ac
Lamp1	invariant	949	P60	1849046.5	lost_k27ac
Grtp1	invariant	928	P60	1408598.5	lost_k27ac
Grtp1	invariant	946	P60	287102	lost_k27ac
Grtp1	invariant	947	P60	214732.5	gained_k27ac
Grtp1	invariant	948	P60	445227	gained_k27ac
Grtp1	invariant	949	P60	1807587.5	lost_k27ac
Tmem255b	invariant	928	P60	1643167.5	lost_k27ac
Tmem255b	invariant	946	P60	521671	lost_k27ac
Tmem255b	invariant	947	P60	449301.5	gained_k27ac
Tmem255b	invariant	948	P60	210658	gained_k27ac
Tmem255b	invariant	949	P60	1573018.5	lost_k27ac
Gas6	invariant	928	P60	1702468.5	lost_k27ac
Gas6	invariant	946	P60	580972	lost_k27ac
Gas6	invariant	947	P60	508602.5	gained_k27ac
Gas6	invariant	948	P60	151357	gained_k27ac
Gas6	invariant	949	P60	1513717.5	lost_k27ac
Cfap97d2	invariant	928	P60	1913867.5	lost_k27ac
Cfap97d2	invariant	946	P60	792371	lost_k27ac
Cfap97d2	invariant	947	P60	720001.5	gained_k27ac
Cfap97d2	invariant	948	P60	60042	gained_k27ac
Cfap97d2	invariant	949	P60	1302318.5	lost_k27ac
Champ1	invariant	946	P60	956123	lost_k27ac
Champ1	invariant	947	P60	883753.5	gained_k27ac
Champ1	invariant	948	P60	223794	gained_k27ac
Champ1	invariant	949	P60	1138566.5	lost_k27ac
Tdrp	invariant	946	P60	1061514	lost_k27ac
Tdrp	invariant	947	P60	989144.5	gained_k27ac
Tdrp	invariant	948	P60	329185	gained_k27ac
Tdrp	invariant	949	P60	1033175.5	lost_k27ac
6820431F20Rik	invariant	950	P60	379446.5	no_diffbind_peak
2610005L07Rik	invariant	950	P60	252064.5	no_diffbind_peak
Alg11	invariant	950	P60	1383842.5	no_diffbind_peak
Alg11	invariant	951	P60	486275	lost_k27ac
Alg11	invariant	952	P60	967684	gained_k27ac
Thsd1	invariant	950	P60	1550434.5	no_diffbind_peak
Thsd1	invariant	951	P60	319683	lost_k27ac
