component_1,component_2,label
-15.206038,10.981444,0
7.875956,-14.573025,9
2.2412522,-15.61674,9
-21.709665,12.491841,8
-23.577784,13.90624,8
-25.032103,10.347774,8
-23.61867,9.756034,8
5.1729045,-16.249722,9
-25.766054,9.261264,8
-24.436035,9.937229,8
-25.293413,13.211462,8
-25.449877,13.334667,8
-23.111721,9.538768,8
-13.015909,19.87769,4
-2.812312,-27.753056,9
-19.444975,17.476364,8
2.025429,-6.010039,9
20.052134,-4.0815506,3
-10.813262,4.418065,0
2.0099702,3.4342785,6
-21.129099,6.506642,8
-17.48334,7.107352,8
0.105680704,-23.065594,2
-12.132848,-1.1634431,0
1.0188501,-11.042244,0
-23.576252,9.065972,8
-13.500617,18.825167,4
23.688654,5.3073597,3
16.909443,10.751496,6
1.9878591,-13.372235,9
-4.046026,-11.190287,0
-0.110120125,-17.050047,9
-1.7852907,15.0573015,4
-21.387358,13.06904,8
-9.101218,-10.198808,0
0.719119,12.870535,6
-6.3904405,1.6590943,0
-2.3810308,5.0269833,0
3.7235618,-20.03398,9
14.748567,-17.80004,5
-17.517355,-5.5576487,0
-12.693064,20.34893,4
-15.191122,-10.182216,0
2.0634396,-25.026567,2
-0.14591056,-24.854782,2
-15.92167,-8.16244,0
-14.929997,21.60837,4
8.306943,6.7329617,6
9.018627,-7.4330707,9
6.744112,13.0144005,6
-9.836455,7.936212,0
16.391512,-11.24136,9
-5.6966944,11.898933,0
13.325107,-13.009513,9
-2.410207,7.752904,6
1.7074487,-13.321705,9
-1.2427471,11.767632,6
-6.3866034,-10.323566,0
2.6031625,-14.971046,9
-24.988482,4.634695,8
23.031918,0.81392723,3
7.080386,-9.760577,9
17.514542,-12.977563,9
-15.773616,6.621966,0
8.826749,13.437442,6
18.178112,-12.850725,9
10.875542,16.18455,6
14.640619,-13.361421,9
4.2473717,-13.829519,9
16.747719,-10.2411785,9
-10.405033,20.975233,4
-19.836123,-2.1942375,0
-14.747436,-5.9987826,0
-18.382528,12.277771,8
16.845346,6.5408163,3
19.815792,-8.046765,3
18.806053,-5.689791,3
10.688772,-11.932839,9
-6.0146694,8.370334,0
7.5233006,-2.9358425,9
-15.934438,-3.9427903,0
-16.885927,6.7948613,0
-16.90985,-8.6169815,0
-20.275412,13.295,8
-17.101732,6.870639,8
-14.065469,-6.208655,0
-25.609303,12.217015,8
-24.205412,8.473957,8
24.334692,12.058174,7
25.642054,-6.819214,1
13.675257,12.348137,6
5.415481,14.162726,6
4.78746,10.987296,6
18.71476,-12.738599,9
-2.1017587,3.5366876,0
4.857378,10.063886,6
-1.0127813,-3.7104006,0
-0.31011564,12.178944,6
5.0028863,5.1898203,6
2.1154218,14.026444,6
0.6863334,14.934143,6
14.532245,-15.596618,9
-1.0552852,-22.495665,2
-0.83689326,14.823376,6
-10.627396,19.676224,4
-1.595774,-15.045183,9
-13.699596,8.512094,0
-11.814715,-2.416992,0
-12.639356,-3.7208774,0
-23.408442,6.8204136,8
-23.03784,3.6445844,8
-21.688421,-1.002146,0
22.332373,2.4623928,3
14.081036,-7.8875575,9
11.749909,1.7872592,6
2.5693493,-1.0475829,9
15.060412,-8.9016075,3
16.006979,-9.202713,9
6.12318,-10.348435,9
-6.4749784,-1.4341894,0
13.498928,-17.837791,9
-17.927473,12.059404,8
-5.027529,-22.131367,9
-12.70647,-1.3962455,0
-2.1503341,-28.215689,9
-16.021477,-5.0100193,0
-0.045940258,-23.612146,2
-12.949804,18.935858,4
-20.783575,8.784569,8
13.725326,-18.073317,9
-18.345491,17.424862,4
-21.437984,-2.3233843,0
-22.659094,4.5643883,8
-2.7050927,-28.809029,9
-3.112362,-24.466774,2
9.451712,4.098153,6
10.817844,-8.218566,9
-10.058679,1.556746,0
2.2088645,9.160674,6
-21.119802,14.350202,8
-8.891958,20.934984,4
-11.479011,19.440601,4
-15.595842,7.9507723,0
21.333273,-10.949018,3
-4.6632895,-5.6883845,0
-13.946803,-1.8613186,0
-20.469614,-3.357682,0
-13.220454,17.145016,4
-3.5402443,-28.74755,9
-7.9183793,10.8884735,0
-12.508893,-12.170483,0
-22.559324,8.2248,8
-4.954809,-27.45016,9
3.2508073,-0.05458196,6
2.928353,-9.446987,9
-14.189313,-5.5896306,0
-12.309791,-8.702959,0
-19.493149,-5.240609,0
-25.65661,9.937677,8
10.923493,6.1709337,6
-15.278198,3.0801215,0
-4.812387,10.142198,0
-2.843672,-25.895964,9
-22.89596,15.510177,8
-5.4551225,-25.360752,9
-5.1503267,-26.612822,9
-6.3783355,6.8306084,0
4.5941715,14.33162,6
-16.543554,12.400222,8
1.4663764,14.91071,6
-10.85319,19.86799,4
-13.129318,21.623913,4
-7.1814694,5.433352,0
-20.41782,14.460755,8
-16.48337,-10.974208,0
-23.884424,5.718644,8
-19.188553,-1.9544947,0
6.7634525,-7.3632326,9
-23.165096,14.145392,8
-15.314211,-0.27257922,0
-12.146179,19.696302,4
-23.986128,0.91624403,8
-19.068277,12.720015,8
-16.912003,-4.9933615,0
-12.527773,8.131641,0
18.713558,4.467172,3
-2.318449,-14.477418,9
3.22602,-13.988151,9
-21.96099,12.833182,8
-25.03929,10.892726,8
-4.144245,-25.040794,9
-11.1832905,21.560661,4
-16.496933,6.8008122,0
-5.5694623,-26.03171,9
-5.6272535,-26.31668,9
-9.279648,-1.0294322,0
8.772829,13.7495,6
10.000628,-11.706114,9
-8.225568,8.716693,0
1.7857798,-24.491693,2
22.648575,8.888473,7
4.4816875,6.090232,6
6.994645,12.303572,6
-6.285775,-4.203298,0
13.845803,-12.691102,9
-13.925966,10.074471,0
-14.052502,-7.5179157,0
-4.9239407,-26.889935,9
-3.8908455,-28.182638,9
24.419535,-5.828058,3
17.761059,-12.3927355,9
-1.0090895,6.9744406,6
-6.40663,8.378323,0
-8.461441,-8.710119,0
-9.710567,-9.461053,0
-5.3109307,-26.25984,9
-9.698723,7.619357,0
-3.2658055,-19.977957,2
-25.351133,8.390837,8
-26.251991,12.304615,8
2.5472796,-25.070583,2
-11.450344,4.9231224,0
1.2209221,-20.930407,2
13.79281,-17.875057,9
-18.261633,-4.4742613,0
-3.4605227,-19.438313,2
-22.450792,15.262778,8
-6.0103483,5.601382,0
-10.98478,6.7324643,0
-15.41664,-4.2081985,0
-22.000427,-0.58954406,0
-23.43039,15.001714,8
-3.7344437,-27.739912,9
-17.242985,1.9337676,0
-0.40244117,-16.970118,9
-17.793383,-8.97226,0
-21.180647,2.6461155,0
10.915387,-13.695345,9
0.12524761,-18.603445,9
3.083391,-11.194365,9
-15.785401,-13.181642,0
19.47185,-11.034249,9
-21.898252,-1.4252821,0
7.8281918,10.122916,6
-17.077759,15.273013,4
-12.610913,9.66147,0
-21.32762,14.486305,8
-2.8439472,-27.344494,9
-14.297089,20.262976,4
3.406004,15.325616,6
0.09850802,16.869726,6
-18.040989,-7.7447233,0
0.5019711,7.290554,6
15.223187,-14.874849,9
-11.716455,-4.1988664,0
-22.158226,11.553287,8
-5.401511,-21.478899,9
-24.672724,9.4554205,8
-10.8744,-13.8057165,0
-4.5478406,-6.0775414,0
-5.1413665,-7.558597,0
-4.209791,-26.59081,9
-4.281439,-27.65685,9
13.114115,-19.130976,5
20.504143,-7.756083,3
-3.7011812,-20.282187,2
-21.824953,4.9704165,8
-17.350155,3.5010858,0
-1.8775502,-24.15953,2
-14.305469,19.558668,4
-7.4339223,-8.840826,0
-5.247793,-10.861336,0
11.858588,0.21966322,9
21.78483,-7.097596,3
2.477661,-13.735292,9
4.5934024,-12.856858,9
5.651227,-5.9935517,9
-7.2157845,-7.680641,0
14.638862,-14.308989,9
3.7075295,5.7053423,6
-24.967363,9.860246,8
17.083511,-10.284793,9
12.0651245,-15.089637,9
18.612299,-8.3220215,9
2.6716266,-16.23303,9
1.3648317,15.823786,6
21.304766,-5.9594274,3
-7.3468885,-1.7793843,0
-14.62713,4.2097187,0
-0.9952858,-2.7346182,0
11.556877,-13.605344,9
13.650514,-11.737093,9
-3.9856017,-19.389181,4
0.9383745,-14.130232,0
-7.9507523,5.874095,0
-13.949402,-6.68757,0
-15.462998,-5.4782543,0
-16.974749,-7.565661,0
-15.267349,7.0196767,0
20.560545,-12.004338,3
-12.420447,2.9357276,0
3.4101276,-13.325715,9
-23.980059,7.1043806,8
2.7013016,-22.652433,2
7.482863,-8.852548,9
4.1934047,3.0182092,6
-14.83839,-3.6932533,0
-1.3128175,-20.686287,2
13.145502,-12.549692,9
-23.702469,8.207732,8
-21.570633,7.1050334,8
-1.144715,-26.568258,9
13.028791,-18.600237,9
0.085618645,-24.110174,2
-11.487887,21.39854,4
-23.047977,6.228368,8
-22.682438,13.954203,8
24.188221,-9.310168,3
-16.294489,-9.268899,0
-2.2558749,-15.613171,9
21.148151,-10.165065,3
4.643341,-13.253414,9
-8.822315,22.284239,4
-11.018818,-9.292915,0
-13.490171,-10.794562,0
1.9261261,16.083944,6
-3.6167505,-17.315002,9
-4.6327996,-20.288115,4
-17.622803,16.825466,4
-25.03368,6.6827326,8
5.2435436,-7.7524548,9
-7.255211,-6.286293,0
-4.3551826,-16.263685,9
-0.72321546,-21.091251,2
-22.796383,3.8444986,8
13.329065,-18.416576,9
1.8915118,4.1736493,6
-19.275162,-3.0987172,0
-24.439959,11.565602,8
-0.90867245,-16.929375,9
-5.740996,-2.0499682,0
-16.175856,-9.941352,0
