Distance	Interaction Frequency (interChr=1.674308e-01)
95975000	3.415966e-06
95980000	3.403446e-06
95985000	3.200164e-06
95990000	3.411160e-06
95995000	3.103419e-06
96000000	3.415092e-06
96005000	3.466808e-06
96010000	2.520961e-06
96015000	3.123294e-06
96020000	3.156952e-06
96025000	2.958867e-06
96030000	3.302247e-06
96035000	3.135964e-06
96040000	3.332145e-06
96045000	3.251504e-06
96050000	2.943368e-06
96055000	3.207000e-06
96060000	3.439793e-06
96065000	2.848387e-06
96070000	2.832931e-06
96075000	2.534227e-06
96080000	2.646699e-06
96085000	2.780736e-06
96090000	3.200952e-06
96095000	3.157876e-06
96100000	2.846393e-06
96105000	3.632173e-06
96110000	3.058398e-06
96115000	3.086161e-06
96120000	3.092766e-06
96125000	2.995936e-06
96130000	3.604972e-06
96135000	2.875748e-06
96140000	2.787475e-06
96145000	3.289753e-06
96150000	3.367616e-06
96155000	2.973716e-06
96160000	2.871281e-06
96165000	3.289070e-06
96170000	2.836007e-06
96175000	3.045610e-06
96180000	3.587326e-06
96185000	2.891938e-06
96190000	2.658875e-06
96195000	3.039583e-06
96200000	3.083722e-06
96205000	2.883715e-06
96210000	2.888485e-06
96215000	2.486667e-06
96220000	3.257262e-06
96225000	3.092261e-06
96230000	3.395051e-06
96235000	3.378135e-06
96240000	3.233776e-06
96245000	2.716073e-06
96250000	3.273806e-06
96255000	3.251632e-06
96260000	2.748687e-06
96265000	2.915360e-06
96270000	3.142029e-06
96275000	3.073913e-06
96280000	3.403566e-06
96285000	2.868148e-06
96290000	3.473065e-06
96295000	3.223030e-06
96300000	2.518869e-06
96305000	2.726126e-06
96310000	3.615209e-06
96315000	3.122428e-06
96320000	3.127579e-06
96325000	3.605350e-06
96330000	3.242410e-06
96335000	3.176294e-06
96340000	3.022066e-06
96345000	2.930847e-06
96350000	2.617839e-06
96355000	3.820208e-06
96360000	3.151461e-06
96365000	3.471243e-06
96370000	3.199464e-06
96375000	2.531694e-06
96380000	3.725211e-06
96385000	3.284475e-06
96390000	2.686074e-06
96395000	2.983555e-06
96400000	2.508534e-06
96405000	3.006827e-06
96410000	3.185424e-06
96415000	2.877310e-06
96420000	2.680950e-06
96425000	3.280915e-06
96430000	3.285165e-06
96435000	2.903104e-06
96440000	2.820621e-06
96445000	3.221903e-06
96450000	2.981931e-06
96455000	2.749480e-06
96460000	2.603772e-06
96465000	3.076410e-06
96470000	2.940786e-06
96475000	2.463720e-06
96480000	2.994865e-06
96485000	3.660462e-06
96490000	2.995661e-06
96495000	2.678419e-06
96500000	3.023213e-06
96505000	2.625490e-06
96510000	3.000624e-06
96515000	2.451642e-06
96520000	2.869180e-06
96525000	3.178318e-06
96530000	2.891681e-06
96535000	3.107688e-06
96540000	3.298496e-06
96545000	2.690159e-06
96550000	2.805467e-06
96555000	3.176170e-06
96560000	2.223370e-06
96565000	2.966797e-06
96570000	2.381150e-06
96575000	2.977411e-06
96580000	2.459988e-06
96585000	2.661282e-06
96590000	2.694714e-06
96595000	2.981532e-06
96600000	3.741332e-06
96605000	3.169389e-06
96610000	3.164674e-06
96615000	2.619872e-06
96620000	2.497207e-06
96625000	3.239585e-06
96630000	3.033196e-06
96635000	2.853470e-06
96640000	3.290131e-06
96645000	2.679342e-06
96650000	3.124383e-06
96655000	2.745302e-06
96660000	2.946695e-06
96665000	2.835206e-06
96670000	2.554482e-06
96675000	3.150271e-06
96680000	3.324576e-06
96685000	3.023081e-06
96690000	2.922212e-06
96695000	2.770597e-06
96700000	2.767010e-06
96705000	2.507716e-06
96710000	2.860691e-06
96715000	2.787215e-06
96720000	2.432331e-06
96725000	2.780311e-06
96730000	3.083999e-06
96735000	3.366011e-06
96740000	2.992619e-06
96745000	2.918061e-06
96750000	3.043388e-06
96755000	3.398434e-06
96760000	2.682082e-06
96765000	3.153282e-06
96770000	2.984032e-06
96775000	2.440342e-06
96780000	2.914386e-06
96785000	2.881833e-06
96790000	3.067024e-06
96795000	2.533008e-06
96800000	2.901003e-06
96805000	3.148854e-06
96810000	3.189992e-06
96815000	3.358323e-06
96820000	2.814336e-06
96825000	2.925746e-06
96830000	3.286193e-06
96835000	2.505678e-06
96840000	2.648829e-06
96845000	3.009013e-06
96850000	2.623357e-06
96855000	3.023207e-06
96860000	2.938458e-06
96865000	3.061653e-06
96870000	3.000326e-06
96875000	3.204068e-06
96880000	3.036287e-06
96885000	2.470431e-06
96890000	2.630639e-06
96895000	2.983476e-06
96900000	2.782983e-06
96905000	3.380601e-06
96910000	2.514368e-06
96915000	2.891084e-06
96920000	2.936044e-06
96925000	2.791166e-06
96930000	3.028310e-06
96935000	3.434942e-06
96940000	3.010382e-06
96945000	2.975956e-06
96950000	2.527665e-06
96955000	2.669359e-06
96960000	2.809999e-06
96965000	3.058486e-06
96970000	3.156924e-06
96975000	3.038673e-06
96980000	3.005340e-06
96985000	3.178960e-06
96990000	3.224465e-06
96995000	2.663132e-06
97000000	3.093344e-06
97005000	2.810099e-06
97010000	2.932799e-06
97015000	2.765883e-06
97020000	3.009010e-06
97025000	2.663473e-06
97030000	3.010638e-06
97035000	2.616660e-06
97040000	3.016571e-06
97045000	2.187316e-06
97050000	3.261264e-06
97055000	2.658582e-06
97060000	2.339349e-06
97065000	2.713280e-06
97070000	2.728066e-06
97075000	3.103950e-06
97080000	2.634811e-06
97085000	3.412442e-06
97090000	3.480247e-06
97095000	2.928085e-06
97100000	2.905491e-06
97105000	3.181311e-06
97110000	2.501377e-06
97115000	3.324150e-06
97120000	3.113966e-06
97125000	2.882645e-06
97130000	2.771974e-06
97135000	2.998877e-06
97140000	2.792356e-06
97145000	3.187836e-06
97150000	3.451420e-06
97155000	3.347063e-06
97160000	2.633417e-06
97165000	3.477905e-06
97170000	3.243195e-06
97175000	2.806098e-06
97180000	3.125011e-06
97185000	2.591542e-06
97190000	2.849757e-06
97195000	2.951114e-06
97200000	2.881546e-06
97205000	2.631379e-06
97210000	2.224866e-06
97215000	2.540619e-06
97220000	2.933961e-06
97225000	2.488131e-06
97230000	2.786127e-06
97235000	3.130013e-06
97240000	3.343831e-06
97245000	2.859657e-06
97250000	2.836110e-06
97255000	2.510290e-06
97260000	2.858729e-06
97265000	2.662758e-06
97270000	2.474726e-06
97275000	3.288333e-06
97280000	3.122065e-06
97285000	3.163447e-06
97290000	3.024440e-06
97295000	2.881496e-06
97300000	2.917194e-06
97305000	2.765157e-06
97310000	2.654652e-06
97315000	2.850728e-06
97320000	3.029052e-06
97325000	2.544993e-06
97330000	2.385408e-06
97335000	2.688304e-06
97340000	3.195864e-06
97345000	3.023401e-06
97350000	2.977108e-06
97355000	3.338148e-06
97360000	2.561083e-06
97365000	2.877324e-06
97370000	2.917838e-06
97375000	2.775877e-06
97380000	3.252743e-06
97385000	2.622200e-06
97390000	3.006647e-06
97395000	2.830860e-06
97400000	2.800066e-06
97405000	2.859527e-06
97410000	3.069957e-06
97415000	2.907393e-06
97420000	3.347512e-06
97425000	2.494062e-06
97430000	2.979529e-06
97435000	3.264479e-06
97440000	3.111933e-06
97445000	2.844596e-06
97450000	2.735350e-06
97455000	2.759165e-06
97460000	2.639749e-06
97465000	2.844321e-06
97470000	2.791837e-06
97475000	2.823050e-06
97480000	2.703203e-06
97485000	3.087160e-06
97490000	2.814392e-06
97495000	3.175462e-06
97500000	3.014149e-06
97505000	2.865273e-06
97510000	3.330013e-06
97515000	2.501793e-06
97520000	2.931539e-06
97525000	2.884703e-06
97530000	2.452216e-06
97535000	2.781355e-06
97540000	2.360692e-06
97545000	2.745725e-06
97550000	2.808207e-06
97555000	3.131803e-06
97560000	2.835681e-06
97565000	3.434199e-06
97570000	2.915636e-06
97575000	2.811171e-06
97580000	2.353194e-06
97585000	3.107886e-06
97590000	2.385738e-06
97595000	2.634340e-06
97600000	2.968295e-06
97605000	2.869545e-06
97610000	2.921756e-06
97615000	2.960231e-06
97620000	2.551200e-06
97625000	2.716529e-06
97630000	3.038345e-06
97635000	2.953510e-06
97640000	2.346269e-06
97645000	2.611412e-06
97650000	2.793462e-06
97655000	3.108211e-06
97660000	2.778149e-06
97665000	2.665862e-06
97670000	2.686519e-06
97675000	2.498953e-06
97680000	2.569293e-06
97685000	2.949879e-06
97690000	2.917173e-06
97695000	2.536042e-06
97700000	3.015666e-06
97705000	2.740611e-06
97710000	2.656871e-06
97715000	3.625408e-06
97720000	3.499849e-06
97725000	2.984859e-06
97730000	2.491681e-06
97735000	2.777379e-06
97740000	2.755197e-06
97745000	2.826594e-06
97750000	2.843857e-06
97755000	3.048976e-06
97760000	2.993718e-06
97765000	2.813866e-06
97770000	2.617782e-06
97775000	2.555107e-06
97780000	2.666048e-06
97785000	3.153939e-06
97790000	2.690978e-06
97795000	3.144171e-06
97800000	2.755467e-06
97805000	2.148930e-06
97810000	2.446461e-06
97815000	3.375547e-06
97820000	2.786103e-06
97825000	2.674180e-06
97830000	2.546094e-06
97835000	2.727342e-06
97840000	2.837014e-06
97845000	2.726827e-06
97850000	3.044300e-06
97855000	2.688782e-06
97860000	2.877658e-06
97865000	2.939359e-06
97870000	2.637990e-06
97875000	2.735169e-06
97880000	2.593700e-06
97885000	2.711300e-06
97890000	2.797534e-06
97895000	2.650237e-06
97900000	2.448424e-06
97905000	2.465763e-06
97910000	2.801979e-06
97915000	2.536374e-06
97920000	2.579438e-06
97925000	3.009770e-06
97930000	3.161336e-06
97935000	2.669253e-06
97940000	2.769774e-06
97945000	2.755463e-06
97950000	2.512218e-06
97955000	2.481999e-06
97960000	2.653141e-06
97965000	2.788457e-06
97970000	2.316892e-06
97975000	2.960509e-06
97980000	2.614833e-06
97985000	2.738034e-06
97990000	2.625047e-06
97995000	2.909080e-06
98000000	2.891604e-06
98005000	2.775506e-06
98010000	2.588938e-06
98015000	2.767501e-06
98020000	2.613979e-06
98025000	2.698389e-06
98030000	2.817124e-06
98035000	2.306142e-06
98040000	3.044990e-06
98045000	2.597843e-06
98050000	3.092505e-06
98055000	2.451562e-06
98060000	2.922750e-06
98065000	2.715851e-06
98070000	2.476155e-06
98075000	3.072837e-06
98080000	2.579580e-06
98085000	2.817981e-06
98090000	2.880283e-06
98095000	2.308890e-06
98100000	2.740397e-06
98105000	2.542947e-06
98110000	2.714081e-06
98115000	2.932841e-06
98120000	2.507002e-06
98125000	2.596267e-06
98130000	2.651120e-06
98135000	2.768685e-06
98140000	3.227286e-06
98145000	2.440150e-06
98150000	2.692481e-06
98155000	3.360460e-06
98160000	2.592390e-06
98165000	2.592016e-06
98170000	2.730316e-06
98175000	3.136102e-06
98180000	2.871896e-06
98185000	2.954960e-06
98190000	2.899395e-06
98195000	2.381494e-06
98200000	2.506913e-06
98205000	2.829616e-06
98210000	2.432438e-06
98215000	2.545645e-06
98220000	2.752391e-06
98225000	2.249715e-06
98230000	2.745186e-06
98235000	2.851755e-06
98240000	2.858591e-06
98245000	2.559996e-06
98250000	2.578554e-06
98255000	2.423070e-06
98260000	3.269053e-06
98265000	2.838961e-06
98270000	2.192539e-06
98275000	2.424251e-06
98280000	2.804375e-06
98285000	2.106533e-06
98290000	2.794328e-06
98295000	2.758899e-06
98300000	2.534407e-06
98305000	3.009278e-06
98310000	2.288563e-06
98315000	2.902395e-06
98320000	2.405719e-06
98325000	2.930714e-06
98330000	3.352131e-06
98335000	2.841960e-06
98340000	3.043066e-06
98345000	3.019559e-06
98350000	2.400388e-06
98355000	2.516932e-06
98360000	2.942672e-06
98365000	2.789134e-06
98370000	3.397448e-06
98375000	2.738668e-06
98380000	3.133016e-06
98385000	2.894313e-06
98390000	2.636110e-06
98395000	2.846082e-06
98400000	2.453415e-06
98405000	2.487495e-06
98410000	2.465293e-06
98415000	2.705163e-06
98420000	2.458222e-06
98425000	3.091770e-06
98430000	3.094170e-06
98435000	2.705811e-06
98440000	2.689161e-06
98445000	2.697954e-06
98450000	2.468603e-06
98455000	2.100756e-06
98460000	2.320304e-06
98465000	2.393441e-06
98470000	2.569729e-06
98475000	2.614340e-06
98480000	2.401444e-06
98485000	2.849651e-06
98490000	3.006122e-06
98495000	2.724270e-06
98500000	2.688763e-06
98505000	3.005841e-06
98510000	2.671602e-06
98515000	2.986626e-06
98520000	3.046241e-06
98525000	2.506355e-06
98530000	2.596878e-06
98535000	3.039774e-06
98540000	2.490027e-06
98545000	2.889040e-06
98550000	2.949120e-06
98555000	2.617065e-06
98560000	2.976685e-06
98565000	2.525559e-06
98570000	2.331311e-06
98575000	2.739378e-06
98580000	2.977345e-06
98585000	2.806990e-06
98590000	2.845389e-06
98595000	2.758763e-06
98600000	3.611414e-06
98605000	2.760879e-06
98610000	2.541627e-06
98615000	2.584948e-06
98620000	2.249853e-06
98625000	2.527182e-06
98630000	2.769962e-06
98635000	2.313989e-06
98640000	2.483213e-06
98645000	3.216054e-06
98650000	2.701953e-06
98655000	2.647557e-06
98660000	3.203951e-06
98665000	3.118688e-06
98670000	2.846728e-06
98675000	2.587523e-06
98680000	2.445956e-06
98685000	2.680881e-06
98690000	2.682157e-06
98695000	2.694898e-06
98700000	2.753082e-06
98705000	2.470005e-06
98710000	2.598046e-06
98715000	2.298349e-06
98720000	2.284424e-06
98725000	3.050960e-06
98730000	2.881386e-06
98735000	2.759127e-06
98740000	3.319785e-06
98745000	2.703351e-06
98750000	2.245400e-06
98755000	3.208914e-06
98760000	2.730430e-06
98765000	2.053578e-06
98770000	2.530498e-06
98775000	2.811594e-06
98780000	2.627092e-06
98785000	2.393205e-06
98790000	2.900952e-06
98795000	2.899857e-06
98800000	3.154706e-06
98805000	2.808508e-06
98810000	2.792595e-06
98815000	2.375664e-06
98820000	2.793706e-06
98825000	2.329957e-06
98830000	3.225750e-06
98835000	2.718654e-06
98840000	2.854169e-06
98845000	3.100782e-06
98850000	2.465963e-06
98855000	2.588479e-06
98860000	2.681715e-06
98865000	2.689404e-06
98870000	2.950084e-06
98875000	2.568594e-06
98880000	2.752093e-06
98885000	2.686540e-06
98890000	2.374445e-06
98895000	2.289400e-06
98900000	2.681003e-06
98905000	2.813460e-06
98910000	2.848452e-06
98915000	2.568172e-06
98920000	2.721389e-06
98925000	2.751221e-06
98930000	2.276105e-06
98935000	2.445375e-06
98940000	2.669479e-06
98945000	2.495218e-06
98950000	2.469952e-06
98955000	2.447946e-06
98960000	2.730518e-06
98965000	2.384456e-06
98970000	2.470921e-06
98975000	2.764695e-06
98980000	2.455680e-06
98985000	2.933595e-06
98990000	2.764735e-06
98995000	2.629409e-06
99000000	2.626995e-06
99005000	2.503278e-06
99010000	3.193145e-06
99015000	2.583652e-06
99020000	2.977294e-06
99025000	2.031519e-06
99030000	2.404773e-06
99035000	2.918419e-06
99040000	2.709917e-06
99045000	2.902620e-06
99050000	2.716959e-06
99055000	2.314116e-06
99060000	2.335155e-06
99065000	2.596542e-06
99070000	2.668023e-06
99075000	1.709432e-06
99080000	2.549243e-06
99085000	3.100563e-06
99090000	2.633749e-06
99095000	2.537423e-06
99100000	2.614116e-06
99105000	2.758131e-06
99110000	2.550834e-06
99115000	2.562910e-06
99120000	2.785004e-06
99125000	2.740387e-06
99130000	2.676746e-06
99135000	2.673920e-06
99140000	2.681720e-06
99145000	2.688112e-06
99150000	2.432981e-06
99155000	2.431256e-06
99160000	2.671625e-06
99165000	3.171803e-06
99170000	2.758853e-06
99175000	2.287672e-06
99180000	2.408254e-06
99185000	2.792538e-06
99190000	2.441061e-06
99195000	2.724296e-06
99200000	2.963863e-06
99205000	2.256666e-06
99210000	2.082612e-06
99215000	2.558852e-06
99220000	2.566538e-06
99225000	2.087860e-06
99230000	2.584835e-06
99235000	2.464973e-06
99240000	3.050050e-06
99245000	2.738488e-06
99250000	2.483399e-06
99255000	2.674726e-06
99260000	2.689683e-06
99265000	2.372486e-06
99270000	2.680207e-06
99275000	2.926652e-06
99280000	2.880908e-06
99285000	2.693845e-06
99290000	2.386938e-06
99295000	3.185800e-06
99300000	2.902533e-06
99305000	3.332620e-06
99310000	2.562459e-06
99315000	2.541236e-06
99320000	2.705297e-06
99325000	2.490648e-06
99330000	2.485972e-06
99335000	2.662190e-06
99340000	2.497893e-06
99345000	2.402671e-06
99350000	2.351773e-06
99355000	2.237137e-06
99360000	2.197463e-06
99365000	2.423768e-06
99370000	2.275600e-06
99375000	2.353465e-06
99380000	2.432707e-06
99385000	2.573117e-06
99390000	2.375191e-06
99395000	2.632290e-06
99400000	3.012232e-06
99405000	2.544189e-06
99410000	2.331707e-06
99415000	2.894058e-06
99420000	2.848951e-06
99425000	2.099367e-06
99430000	2.323983e-06
99435000	2.670913e-06
99440000	2.378566e-06
99445000	2.431831e-06
99450000	2.751899e-06
99455000	2.695056e-06
99460000	2.726771e-06
99465000	2.619925e-06
99470000	3.178656e-06
99475000	2.523526e-06
99480000	2.495635e-06
99485000	2.726067e-06
99490000	2.445770e-06
99495000	2.664114e-06
99500000	2.401169e-06
99505000	2.578130e-06
99510000	2.187916e-06
99515000	2.076821e-06
99520000	2.616235e-06
99525000	2.602556e-06
99530000	2.623615e-06
99535000	2.629188e-06
99540000	2.643267e-06
99545000	2.402322e-06
99550000	2.502428e-06
99555000	2.709211e-06
99560000	2.405335e-06
99565000	2.268887e-06
99570000	2.323838e-06
99575000	2.658350e-06
99580000	2.591720e-06
99585000	2.837382e-06
99590000	2.670301e-06
99595000	2.456971e-06
99600000	2.191885e-06
99605000	2.253361e-06
99610000	2.799275e-06
99615000	2.400843e-06
99620000	2.488131e-06
99625000	2.294421e-06
99630000	2.136774e-06
99635000	2.511541e-06
99640000	2.947125e-06
99645000	2.395900e-06
99650000	2.318357e-06
99655000	2.758160e-06
99660000	2.518599e-06
99665000	1.859616e-06
99670000	2.134829e-06
99675000	2.490833e-06
99680000	2.263176e-06
99685000	2.628054e-06
99690000	1.958228e-06
99695000	2.518919e-06
99700000	2.380522e-06
99705000	2.347814e-06
99710000	2.436741e-06
99715000	2.237367e-06
99720000	2.104297e-06
99725000	2.676269e-06
99730000	2.661384e-06
99735000	2.441191e-06
99740000	2.621754e-06
99745000	2.707298e-06
99750000	2.115043e-06
99755000	2.331483e-06
99760000	2.646654e-06
99765000	2.620825e-06
99770000	2.638600e-06
99775000	2.226630e-06
99780000	2.643230e-06
99785000	2.067517e-06
99790000	2.777249e-06
99795000	2.197551e-06
99800000	2.048821e-06
99805000	2.424763e-06
99810000	2.571052e-06
99815000	2.718595e-06
99820000	2.362830e-06
99825000	2.447484e-06
99830000	2.366221e-06
99835000	2.608597e-06
99840000	2.044090e-06
99845000	2.533213e-06
99850000	2.391660e-06
99855000	2.389868e-06
99860000	2.862350e-06
99865000	2.429592e-06
99870000	2.741990e-06
99875000	2.235789e-06
99880000	2.309919e-06
99885000	2.580699e-06
99890000	2.253878e-06
99895000	2.449584e-06
99900000	2.238635e-06
99905000	2.512060e-06
99910000	2.347075e-06
99915000	2.390140e-06
99920000	3.057178e-06
99925000	2.548056e-06
99930000	2.441441e-06
99935000	2.182407e-06
99940000	2.097252e-06
99945000	2.683878e-06
99950000	2.522508e-06
99955000	2.329099e-06
99960000	2.308100e-06
99965000	2.407024e-06
99970000	2.606719e-06
99975000	2.476279e-06
99980000	2.177957e-06
99985000	2.205476e-06
99990000	2.535674e-06
99995000	2.534200e-06
100000000	2.335875e-06
100005000	1.966431e-06
100010000	2.575959e-06
100015000	2.662104e-06
100020000	2.018334e-06
100025000	2.000638e-06
100030000	2.379120e-06
100035000	2.377896e-06
100040000	2.128069e-06
100045000	2.027890e-06
100050000	2.595230e-06
100055000	2.660658e-06
100060000	2.309732e-06
100065000	2.433205e-06
100070000	2.471629e-06
100075000	2.290066e-06
100080000	2.514923e-06
100085000	2.001152e-06
100090000	2.575691e-06
100095000	2.785464e-06
100100000	2.299695e-06
100105000	2.143052e-06
100110000	3.057425e-06
100115000	2.409911e-06
100120000	2.617907e-06
100125000	2.325707e-06
100130000	2.794212e-06
100135000	2.543823e-06
100140000	2.480842e-06
100145000	2.626086e-06
100150000	2.294491e-06
100155000	2.601184e-06
100160000	2.668368e-06
100165000	2.358788e-06
100170000	2.078114e-06
100175000	2.297500e-06
100180000	2.774108e-06
100185000	2.614648e-06
100190000	2.296037e-06
100195000	2.396309e-06
100200000	2.746981e-06
100205000	2.483918e-06
100210000	2.477145e-06
100215000	2.372737e-06
100220000	3.046707e-06
100225000	2.439016e-06
100230000	2.344789e-06
100235000	2.162355e-06
100240000	2.039919e-06
100245000	2.316030e-06
100250000	2.485690e-06
100255000	2.363326e-06
100260000	2.315307e-06
100265000	2.419766e-06
100270000	2.628363e-06
100275000	2.583283e-06
100280000	2.630569e-06
100285000	2.774152e-06
100290000	2.656030e-06
100295000	2.684408e-06
100300000	2.557205e-06
100305000	2.720224e-06
100310000	1.992104e-06
100315000	2.400929e-06
100320000	2.433695e-06
100325000	2.536625e-06
100330000	2.407781e-06
100335000	2.464387e-06
100340000	2.386010e-06
100345000	2.656717e-06
100350000	2.568006e-06
100355000	2.546811e-06
100360000	2.235150e-06
100365000	2.879273e-06
100370000	2.845287e-06
100375000	2.232948e-06
100380000	2.570384e-06
100385000	2.394357e-06
100390000	2.428295e-06
100395000	2.841256e-06
100400000	2.638790e-06
100405000	2.851757e-06
100410000	2.374037e-06
100415000	2.195114e-06
100420000	2.526506e-06
100425000	2.756666e-06
100430000	2.378986e-06
100435000	2.738170e-06
100440000	2.564834e-06
100445000	2.027091e-06
100450000	2.038167e-06
100455000	2.279212e-06
100460000	2.321797e-06
100465000	2.532866e-06
100470000	2.568425e-06
100475000	2.281875e-06
100480000	2.703386e-06
100485000	2.490267e-06
100490000	2.696834e-06
100495000	2.765391e-06
100500000	2.469467e-06
100505000	2.642104e-06
100510000	2.022976e-06
100515000	2.538590e-06
100520000	2.526052e-06
100525000	2.433893e-06
100530000	2.688140e-06
100535000	2.576031e-06
100540000	2.751984e-06
100545000	2.708767e-06
100550000	2.613496e-06
100555000	2.417888e-06
100560000	2.356606e-06
100565000	2.664248e-06
100570000	2.346477e-06
100575000	2.790201e-06
100580000	2.560907e-06
100585000	2.364426e-06
100590000	2.205033e-06
100595000	2.109278e-06
100600000	2.313030e-06
100605000	2.405743e-06
100610000	2.512003e-06
100615000	2.682411e-06
100620000	2.539337e-06
100625000	2.012489e-06
100630000	2.426779e-06
100635000	1.871596e-06
100640000	2.510283e-06
100645000	2.796244e-06
100650000	2.543640e-06
100655000	2.141008e-06
100660000	2.313182e-06
100665000	2.288035e-06
100670000	2.543148e-06
100675000	2.204244e-06
100680000	2.745300e-06
100685000	2.442692e-06
100690000	2.475918e-06
100695000	2.580218e-06
100700000	2.813128e-06
100705000	2.444079e-06
100710000	2.509481e-06
100715000	2.205894e-06
100720000	2.256382e-06
100725000	2.614007e-06
100730000	2.529774e-06
100735000	2.914874e-06
100740000	2.406122e-06
100745000	2.480984e-06
100750000	2.714245e-06
100755000	2.142704e-06
100760000	2.466184e-06
100765000	2.337790e-06
100770000	2.073340e-06
100775000	2.840404e-06
100780000	2.538069e-06
100785000	2.042926e-06
100790000	1.935866e-06
100795000	2.029738e-06
100800000	2.362182e-06
100805000	1.998069e-06
100810000	2.370628e-06
100815000	2.395528e-06
100820000	2.564704e-06
100825000	2.774160e-06
100830000	2.684846e-06
100835000	2.796552e-06
100840000	2.603996e-06
100845000	2.177605e-06
100850000	2.410324e-06
100855000	2.210370e-06
100860000	2.332953e-06
100865000	2.471686e-06
100870000	2.480897e-06
100875000	2.209145e-06
100880000	2.419042e-06
100885000	2.523816e-06
100890000	2.606351e-06
100895000	2.356625e-06
100900000	2.408410e-06
100905000	2.350126e-06
100910000	2.215158e-06
100915000	2.625629e-06
100920000	2.148150e-06
100925000	2.359871e-06
100930000	2.346216e-06
100935000	2.686103e-06
100940000	2.446689e-06
100945000	2.560868e-06
100950000	2.856250e-06
100955000	2.752521e-06
100960000	2.444091e-06
100965000	2.368356e-06
100970000	2.501801e-06
100975000	2.450279e-06
100980000	2.271989e-06
100985000	2.024594e-06
100990000	2.446872e-06
100995000	2.433084e-06
101000000	2.209024e-06
101005000	2.714102e-06
101010000	2.275837e-06
101015000	2.552545e-06
101020000	2.177096e-06
101025000	2.572885e-06
101030000	2.418325e-06
101035000	2.440651e-06
101040000	2.046067e-06
101045000	2.547995e-06
101050000	2.543484e-06
101055000	2.251005e-06
101060000	2.770579e-06
101065000	2.180111e-06
101070000	2.273595e-06
101075000	2.453821e-06
101080000	2.540637e-06
101085000	2.287884e-06
101090000	1.895344e-06
101095000	2.339115e-06
101100000	2.332948e-06
101105000	2.620573e-06
101110000	2.341422e-06
101115000	2.296830e-06
101120000	2.234759e-06
101125000	2.640491e-06
101130000	2.421400e-06
101135000	2.266029e-06
101140000	2.123398e-06
101145000	1.865501e-06
101150000	2.275985e-06
101155000	1.553507e-06
101160000	2.454531e-06
101165000	2.608077e-06
101170000	2.433697e-06
101175000	2.428858e-06
101180000	2.075584e-06
101185000	2.738278e-06
101190000	2.616921e-06
101195000	2.468591e-06
101200000	2.556779e-06
101205000	2.667685e-06
101210000	2.369636e-06
101215000	2.264653e-06
101220000	2.604847e-06
101225000	2.669332e-06
101230000	2.094165e-06
101235000	2.252321e-06
101240000	2.294690e-06
101245000	2.185400e-06
101250000	2.462915e-06
101255000	2.213652e-06
101260000	2.434063e-06
101265000	2.211128e-06
101270000	2.385760e-06
101275000	2.236014e-06
101280000	2.504478e-06
101285000	2.300001e-06
101290000	1.895312e-06
101295000	2.041393e-06
101300000	2.502820e-06
101305000	2.836625e-06
101310000	2.150916e-06
101315000	2.476326e-06
101320000	2.429426e-06
101325000	2.114561e-06
101330000	2.504918e-06
101335000	2.366618e-06
101340000	2.056075e-06
101345000	2.566336e-06
101350000	2.184246e-06
101355000	2.514173e-06
101360000	2.270185e-06
101365000	1.957633e-06
101370000	2.378015e-06
101375000	2.171538e-06
101380000	2.390194e-06
101385000	1.975260e-06
101390000	2.219500e-06
101395000	2.094318e-06
101400000	2.237098e-06
101405000	1.907754e-06
101410000	1.897300e-06
101415000	1.942932e-06
101420000	2.540182e-06
101425000	1.734024e-06
101430000	2.030755e-06
101435000	2.298584e-06
101440000	2.440232e-06
101445000	2.293404e-06
101450000	2.163120e-06
101455000	2.088772e-06
101460000	2.316802e-06
101465000	2.434043e-06
101470000	2.455842e-06
101475000	2.169378e-06
101480000	2.142864e-06
101485000	2.210075e-06
101490000	1.814272e-06
101495000	1.875703e-06
101500000	1.945850e-06
101505000	1.926593e-06
101510000	2.703212e-06
101515000	2.371374e-06
101520000	2.159618e-06
101525000	2.183527e-06
101530000	2.372316e-06
101535000	1.984237e-06
101540000	2.045465e-06
101545000	1.524018e-06
101550000	2.216633e-06
101555000	2.004337e-06
101560000	2.006701e-06
101565000	2.299121e-06
101570000	2.414033e-06
101575000	2.277357e-06
101580000	2.352785e-06
101585000	2.850862e-06
101590000	2.292770e-06
101595000	2.312639e-06
101600000	1.923463e-06
101605000	2.191013e-06
101610000	2.002404e-06
101615000	2.190496e-06
101620000	2.082045e-06
101625000	2.676604e-06
101630000	2.692657e-06
101635000	2.041014e-06
101640000	2.272552e-06
101645000	2.042764e-06
101650000	2.123323e-06
101655000	2.395153e-06
101660000	2.536804e-06
101665000	2.061068e-06
101670000	2.002033e-06
101675000	2.023189e-06
101680000	2.094953e-06
101685000	2.536303e-06
101690000	2.342868e-06
101695000	2.408962e-06
101700000	1.983095e-06
101705000	2.483898e-06
101710000	2.719886e-06
101715000	2.379019e-06
101720000	2.415499e-06
101725000	2.101912e-06
101730000	2.583686e-06
101735000	2.199930e-06
101740000	2.200651e-06
101745000	2.303437e-06
101750000	2.455030e-06
101755000	2.157501e-06
101760000	2.284447e-06
101765000	2.546705e-06
101770000	2.277762e-06
101775000	1.919549e-06
101780000	1.865139e-06
101785000	2.376677e-06
101790000	2.111293e-06
