condition,log_length,cluster
degron,12.779873068457553,1
degron,12.793859310432293,1
degron,13.795307850646754,1
degron,12.577636201962656,1
degron,12.542544882151386,1
degron,12.388394202324129,1
degron,12.254862809699606,1
degron,12.793859310432293,1
degron,12.254862809699606,1
degron,12.206072645530174,1
degron,12.043553716032399,1
degron,12.92391243868049,1
degron,12.644327576461329,1
degron,12.66032791780777,1
degron,11.951180395901384,1
degron,11.918390573078392,1
degron,12.230765258120545,1
degron,11.951180395901384,1
degron,11.918390573078392,1
degron,13.458835614025542,1
degron,11.84939770159144,1
degron,13.180632285528304,1
degron,12.911642346088676,1
degron,12.323855681186558,1
degron,12.2783933071098,1
degron,13.038981768465277,1
degron,12.765688433465597,1
degron,12.254862809699606,1
degron,12.301382825334498,1
degron,12.206072645530174,1
degron,12.676076274775909,1
degron,12.206072645530174,1
degron,12.676076274775909,1
degron,12.154779351142624,1
degron,12.206072645530174,1
degron,12.323855681186558,1
degron,11.982929094215963,1
degron,12.301382825334498,1
degron,13.017002861746503,1
degron,13.081541382884074,1
degron,12.89921982609012,1
degron,12.323855681186558,1
degron,12.345834587905333,1
degron,12.043553716032399,1
degron,12.577636201962656,1
degron,12.180754837545884,1
degron,12.128111104060462,1
degron,11.918390573078392,1
degron,12.128111104060462,1
degron,12.128111104060462,1
degron,12.128111104060462,1
degron,12.072541252905651,1
degron,11.84939770159144,1
degron,13.081541382884074,1
degron,12.230765258120545,1
degron,12.180754837545884,1
degron,12.230765258120545,1
degron,13.038981768465277,1
degron,12.676076274775909,1
degron,12.154779351142624,1
degron,12.013700752882718,1
degron,11.918390573078392,1
degron,11.951180395901384,1
degron,12.154779351142624,1
degron,12.128111104060462,1
degron,12.072541252905651,1
degron,12.721885810807203,1
degron,12.736700896592344,1
degron,12.611537753638338,1
degron,13.38472764187182,1
degron,12.230765258120545,1
degron,11.982929094215963,1
degron,12.542544882151386,1
degron,12.644327576461329,1
degron,12.409013489526863,1
degron,12.100712129872347,1
degron,11.918390573078392,1
degron,12.388394202324129,1
degron,12.345834587905333,1
degron,12.2783933071098,1
degron,12.154779351142624,1
degron,12.043553716032399,1
degron,12.644327576461329,1
degron,13.122363377404328,1
degron,12.577636201962656,1
degron,12.254862809699606,1
degron,12.2783933071098,1
degron,12.560244459250788,1
degron,12.793859310432293,1
degron,12.100712129872347,1
degron,12.765688433465597,1
degron,12.301382825334498,1
degron,11.884489021402711,1
degron,11.84939770159144,1
degron,12.89921982609012,1
degron,12.873902018105829,1
degron,12.644327576461329,1
degron,11.982929094215963,1
degron,12.429216196844383,1
degron,12.449018824140563,1
degron,11.918390573078392,1
degron,12.80765263256463,1
degron,12.409013489526863,1
degron,12.429216196844383,1
degron,12.506177237980511,1
degron,12.345834587905333,1
degron,12.301382825334498,1
degron,12.506177237980511,1
degron,11.884489021402711,1
degron,11.918390573078392,1
degron,12.043553716032399,1
degron,12.013700752882718,1
degron,12.043553716032399,1
degron,13.142166004700508,1
degron,11.84939770159144,1
degron,12.577636201962656,1
degron,13.017002861746503,1
degron,12.345834587905333,1
degron,12.254862809699606,1
degron,12.577636201962656,1
degron,12.560244459250788,1
degron,12.89921982609012,1
degron,12.013700752882718,1
degron,12.468436909997665,1
degron,12.013700752882718,1
degron,12.506177237980511,1
degron,12.793859310432293,1
degron,12.577636201962656,1
degron,11.951180395901384,1
degron,12.542544882151386,1
degron,11.918390573078392,1
degron,12.524526376648708,1
degron,12.100712129872347,1
degron,12.345834587905333,1
degron,12.154779351142624,1
degron,12.971540487669746,1
degron,14.070152776337855,1
degron,14.0623706358958,1
degron,13.85952744338105,1
degron,13.854731271117556,1
degron,13.521139497361697,1
degron,13.664687668229691,1
degron,13.369223455335854,1
degron,13.444446876573442,1
degron,13.287877815881902,1
degron,13.369223455335854,1
degron,12.072541252905651,1
degron,12.706847933442663,1
degron,11.918390573078392,1
degron,12.301382825334498,1
degron,11.918390573078392,1
degron,11.951180395901384,1
degron,12.180754837545884,1
degron,12.206072645530174,1
degron,12.765688433465597,1
degron,12.154779351142624,1
degron,12.100712129872347,1
degron,12.388394202324129,1
degron,13.122363377404328,1
degron,11.918390573078392,1
degron,13.369223455335854,1
degron,13.112313041550827,1
degron,12.542544882151386,1
degron,11.982929094215963,1
degron,11.951180395901384,1
degron,12.128111104060462,1
degron,12.013700752882718,1
degron,12.721885810807203,1
degron,12.751299696013497,1
degron,11.84939770159144,1
degron,12.429216196844383,1
degron,12.706847933442663,1
degron,12.013700752882718,1
degron,12.388394202324129,1
degron,12.765688433465597,1
degron,12.072541252905651,1
degron,13.664687668229691,1
degron,13.487006490992238,1
degron,11.982929094215963,1
degron,11.982929094215963,1
degron,12.230765258120545,1
degron,12.793859310432293,1
degron,13.337474757021274,1
degron,12.345834587905333,1
degron,13.102160670086809,1
degron,12.323855681186558,1
degron,12.2783933071098,1
degron,11.918390573078392,1
degron,12.388394202324129,1
degron,12.388394202324129,1
degron,12.577636201962656,1
degron,11.918390573078392,1
degron,12.577636201962656,1
degron,12.971540487669746,1
degron,12.542544882151386,1
degron,12.577636201962656,1
degron,12.323855681186558,1
degron,12.254862809699606,1
degron,12.542544882151386,1
degron,12.230765258120545,1
degron,12.206072645530174,1
degron,12.506177237980511,1
degron,11.884489021402711,1
degron,12.2783933071098,1
degron,12.779873068457553,1
degron,12.793859310432293,1
degron,13.060487973686241,1
degron,11.918390573078392,1
degron,12.594730635321957,1
degron,12.043553716032399,1
degron,11.918390573078392,1
degron,13.473020249017498,1
degron,13.480037821676145,1
degron,13.676248490630767,1
degron,13.321214236149494,1
degron,11.982929094215963,1
degron,13.122363377404328,1
degron,12.206072645530174,1
degron,12.765688433465597,1
degron,12.644327576461329,1
degron,11.84939770159144,1
degron,12.449018824140563,1
degron,12.706847933442663,1
degron,12.429216196844383,1
degron,13.091904169919621,1
degron,13.081541382884074,1
degron,12.936033799212835,1
degron,11.918390573078392,1
degron,12.254862809699606,1
degron,12.594730635321957,1
degron,12.206072645530174,1
degron,12.154779351142624,1
degron,12.154779351142624,1
degron,12.983101310070822,1
degron,12.994530005894443,1
degron,12.89921982609012,1
degron,12.84792653170257,1
degron,13.500799813124575,1
degron,13.487006490992238,1
degron,13.465953081794405,1
degron,12.128111104060462,1
degron,13.005829561148378,1
degron,12.468436909997665,1
degron,12.100712129872347,1
degron,12.345834587905333,1
degron,12.323855681186558,1
degron,12.644327576461329,1
degron,11.918390573078392,1
degron,11.84939770159144,1
degron,13.753635154246187,1
degron,12.676076274775909,1
degron,13.534473028231162,1
degron,13.748301808270824,1
degron,13.473020249017498,1
degron,12.542544882151386,1
degron,13.698976741708323,1
degron,12.487485104968359,1
degron,11.982929094215963,1
degron,12.013700752882718,1
degron,13.180632285528304,1
degron,12.345834587905333,1
degron,12.971540487669746,1
degron,13.321214236149494,1
degron,12.2783933071098,1
degron,12.765688433465597,1
degron,11.982929094215963,1
degron,12.128111104060462,1
degron,12.100712129872347,1
degron,12.66032791780777,1
degron,12.644327576461329,1
degron,12.628067055589549,1
degron,12.92391243868049,1
degron,12.560244459250788,1
degron,12.577636201962656,1
degron,12.468436909997665,1
degron,14.093142294562554,1
degron,13.38472764187182,1
degron,13.883169206438088,1
degron,13.77468856344402,1
degron,13.87377946608825,1
degron,12.628067055589549,1
degron,12.644327576461329,1
degron,12.043553716032399,1
degron,12.89921982609012,1
degron,13.604789526648622,1
degron,13.444446876573442,1
degron,11.982929094215963,1
degron,13.42984807715229,1
degron,13.5985975564007,1
degron,12.971540487669746,1
degron,13.038981768465277,1
degron,13.16158409055761,1
degron,13.369223455335854,1
degron,12.013700752882718,1
degron,12.043553716032399,1
degron,12.524526376648708,1
degron,12.542544882151386,1
degron,13.017002861746503,1
degron,12.043553716032399,1
degron,11.918390573078392,1
degron,12.691580461311874,1
degron,13.142166004700508,1
degron,12.873902018105829,1
degron,12.206072645530174,1
degron,12.560244459250788,1
degron,12.524526376648708,1
degron,12.506177237980511,1
degron,11.951180395901384,1
degron,11.982929094215963,1
degron,12.206072645530174,1
degron,12.180754837545884,1
degron,11.982929094215963,1
degron,12.92391243868049,1
degron,12.345834587905333,1
degron,11.982929094215963,1
degron,12.013700752882718,1
degron,12.911642346088676,1
degron,12.043553716032399,1
degron,12.736700896592344,1
degron,12.644327576461329,1
degron,12.043553716032399,1
degron,11.918390573078392,1
degron,12.254862809699606,1
degron,13.353475098367715,1
degron,12.043553716032399,1
degron,12.388394202324129,1
degron,12.154779351142624,1
degron,12.128111104060462,1
degron,12.429216196844383,1
degron,12.043553716032399,1
degron,11.951180395901384,1
degron,12.013700752882718,1
degron,11.918390573078392,1
degron,13.217673557208654,1
degron,13.226723392728571,1
degron,12.676076274775909,1
degron,12.345834587905333,1
degron,12.751299696013497,1
degron,12.765688433465597,1
degron,12.154779351142624,1
degron,12.206072645530174,1
degron,12.936033799212835,1
degron,12.948009990259552,1
degron,13.399995114002609,1
degron,13.514405465180353,1
degron,12.66032791780777,1
degron,12.628067055589549,1
degron,13.312983737012978,1
degron,12.66032791780777,1
degron,12.873902018105829,1
degron,12.043553716032399,1
degron,12.628067055589549,1
degron,12.86099861326992,1
degron,13.480037821676145,1
degron,13.287877815881902,1
degron,12.013700752882718,1
degron,11.84939770159144,1
degron,12.230765258120545,1
degron,12.254862809699606,1
degron,12.043553716032399,1
degron,12.577636201962656,1
degron,12.994530005894443,1
degron,12.821258284620408,1
degron,12.206072645530174,1
degron,12.506177237980511,1
degron,12.254862809699606,1
degron,12.506177237980511,1
degron,13.208541073645382,1
degron,12.345834587905333,1
degron,12.429216196844383,1
degron,12.409013489526863,1
degron,13.017002861746503,1
degron,12.971540487669746,1
degron,12.013700752882718,1
degron,12.230765258120545,1
degron,12.254862809699606,1
degron,12.86099861326992,1
degron,12.100712129872347,1
degron,12.86099861326992,1
degron,12.84792653170257,1
degron,12.524526376648708,1
degron,12.388394202324129,1
degron,12.230765258120545,1
degron,12.628067055589549,1
degron,12.128111104060462,1
degron,12.594730635321957,1
degron,12.154779351142624,1
degron,12.100712129872347,1
degron,12.388394202324129,1
degron,12.429216196844383,1
degron,12.959844447906553,1
degron,12.959844447906553,1
degron,12.206072645530174,1
degron,12.594730635321957,1
degron,12.128111104060462,1
degron,13.235692062711331,1
degron,13.554145793829866,1
degron,13.049792684569493,1
degron,12.013700752882718,1
degron,12.89921982609012,1
degron,12.180754837545884,1
degron,12.765688433465597,1
degron,12.779873068457553,1
degron,12.254862809699606,1
degron,12.611537753638338,1
degron,12.013700752882718,1
degron,12.154779351142624,1
degron,11.951180395901384,1
degron,12.254862809699606,1
degron,12.409013489526863,1
degron,12.449018824140563,1
degron,11.982929094215963,1
degron,12.013700752882718,1
degron,11.982929094215963,1
degron,12.793859310432293,1
degron,12.128111104060462,1
degron,12.043553716032399,1
degron,11.951180395901384,1
degron,12.367340793126296,1
degron,12.345834587905333,1
degron,12.886641043883259,1
degron,12.323855681186558,1
degron,11.951180395901384,1
degron,11.884489021402711,1
degron,11.982929094215963,1
degron,11.884489021402711,1
degron,11.918390573078392,1
degron,11.918390573078392,1
degron,12.100712129872347,1
degron,12.206072645530174,1
degron,12.301382825334498,1
degron,12.429216196844383,1
degron,13.473020249017498,1
degron,12.154779351142624,1
degron,12.793859310432293,1
degron,12.345834587905333,1
degron,12.628067055589549,1
degron,12.301382825334498,1
degron,13.060487973686241,1
degron,11.84939770159144,1
degron,12.072541252905651,1
degron,11.918390573078392,1
degron,12.100712129872347,1
degron,13.199324418540456,1
degron,12.2783933071098,1
degron,12.345834587905333,1
degron,12.468436909997665,1
degron,12.429216196844383,1
degron,12.043553716032399,1
degron,12.323855681186558,1
degron,12.301382825334498,1
degron,13.180632285528304,1
degron,13.353475098367715,1
degron,12.301382825334498,1
degron,12.821258284620408,1
degron,11.918390573078392,1
degron,12.388394202324129,1
degron,12.345834587905333,1
degron,12.644327576461329,1
degron,12.345834587905333,1
degron,13.017002861746503,1
degron,13.399995114002609,1
degron,13.287877815881902,1
degron,12.254862809699606,1
degron,12.013700752882718,1
degron,12.043553716032399,1
degron,12.676076274775909,1
degron,13.028052697933088,1
degron,13.038981768465277,1
degron,12.072541252905651,1
degron,12.644327576461329,1
degron,12.043553716032399,1
degron,11.918390573078392,1
degron,12.013700752882718,1
degron,12.254862809699606,1
degron,11.918390573078392,1
degron,12.506177237980511,1
degron,12.180754837545884,1
degron,12.043553716032399,1
degron,12.644327576461329,1
degron,11.918390573078392,1
degron,12.765688433465597,1
degron,12.468436909997665,1
degron,13.415032991367148,1
degron,12.560244459250788,1
degron,12.542544882151386,1
degron,11.982929094215963,1
degron,12.506177237980511,1
degron,11.982929094215963,1
degron,11.918390573078392,1
degron,12.154779351142624,1
degron,13.287877815881902,1
degron,12.736700896592344,1
degron,11.918390573078392,1
degron,12.254862809699606,1
degron,11.884489021402711,1
degron,12.043553716032399,1
degron,11.84939770159144,1
degron,12.89921982609012,1
degron,13.226723392728571,1
degron,12.92391243868049,1
degron,12.736700896592344,1
degron,12.765688433465597,1
degron,11.84939770159144,1
degron,12.736700896592344,1
degron,12.542544882151386,1
degron,13.142166004700508,1
degron,12.524526376648708,1
degron,12.676076274775909,1
degron,12.2783933071098,1
degron,13.038981768465277,1
degron,12.644327576461329,1
degron,12.89921982609012,1
degron,11.982929094215963,1
degron,12.013700752882718,1
degron,11.982929094215963,1
degron,12.84792653170257,1
degron,12.206072645530174,1
degron,12.429216196844383,1
degron,12.542544882151386,1
degron,12.577636201962656,1
degron,12.206072645530174,1
degron,12.751299696013497,1
degron,12.100712129872347,1
degron,12.542544882151386,1
degron,12.043553716032399,1
degron,12.013700752882718,1
degron,12.043553716032399,1
degron,12.043553716032399,1
degron,12.388394202324129,1
degron,12.345834587905333,1
degron,12.644327576461329,1
degron,12.706847933442663,1
degron,12.180754837545884,1
degron,12.676076274775909,1
degron,12.691580461311874,1
degron,12.971540487669746,1
degron,11.918390573078392,1
degron,12.873902018105829,1
degron,12.345834587905333,1
degron,13.217673557208654,1
degron,12.994530005894443,1
degron,12.154779351142624,1
degron,12.388394202324129,1
degron,12.793859310432293,1
degron,12.2783933071098,1
degron,12.230765258120545,1
degron,12.345834587905333,1
degron,13.102160670086809,1
degron,12.254862809699606,1
degron,12.577636201962656,1
degron,12.676076274775909,1
degron,12.706847933442663,1
degron,11.918390573078392,1
degron,11.951180395901384,1
degron,13.081541382884074,1
degron,13.369223455335854,1
degron,11.982929094215963,1
degron,11.918390573078392,1
degron,12.388394202324129,1
degron,12.691580461311874,1
degron,12.691580461311874,1
degron,12.013700752882718,1
degron,11.84939770159144,1
degron,12.345834587905333,1
degron,12.577636201962656,1
degron,11.951180395901384,1
degron,12.206072645530174,1
degron,12.577636201962656,1
degron,12.577636201962656,1
degron,12.206072645530174,1
degron,12.043553716032399,1
degron,12.388394202324129,1
degron,12.128111104060462,1
degron,12.971540487669746,1
degron,12.230765258120545,1
degron,12.301382825334498,1
degron,12.345834587905333,1
degron,11.982929094215963,1
degron,12.542544882151386,1
degron,12.948009990259552,1
degron,12.92391243868049,1
degron,12.468436909997665,1
degron,11.982929094215963,1
degron,12.506177237980511,1
degron,11.84939770159144,1
degron,12.644327576461329,1
degron,12.948009990259552,1
degron,12.128111104060462,1
degron,12.100712129872347,1
degron,12.254862809699606,1
degron,12.301382825334498,1
degron,13.038981768465277,1
degron,13.017002861746503,1
degron,12.577636201962656,1
degron,12.072541252905651,1
degron,12.013700752882718,1
degron,12.611537753638338,1
degron,13.253391639810733,1
degron,12.948009990259552,1
degron,13.235692062711331,1
degron,12.611537753638338,1
degron,12.013700752882718,1
degron,13.337474757021274,1
degron,12.948009990259552,1
degron,11.84939770159144,1
degron,12.721885810807203,1
degron,12.691580461311874,1
degron,12.345834587905333,1
degron,12.301382825334498,1
degron,12.793859310432293,1
degron,12.80765263256463,1
degron,13.091904169919621,1
degron,13.102160670086809,1
degron,12.506177237980511,1
degron,12.254862809699606,1
degron,12.206072645530174,1
degron,13.458835614025542,1
degron,13.864300722133706,1
degron,12.577636201962656,1
degron,12.154779351142624,1
degron,12.254862809699606,1
degron,12.301382825334498,1
degron,13.42984807715229,1
degron,11.982929094215963,1
degron,12.429216196844383,1
degron,12.468436909997665,1
degron,12.154779351142624,1
degron,12.345834587905333,1
degron,12.594730635321957,1
degron,12.301382825334498,1
degron,13.369223455335854,1
degron,13.676248490630767,1
degron,12.409013489526863,1
degron,13.670484785914017,1
degron,12.345834587905333,1
degron,12.793859310432293,1
degron,12.80765263256463,1
degron,13.296316684527767,1
degron,12.66032791780777,1
degron,13.199324418540456,1
degron,12.644327576461329,1
degron,12.345834587905333,1
degron,12.301382825334498,1
degron,12.92391243868049,1
degron,13.353475098367715,1
degron,13.321214236149494,1
degron,12.560244459250788,1
degron,12.577636201962656,1
degron,12.66032791780777,1
degron,12.542544882151386,1
degron,13.112313041550827,1
degron,12.736700896592344,1
degron,12.154779351142624,1
degron,12.206072645530174,1
degron,11.982929094215963,1
degron,12.409013489526863,1
degron,12.180754837545884,1
degron,12.409013489526863,1
degron,11.918390573078392,1
degron,11.884489021402711,1
degron,12.936033799212835,1
degron,12.911642346088676,1
degron,12.2783933071098,1
degron,12.301382825334498,1
degron,12.542544882151386,1
degron,12.180754837545884,1
degron,13.142166004700508,1
degron,11.918390573078392,1
degron,11.951180395901384,1
degron,12.345834587905333,1
degron,12.691580461311874,1
degron,12.676076274775909,1
degron,12.644327576461329,1
degron,12.128111104060462,1
degron,12.154779351142624,1
degron,12.821258284620408,1
degron,12.524526376648708,1
degron,13.444446876573442,1
degron,13.676248490630767,1
degron,13.521139497361697,1
degron,13.444446876573442,1
degron,13.37700559577791,1
degron,13.38472764187182,1
degron,13.458835614025542,1
degron,12.388394202324129,1
degron,12.873902018105829,1
degron,11.982929094215963,1
degron,12.388394202324129,1
degron,11.951180395901384,1
degron,12.628067055589549,1
degron,12.644327576461329,1
degron,11.918390573078392,1
degron,12.230765258120545,1
degron,14.363631966473962,1
degron,12.254862809699606,1
degron,12.180754837545884,1
degron,11.884489021402711,1
degron,12.345834587905333,1
degron,13.287877815881902,1
degron,13.687677186454389,1
degron,13.081541382884074,1
degron,13.081541382884074,1
degron,14.108180171927094,1
degron,12.468436909997665,1
degron,12.936033799212835,1
degron,12.449018824140563,1
degron,12.936033799212835,1
degron,12.577636201962656,1
degron,12.873902018105829,1
degron,12.793859310432293,1
degron,12.594730635321957,1
degron,13.16158409055761,1
degron,13.527828485512494,1
degron,12.180754837545884,1
degron,11.982929094215963,1
degron,12.948009990259552,1
degron,12.506177237980511,1
degron,12.154779351142624,1
degron,12.524526376648708,1
degron,12.959844447906553,1
degron,12.206072645530174,1
degron,12.154779351142624,1
degron,12.2783933071098,1
degron,12.301382825334498,1
degron,12.301382825334498,1
degron,12.301382825334498,1
degron,12.128111104060462,1
degron,12.345834587905333,1
degron,13.244581010128577,1
degron,12.644327576461329,1
degron,13.399995114002609,1
degron,13.480037821676145,1
degron,13.573438996764546,1
degron,12.542544882151386,1
degron,13.369223455335854,1
degron,11.982929094215963,1
degron,12.506177237980511,1
degron,12.821258284620408,1
degron,13.353475098367715,1
degron,12.542544882151386,1
degron,12.100712129872347,1
degron,12.560244459250788,1
degron,13.190022025878143,1
degron,13.199324418540456,1
degron,13.287877815881902,1
degron,13.296316684527767,1
degron,12.449018824140563,1
degron,11.918390573078392,1
degron,13.142166004700508,1
degron,13.038981768465277,1
degron,12.779873068457553,1
degron,12.936033799212835,1
degron,12.429216196844383,1
degron,12.409013489526863,1
degron,12.206072645530174,1
degron,12.611537753638338,1
degron,11.918390573078392,1
degron,12.594730635321957,1
degron,13.610943392223,1
degron,13.617059619240436,1
degron,13.487006490992238,1
degron,11.982929094215963,1
degron,13.399995114002609,1
degron,13.38472764187182,1
degron,14.093142294562554,1
degron,12.80765263256463,1
degron,13.687677186454389,1
degron,13.017002861746503,1
degron,12.765688433465597,1
degron,13.017002861746503,1
degron,12.345834587905333,1
degron,12.611537753638338,1
degron,12.100712129872347,1
degron,12.948009990259552,1
degron,13.658856747918897,1
degron,12.449018824140563,1
degron,13.444446876573442,1
degron,12.429216196844383,1
degron,12.89921982609012,1
degron,12.911642346088676,1
degron,12.429216196844383,1
degron,12.154779351142624,1
degron,12.560244459250788,1
degron,12.706847933442663,1
degron,12.721885810807203,1
degron,12.468436909997665,1
degron,12.983101310070822,1
degron,12.971540487669746,1
degron,12.706847933442663,1
degron,12.409013489526863,1
degron,12.429216196844383,1
degron,13.244581010128577,1
degron,12.644327576461329,1
degron,12.254862809699606,1
degron,12.154779351142624,1
degron,13.296316684527767,1
degron,12.873902018105829,1
degron,12.676076274775909,1
degron,12.611537753638338,1
degron,12.100712129872347,1
degron,12.66032791780777,1
degron,13.102160670086809,1
degron,13.38472764187182,1
degron,12.506177237980511,1
degron,11.951180395901384,1
degron,11.982929094215963,1
degron,12.577636201962656,1
degron,13.989463865087712,1
degron,13.989463865087712,1
degron,13.928839243271277,1
degron,12.206072645530174,1
degron,13.698976741708323,1
degron,13.060487973686241,1
degron,12.345834587905333,1
degron,13.112313041550827,1
degron,13.658856747918897,1
degron,12.948009990259552,1
degron,12.254862809699606,1
degron,12.66032791780777,1
degron,12.676076274775909,1
degron,12.577636201962656,1
degron,12.013700752882718,1
degron,12.180754837545884,1
degron,12.043553716032399,1
degron,12.487485104968359,1
degron,12.994530005894443,1
degron,13.151922179645874,1
degron,12.468436909997665,1
degron,12.983101310070822,1
degron,12.043553716032399,1
degron,11.951180395901384,1
degron,12.345834587905333,1
degron,13.473020249017498,1
degron,13.199324418540456,1
degron,13.270783382522602,1
degron,12.765688433465597,1
degron,13.805460222110773,1
degron,12.560244459250788,1
degron,13.005829561148378,1
degron,13.028052697933088,1
degron,12.524526376648708,1
degron,13.785051350479566,1
degron,12.301382825334498,1
degron,12.100712129872347,1
degron,12.542544882151386,1
degron,13.39239051461739,1
degron,13.142166004700508,1
degron,13.122363377404328,1
degron,12.577636201962656,1
degron,12.611537753638338,1
degron,12.013700752882718,1
degron,12.043553716032399,1
degron,12.100712129872347,1
degron,12.013700752882718,1
degron,12.409013489526863,1
degron,13.049792684569493,1
degron,14.03062193758122,1
degron,12.994530005894443,1
degron,13.017002861746503,1
degron,12.230765258120545,1
degron,12.230765258120545,1
degron,11.982929094215963,1
degron,12.80765263256463,1
degron,12.100712129872347,1
degron,13.444446876573442,1
degron,13.579788224443204,1
degron,12.542544882151386,1
degron,12.154779351142624,1
degron,12.721885810807203,1
degron,12.254862809699606,1
degron,12.506177237980511,1
degron,11.918390573078392,1
degron,12.793859310432293,1
degron,12.948009990259552,1
degron,13.732128949025222,1
degron,12.100712129872347,1
degron,13.262125319779487,1
degron,13.038981768465277,1
degron,13.883169206438088,1
degron,13.514405465180353,1
degron,12.345834587905333,1
degron,12.86099861326992,1
degron,12.873902018105829,1
degron,13.507625778194974,1
degron,12.013700752882718,1
degron,12.254862809699606,1
degron,12.751299696013497,1
degron,12.736700896592344,1
degron,13.369223455335854,1
degron,12.644327576461329,1
degron,12.254862809699606,1
degron,12.524526376648708,1
degron,12.611537753638338,1
degron,12.594730635321957,1
degron,12.779873068457553,1
degron,12.2783933071098,1
degron,12.254862809699606,1
degron,12.429216196844383,1
degron,13.312983737012978,1
degron,12.100712129872347,1
degron,13.180632285528304,1
degron,12.154779351142624,1
degron,12.180754837545884,1
degron,12.751299696013497,1
degron,13.060487973686241,1
degron,13.028052697933088,1
degron,12.89921982609012,1
degron,12.691580461311874,1
degron,12.409013489526863,1
degron,12.388394202324129,1
degron,12.560244459250788,1
degron,12.542544882151386,1
degron,11.84939770159144,1
degron,12.206072645530174,1
degron,12.100712129872347,1
degron,12.013700752882718,1
degron,12.821258284620408,1
degron,12.367340793126296,1
degron,12.821258284620408,1
degron,12.834681304952548,1
degron,12.506177237980511,1
degron,12.524526376648708,1
degron,12.013700752882718,1
degron,12.66032791780777,1
degron,12.043553716032399,1
degron,12.765688433465597,1
degron,12.429216196844383,1
degron,12.409013489526863,1
degron,12.254862809699606,1
degron,12.542544882151386,1
degron,12.524526376648708,1
degron,12.821258284620408,1
degron,12.611537753638338,1
degron,12.388394202324129,1
degron,12.92391243868049,1
degron,12.911642346088676,1
degron,11.951180395901384,1
degron,12.180754837545884,1
degron,13.199324418540456,1
degron,13.500799813124575,1
degron,13.527828485512494,1
degron,11.982929094215963,1
degron,11.951180395901384,1
degron,12.206072645530174,1
degron,11.84939770159144,1
degron,13.081541382884074,1
degron,12.80765263256463,1
degron,12.345834587905333,1
degron,12.013700752882718,1
degron,12.86099861326992,1
degron,12.834681304952548,1
degron,12.611537753638338,1
degron,11.982929094215963,1
degron,11.951180395901384,1
degron,13.444446876573442,1
degron,13.16158409055761,1
degron,13.038981768465277,1
degron,12.676076274775909,1
degron,12.706847933442663,1
degron,12.180754837545884,1
degron,12.206072645530174,1
degron,12.429216196844383,1
degron,12.013700752882718,1
degron,13.071070083016778,1
degron,13.060487973686241,1
degron,12.793859310432293,1
degron,12.736700896592344,1
degron,12.254862809699606,1
degron,12.721885810807203,1
degron,12.84792653170257,1
degron,12.128111104060462,1
degron,12.154779351142624,1
degron,11.982929094215963,1
degron,12.043553716032399,1
degron,12.736700896592344,1
degron,12.676076274775909,1
degron,12.345834587905333,1
degron,12.128111104060462,1
degron,12.230765258120545,1
degron,12.983101310070822,1
degron,12.345834587905333,1
degron,12.2783933071098,1
degron,12.345834587905333,1
degron,12.254862809699606,1
degron,12.301382825334498,1
degron,13.005829561148378,1
degron,13.698976741708323,1
degron,12.89921982609012,1
degron,13.541073712262515,1
degron,12.765688433465597,1
degron,12.577636201962656,1
degron,12.542544882151386,1
degron,12.468436909997665,1
degron,11.982929094215963,1
degron,12.409013489526863,1
degron,12.254862809699606,1
degron,12.2783933071098,1
degron,12.80765263256463,1
degron,12.821258284620408,1
degron,12.013700752882718,1
degron,11.951180395901384,1
degron,12.043553716032399,1
degron,12.429216196844383,1
degron,12.594730635321957,1
degron,11.884489021402711,1
degron,11.918390573078392,1
degron,12.043553716032399,1
degron,12.043553716032399,1
degron,11.982929094215963,1
degron,12.043553716032399,1
degron,12.542544882151386,1
degron,12.409013489526863,1
degron,12.429216196844383,1
degron,12.765688433465597,1
degron,12.779873068457553,1
degron,12.611537753638338,1
degron,12.560244459250788,1
degron,12.323855681186558,1
degron,13.976778705560397,1
degron,13.924364962876357,1
degron,13.623138665316818,1
degron,13.62918097977278,1
degron,13.060487973686241,1
degron,13.017002861746503,1
degron,12.429216196844383,1
degron,12.367340793126296,1
degron,13.641157170819497,1
degron,13.732128949025222,1
degron,13.132313708257497,1
degron,13.112313041550827,1
degron,12.301382825334498,1
degron,12.100712129872347,1
degron,13.038981768465277,1
degron,12.506177237980511,1
degron,12.706847933442663,1
degron,11.982929094215963,1
degron,12.254862809699606,1
degron,12.301382825334498,1
degron,12.154779351142624,1
degron,12.706847933442663,1
degron,12.594730635321957,1
degron,12.611537753638338,1
degron,13.415032991367148,1
degron,12.254862809699606,1
degron,13.102160670086809,1
degron,12.936033799212835,1
degron,13.217673557208654,1
degron,12.388394202324129,1
degron,11.918390573078392,1
degron,12.628067055589549,1
degron,11.884489021402711,1
degron,12.301382825334498,1
degron,12.821258284620408,1
degron,12.80765263256463,1
degron,11.918390573078392,1
degron,11.918390573078392,1
degron,12.594730635321957,1
degron,12.560244459250788,1
degron,12.66032791780777,1
degron,12.043553716032399,1
degron,12.301382825334498,1
degron,11.84939770159144,1
degron,12.072541252905651,1
degron,12.043553716032399,1
degron,12.577636201962656,1
degron,12.128111104060462,1
degron,12.128111104060462,1
degron,13.369223455335854,1
degron,11.982929094215963,1
degron,13.345506928718539,1
degron,13.321214236149494,1
degron,12.628067055589549,1
degron,12.644327576461329,1
degron,12.765688433465597,1
degron,12.751299696013497,1
