gene	n_enhancer_contacts	n_classes	classes	n_differential	median_logFC	mean_logFC	n_in_abc	mean_delta_abc
Pdlim7	3	2	Activity_Gain;Stable	0	0.133752132529272	0.130766451315192	0	NA
Pdxk	3	2	Activity_Lost;Stable	0	-0.229712825777608	-0.179374357424252	2	-0.0084225
Pdyn	3	1	Stable	0	0.0300350256812824	0.0300350256812824	2	-0.008093
Pdzd8	3	1	Stable	0	0.0691707400406351	0.0348017724156205	3	-0.0102273333333333
Peli2	3	2	K119ub_Only;Stable	0	0.0698414578331193	0.130079631230274	0	NA
Pex1	3	1	Stable	0	0.0033235023004194	-0.0662973325020557	2	0.002226
Pex2	3	1	Stable	2	-0.205338756244055	-0.135986381386619	0	NA
Phf12	3	1	Stable	0	-0.0308578987388453	-0.0452620434328217	0	NA
Pik3c2a	3	1	Stable	1	-0.179633922417858	-0.150639537214342	3	-0.00484166666666667
Pip4k2b	3	1	Stable	0	-0.079827232313651	-0.079827232313651	2	-0.0023885
Pja2	3	2	Activity_Lost;Stable	3	-0.227741369192494	-0.232237868341397	2	-0.0053315
Pkd1	3	1	Stable	0	0.0621410145426819	0.0621410145426819	2	0.0127255
Plagl2	3	1	Stable	0	0.0554637826962391	0.0623933339123527	0	NA
Platr8	3	2	Activity_Lost;Stable	1	-0.260641460963646	-0.260220809995401	0	NA
Plcl1	3	1	Stable	1	-0.0512565124064192	0.0261448795004976	0	NA
Plekhg4	3	1	Stable	3	-0.183150687239994	-0.183150687239994	1	0.003036
Plpp3	3	1	Stable	2	0.272839267201936	0.251931742966191	1	0.004654
Pnoc	3	1	Stable	3	0.158048715634821	0.158048715634821	0	NA
Polg	3	2	Activity_Lost;Stable	0	-0.151188814115356	-0.0908519987345938	1	-0.000489
Pot1a	3	2	Activity_Lost;Stable	0	-0.0836275725536258	-0.0836275725536258	1	-0.010989
Ppfia1	3	1	Stable	0	0.0599132847346781	-0.0060817379348246	2	-0.000815
Ppip5k1	3	1	Stable	0	0.0207349903504201	0.0483848750476771	2	-0.000464
Ppp1r2	3	2	K119ub_Only;Stable	0	-0.189856784672858	-0.10173311227378	2	0.006421
Ppp2r5d	3	2	Activity_Lost;Stable	0	-0.0558235960148228	-0.00124703713321553	3	-0.0147303333333333
Ppp6c	3	2	K119ub_Only;Stable	0	-0.347436542230497	-0.293253319903045	1	-0.008176
Prap1	3	1	Stable	0	-0.00931782343337574	-0.00931782343337574	0	NA
Prkar2b	3	1	Stable	0	-0.0834036956738518	-0.0857510824728144	2	-0.0037535
Prkcb	3	1	Stable	0	-0.061458686541769	-0.0403276748849691	1	0.000243
Prmt7	3	1	Stable	0	-0.0825166022317565	-0.0966355588568536	2	-0.0007975
Prr7	3	1	Stable	0	0.124795088887031	0.124795088887031	1	-0.005323
Psmc6	3	1	Stable	0	0.0167493312485081	-0.00251782730703663	2	-0.005368
Psmf1	3	1	Stable	0	-0.000820195688679776	0.0717229216694325	0	NA
Pspc1	3	1	Stable	0	0.0129099506781711	-0.0183726060182553	1	0.013151
Ptbp3	3	1	Stable	0	-0.0458788515016736	-0.0458788515016736	2	0.0054665
Ptchd4	3	2	Activity_Lost;Stable	2	-0.321340705591896	-0.30605543602982	1	-0.008725
Ptdss1	3	2	K119ub_Only;Stable	1	-0.275617591434739	-0.236892097106741	0	NA
Ptk7	3	1	Stable	0	0.0926119829750743	0.11439732254643	2	0.0111855
Pus7l	3	1	Stable	0	-0.00604435794994863	-0.00604435794994863	1	0.011104
Pusl1	3	1	Stable	0	-0.0747926745612286	-0.0804856277393998	3	0.00202566666666667
Pyroxd2	3	1	Stable	0	0.129740923245827	0.129740923245827	0	NA
Qrich2	3	1	Stable	0	0.028952859199579	0.0387882493638701	0	NA
Rab12	3	1	Stable	0	-0.0177423191168647	-0.0659906623305341	1	-0.021431
Rab21	3	1	Stable	0	-0.0243156156034443	-0.0111203704415792	3	0.00379133333333333
Rab3c	3	3	Activity_Lost;K119ub_Only;Stable	0	-0.0524110289611471	-0.059660452414125	2	-0.0185055
Rab4a	3	2	Activity_Lost;Stable	0	-0.0545342581935043	-0.0545342581935043	1	0.003945
Rad23b	3	1	Stable	1	-0.0483337692480924	0.0492247560265657	2	0.004705
Ralgps2	3	1	Stable	3	0.322147948932745	0.322147948932745	0	NA
Rapgef4	3	1	Stable	0	-0.016328617851918	-0.016328617851918	3	0.00995233333333333
Rasd2	3	1	Stable	0	-0.141905178698077	-0.14295010806369	1	-0.007364
Rax	3	3	Activity_Gain;K119ub_Only;Stable	0	-0.0169995484828653	0.0211539389553483	0	NA
Rbfox3	3	1	Stable	0	0.0544707130456801	0.033662621518973	2	-0.0082015
Rbm46	3	2	K119ub_Only;Stable	1	-0.0133132065868056	0.150190970463611	1	0.006619
Rbmxl1	3	1	Stable	1	-0.0756845686368195	-0.130483832728661	2	-0.007176
Rbpjl	3	1	Stable	0	0.0846584852621124	0.0824129775548828	0	NA
Reep2	3	1	Stable	0	-0.0255294432581514	-0.0255294432581514	0	NA
Rel	3	1	Stable	0	0.0206463818083083	-0.00764144899907577	2	0.0047915
Ren1	3	1	Stable	1	0.148853424570508	0.206929224749751	0	NA
Retreg3	3	2	Activity_Lost;Stable	0	-0.0575451684133886	-0.0575451684133886	3	0.006666
Rfesd	3	1	Stable	0	0.0894592003941108	0.0423683199685203	3	-0.00503233333333333
Rflna	3	1	Stable	0	0.0560907089127249	0.0560907089127249	0	NA
Rgl2	3	1	Stable	0	0.0480785918689176	0.0480785918689176	0	NA
Rgs2	3	1	Stable	0	-0.208427160617988	-0.0952675671160366	1	0.003041
Rhoa	3	2	Activity_Lost;Stable	0	-0.0616948644237619	-0.0496902541256585	2	0.007457
Rictor	3	1	Stable	0	0.205219017894871	0.120535062686473	3	-0.004285
Rimbp2	3	1	Stable	0	0.124620632312087	0.136164276953676	0	NA
Rims2	3	2	K119ub_Only;Stable	1	0.0315984313471409	0.0855263754786873	1	-0.015171
Riok2	3	1	Stable	0	-0.0396609666200193	-0.0580881228319578	2	0.0080125
Rnf114	3	1	Stable	0	-0.00548991472853899	-0.00548991472853899	0	NA
Rnf139	3	1	Activity_Lost	3	-0.231552873558549	-0.231552873558549	0	NA
Rnf145	3	1	Stable	0	-0.0762008585133428	-0.0571489915006159	1	0.006276
Rnf20	3	1	Stable	0	0.175870379293879	0.104105590458097	1	0.00809
Rpap3	3	1	Stable	0	0.0403387543961835	0.0403387543961835	1	0.000154
Rpl12	3	1	Stable	0	-0.0948348459533133	-0.0948348459533133	1	0.000612
Rpl8	3	1	Stable	0	0.0921874138237747	0.0610051248824177	2	0.0166735
Rrm2b	3	1	Stable	0	-0.0385516429725795	-0.0385516429725795	1	0.006041
Rrp8	3	1	Stable	0	-0.156288262766453	-0.114293815943802	3	0.002647
Rsbn1	3	1	Stable	2	0.152262616394513	0.126275494668365	1	0.016563
Rtcb	3	2	Activity_Gain;Stable	0	0.00221110312745878	0.00975254780243593	2	-0.018599
Rundc3b	3	1	Stable	0	0.0102877862269761	0.0102877862269761	2	0.00389
Ryr2	3	2	Activity_Gain;Stable	0	0.0934032719702149	0.130866520643179	1	0.000441
S100a7a	3	1	Stable	1	0.0477724800404278	-0.0381707116762226	1	0.205364
Sall4	3	1	Stable	0	-0.0692005689755037	-0.0692005689755037	0	NA
Samd5	3	1	Stable	0	-0.122443874999396	-0.148380892641847	0	NA
Sarm1	3	1	Stable	0	-0.1323886767423	-0.1323886767423	0	NA
Scamp5	3	1	Stable	0	-0.00900123084652258	-0.00900123084652258	1	-0.005718
Scn1b	3	1	Stable	0	-0.0734151102863305	-0.0614056179790559	0	NA
Scn2a	3	1	Stable	1	-0.0228642568437221	-0.0702722628334036	2	-0.016427
Scrt2	3	1	Stable	1	0.0412899302843269	0.0476957400105553	1	0.000852
Sec31b	3	2	Activity_Lost;Stable	0	-0.0533963719628423	-0.0626129320089081	1	-0.00135
Sel1l	3	1	Stable	0	-0.0360525015064559	-0.0318746635819042	2	-0.0041225
Sephs1	3	2	K119ub_Only;Stable	3	-0.317186309027402	-0.317186309027402	1	-0.018936
Septin7	3	1	Stable	0	-0.0899386966114626	-0.0918429346669104	2	-0.000448
Serpina11	3	2	Activity_Gain;Stable	2	-0.502553547030893	-0.316667740557732	1	-0.046722
Sf3b1	3	2	K119ub_Only;Stable	0	-0.0179468728547682	-0.0186053127395655	3	-0.00430733333333333
Sf3b5	3	2	Activity_Lost;Stable	0	-0.150558961893025	-0.102657321595138	0	NA
Sf3b6	3	1	Stable	0	-0.0104034475484578	-0.0104034475484578	3	-0.006015
Sgpp1	3	1	Stable	0	-0.000856350389791911	0.0277391237921699	2	0.0221185
Sgpp2	3	2	K119ub_Only;Stable	0	-0.0539219966529465	-0.0326443034730885	1	-0.028835
Sh3bp4	3	1	Stable	2	0.215563697521993	0.197331793300812	0	NA
Shprh	3	1	Stable	0	-0.0718805130180683	-0.0340564301428805	2	-0.0006745
Sik1	3	2	Activity_Gain;Stable	1	0.196358311006327	0.183901277829333	1	0.04335
Sik2	3	1	Stable	0	-0.0316384162205266	-0.0428079824788893	1	-0.00088
Slain2	3	1	Stable	2	-0.208265081995468	-0.147067775043709	1	0.000107
Slc16a2	3	2	Activity_Gain;Stable	2	0.274904794863043	0.300804174409577	3	0.00923666666666667
Slc17a6	3	1	Stable	0	0.0819023606735301	0.039015558914373	3	0.0462163333333333
Slc18a3	3	1	Stable	3	0.249352209585176	0.249352209585176	1	0.027323
Slc22a15	3	2	Activity_Lost;Stable	0	-0.0829451536167859	-0.0542579548620118	2	-0.013203
Slc22a17	3	2	K119ub_Only;Stable	0	0.116484357777491	0.116484357777491	0	NA
Slc25a33	3	1	Stable	0	0.0319264292162052	0.0319264292162052	3	-0.00770633333333333
Slc2a1	3	1	Stable	0	0.110474617974384	0.0606069427395501	1	0.007574
Slc30a5	3	1	Stable	0	-0.0440221116122641	-0.0742986838196654	3	0.004977
Slc35f3	3	1	Stable	0	-0.0593189001339141	-0.0593189001339141	1	-0.006686
Slc35f4	3	2	K119ub_Only;Stable	0	0.084342966789658	0.0560066245285438	1	-0.046256
Slc41a1	3	1	Stable	0	0.0478968238551909	0.0478968238551909	0	NA
Slc44a1	3	2	K119ub_Only;Stable	0	-0.0189491890446954	-0.028567878970092	2	-0.0266285
Slc5a10	3	2	Activity_Lost;Stable	1	-0.0711572515374406	-0.103480722559339	0	NA
Slc6a5	3	2	Activity_Gain;Stable	0	0.19311878059482	0.166766147670553	1	-0.018162
Slc6a6	3	1	Stable	0	0.054375279318871	0.054375279318871	0	NA
Slc7a8	3	2	Activity_Lost;Stable	0	-0.0629435164658531	-0.0997332720571088	3	-0.00936866666666667
Slmap	3	1	Stable	0	0.0690582932062433	0.0612727670064045	2	-0.011864
Slx4ip	3	2	K119ub_Only;Stable	0	-0.0892304994502339	-0.0892304994502339	0	NA
Smim4	3	2	Activity_Gain;Stable	3	0.242575731012654	0.235638951967967	1	0.003029
Smpd3	3	1	Stable	0	-0.0572454901030109	-0.0186037169418606	1	0.001119
Sms	3	2	Activity_Lost;Stable	0	0.102875683794731	0.102875683794731	2	-0.019098
Smtnl2	3	1	Stable	0	0.0187287474312407	0.0187287474312407	0	NA
Smyd3	3	2	Activity_Gain;Stable	0	-0.00271198203458698	-0.00271198203458698	1	0.012913
Snap29	3	1	Stable	0	0.0462272058457912	0.0522083414151302	3	0.00578166666666667
Snd1	3	2	K119ub_Only;Stable	0	0.00456396277867714	0.0125016501586551	0	NA
Snhg6	3	2	K119ub_Only;Stable	0	0.0511179934347432	0.00282548707721423	3	0.001698
Snx18	3	3	Activity_Lost;K119ub_Only;Stable	0	-0.116599269045831	-0.0867277597455821	2	-0.002938
Snx29	3	1	Stable	0	-0.0153584281547722	-0.0049408565717369	2	0.0130075
Snx33	3	1	Stable	0	-0.094406124605068	-0.107550162318816	2	-0.0002415
Snx9	3	1	Stable	0	0.109816174903584	0.0947050881478095	2	0.0037875
Sorbs1	3	2	Activity_Lost;Stable	0	-0.0619375545018181	-0.0711779754035592	1	-0.027365
Spaca3	3	1	Stable	2	-0.150517809329313	-0.11543596667094	0	NA
Spata1	3	1	Stable	0	-0.0712499783695023	-0.0712499783695023	2	0.003614
Spata5l1	3	1	Stable	0	-0.107526219732559	-0.0546239432802271	1	-0.001145
Spcs3	3	2	K119ub_Only;Stable	0	-0.217404564642888	-0.181808238410817	2	-0.002708
Spindoc	3	1	Stable	0	0.0791066773288159	0.0791066773288159	1	0.00249
Spink10	3	2	Activity_Lost;Stable	0	-0.100173263994634	-0.100173263994634	2	-0.024835
Spire1	3	2	Activity_Gain;Stable	0	0.0455883684739026	0.0455883684739026	2	0.0018195
Spty2d1	3	1	Activity_Gain	3	0.164642892161907	0.164642892161907	0	NA
Sra1	3	1	Stable	0	0.0382696454270703	0.0148668191922064	1	-0.016216
Srpk1	3	2	Activity_Gain;Stable	0	-0.0230283013997746	0.00591549823399037	1	-0.005766
Srsf11	3	2	K119ub_Only;Stable	0	-0.012668501967054	-0.00171748613643313	2	-0.0042745
Srsf3	3	1	Stable	0	0.111270925679075	0.111270925679075	0	NA
Ss18	3	1	Stable	0	-0.162912127360445	-0.114264853240017	2	0.002448
Sst	3	1	Stable	1	0.161324246337882	0.173700931953489	0	NA
St6galnac4	3	1	Stable	0	0.119896170464629	0.119896170464629	0	NA
St6galnac5	3	1	Stable	3	0.196943655967587	0.199491576778036	0	NA
Stk40	3	1	Stable	0	0.021214671236799	0.021214671236799	1	0.005583
Strbp	3	3	Activity_Lost;K119ub_Only;Stable	0	0.070634866024531	0.0794610847450903	3	-0.009306
Stt3b	3	2	K119ub_Only;Stable	0	0.0989586952778166	0.0388576408849676	1	-0.001401
Stx16	3	1	Stable	1	0.0591027444049297	0.12115019095068	2	0.0248865
Stx6	3	1	Stable	0	0.0263511305920398	0.0263511305920398	1	-0.005401
Suco	3	1	Stable	0	0.13521248736698	0.119649544295111	1	0.006389
Susd6	3	1	Stable	0	0.0247755029192017	0.0247755029192017	1	0.001406
Svop	3	1	Stable	0	0.0099310729958733	0.02537051066131	2	0.000896
Syncrip	3	1	Stable	0	-0.0663711524014477	-0.0515835283755856	3	0.000640666666666667
Tab1	3	1	Stable	0	0.0725668427519169	0.0578614684772808	1	0.007415
Taf10	3	1	Stable	0	0.00520265774782985	0.00520265774782985	2	0.0011275
Taf1c	3	2	Activity_Lost;Stable	0	0.100310338115072	0.100310338115072	0	NA
Tapt1	3	2	K119ub_Only;Stable	0	-0.00171865568035634	-0.0507899654115799	1	-0.005914
Tbc1d4	3	1	K119ub_Only	0	-0.0447297673275363	-0.0383551603794418	2	0.0099085
Tbc1d8	3	2	K119ub_Only;Stable	0	-0.0780392791520018	-0.0302882255773319	1	-0.01944
Tbcc	3	1	Stable	0	0.136384866224326	0.108412413167463	2	0.00948
Tbx15	3	2	Activity_Lost;Stable	3	0.307159934040337	0.305712603291741	1	0.013532
Tbx18	3	1	Stable	2	-0.738848258373141	-0.517440628772265	1	0.007536
Tcp1	3	1	Stable	0	0.0393096426707326	0.0122974859592144	3	0.00441733333333333
Tcp11l1	3	2	Activity_Lost;K119ub_Only	0	0.160407959196056	0.160407959196056	0	NA
Tecpr1	3	1	Stable	0	0.00668114105620234	0.0149498389468898	0	NA
Tef	3	1	Stable	0	-0.0110719082399251	-0.0110719082399251	0	NA
Tenm1	3	1	Stable	0	-0.0529404057878143	-0.0807347196094374	2	-0.010244
Tfap2a	3	1	Stable	3	-0.263650853898791	-0.272533797031691	2	0.008348
Tfap4	3	1	Stable	0	0.00135235799022081	-0.00510120055432609	1	0.006717
Tfb2m	3	2	Activity_Lost;Stable	0	-0.00338215875620781	-0.0202431274590642	1	-0.003882
Tfrc	3	2	K119ub_Only;Stable	0	-0.0406626582992331	-0.0656393398534267	1	-0.009345
Tgds	3	1	Stable	0	0.0506693592643166	0.131455199514732	1	0.004343
Tgfa	3	2	Activity_Gain;Stable	3	0.291070987808219	0.270502097724906	3	-0.000839333333333334
Thap2	3	2	K119ub_Only;Stable	0	0.0665135294258381	0.0362371477494106	1	0.004685
Thap4	3	1	Stable	0	-0.14870676008623	-0.14870676008623	3	-0.0165603333333333
Themis3	3	1	Stable	2	0.321803810993749	0.246834320498595	0	NA
Thrsp	3	2	Activity_Gain;Stable	0	-0.0690676791810006	-0.0630411881697559	1	-0.008277
Thumpd1	3	1	Stable	0	0.00685590784835763	0.00685590784835763	1	0.014932
Timm17a	3	1	Stable	3	0.15525901774551	0.15525901774551	1	0.000661
Timm9	3	2	K119ub_Only;Stable	0	-0.0919761014076833	-0.0839692198779508	3	0.004086
Tlcd4	3	2	Activity_Lost;Stable	0	-0.08197365401811	-0.0705999782274983	1	-0.009027
Tma16	3	3	Activity_Lost;K119ub_Only;Stable	0	0.0391464932337018	0.0547299253534054	0	NA
Tmed7	3	1	Stable	0	-0.0428245600491547	-0.0428245600491547	3	0.00897533333333333
Tmem11	3	1	Stable	0	-0.0326953673007162	-0.100205042006305	1	0.006378
Tmem114	3	1	Stable	0	-0.174635750119035	-0.148150148641584	1	0.002665
Tmem131l	3	2	Activity_Gain;Stable	0	-0.0643385941291014	-0.0404959728311798	1	0.014246
Tmem132d	3	2	Activity_Lost;Stable	3	0.284891111983832	0.319421895005173	0	NA
Tmem139	3	2	Activity_Gain;Stable	0	-0.096876783995326	-0.0541361421948239	0	NA
Tmem185a	3	1	Stable	1	-0.0652782373278319	-0.0617290718582256	2	0.005782
Tmem229a	3	3	Activity_Lost;K119ub_Only;Stable	0	-0.0957140445595981	-0.0957140445595981	2	-0.0045535
Tmem64	3	2	Activity_Lost;Stable	3	-0.333461876630765	-0.284348112239689	1	-0.027121
Tmem87b	3	1	Stable	0	0.0942997064823137	0.112946984434693	3	0.00768866666666667
Tmem94	3	1	Stable	0	0.0236600975316553	0.0111470354622846	1	-0.001604
Tnfaip3	3	3	Activity_Lost;K119ub_Only;Stable	0	-0.0852359535946795	0.01173527425869	1	-0.017225
Tnfrsf23	3	2	Activity_Gain;Stable	3	0.261552552976047	0.261552552976047	1	-0.016777
Tnip2	3	2	Activity_Gain;Stable	0	0.0746154641264933	0.0746154641264933	1	0.000911
Tnpo1	3	1	Stable	0	0.0294513455559789	0.0451027422891759	1	0.016544
Tnr	3	2	K119ub_Only;Stable	0	0.0880133667139184	0.0381543885728578	1	-0.024461
Tns1	3	1	Stable	3	0.268153696465297	0.268791496834979	1	-0.013599
Tomm7	3	1	Stable	0	0.110595415556315	0.0459886676055149	3	-0.00547366666666667
Tpbg	3	2	Activity_Lost;Stable	0	-0.177283249623222	-0.176466025073166	1	-0.016823
Tpt1	3	1	Stable	0	-0.069810571821937	-0.0146028633855339	1	0.021967
Tra2a	3	1	Stable	0	0.0148832973604465	0.00785533596402859	3	0.00344766666666667
Trak2	3	1	Stable	2	0.733198058471884	0.50780367765553	1	0.006837
Trim67	3	1	Stable	0	-0.0256322429966199	-0.0256322429966199	0	NA
Trim8	3	2	Activity_Lost;Stable	0	0.11860479965314	0.0515825493320258	3	-0.007208
Trim9	3	1	Stable	0	0.039116559823109	0.0497893553988122	0	NA
Trmt10b	3	1	Stable	3	0.252172814735976	0.252172814735976	2	0.013979
Trmu	3	2	Activity_Lost;Stable	3	0.158426250617663	0.16299689004094	0	NA
Trp53inp2	3	1	Stable	0	-0.0266842958015439	-0.0640441889889299	0	NA
Trpc1	3	1	Stable	0	-0.0230166429070055	0.0554040701411541	3	0.0111436666666667
Trpc4ap	3	1	Stable	0	0.0534828156116937	0.0578216227586622	1	0.024721
Tsc22d3	3	1	Stable	0	0.0112743925202535	0.0112743925202535	3	0.00693333333333333
Tsfm	3	2	K119ub_Only;Stable	0	-0.0199884950169264	-0.0199884950169264	1	0.00258
Tsnax	3	1	Stable	0	0.00449873735387613	0.00449873735387613	3	0.00471533333333333
Tspyl5	3	2	Activity_Lost;Stable	0	-0.0555265770100826	-0.0555265770100826	2	-0.020315
Tssk6	3	1	Stable	0	-0.0337269844982563	-0.0337269844982563	0	NA
Tst	3	2	Activity_Lost;Stable	0	0.0504713553955795	0.0504713553955795	0	NA
Tti2	3	2	Activity_Lost;Stable	0	-0.160579675359352	-0.160579675359352	0	NA
Ttll7	3	1	Stable	0	0.0498279562455712	0.0282317681803863	2	-0.016725
Tubb2a	3	2	K119ub_Only;Stable	0	0.127256469304981	0.136792924476709	1	0.005849
Tut4	3	1	Stable	1	0.0510854521499661	0.0874084259089561	2	0.000403
Twistnb	3	1	Stable	0	-0.0278434539519632	-0.0262975218939211	0	NA
Txndc11	3	1	Stable	0	-0.136555071265716	-0.108363268682424	2	-0.0061995
Txndc9	3	2	Activity_Lost;Stable	0	0.00937605867783753	0.00655714895946714	2	0.002712
Ube2d1	3	2	K119ub_Only;Stable	0	-0.104816216184341	-0.0793370896467074	3	-0.013253
Ube2f	3	1	Stable	2	0.156483187488042	0.0922456779263393	1	-0.002058
Ube2h	3	1	Stable	0	0.0727884292983685	0.0727884292983685	1	-0.008333
Ube2j2	3	1	Stable	0	-0.0439464429828147	-0.0682951160438821	3	0.00647366666666667
Ube2l3	3	2	Activity_Gain;Stable	0	0.0621892182516114	0.0374620539062348	0	NA
Ube2v1	3	1	Stable	3	-0.178576167472227	-0.178576167472227	0	NA
Ublcp1	3	1	Stable	0	0.0640209794032396	0.0363322337771057	1	0.041894
Ubr5	3	1	Stable	0	0.106454979657685	0.0581194387809302	2	-0.0034635
Ubxn8	3	1	Stable	0	0.0666510809610057	0.0666510809610057	3	-0.00436633333333333
Ufl1	3	1	Stable	0	-0.0864908322233844	-0.0889899716692813	3	-0.018991
Uhrf1bp1l	3	2	K119ub_Only;Stable	0	-0.101626160004821	-0.118430996647151	2	-0.0071145
Usp29	3	1	Stable	0	-0.02846372593891	0.027973429408869	1	-0.000189
Vgf	3	1	Stable	0	0.0267914221430986	0.0454487520699633	1	0.013715
Vps13b	3	2	K119ub_Only;Stable	0	0.111190596995301	0.128633014020965	2	0.0039005
Vps16	3	1	Stable	0	-0.0226493363687523	-0.0326937641196209	2	-0.0034555
Vsig8	3	2	K119ub_Only;Stable	0	0.0824440353173593	0.0824440353173593	1	-0.006189
Vstm2a	3	1	Stable	0	0.062457625252085	0.109959819892349	1	-0.009845
Vti1b	3	1	Stable	0	-0.00931806639736912	-0.113785084481261	2	-0.0006065
Vwa8	3	1	Stable	0	0.0356343991041413	0.0481019080608073	0	NA
Wdr19	3	2	Activity_Lost;Stable	0	0.0460841462258915	0.054029020482996	1	-0.014236
Wdr77	3	1	Stable	0	-0.0194885608137362	0.0161427614834036	2	-0.0055255
Wfdc21	3	1	Stable	0	-0.152407120088235	-0.152407120088235	1	-0.013342
Wiz	3	1	Stable	0	-0.0537616228155072	-0.0223591788371573	2	0.0007925
Wwc1	3	2	Activity_Lost;Stable	1	0.10620745476805	-0.156006974858231	0	NA
Ybx1	3	1	Stable	0	-0.0841368125828852	-0.0584555344677912	1	-0.003365
Ylpm1	3	1	Stable	0	0.0244835378299157	0.0240937867278655	1	0.003974
Ywhag	3	1	Stable	0	-0.211173465560946	-0.122174615322488	1	0.03618
Zbtb4	3	1	Stable	0	-0.0503519190045556	-0.0397075717656723	0	NA
Zcrb1	3	1	Stable	0	0.000397780625944283	0.0125023183381121	2	-0.007
Zdhhc6	3	1	Stable	0	-0.0101793978154364	-0.00576240908960457	2	0.000353
Zdhhc9	3	2	Activity_Lost;Stable	0	-0.0991823608545093	-0.040812013072704	2	0.0040185
Zfp324	3	1	Stable	1	-0.164350766862834	-0.173092169104103	1	0.006192
Zfp330	3	1	Stable	0	-0.0848896955056428	-0.0963556904945358	2	-0.0057295
Zfp358	3	2	Activity_Lost;Stable	0	-0.142723503395262	-0.142723503395262	2	-0.012796
Zfp367	3	1	Stable	0	0.0187857485531791	-0.0580695288253339	1	-0.004935
Zfp503	3	1	Stable	1	0.117802951044735	-0.0133892418613417	0	NA
Zfp518a	3	1	Stable	0	-0.0283732990317576	-0.122958281128127	0	NA
Zfp52	3	1	Stable	0	-0.100185176807272	-0.115019811212667	2	-0.010552
Zfp607b	3	1	Stable	0	-0.0574442383079829	-0.0574442383079829	0	NA
Zfp618	3	1	Stable	3	0.22610994431597	0.209212081132165	2	0.0041375
Zfp804a	3	2	K119ub_Only;Stable	1	-0.200551238934765	-0.033105602431415	0	NA
Zfp930	3	1	Stable	0	-0.0268149638099704	-0.0583281363668599	2	-0.00621
Zfp942	3	1	Stable	0	-0.0329312868176687	0.0189868361532361	3	-0.002531
Zmym5	3	1	Stable	0	0.0129099506781711	0.0195596783961158	2	-0.003482
Zranb3	3	2	Activity_Lost;Stable	0	-0.00264147079527854	-0.00264147079527854	0	NA
Zswim5	3	1	Stable	0	0.108692705290586	0.108692705290586	1	0.004326
0610012G03Rik	2	1	Stable	0	0.0233204890005827	0.0233204890005827	2	-0.0049345
1110004F10Rik	2	2	K119ub_Only;Stable	2	0.31071474880075	0.31071474880075	0	NA
1500009C09Rik	2	2	Activity_Gain;Stable	0	0.0591151705285158	0.0591151705285158	0	NA
1700003G18Rik	2	1	Stable	0	-0.157873045965815	-0.157873045965815	1	-0.016534
1700008O03Rik	2	1	Stable	0	-0.117323335690022	-0.117323335690022	2	0.0045975
1700012B09Rik	2	1	Stable	0	-0.154069506779197	-0.154069506779197	1	-0.0336
1700030C12Rik	2	1	Stable	0	-0.158776355023253	-0.158776355023253	0	NA
1700054K19Rik	2	1	Stable	0	0.161567568863177	0.161567568863177	0	NA
1700067P10Rik	2	1	Stable	2	0.298135166200855	0.298135166200855	0	NA
1810012K08Rik	2	1	Stable	0	0.0307174101527832	0.0307174101527832	0	NA
2010315B03Rik	2	1	Stable	0	-0.241690206381927	-0.241690206381927	2	0.0031885
2210408F21Rik	2	2	K119ub_Only;Stable	1	0.121102340017551	0.121102340017551	1	0.004952
2610021A01Rik	2	1	Stable	0	-0.0756318678134586	-0.0756318678134586	2	0.0400635
2810410L24Rik	2	1	Stable	0	0.0492167214241122	0.0492167214241122	2	0.022106
3110056K07Rik	2	1	Stable	0	-0.0290163641265575	-0.0290163641265575	2	0.002944
4833418N02Rik	2	1	Stable	0	0.00499140969946602	0.00499140969946602	0	NA
4833420G17Rik	2	1	Stable	0	-0.125336099184567	-0.125336099184567	2	0.000342
4921531C22Rik	2	2	Activity_Lost;Stable	0	-0.0419735423662322	-0.0419735423662322	0	NA
4930429P21Rik	2	1	Activity_Gain	0	0.0588607475018166	0.0588607475018166	1	0.004374
4930512B01Rik	2	2	Activity_Gain;Activity_Lost	0	0.00227660111330005	0.00227660111330005	1	0.004119
4931422A03Rik	2	1	Stable	0	-0.12294883065703	-0.12294883065703	0	NA
5031425E22Rik	2	1	Stable	0	0.165268145074991	0.165268145074991	0	NA
5031434O11Rik	2	2	Activity_Lost;Stable	0	-0.0377562563971903	-0.0377562563971903	2	-0.000225
5430401H09Rik	2	1	Stable	0	0.0115689728057804	0.0115689728057804	1	0.119419
5430403G16Rik	2	1	Stable	0	-0.00803686786141665	-0.00803686786141665	2	-0.0101415
5730409E04Rik	2	1	Stable	0	0.0704436070529603	0.0704436070529603	0	NA
5930403N24Rik	2	2	Activity_Lost;Stable	1	-0.155083285252585	-0.155083285252585	1	-0.024875
A130023I24Rik	2	2	Activity_Gain;Stable	2	0.613502970865015	0.613502970865015	0	NA
A230056P14Rik	2	1	Stable	0	0.106339180132199	0.106339180132199	2	0.0125005
A630095N17Rik	2	1	Stable	0	-0.0646248723487205	-0.0646248723487205	0	NA
A730017L22Rik	2	1	Stable	0	-0.0478081079652754	-0.0478081079652754	2	2.1e-05
Abca8b	2	1	Stable	0	-0.0800496946303322	-0.0800496946303322	2	0.0100775
Abcc1	2	1	Stable	0	0.0715233486898735	0.0715233486898735	0	NA
Abcc4	2	1	Stable	0	0.0506693592643166	0.0506693592643166	2	-0.0057345
