gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	net_atac	n_atac_up	n_atac_down	k119ub_gb_log2fc	k119ub_pr_log2fc	k119ub_gb_class	n_k27ac_gained	n_k27ac_lost	k27ac_status	chromatin_state	n_mecp2_up	n_mecp2_down	mecp2_status	loop_involved
Kdm3a	0.0290580062834095	-0.0307053847057259	0.0597633909891354	Q4: mC up/hmC dn	-0.0639041670452784	0.645984017310976	821.963254133658	0	0	0	-0.137342	0.537714	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dop1b	0.0310992460366781	-0.0286605748798945	0.0597598209165726	Q4: mC up/hmC dn	-0.0255970617152954	0.893817042819087	1961.70431580311	0	0	0	0.079214	0.274769	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm20605	0.0277448002625169	-0.0320104432743292	0.0597552435368461	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.244647	0.232013	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Umad1	0.0297129757063892	-0.0300396769214851	0.0597526526278743	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.409784	0.85361	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Reep5	0.0373763544829356	-0.0223574803241594	0.059733834807095	Q4: mC up/hmC dn	-0.13058062349602	0.455971183355564	643.27840142387	0	0	0	-0.040097	0.524261	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Efr3a	0.0302230581016074	-0.0294968655715214	0.0597199236731288	Q4: mC up/hmC dn	-0.0142714211726658	0.9465406330727	1395.21330724603	2	2	0	0.088303	1.072252	quantifiable	0	1	Lost Only	Active_Promoter	5	0	MeCP2 Up Only	FALSE
Nipbl	0.0297265816797829	-0.0299893083508985	0.0597158900306814	Q4: mC up/hmC dn	-0.113186868411106	0.559531379521281	3384.39710960116	0	0	0	-0.014937	0.774386	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Hnrnpul2	0.0302782235029684	-0.0294151374808946	0.0596933609838629	Q4: mC up/hmC dn	0.145638484522249	0.49299335383029	1032.5542238422	0	0	0	0.038973	0.243592	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Polq	0.0350779035738669	-0.0245905577428497	0.0596684613167166	Q4: mC up/hmC dn	-0.40119478003704	0.000486985617852422	437.747444111067	0	1	1	-0.045324	1.186206	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	TRUE
Stk38	0.0248599121902378	-0.0347971336900736	0.0596570458803114	Q4: mC up/hmC dn	0.141654523611615	0.124886173170174	546.428824245733	0	0	0	-0.366887	-0.025175	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Erlec1	0.038135681537576	-0.0215170996125687	0.0596527811501447	Q4: mC up/hmC dn	NA	NA	NA	-1	0	1	0.129574	0.917245	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Usp36	0.0319947565797909	-0.0276209155179783	0.0596156720977692	Q4: mC up/hmC dn	0.145087696443355	0.329834444014595	514.055351221042	0	0	0	-0.395139	0.11807	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ncoa6	0.028322421209069	-0.0312827161904011	0.0596051373994702	Q4: mC up/hmC dn	0.109748795338251	0.190298548103875	1990.83440796314	0	0	0	-0.293714	NA	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ankrd12	0.0264581763601178	-0.0331309199788265	0.0595890963389443	Q4: mC up/hmC dn	-0.11891827754868	0.670738202647824	2176.42019706412	0	0	0	-0.157115	0.09011	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gatad2b	0.0250594488045205	-0.0345043545317548	0.0595638033362753	Q4: mC up/hmC dn	-0.0160347569086887	0.947713966745588	2147.62100266639	0	0	0	-0.204527	0.201195	one_condition	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ctnnd1	0.0282310735358129	-0.0313272854324448	0.0595583589682576	Q4: mC up/hmC dn	0.116629559894547	0.696031758190366	138.202886205762	0	0	0	0.183751	0.820737	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Dpys	0.0488890209225629	-0.0106540511045475	0.0595430720271103	Q4: mC up/hmC dn	-0.676725814888208	0.659534621725392	3.3079386470083	0	0	0	1.1413	0.227364	quantifiable	0	0	No Change	Other	1	0	MeCP2 Up Only	FALSE
Cnot6	0.0299995158639492	-0.0295400637107825	0.0595395795747317	Q4: mC up/hmC dn	0.101010428556573	0.494778624595226	639.11942094066	0	0	0	-0.160283	0.721767	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ncbp2	0.0303162495606606	-0.0292198550419566	0.0595361046026172	Q4: mC up/hmC dn	0.0953195531605688	0.714109303657226	203.92191277509	0	0	0	-0.085219	0.48752	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Orc5	0.0405833410489529	-0.0189367636591788	0.0595201047081317	Q4: mC up/hmC dn	0.128181792855752	0.414415022308223	370.681332115601	0	0	0	0.933636	0.947793	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pdcd2	0.030431105112921	-0.0290683384406276	0.0594994435535486	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.179059	0.721176	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Vta1	0.0323954236617776	-0.0271012303214326	0.0594966539832102	Q4: mC up/hmC dn	-0.034596223861183	0.892003683459157	333.66933603846	0	0	0	-0.131226	1.042436	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pkn2	0.0286381083905481	-0.0308540731976677	0.0594921815882158	Q4: mC up/hmC dn	-0.0201926537339575	0.948429881621597	1133.98074342215	0	0	0	-0.077097	1.048771	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Fbxo28	0.0256836487118716	-0.0338044734793497	0.0594881221912213	Q4: mC up/hmC dn	-0.0518657058688609	0.696237410341993	674.411265481841	-1	0	1	-0.267201	0.668141	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ggnbp2	0.0249816236017014	-0.0344914223741295	0.0594730459758309	Q4: mC up/hmC dn	0.21793350826788	0.135355541543116	810.166019642527	0	0	0	-0.245726	0.282826	one_condition	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Hadhb	0.0326993490433051	-0.0267469303145348	0.0594462793578399	Q4: mC up/hmC dn	0.12434471484131	0.358170022673866	376.491828925275	0	0	0	-0.16081	0.48661	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Efcab15	0.0344780193291242	-0.0249598397648449	0.0594378590939691	Q4: mC up/hmC dn	-0.322283508872541	0.393425770252793	34.3095081622048	0	0	0	0.064707	-0.349833	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Arid4a	0.0315162268526972	-0.0279120374159794	0.0594282642686766	Q4: mC up/hmC dn	0.0530679787215152	0.819665843988391	1073.29307979194	0	0	0	0.029133	0.419298	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ppargc1b	0.0449874526043617	-0.0144406860381673	0.0594281386425289	Q4: mC up/hmC dn	0.0690613909699593	0.686238795582512	3789.31767597593	0	0	0	0.026244	0.280756	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Vars	0.0287884327794798	-0.0306390477565834	0.0594274805360633	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ptpre	0.0297564667195053	-0.0296446483872485	0.0594011151067537	Q4: mC up/hmC dn	-0.417719709309302	7.35169510185313e-06	918.421341519511	0	0	0	-0.016072	-0.101091	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gnpda1	0.0308579506821591	-0.0285346085840644	0.0593925592662235	Q4: mC up/hmC dn	0.00707910814165297	0.990701927936133	92.1556122984263	0	0	0	0.235044	0.730709	quantifiable	0	0	No Change	Other	1	0	MeCP2 Up Only	FALSE
Txndc9	0.0385059336716771	-0.020883212651588	0.0593891463232651	Q4: mC up/hmC dn	0.213907188063065	0.183095327302512	200.422295089884	0	0	0	0.127902	0.389673	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Olfr1280	0.0357348182337119	-0.0236216681074505	0.0593564863411625	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Sf3b3	0.0277903902168032	-0.0315559445808566	0.0593463347976598	Q4: mC up/hmC dn	-0.0881650388154191	0.600545338079011	683.034847827325	0	0	0	-0.38044	0.262641	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pcdhga10	0.0276281722592878	-0.0317151313503738	0.0593433036096616	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.060106	0.07842	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Aplp2	0.0373847465678799	-0.0219523008468437	0.0593370474147236	Q4: mC up/hmC dn	0.130844056706485	0.0778613103335308	5423.5137305815	0	0	0	-0.208317	0.421065	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Mff	0.0300992626818904	-0.0292360162359691	0.0593352789178595	Q4: mC up/hmC dn	0.117374595158499	0.276626750895413	807.231737941865	0	0	0	-0.32131	0.661215	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Ddx39	0.0261955969550438	-0.0331386211368576	0.0593342180919015	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Phb	0.0252412313374384	-0.0340926565625388	0.0593338878999772	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Epb41l4b	0.0362541834994309	-0.0230779971119247	0.0593321806113555	Q4: mC up/hmC dn	0.0514415984917511	0.743234607919164	4448.82982535485	0	0	0	0.209186	0.37734	quantifiable	1	1	Both	Active_Promoter	0	0	No MeCP2	FALSE
Psmc2	0.0315995857683067	-0.0277281990864686	0.0593277848547752	Q4: mC up/hmC dn	-0.00951836918600252	0.976205512067484	314.299314702547	0	0	0	0.144129	1.128126	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Med23	0.0300010852243314	-0.0293199356055405	0.0593210208298719	Q4: mC up/hmC dn	-0.0654195489829559	0.575077537349766	817.449740117846	0	1	1	-0.110114	0.901054	quantifiable	0	0	No Change	Other	0	0	No MeCP2	TRUE
4933434E20Rik	0.0261217667397065	-0.0331981074917725	0.0593198742314789	Q4: mC up/hmC dn	0.0386326555024493	0.900880742914785	231.419300270827	0	0	0	0.091128	0.389953	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Prdm4	0.0307590000441926	-0.0285442508294356	0.0593032508736282	Q4: mC up/hmC dn	0.0254868990147822	0.918962074512641	279.854572002042	0	0	0	0.200304	0.998296	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nsd3	0.0280190901679959	-0.0312808416878277	0.0592999318558235	Q4: mC up/hmC dn	0.0549286016663601	0.770068405613815	2303.32825723223	0	0	0	-0.234134	0.524268	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Limk2	0.0255067331414696	-0.0337874880612046	0.0592942212026741	Q4: mC up/hmC dn	-0.0315094016709771	0.884472671709706	774.399148331566	-1	0	1	-0.116895	-0.341836	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Spag1	0.0356343126345948	-0.023659266453417	0.0592935790880118	Q4: mC up/hmC dn	-0.162851692776162	0.287860627441785	871.743075040573	0	0	0	0.421526	0.696251	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Kcnt1	0.0387424408441965	-0.020537846263585	0.0592802871077815	Q4: mC up/hmC dn	0.0988145481280774	0.705609482320586	3313.55477694703	0	0	0	-0.293361	0.268392	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Asb3	0.0297132526386048	-0.029564569479882	0.0592778221184868	Q4: mC up/hmC dn	-0.0888747728885652	0.637423091838162	364.768814110564	0	0	0	0.04262	0.207501	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Daglb	0.0278471957577187	-0.0314292159040731	0.0592764116617918	Q4: mC up/hmC dn	-0.125426758308742	0.49927605220392	235.144497568974	0	0	0	-0.111621	0.260646	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Phf5a	0.0249124529642278	-0.0343371837880397	0.0592496367522675	Q4: mC up/hmC dn	-0.116280455822782	0.654070593564555	91.732738757881	0	0	0	0.009367	0.129075	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Gm45692	0.0320545038223851	-0.0271944832711484	0.0592489870935335	Q4: mC up/hmC dn	-0.0262422462620619	0.964534917109667	73.7168670756306	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ubn2	0.0299375934471745	-0.029304749415305	0.0592423428624795	Q4: mC up/hmC dn	0.0440046106406649	0.81961954621226	2562.84430153008	0	0	0	-0.262857	0.531081	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ints13	0.0324873581584841	-0.0267529817077435	0.0592403398662277	Q4: mC up/hmC dn	0.166214876693775	0.381549729909597	520.147395182044	0	0	0	0.059282	-0.198871	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Atp6v0e	0.0404229801829747	-0.0188016443918643	0.0592246245748391	Q4: mC up/hmC dn	0.13797068540617	0.411560285547535	421.677399218343	0	0	0	-0.090375	0.913797	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Kmt2c	0.0267618346930587	-0.0324493120335646	0.0592111467266233	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.164115	-0.374819	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rnf170	0.0251399463217427	-0.0340514111617946	0.0591913574835372	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.157344	0.537561	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Prr12	0.0301649567252819	-0.0290146360921557	0.0591795928174376	Q4: mC up/hmC dn	0.0168567730019771	0.964534917109667	910.290262111614	0	0	0	-0.249295	0.098824	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Map4k5	0.024103779047299	-0.0350670717911456	0.0591708508384446	Q4: mC up/hmC dn	-0.0124629331672672	0.965071463685914	734.145960729819	0	0	0	-0.263764	0.692477	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Snx6	0.0265305183612955	-0.0326369931041162	0.0591675114654117	Q4: mC up/hmC dn	0.0259217794343648	0.943695958891598	254.297916926773	0	0	0	-0.004111	1.057529	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Gnl1	0.0308988306314326	-0.0282598977548931	0.0591587283863257	Q4: mC up/hmC dn	0.0517420247148218	0.914762502762545	155.37000903584	0	0	0	-0.015764	0.364941	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ikbip	0.032290426885636	-0.0268549163068807	0.0591453431925167	Q4: mC up/hmC dn	-0.326368063663534	0.132077177792842	74.0248289659786	0	0	0	0.287663	0.468204	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Msh6	0.0315688046252034	-0.0275753734249797	0.0591441780501831	Q4: mC up/hmC dn	-0.0287165839816152	0.918962074512641	387.603227184989	0	0	0	-0.36687	0.522977	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tnk2	0.0291757740007657	-0.029946034023511	0.0591218080242767	Q4: mC up/hmC dn	0.106577633697319	0.516675563343489	969.784557361917	0	0	0	0.079256	0.580146	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Grb7	0.0404204483060912	-0.0186988940145045	0.0591193423205956	Q4: mC up/hmC dn	-0.508337799661788	0.0151191607031968	76.9491180444648	0	0	0	0.019485	0.048489	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mrpl21	0.0334243954559522	-0.0256708921565244	0.0590952876124767	Q4: mC up/hmC dn	0.0540807257397321	0.881138669253542	110.219961691274	0	0	0	-0.023707	0.247342	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Park7	0.0304336963437273	-0.0286546075917672	0.0590883039354945	Q4: mC up/hmC dn	-0.218401011580426	0.202330726049533	161.30485751373	0	0	0	-0.07478	0.343048	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Strip1	0.0318054658786104	-0.0272803637419625	0.0590858296205729	Q4: mC up/hmC dn	-0.0433546677082234	0.874727567068535	384.751054234116	0	0	0	-0.221939	0.508617	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pdpk1	0.0324129518210122	-0.026668966237011	0.0590819180580232	Q4: mC up/hmC dn	0.14546100313026	0.032534461049181	1268.60412376112	0	0	0	-0.255778	-0.070451	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Rbak	0.0297142499913482	-0.0293372278819782	0.0590514778733264	Q4: mC up/hmC dn	-0.276518720273184	0.119743470349798	109.788958734582	0	0	0	0.090685	0.715539	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Epb41	0.0298828156120758	-0.0291501080120788	0.0590329236241547	Q4: mC up/hmC dn	0.247629625586777	0.0185259228960795	8610.29807726477	0	0	0	-0.207928	-0.385452	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Dvl1	0.0376374200825356	-0.0213786397400318	0.0590160598225674	Q4: mC up/hmC dn	0.0464901751344594	0.922360278806241	375.861732665666	0	0	0	-0.367787	0.278873	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Alkbh5	0.0263528572909201	-0.0326246735794787	0.0589775308703989	Q4: mC up/hmC dn	0.0687961247644383	0.698921706746524	433.288270464488	1	1	0	-0.211282	0.310805	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Tbp	0.0333099820770252	-0.0256594057491602	0.0589693878261854	Q4: mC up/hmC dn	0.0809701074668732	0.677045067203675	647.572779868839	0	0	0	0.174263	0.562026	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Acin1	0.0290312844202777	-0.0299339377246413	0.058965222144919	Q4: mC up/hmC dn	0.0560092808543106	0.768149444378029	1004.39553192531	0	0	0	-0.220592	-0.046012	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Fxr2	0.0328833009818129	-0.0260796529697443	0.0589629539515572	Q4: mC up/hmC dn	0.0990199881165596	0.621065540987999	459.962679536036	0	0	0	-0.187832	-0.125878	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Hipk2	0.0260799868052485	-0.0328592346422044	0.0589392214474528	Q4: mC up/hmC dn	-0.0695899835258083	0.431361653365387	2279.721980475	1	1	0	0.092631	0.370981	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Adss	0.0294265060728737	-0.0295039575696556	0.0589304636425293	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Asxl1	0.0281271483055829	-0.0307928473774019	0.0589199956829848	Q4: mC up/hmC dn	0.160369917969161	0.121202084084851	815.223806692012	-1	0	1	-0.156411	0.551522	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Slc35e1	0.0358886173025987	-0.0230136303407984	0.0589022476433971	Q4: mC up/hmC dn	0.12941585160646	0.476578406879464	220.327515015047	0	0	0	0.122965	0.646243	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Fam57a	0.0284302990131776	-0.030462071582628	0.0588923705958056	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Trappc8	0.0331988727005555	-0.0256917107314674	0.0588905834320229	Q4: mC up/hmC dn	0.0267086212377465	0.891005810995745	1092.31349068002	0	0	0	-0.222502	0.500324	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Septin8	0.0360730526795914	-0.0228079997595329	0.0588810524391243	Q4: mC up/hmC dn	0.0428532839488706	0.82329878817483	2842.00604881502	-1	0	1	-0.019994	0.483235	quantifiable	2	0	Gained Only	Active_Promoter	1	0	MeCP2 Up Only	FALSE
Fgfr1op2	0.0338128376102241	-0.0250626215718343	0.0588754591820584	Q4: mC up/hmC dn	-0.11027575603705	0.522992845894791	484.323562355878	0	0	0	0.174682	0.783389	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Abcf3	0.0220189723878945	-0.0368535963264543	0.0588725687143488	Q4: mC up/hmC dn	0.143167722497681	0.537393501122924	278.596082720511	0	0	0	-0.21753	0.309485	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Dhx9	0.0260488379135323	-0.0328229245826735	0.0588717624962058	Q4: mC up/hmC dn	0.109505660934363	0.360562410866374	1010.40295663258	0	0	0	-0.203431	0.587496	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Apba2	0.0244755625869191	-0.0343883697663847	0.0588639323533037	Q4: mC up/hmC dn	0.137975940715981	0.341971281237971	4801.12740994434	1	2	1	0.004885	0.207699	quantifiable	9	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Uba6	0.0306156297129596	-0.0282453504045339	0.0588609801174935	Q4: mC up/hmC dn	-0.0499269875459069	0.881425178563977	605.462373811067	0	0	0	0.032637	0.984206	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rad17	0.0355195474065008	-0.0233142715235564	0.0588338189300571	Q4: mC up/hmC dn	0.0902076189278452	0.621190340580309	243.871711132821	0	0	0	0.271667	0.505908	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm20537	0.0336898218910432	-0.0251314390088717	0.0588212608999149	Q4: mC up/hmC dn	-0.197550989848473	0.496466709550363	94.6765468028135	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ddx56	0.0390038065317108	-0.0198082334640614	0.0588120399957722	Q4: mC up/hmC dn	-0.125603958485027	0.617316071323405	121.407874448364	0	0	0	-0.026114	0.065585	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ube2v1	0.0267346516625611	-0.0320752093799684	0.0588098610425295	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.089844	0.59993	quantifiable	3	0	Gained Only	Active_Promoter	0	0	No MeCP2	TRUE
Pias1	0.0275172983202329	-0.0312666686990241	0.058783967019257	Q4: mC up/hmC dn	0.162712565969734	0.120615222473764	1324.31269274076	2	2	0	-0.260384	0.162322	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Errfi1	0.0269458805510745	-0.0318279326377238	0.0587738131887983	Q4: mC up/hmC dn	0.116745318224292	0.452569166899558	280.136769928209	0	0	0	-0.043089	0.646642	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mkrn1	0.0277278002656298	-0.0310430758096494	0.0587708760752792	Q4: mC up/hmC dn	0.0555382675617316	0.77077349090711	438.978649351861	0	0	0	-0.226632	0.200691	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Wrap53	0.0294419012077518	-0.0293271982552659	0.0587690994630177	Q4: mC up/hmC dn	-0.203157444692009	0.357325810231187	82.999891073476	0	0	0	-0.015131	-0.250777	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Arhgap44	0.0302120612324626	-0.0285455098443683	0.0587575710768309	Q4: mC up/hmC dn	0.149578164630172	0.192987924742969	3615.72348675224	2	2	0	-0.209152	0.316192	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pank3	0.024017526420072	-0.0347395022972226	0.0587570287172946	Q4: mC up/hmC dn	-0.0421630150444511	0.836399115442593	458.768070615898	0	0	0	-0.102664	0.430377	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
2010300C02Rik	0.0268300132033841	-0.0319237676657997	0.0587537808691838	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Usp12	0.0368718031343894	-0.0218754073988282	0.0587472105332176	Q4: mC up/hmC dn	-0.0384333274472641	0.876360609471691	662.378736515849	0	0	0	-0.022931	0.699964	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Prkacb	0.0314458535981192	-0.0272954945769343	0.0587413481750536	Q4: mC up/hmC dn	0.202511231314194	0.00108285824750383	2306.4906932883	1	1	0	0.085865	0.886703	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dennd6b	0.0298740507898659	-0.0288517946101753	0.0587258454000413	Q4: mC up/hmC dn	-0.0123833488740249	0.982388264792856	460.552512033164	0	0	0	-0.037779	0.373926	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Lancl1	0.0263083358230354	-0.0324088964258927	0.0587172322489281	Q4: mC up/hmC dn	0.00273569519924364	0.99369620195026	445.031862794093	0	0	0	-0.175634	1.024446	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Smad4	0.0299429464984289	-0.0287593170786273	0.0587022635770562	Q4: mC up/hmC dn	0.0751480539638514	0.605342075009094	912.172840376665	0	0	0	-0.160717	1.002079	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Agt	0.0362914488054995	-0.0224094325030357	0.0587008813085352	Q4: mC up/hmC dn	0.21842185773124	0.437081853168909	147.979114107545	-1	0	1	0.177479	0.320053	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Avl9	0.0302982079321921	-0.0283906055460674	0.0586888134782594	Q4: mC up/hmC dn	-0.0981370960329912	0.399920403987155	533.281793747851	0	0	0	0.054045	0.604492	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pdcd5	0.0326286413194629	-0.0260579184325753	0.0586865597520382	Q4: mC up/hmC dn	0.108757772753015	0.757253117060357	60.7847449182156	0	0	0	-0.066215	0.324159	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Nt5c2	0.0328376145034445	-0.0258391588725184	0.0586767733759629	Q4: mC up/hmC dn	0.0758388243049265	0.667224637409654	1147.13098968112	0	0	0	0.076677	0.482186	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Cmklr1	0.0350357521654938	-0.0236379460835923	0.0586736982490861	Q4: mC up/hmC dn	0.583905563059252	0.0334960303571584	41.24009565859	1	1	0	-0.026658	-0.098141	quantifiable	2	0	Gained Only	Other	0	0	No MeCP2	FALSE
Prr14	0.0254818279654393	-0.0331863956665111	0.0586682236319504	Q4: mC up/hmC dn	-0.0163673427897452	0.969539982095972	230.944456451816	0	0	0	-0.015907	-0.012681	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rpl17	0.0389439258278739	-0.0197208124014135	0.0586647382292874	Q4: mC up/hmC dn	-0.072619712469497	0.824436779583894	243.380047302949	0	0	0	0.562586	0.762897	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
