gene	mc_diff	hmc_diff	combined_effect	quadrant	log2FC	padj	baseMean	net_atac	n_atac_up	n_atac_down	k119ub_gb_log2fc	k119ub_pr_log2fc	k119ub_gb_class	n_k27ac_gained	n_k27ac_lost	k27ac_status	chromatin_state	n_mecp2_up	n_mecp2_down	mecp2_status	loop_involved
Exoc5	0.0239306990712397	-0.0267012069623221	0.0506319060335618	Q4: mC up/hmC dn	0.103935618741783	0.633549685129235	570.657944545113	0	0	0	-0.093824	0.612113	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Pde3a	0.023220617159056	-0.0274077381994918	0.0506283553585478	Q4: mC up/hmC dn	-0.744294235213862	5.92678968485339e-07	858.615311482505	-1	0	1	0.162242	0.562183	quantifiable	0	2	Lost Only	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Map3k4	0.0232217063191867	-0.0273866209799151	0.0506083272991018	Q4: mC up/hmC dn	-0.0164356631381174	0.93619787764247	1674.30105488757	0	0	0	-0.294556	0.526383	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Secisbp2l	0.0237118714527883	-0.0268954616107906	0.0506073330635789	Q4: mC up/hmC dn	-0.0134877285356144	0.946319268695325	1211.64197940327	0	0	0	-0.111959	1.533169	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
2610507B11Rik	0.0269460853453114	-0.0236612264214491	0.0506073117667605	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Nfkb1	0.021771504871053	-0.0288348042868437	0.0506063091578967	Q4: mC up/hmC dn	-0.127339044556335	0.218205749392713	1213.57168668153	-1	0	1	-0.257836	0.767941	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	TRUE
Tmem161a	0.0241743204037834	-0.0264117582613203	0.0505860786651037	Q4: mC up/hmC dn	0.164388017388611	0.550216718367271	135.967232927353	0	0	0	-0.178964	0.315522	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Bphl	0.0307294906830439	-0.0198491105249297	0.0505786012079736	Q4: mC up/hmC dn	-0.159936657714825	0.553934571273785	396.840265366209	0	0	0	0.08204	0.758184	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Synpr	0.0242992024151635	-0.0262767772158975	0.050575979631061	Q4: mC up/hmC dn	-1.33943882766672	1.03871218512994e-15	1227.84525766758	-2	0	2	0.315752	0.934589	quantifiable	0	0	No Change	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Nqo1	0.0322840360156472	-0.018284258771881	0.0505682947875283	Q4: mC up/hmC dn	-0.221539264009832	0.762641686611718	18.561401542297	-1	0	1	0.449802	0.892932	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Rapgef6	0.0222922153619645	-0.0282740724786416	0.0505662878406061	Q4: mC up/hmC dn	0.0260330522770854	0.930770240107866	1861.67441603146	0	0	0	-0.168505	0.20618	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Rbm6	0.0247818242429265	-0.0257739836067515	0.0505558078496781	Q4: mC up/hmC dn	0.0295625907374156	0.933607346364618	1676.07506852984	0	0	0	NA	0.154799	no_signal	0	0	No Change	Other	0	0	No MeCP2	TRUE
Zfp672	0.0167679808814067	-0.0337650294845669	0.0505330103659736	Q4: mC up/hmC dn	0.130829440206608	0.273622908499767	352.577025396377	0	0	0	0.042223	0.27431	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Herc4	0.0253546830173202	-0.0251578462017651	0.0505125292190853	Q4: mC up/hmC dn	0.171248938027119	0.102389403796513	537.309479886301	0	0	0	-0.082378	0.671013	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nploc4	0.021847428493539	-0.0286490251780123	0.0504964536715514	Q4: mC up/hmC dn	0.0532619879089805	0.754547685666332	527.504464909219	0	0	0	-0.37478	0.326336	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Hibadh	0.0185184584332682	-0.0319383515734027	0.0504568100066708	Q4: mC up/hmC dn	-0.288657285854568	0.000713361329012314	732.19130173071	0	0	0	0.001156	0.861028	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gabpb1	0.0205791031076765	-0.0298601834345723	0.0504392865422488	Q4: mC up/hmC dn	-0.0265253433785611	0.90222609548616	703.136744606064	0	0	0	-0.237327	0.232378	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nol11	0.0281397975688836	-0.022287703985031	0.0504275015539146	Q4: mC up/hmC dn	-0.0160434009071119	0.963191218448038	172.802873898456	-2	0	2	-0.089374	0.280369	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
1700014D04Rik	0.0304041182838797	-0.0200162571357193	0.0504203754195989	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	NA	NA	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ubr3	0.0219673273717812	-0.0284529604326498	0.050420287804431	Q4: mC up/hmC dn	0.0927504794123584	0.402977911614952	2867.07797190919	0	0	0	-0.168248	0.86816	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rock1	0.0253748475619708	-0.0250371398855342	0.050411987447505	Q4: mC up/hmC dn	0.095627569053911	0.720856362766631	1404.27620328658	0	0	0	-0.078105	1.06996	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Chaf1a	0.0297033756114505	-0.0206940309930005	0.050397406604451	Q4: mC up/hmC dn	0.0416819559723696	0.961753631685525	28.1687907670849	0	0	0	0.158202	0.946847	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Prr12	0.0227731077090831	-0.0276174469940353	0.0503905547031185	Q4: mC up/hmC dn	0.0168567730019771	0.964534917109667	910.290262111614	0	0	0	-0.249295	0.098824	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Sqstm1	0.0221438738133131	-0.0282361546481381	0.0503800284614511	Q4: mC up/hmC dn	0.0510076328328576	0.862505311684381	470.667207422132	0	0	0	-0.018913	0.343405	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Slc12a9	0.0267994312934117	-0.0235805648859724	0.0503799961793841	Q4: mC up/hmC dn	0.0161094100836923	0.979415487980476	82.8118785809409	0	0	0	0.067589	0.285836	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Fkbp3	0.0241280541069893	-0.0262473933990623	0.0503754475060516	Q4: mC up/hmC dn	0.0577858769045655	0.842211829134506	306.220726000515	0	0	0	0.335555	0.53703	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Safb2	0.0231291466050013	-0.0272390297599726	0.0503681763649739	Q4: mC up/hmC dn	0.091801339199149	0.673003603214248	892.969720127546	0	0	0	-0.549241	-0.592051	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Rita1	0.0301526154693292	-0.0202102435900219	0.0503628590593512	Q4: mC up/hmC dn	-0.0793355895064933	0.894426396021053	29.3182166612981	0	0	0	0.029242	0.367385	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tmem175	0.0282273874281709	-0.0221271176331094	0.0503545050612803	Q4: mC up/hmC dn	0.165499116409438	0.141970857506173	339.607603394859	0	0	0	0.042266	0.046163	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Arhgef11	0.0247885464859317	-0.0255656628368359	0.0503542093227676	Q4: mC up/hmC dn	-0.0688271373356654	0.662433345161887	1474.76531785894	0	0	0	-0.002414	0.895277	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Pcca	0.0249798697620603	-0.0253685464347471	0.0503484161968074	Q4: mC up/hmC dn	0.0947273308209755	0.476741325574028	3458.17071350552	0	0	0	0.165589	0.231296	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Trim37	0.0240454448011436	-0.026295529664431	0.0503409744655745	Q4: mC up/hmC dn	0.000267293475038187	0.999037571426104	1348.08020049804	2	2	0	-0.174817	0.175994	one_condition	0	0	No Change	Other	0	0	No MeCP2	FALSE
Eif3e	0.02677891988856	-0.0235614056648657	0.0503403255534256	Q4: mC up/hmC dn	-0.00496979103285386	0.988556678379649	512.668988573083	0	0	0	-0.047616	0.889272	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Efcab2	0.0405442291335094	-0.00978996047250322	0.0503341896060126	Q4: mC up/hmC dn	-0.145214003305969	0.469736249114701	256.880399965777	0	0	0	0.740308	0.782316	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Nsmce2	0.0236012433258586	-0.0267285009126819	0.0503297442385405	Q4: mC up/hmC dn	-0.114004628828534	0.673511525524382	1450.04332128239	0	0	0	0.161907	0.969782	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Prdm4	0.0250999374730946	-0.025227137226245	0.0503270746993396	Q4: mC up/hmC dn	0.0254868990147822	0.918962074512641	279.854572002042	0	0	0	0.200304	0.998296	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Zmym2	0.0237630711329883	-0.0265610793102129	0.0503241504432012	Q4: mC up/hmC dn	0.142619342281096	0.432143493946048	1269.43858235056	0	0	0	-0.176763	0.399162	quantifiable	1	1	Both	Active_Promoter	0	0	No MeCP2	FALSE
Nr2c1	0.0252193799587641	-0.0251041350452897	0.0503235150040539	Q4: mC up/hmC dn	-0.178417279013697	0.190182091688992	439.484183305394	0	0	0	0.146467	1.077366	quantifiable	0	0	No Change	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Zscan25	0.0260694717540951	-0.024246865048568	0.0503163368026631	Q4: mC up/hmC dn	0.13916010203434	0.704163981506022	98.8485087723185	0	0	0	-0.088356	-0.097506	quantifiable	0	0	No Change	Other	0	0	No MeCP2	TRUE
Cyp2t4	0.0202952678549946	-0.0300000667842297	0.0502953346392243	Q4: mC up/hmC dn	0.212862682817606	0.503076802374788	70.7374740376626	0	0	0	-0.493171	-0.50799	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Fip1l1	0.0231050887044779	-0.0271651132959418	0.0502702020004197	Q4: mC up/hmC dn	0.0152461855219539	0.961934056460622	1121.64092789248	0	0	0	-0.218046	1.282869	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Mier3	0.0237268302278305	-0.0265412747163992	0.0502681049442297	Q4: mC up/hmC dn	-0.115132507315878	0.417345773850895	525.335113140846	0	0	0	0.277666	0.217216	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Atp6v1a	0.0272535629174515	-0.0230103707702311	0.0502639336876826	Q4: mC up/hmC dn	0.178437910663743	0.0899096094054692	1377.46985233969	0	0	0	0.163002	0.578219	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ola1	0.0193434894083252	-0.0309084521355507	0.0502519415438759	Q4: mC up/hmC dn	-0.168851415624131	0.18932514105689	766.320908257602	0	0	0	0.044082	0.946901	quantifiable	0	0	No Change	Active_Promoter	0	1	MeCP2 Down Only	FALSE
Arhgef2	0.0233016137372021	-0.0269402188286417	0.0502418325658438	Q4: mC up/hmC dn	0.177850858541247	0.183082131647988	976.298816828679	0	0	0	0.115557	0.315572	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nsd3	0.0242705924687548	-0.025968999431789	0.0502395919005439	Q4: mC up/hmC dn	0.0549286016663601	0.770068405613815	2303.32825723223	0	0	0	-0.234134	0.524268	quantifiable	2	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Sms	0.0369638645180956	-0.0132737597891504	0.050237624307246	Q4: mC up/hmC dn	-0.363602791710148	6.99847170741803e-05	549.244874698567	0	0	0	0.475999	0.474516	quantifiable	0	0	No Change	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Cdk5rap3	0.0264211527623603	-0.0237861509946903	0.0502073037570507	Q4: mC up/hmC dn	-0.27019932113203	0.498372768012716	33.5101407250079	0	0	0	0.233422	0.302516	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Als2	0.0382664649194646	-0.0119381694859791	0.0502046344054437	Q4: mC up/hmC dn	0.338893708680379	1.49168185273106e-05	3729.76800152823	0	0	0	-0.107846	0.408804	quantifiable	3	1	Both	Active_Promoter	0	0	No MeCP2	FALSE
Rad51d	0.0264338790313627	-0.0237582605274901	0.0501921395588528	Q4: mC up/hmC dn	-0.0924597107650088	0.724666283035005	155.794023064675	0	0	0	0.015523	0.261142	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tent4a	0.0362388478272337	-0.01394907128072	0.0501879191079537	Q4: mC up/hmC dn	-0.0522707712125634	0.773276481323774	737.850074900002	0	0	0	0.216418	0.605262	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Mylip	0.0230459549225605	-0.0271241537631678	0.0501701086857282	Q4: mC up/hmC dn	-0.286844941924717	0.0234193877197839	172.274789282374	1	1	0	-0.016056	0.390462	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Hikeshi	0.0326348291749312	-0.017527303758981	0.0501621329339122	Q4: mC up/hmC dn	0.173687756877384	0.386711684472687	142.389259005908	0	0	0	0.691285	1.01463	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Gm20605	0.0225355809047849	-0.0276084671546244	0.0501440480594093	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.244647	0.232013	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Pfkfb2	0.0288774553601985	-0.0212517862312476	0.050129241591446	Q4: mC up/hmC dn	0.119758629039457	0.763144827660788	64.9155727223798	0	0	0	0.027121	0.571489	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Vps39	0.0245801068654744	-0.025543189862221	0.0501232967276954	Q4: mC up/hmC dn	0.210138818976617	0.0714150478240097	554.829295022332	0	0	0	-0.331549	-0.086622	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Caml	0.0251664453779362	-0.0249505322042326	0.0501169775821688	Q4: mC up/hmC dn	0.0759317734869897	0.799398202938201	152.402248601951	0	0	0	0.6351	0.886699	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dph3	0.0256413956324226	-0.0244752158172872	0.0501166114497098	Q4: mC up/hmC dn	-0.0109258075210426	0.979987608784879	128.501293429612	0	0	0	0.278073	0.525923	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Grk5	0.0262807967712004	-0.02381344442487	0.0500942411960704	Q4: mC up/hmC dn	-0.10897907925596	0.738747392407329	911.667694427494	-2	0	2	0.272631	0.738445	quantifiable	0	1	Lost Only	Other	0	0	No MeCP2	FALSE
Polr3e	0.0200995885525709	-0.0299924335596552	0.0500920221122261	Q4: mC up/hmC dn	0.0365474099988689	0.899157395685584	313.179199763464	-1	0	1	-0.296794	0.62559	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Alg10b	0.0224054376558547	-0.027673203932585	0.0500786415884397	Q4: mC up/hmC dn	0.0820707754751462	0.731408769904261	199.433252870107	0	0	0	0.30844	0.712437	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Me2	0.0224741695921307	-0.0275998106030124	0.0500739801951431	Q4: mC up/hmC dn	-0.0223428355262761	0.94159553518096	375.750380758407	0	0	0	-0.066044	1.090175	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Acin1	0.024405675752085	-0.0256666314405419	0.0500723071926269	Q4: mC up/hmC dn	0.0560092808543106	0.768149444378029	1004.39553192531	0	0	0	-0.220592	-0.046012	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Rev3l	0.0251135266122541	-0.0249247367361266	0.0500382633483807	Q4: mC up/hmC dn	-0.0218753161654275	0.955930030076347	3157.32504755155	0	0	0	-0.095917	0.606069	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Orc5	0.0337130978723091	-0.0163177572746008	0.05003085514691	Q4: mC up/hmC dn	0.128181792855752	0.414415022308223	370.681332115601	0	0	0	0.933636	0.947793	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Msantd3	0.0283953343564961	-0.0216323602985448	0.0500276946550409	Q4: mC up/hmC dn	-0.128747618806041	0.716187906208135	132.334529388443	0	0	0	0.454177	0.566024	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Srpk1	0.0245603965615326	-0.0254634692435385	0.0500238658050711	Q4: mC up/hmC dn	0.124799431020566	0.215348226264397	566.989378445218	0	0	0	-0.283856	0.387478	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Sec16a	0.0294625479536591	-0.0205483917672585	0.0500109397209176	Q4: mC up/hmC dn	-0.0403796758015784	0.86949872889072	802.905751625516	0	0	0	-0.264809	-0.622153	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Cpe	0.023455697395078	-0.0265548907693908	0.0500105881644687	Q4: mC up/hmC dn	0.176950787665234	0.254140372456648	3846.84249762903	0	0	0	0.24628	0.631537	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Cmtr1	0.035872578952548	-0.0141378483094646	0.0500104272620126	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.046651	0.425295	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Dync1i1	0.0238006258552119	-0.0261948610880923	0.0499954869433042	Q4: mC up/hmC dn	-0.433768835362302	0.00307910432234599	4267.70357166831	-1	0	1	0.254905	0.613296	quantifiable	0	0	No Change	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Gm20521	0.0173637926373877	-0.0326293649640781	0.0499931576014658	Q4: mC up/hmC dn	-0.0167185777090527	0.982478913689633	37.2482624013342	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Arsk	0.0279067100771849	-0.0220784098435765	0.0499851199207614	Q4: mC up/hmC dn	-0.317411641812588	0.101286603000687	119.615720605226	0	0	0	0.498312	1.044029	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Gm29609	0.0234301564554263	-0.0265411688448274	0.0499713253002537	Q4: mC up/hmC dn	0.344356592557013	0.538068423042816	17.1958763059639	0	0	0	NA	NA	NA	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Nif3l1	0.0239673018094273	-0.0259823020065704	0.0499496038159977	Q4: mC up/hmC dn	-0.0434230417936188	0.914862035386516	96.2965240859381	0	0	0	0.169338	0.879241	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ing4	0.020117624967121	-0.0298296125980012	0.0499472375651221	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	-0.323851	0.07834	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Zmat2	0.0267489698561821	-0.0231650521310594	0.0499140219872416	Q4: mC up/hmC dn	0.0722449771463321	0.774764704370329	397.837578385192	0	0	0	0.012135	0.155892	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
H2-T24	0.0292724208784375	-0.0206390808283866	0.0499115017068241	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	NA	-0.226847	no_signal	0	0	No Change	Other	0	0	No MeCP2	FALSE
Cdk11b	0.0286408585006115	-0.0212667052078364	0.0499075637084479	Q4: mC up/hmC dn	0.124970084770663	0.628992007102535	87.4482067398371	0	0	0	-0.268328	0.299269	one_condition	0	0	No Change	Other	0	0	No MeCP2	FALSE
Tmem216	0.0195072429885395	-0.0303977254284002	0.0499049684169397	Q4: mC up/hmC dn	-0.2648400185808	0.355192441599946	46.0514655202922	0	0	0	0.054164	0.901079	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Snrpa1	0.0296741848726092	-0.020215687250747	0.0498898721233562	Q4: mC up/hmC dn	-0.0142906738126001	0.97856471895585	98.4412130678528	-3	0	3	0.026231	0.551153	quantifiable	0	0	No Change	Other	1	0	MeCP2 Up Only	FALSE
Leng1	0.0307124878245697	-0.019176777414153	0.0498892652387228	Q4: mC up/hmC dn	0.164919945343305	0.666207032082637	45.9929186851206	0	0	0	0.273158	0.630058	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Afg3l2	0.0225674908474149	-0.0273214341275247	0.0498889249749396	Q4: mC up/hmC dn	0.149747352619091	0.156714031326245	578.332213492074	0	0	0	-0.292992	0.640188	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Slc2a13	0.0282509658131905	-0.0216325374474269	0.0498835032606174	Q4: mC up/hmC dn	-0.0185875636084747	0.983482962902233	3869.56428314195	1	1	0	0.238883	0.476237	quantifiable	0	2	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Tfb2m	0.0272767659122667	-0.0226053385705417	0.0498821044828084	Q4: mC up/hmC dn	-0.181522036303554	0.323626411458186	128.649518847229	0	0	0	0.160778	0.632817	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Hivep2	0.0313221556315526	-0.0185543005340534	0.0498764561656059	Q4: mC up/hmC dn	0.0745908733407058	0.806175722659527	6036.26941927878	3	3	0	0.111134	0.027891	quantifiable	5	1	Both	Active_Promoter	2	0	MeCP2 Up Only	FALSE
Hacd3	0.0231727105524759	-0.0267033440292105	0.0498760545816864	Q4: mC up/hmC dn	0.084156114340831	0.587682224287961	745.817900061643	0	0	0	-0.24598	0.045403	quantifiable	1	0	Gained Only	Active_Promoter	0	0	No MeCP2	FALSE
Nfkbib	0.0325137325044658	-0.0173611450921688	0.0498748775966345	Q4: mC up/hmC dn	-0.158956492267865	0.577015452910611	69.7741277949466	0	0	0	-0.015385	0.271972	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Poglut3	0.0377028863306754	-0.0121584984310838	0.0498613847617592	Q4: mC up/hmC dn	-0.385230133509918	0.282196095530325	38.652993793389	0	0	0	0.37656	0.220337	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Aamdc	0.0283653255252326	-0.0214909952719378	0.0498563207971704	Q4: mC up/hmC dn	-0.226746526438239	0.365194347173097	108.608461515098	-1	0	1	0.16151	0.30582	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Dph7	0.0262507932904347	-0.0236011156787802	0.0498519089692148	Q4: mC up/hmC dn	-0.043392724831261	0.896035128477399	131.308556058402	0	0	0	-0.152405	0.256516	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Naa25	0.0251217325695187	-0.0247265044747151	0.0498482370442337	Q4: mC up/hmC dn	-0.0736370676620466	0.779628998643719	208.829703963803	0	0	0	-0.392664	0.039353	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Ctsb	0.0239027587155584	-0.0259303922687021	0.0498331509842605	Q4: mC up/hmC dn	-0.0101389847110881	0.981531496772842	1146.25395025531	1	1	0	0.086899	0.71072	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Tmcc2	0.0360520311111805	-0.0137688407753013	0.0498208718864818	Q4: mC up/hmC dn	0.0791868405581518	0.725233454307863	1165.11506220212	1	1	0	-0.009352	0.332523	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Fnbp4	0.0232059496221466	-0.0266021039018861	0.0498080535240327	Q4: mC up/hmC dn	0.136340168023246	0.20162966990364	1217.36448152457	0	0	0	-0.293343	-0.029515	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Fkbp8	0.023066875124076	-0.0267395159565821	0.0498063910806581	Q4: mC up/hmC dn	0.129624153354432	0.586358386057554	296.83907544745	0	0	0	-0.166128	0.301504	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Xrn2	0.0233539538525067	-0.0264379822912212	0.0497919361437279	Q4: mC up/hmC dn	0.126209502060039	0.301068485990724	1172.74599619732	0	0	0	-0.267096	1.024924	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ubr4	0.0266814070520358	-0.0231086281877212	0.0497900352397571	Q4: mC up/hmC dn	0.187304059345309	0.1786281573237	2921.58292019359	0	0	0	-0.459058	0.413026	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Smarce1	0.0276967031753174	-0.0220738750090522	0.0497705781843696	Q4: mC up/hmC dn	-0.150378631398324	0.221863110061796	522.053717742799	0	0	0	-0.15816	0.52018	quantifiable	1	0	Gained Only	Other	0	0	No MeCP2	FALSE
Ranbp3	0.024380270104496	-0.0253545589468577	0.0497348290513537	Q4: mC up/hmC dn	-0.0144612558589669	0.969548471058787	459.628378287743	0	0	0	-0.329834	0.270388	quantifiable	2	0	Gained Only	Other	0	0	No MeCP2	FALSE
Ranbp10	0.0241442942442026	-0.0255835408229053	0.0497278350671079	Q4: mC up/hmC dn	0.101546395192568	0.268606305148763	599.885307863387	0	0	0	-0.251173	0.560633	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Ube2a	0.0237340439553282	-0.0259856395147301	0.0497196834700583	Q4: mC up/hmC dn	0.0866080584798988	0.778123314786823	118.013688559124	0	0	0	0.00158	0.417274	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Fnip2	0.0307755994078974	-0.0189438092992762	0.0497194087071736	Q4: mC up/hmC dn	-0.0583571136022753	0.635239835216592	1658.52388439639	-1	0	1	0.276162	0.767901	quantifiable	0	1	Lost Only	Active_Promoter	0	0	No MeCP2	FALSE
Dvl2	0.0253596015120852	-0.0243417566115349	0.0497013581236201	Q4: mC up/hmC dn	0.0126478130819142	0.982388264792856	118.432281656102	0	0	0	-0.176073	0.322849	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Mgat4b	0.0260431303663264	-0.0236567139588404	0.0496998443251669	Q4: mC up/hmC dn	0.0424449709360316	0.868448648710017	483.45453493501	0	0	0	0.118195	0.351928	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Morc3	0.0244475407172638	-0.0252438957880737	0.0496914365053375	Q4: mC up/hmC dn	0.19071662790107	0.0850728920630137	510.927910124705	0	0	0	-0.188661	0.596432	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
Rgma	0.00989519677307549	-0.0397930161766757	0.0496882129497512	Q4: mC up/hmC dn	-0.135245277720938	0.605357944039724	452.931616604428	0	0	0	0.275432	0.212808	quantifiable	0	1	Lost Only	Bivalent_Promoter	0	0	No MeCP2	FALSE
Cops4	0.0225609067753468	-0.0271235313701295	0.0496844381454764	Q4: mC up/hmC dn	-0.0598276067926393	0.804551638454437	290.590322232384	0	0	0	0.033521	0.747119	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Alg11	0.026353961417958	-0.0233155330732503	0.0496694944912083	Q4: mC up/hmC dn	0.015934405973761	0.970133351835843	140.000665301817	0	0	0	0.135703	0.515369	quantifiable	0	0	No Change	Active_Promoter	0	0	No MeCP2	FALSE
Fdxacb1	0.0229264564199131	-0.026742234573716	0.0496686909936291	Q4: mC up/hmC dn	NA	NA	NA	0	0	0	0.380097	0.630839	quantifiable	0	0	No Change	Other	0	0	No MeCP2	FALSE
