gene	mecp2_mean_fold	mecp2_nearest_fdr	gb_log2fc	mc_diff	hmc_diff	chromatin_state
Zfp397	0.0595484864865111	0.862792603357593	0.188618	0.0423834860151293	-0.0371306898461035	Active_Promoter
Cxxc4	0.0591607575627564	0.172373290162439	0.89725	0.0572776699093182	-0.0359442032038692	Active_Promoter
Chml	0.0591107332655137	1	0.435816	-0.0220934381724596	0.011740333065152	Active_Promoter
Cfap70	0.0588891067423298	0.61554200805609	0.357198	0.00601826343972034	-0.00354595333799285	Other
Fbxl7	0.0588509475770351	0.887800561035748	0.356509	-0.00670813823072247	0.0154327487249407	Repressed_Promoter
Ccdc9b	0.058806706896686	0.914594208603407	0.114001	0.0439532539066972	-0.041230692764339	Other
Tead4	0.0587968615044885	0.841978765599717	0.098354	0.0201468527808033	-0.0190767540624572	Active_Promoter
Selenov	0.0587824000588907	0.801930924854227	0.016381	-0.0469465810863309	-0.0165551606762133	Repressed_Promoter
Snrpb2	0.0585360181684412	0.838971520357487	0.084356	0.0412203554529398	-0.0284279015040626	Active_Promoter
Lpcat2	0.0584567401641674	0.994572152267677	0.003568	-0.00646166581080232	0.00803457159573895	Repressed_Promoter
Snx33	0.0582836374647039	0.935089565101259	0.065004	-0.0205409252422057	0.0174817093290135	Repressed_Promoter
Hps3	0.0581527048832155	0.969364185202967	0.353644	0.0068672701841902	-0.0118217338997758	Active_Promoter
Mrln	0.0581449482550548	0.386678401060311	0.716652	0.0167061631128509	-0.0122610493039989	Other
Stc2	0.0579972975776059	0.913445480029583	0.313866	-0.0180745863160653	0.0222473367310106	Repressed_Promoter
Ccdc32	0.0579143039568347	0.923507335281562	0.458144	0.0361095521899581	-0.0168119781663141	Other
Tle2	0.05788446831247	0.681536000570926	0.367344	0.0953085132221649	-0.0410728306672903	Active_Promoter
Cacna2d3	0.0578654102749244	0.207029345321452	0.414071	-0.00827651999378276	0.01406258151114	Active_Promoter
Scd2	0.0576885536511589	0.961189793452947	0.29932	0.0920971237060903	-0.0298075736412426	Active_Promoter
Crtam	0.0576615169580067	0.0874119016659312	0.22672	0.0859873426242221	-0.0365348250037837	Other
Rarb	0.0575316442815133	0.81631084943857	0.262956	-0.00412126206027885	0.00879390981535216	Bivalent_Promoter
Rftn1	0.0571352687888469	0.416638813717972	0.290695	-0.00519562935180651	0.00742463257901982	Other
Tm7sf3	0.0569505664905654	0.694717043449913	0.36535	0.0222575359023837	-0.018200687438246	Active_Promoter
Smad7	0.0566732392223282	0.842626762083745	0.163101	0.0719927500017776	-0.0259764355015253	Active_Promoter
Trdmt1	0.0566655285854445	0.973761616560429	0.41098	0.0128935837038829	-0.00767391494977358	Active_Promoter
Fcsk	0.0565317749980972	1	0.297387	0.0508597621927914	-0.00608530749561845	Other
Noct	0.0563991340551198	0.986172406088244	0.064788	0.0401365556559611	-0.0372400440540005	Active_Promoter
Zfand5	0.0563905122030812	0.861309563912159	0.302693	0.0386199857673631	0.00444856290074427	Active_Promoter
Susd1	0.0561848263709063	0.995515904703367	0.544755	-0.0056903244381078	0.00621562192963804	Repressed_Promoter
Zfyve16	0.055972039056301	0.758661707491103	0.343983	0.0353937235352902	-0.0320219689114969	Active_Promoter
Paics	0.0556160658011369	0.74494291292391	0.551999	0.0356462529197485	-0.0272928420023596	Active_Promoter
Plxnd1	0.0555490668461597	0.00442454932152806	0.541639	0.0419240646183843	-0.00315082340866069	Other
Scrn1	0.0553259687606827	0.423043043193187	0.146738	0.0624226166693127	-0.0333423567531049	Active_Promoter
Myrfl	0.0551130385224246	0.987860967030388	0.777029	0.0233019160140967	-0.00417030584447989	Other
Lurap1l	0.0549312077207756	0.719021115976245	0.37518	0.0123115831894836	-0.000154117117090263	Active_Promoter
Polr3g	0.0548649110026004	1	0.547843	0.0185850906491485	-0.0164367221165407	Active_Promoter
Stk39	0.0547928275397146	0.484104286488693	0.258722	0.023929970261108	-0.0268725832933422	Active_Promoter
Snx10	0.0544969051985864	1	0.379526	0.053157200723351	-0.0498262125511378	Active_Promoter
Marchf11	0.0543625265473749	0.994051368278516	0.265611	-0.0180546042926948	0.0190858115422107	Repressed_Promoter
Plekha8	0.0543111516450076	0.858642153330718	0.007787	0.0380771947794121	-0.0314904036556751	Active_Promoter
Stard3nl	0.0542772715414732	0.53892982985819	0.542769	0.0840358021597285	-0.026620662245592	Active_Promoter
C1qtnf2	0.05419982191205	0.98617360975822	0.342093	-0.0126114569870316	0.00832370847807221	Other
Jmy	0.0538555471665832	0.890803344999115	0.212391	0.0611688405392184	-0.0483347902666714	Active_Promoter
Maml2	0.0538311969620967	1	0.30426	0.0439422835621666	-0.030897111934319	Active_Promoter
E2f6	0.0538058109383355	0.909938359816314	0.419973	0.0187966256855084	-0.0115036513539832	Active_Promoter
Tppp3	0.0536378041531805	0.984784101171906	0.708161	0.0471891013871394	0.0506723647842616	Active_Promoter
Cped1	0.0533701437461817	1	0.19114	-0.00423856121875443	0.00336543144233997	Repressed_Promoter
Nfe2l2	0.0533410138543789	0.9919428583616	0.167729	-0.0114237406620437	-0.0126635877308523	Repressed_Promoter
Magi1	0.0531698530003707	0.738684232857615	0.336657	0.0290424295289147	-0.0341607923765108	Active_Promoter
Map3k7cl	0.0531550560391086	0.971329215731391	0.494845	-0.0110029131547102	0.012196160745488	Repressed_Promoter
Cox7b2	0.053088199087744	1	0.006504	-0.00700654149505398	0.00233527026153334	Other
Dusp4	0.052918752932199	0.884162221285191	0.190094	0.0246720984632575	-0.040404628304544	Active_Promoter
Def6	0.0528279497500648	0.395984915452699	0.02488	-0.0261383653162024	0.003172684641954	Repressed_Promoter
Parp8	0.0527410715220308	0.896961617780417	0.201376	-0.00410055271705279	0.000417668765951534	Active_Promoter
Henmt1	0.0527104687371601	0.967930042763791	0.545915	0.0217293244396232	-0.00820358458490249	Other
Cdkal1	0.0526709027003517	0.965365537786414	0.344377	0.0124544442492741	-0.00865114744176682	Active_Promoter
Slc8a1	0.0523964792189832	0.236530906723321	0.372471	-0.00331379289642297	0.0108455928825341	Active_Promoter
Paip2b	0.0523389649658732	0.81510093787433	0.197729	0.0467687733755305	-0.0353430464889972	Active_Promoter
Pclo	0.0522148731779655	0.967854022103391	0.213355	0.0286213869376728	-0.0261404835485649	Active_Promoter
Iqcg	0.0522133579226068	0.759413983670998	0.020207	-0.00765125191018823	-0.00280473028682829	Active_Promoter
P2rx7	0.0522006051926189	0.93823289909892	0.399427	0.0150508866931919	-0.0026608542054945	Other
Hivep3	0.0521926787010511	0.697180897955655	0.182236	0.0445063948300863	-0.0154623832253404	Active_Promoter
Rint1	0.0520964785119167	0.985907688786525	0.017558	0.0169343598722156	-0.0176003581768557	Other
Sox5	0.0517893071332956	0.74921328037921	0.167178	0.00241505004232956	-0.00373719240983651	Repressed_Promoter
Bloc1s3	0.0517268037056171	1	0.564814	0.0561709685098834	-0.00647721313952224	Active_Promoter
Slc12a6	0.0516341666212818	0.968635204604738	0.268608	0.0434442926632306	-0.0396553987693931	Active_Promoter
Cdc73	0.0512548956719301	1	0.082989	0.00936187960531276	-0.0176489684325245	Active_Promoter
Kctd6	0.0511649942251634	0.97045791463334	0.989049	0.0976752226749464	-0.00135058217456097	Active_Promoter
Ildr2	0.0510839568454411	0.758588976662332	0.440045	-0.00816250423902143	0.00634978446937563	Repressed_Promoter
Exoc6	0.0509247659604398	0.871461864061228	0.061708	-0.00468295413085673	-0.0147101579962566	Repressed_Promoter
Emilin3	0.0509153894498835	0.284627965810285	0.584586	0.0600084300052574	-0.0338555695975425	Other
Bora	0.0508785938742263	0.839181434568867	1.048533	0.00983737184362099	-0.000664530766357141	Active_Promoter
Ezh2	0.0508466768355017	0.940655011603086	0.370035	0.012928010575625	-0.0140439954734958	Active_Promoter
Zfand1	0.0507854573131311	0.975988799369525	1.198092	0.0194254726835362	-0.0103293640156847	Active_Promoter
Grm1	0.0507423004435354	0.969160293199768	0.414111	0.0368707545121875	-0.0259482708834552	Active_Promoter
Rnf125	0.050709443378758	0.658665233477595	0.268713	-0.00991705399913134	-0.00292314246898259	Other
Pcdhgb2	0.0506984889310148	1	0.022603	0.0177558480584453	-0.0187563494909649	Active_Promoter
Myocd	0.0506886460738232	0.953655741217812	0.135314	0.010074397641027	-0.0103217159433745	Repressed_Promoter
Tmem63c	0.0505485981137132	0.902767475921642	0.089656	0.0605253527624333	-0.0317345068649304	Active_Promoter
5730480H06Rik	0.0504981681968178	0.890891891712874	0.103191	0.0137187572381992	-0.0163017606078511	Other
Poc5	0.0504649101696578	0.324656149289036	0.021669	0.0371448498007045	-0.0288847144940114	Active_Promoter
Atp6v1e2	0.0504607792853619	0.148071970480909	0.034529	-0.0277563772250324	0.0369560410347141	Repressed_Promoter
Pex12	0.0503650404144474	0.81555874716416	0.33126	0.0542499863055125	-0.0343379360372214	Other
Tomt	0.0499552346400321	0.861205144667209	0.591907	0.0225749095545544	-0.00828365401279257	Other
Prrg2	0.049939621832936	0.515607505989347	0.139747	-0.0301241915421872	0.0161272177815225	Active_Promoter
Cnnm1	0.0494903074556299	0.936530246953922	0.418178	0.0893341782706405	-0.0236579517376939	Active_Promoter
Zfp422	0.0494384805239114	0.823929021830766	0.246688	0.0241701960211997	-0.0229373839107462	Active_Promoter
Cat	0.0489297900311948	0.913182790286033	0.674295	-0.0110333681021572	0.0162756409630412	Active_Promoter
Usp21	0.0487595860246641	0.672585192177458	0.441623	0.0360601201377433	-0.0337873438691454	Active_Promoter
Cdk14	0.0487336258531416	1	0.215111	-0.0130705493778557	0.0076249412911224	Other
Faim	0.0486852976398906	0.875900691720251	0.553298	0.0376937815441825	-0.0181202128556474	Active_Promoter
Katnbl1	0.0485400944734902	0.83015392712047	0.347734	0.0297222046795647	-0.0266831852518981	Active_Promoter
Rwdd2b	0.0484435007210769	0.794045265742319	0.88237	0.0363784873066314	-0.00174803567638777	Active_Promoter
Arhgap28	0.0484046058094321	0.993715772222266	0.251825	-0.00683092618332914	0.0068834508464844	Repressed_Promoter
Akirin2	0.04836859089958	1	0.21675	0.0597170917525023	-0.0342008068617082	Active_Promoter
Thg1l	0.0483495427479596	0.815920367145722	0.748224	0.017639326261649	-0.00350805609807762	Other
Zfp90	0.0483432560525745	0.977609910639682	0.445922	0.020058160559607	-0.0175621062201391	Other
Fkbp14	0.0480989660611027	0.951484701864844	0.703336	0.0561453605321329	-0.0129666353701226	Active_Promoter
Adamts1	0.0480893066020506	0.969700330771391	0.526388	-0.0613766576354613	0.00125962184811619	Bivalent_Promoter
Naa80	0.0479159424663234	0.81484771311938	0.744825	0.0729478838133781	-0.0207166863509733	Other
Stmn4	0.0478922228823647	0.227112739965302	0.208383	-0.0554175782505237	0.023116251157334	Active_Promoter
Lrig1	0.0478760297159256	0.920781363912482	0.38378	0.059110951797504	-0.0376019475701025	Active_Promoter
Tbc1d31	0.0476999670385273	0.0132380431016751	0.562625	0.019954012483412	-0.00915138766243658	Active_Promoter
Abca9	0.0476701545277439	0.85769916317398	0.05234	-0.00587485343237437	-0.00246176059537045	Other
Pgrmc2	0.0476658802826912	0.530064733277535	0.393164	0.0591818562066178	-0.0380877541736744	Active_Promoter
Gas2	0.0476227014380975	0.949905400544086	0.040501	-0.0084504450370031	-0.0035796491416971	Other
Kctd12b	0.0472241057036411	1	0.021403	-0.0259302572685927	0.00742410433636159	Other
Reps2	0.0471037980907211	0.440348508990597	0.299986	0.0335545228067557	-0.0288876518663824	Other
Trim44	0.0470482538063218	1	0.289915	0.0756637648045773	-0.063745781917843	Other
Sash1	0.0467606018229564	0.786656762047835	0.102739	-0.0131444729980157	0.0130162488638218	Repressed_Promoter
Gfm1	0.0467237383399755	0.973671066790768	0.085596	0.00667445720135962	-0.0167114095235333	Active_Promoter
Pdha1	0.0466252277527585	0.9671415443427	0.059941	-0.0185287704276714	-0.0102964507944255	Active_Promoter
Tenm4	0.0465970028573219	0.808343887915266	0.201286	-0.00212151651208969	0.0364947249643622	Repressed_Promoter
Trmt6	0.0465882344571274	0.992725258960122	0.333727	0.0598960612173638	-0.0419911089077403	Active_Promoter
Mybphl	0.0461741195601613	0.711077670546327	0.205088	-0.0178436049391331	-0.00137668604521152	Other
Mterf2	0.0461614785399184	0.569619122798223	0.323804	0.0498908283689654	-0.0488966914450819	Other
Rrm2b	0.0460195756714243	0.86582295133205	0.26229	0.0111404587432966	-0.00874244639487191	Active_Promoter
Ostc	0.046000013186404	0.96588602284295	0.523816	0.0394542612026108	-0.0348008070056941	Active_Promoter
Dpy19l1	0.0459399130352251	0.58291808251715	0.135621	0.0124268294345211	-0.00861915028818436	Other
Fam221a	0.0458489037455877	0.637736909694075	0.218504	-0.0141751230933586	0.000770705635530222	Other
Dynlt3	0.0458400794983667	0.991995289887788	0.349103	0.0428182667076878	-0.0315581600072447	Active_Promoter
Arid1b	0.0456399017194216	1	0.072436	0.0479513538422094	-0.0228811533422355	Active_Promoter
Zfp583	0.0456175499064893	0.97941339255032	0.135265	0.0129722534086557	-0.0176216444427817	Other
Tiam2	0.0454042522072115	0.861893143751661	0.207041	0.00608751127052887	-0.00919079365255689	Other
Fndc3b	0.0453879912447943	0.884650862697496	0.172276	-0.016633932159554	0.0113626087895857	Repressed_Promoter
Tpmt	0.0452384380267077	0.79318363791189	0.207328	0.00987329126442982	-0.00501931632068935	Active_Promoter
Dock1	0.0452117677319618	0.91579198130947	0.111858	-0.0149521041645696	0.0204979008437366	Repressed_Promoter
Prpf38b	0.0450932209219193	0.944395119517223	0.429057	0.0362422921874828	-0.0222514917565512	Active_Promoter
Cfap43	0.0450650319208079	0.798220190040574	0.118668	-0.00562260354458033	0.00212513070680216	Other
Ube2d1	0.0450568144025544	0.982376445933141	0.064951	0.0259166523391597	-0.0250872012250299	Active_Promoter
Galnt17	0.0449871387658628	0.532794639940795	0.019014	0.0445118121734769	-0.0406547092976041	Active_Promoter
Slc16a6	0.0448357350585343	0.973998455419324	0.22902	0.0521691861417423	-0.0384168766587358	Active_Promoter
Tnfrsf21	0.0447477124817519	0.908283335002356	0.103181	-0.0128438656992897	0.0105841790885337	Active_Promoter
Pik3r3	0.0446723721168408	0.753788847358922	0.358865	0.0091159211225797	-0.0211016598444188	Active_Enhancer
Rras2	0.0446510643314568	0.914885015092097	0.038749	0.018031911535999	-0.0199078432767352	Active_Promoter
Orc5	0.0446389197770535	0.871693603573944	0.933636	0.0337130978723091	-0.0163177572746008	Active_Promoter
Znhit3	0.0445972480042108	0.796200327886103	0.225829	0.0443274863955794	-0.0285198241485805	Other
Prxl2b	0.0444179096981995	0.573371819934953	0.106127	0.215503293571978	-0.0451903607472336	Active_Promoter
Rasa1	0.0441104902554295	1	0.194895	0.0615195908410833	-0.0502848409137844	Active_Promoter
Tmem135	0.0441048574974516	0.96665595600429	0.322724	0.0235100016863466	-0.0167156023597897	Active_Promoter
Syne1	0.0440787199863879	0.0431305485799127	0.053222	0.0535617198947247	-0.0300868292799876	Active_Promoter
Pex2	0.0440294592803945	0.876800656583306	0.602494	0.0345919886870473	-0.0179947318541391	Active_Promoter
Cdk6	0.0439343249176972	0.894658900563037	0.340118	-0.0142844191777848	0.00946878917569724	Repressed_Promoter
Zfp36l1	0.0439047102910179	0.794087257440264	0.176794	-0.0844515161915528	-0.0144582036834024	Repressed_Promoter
Uqcr11	0.0436443991850772	0.997148822898629	0.006546	0.0357358544260843	-0.0322900714639817	Other
Yipf4	0.0435899401195279	0.852130455839199	0.17755	0.0573853405443717	-0.0420062112188568	Active_Promoter
Rabggtb	0.0434841185367983	0.825555049140413	0.007143	0.0275906832125751	-0.0235909231740513	Active_Promoter
4833439L19Rik	0.0433385974978133	0.878141559281695	0.205774	0.0930258982587455	-0.0486476853795895	Active_Promoter
Hopx	0.0432870791271061	0.89696413201755	0.487776	-0.0265678479101488	0.013700116225758	Repressed_Promoter
Col15a1	0.0431875932899593	0.951660859212436	0.138924	-0.0124596915509902	0.038079063609615	Repressed_Promoter
Tspan9	0.0430219210076645	0.783322452002246	0.284337	0.042844546027255	-0.000353938219280814	Active_Promoter
Dennd2c	0.0425540345729276	0.96331016722345	0.091065	-0.00857948802684028	0.00577051626055618	Repressed_Promoter
Pip4k2a	0.0422627796369601	0.71685012616043	0.175558	0.010104803577795	-0.0140656996339698	Active_Promoter
Gfra2	0.0422398787647905	0.483835202337552	0.533745	-0.0181633541356993	0.0256214263983674	Repressed_Promoter
Capn8	0.0421463298624982	0.995301403868097	0.072617	-0.0176565257077548	0.0263584491650065	Repressed_Promoter
Pik3ap1	0.0420825962779447	0.825480769345318	0.05985	-0.00863047340526146	0.0122876564154689	Repressed_Promoter
Pibf1	0.0419942418639315	0.889587598764571	0.054098	0.00959982242051005	-0.0121464221182073	Active_Promoter
Ccdc146	0.0419519265742621	0.852096451736876	0.288828	-0.00901437969271102	0.00531424009155754	Repressed_Promoter
C1galt1c1	0.0418341703051864	0.838666816614289	0.527902	0.0474875993269586	-0.0479683979562467	Other
Scgb1b12	0.041825473691643	1	0.269572	0.0390841784172672	-0.00120222054576875	Other
Vgll1	0.0418119655789144	1	0.32496	-0.0191361275897458	0.00240995362268467	Other
Mief1	0.0416725229781691	0.790331237450912	0.03188	0.0454168392508534	-0.0395230925656643	Other
Slc25a38	0.0415821846235433	0.862630851476887	0.13025	0.020552424673356	-0.00959731351680534	Other
Tns3	0.0414476316052846	0.987680795126533	0.151532	0.0145430715593854	-0.0173163265831221	Other
Peg10	0.0412240548523218	0.993241635984866	0.362546	0.0116350865509486	-0.00494769342370684	Active_Promoter
Echdc1	0.0411429582621653	0.726983469152639	0.295021	0.0231546701814446	-0.0207769236624553	Active_Promoter
Mab21l3	0.0410513626109198	0.945845875416957	0.061831	-0.00850504183864309	0.0010382843715698	Other
Smarca2	0.0410439322863049	0.790950855743236	0.086495	0.0455322715002487	-0.0419436328208364	Active_Promoter
Trim45	0.0409466214208148	0.998416248749102	0.245987	0.0124439207902027	-0.0118647954353079	Other
Spred1	0.0408067990951969	0.143862615953746	0.242525	0.076315142391121	-0.0641347033478054	Active_Promoter
Abca1	0.0407895106087286	0.334487391744763	0.475387	0.0165599599404187	-0.0170696316388962	Active_Promoter
Golim4	0.0407391852399717	0.798968147671338	0.342031	0.0247517841030807	-0.0344900581969411	Active_Promoter
Sphk2	0.0406783988453561	0.51174533234055	0.066106	0.0436200296530015	-0.0392227574963863	Other
Bace2	0.0404638189077157	0.97045791463334	0.414091	-0.0110118078627656	0.0167291638018344	Repressed_Promoter
Creb5	0.0404379184627779	0.989604114700237	0.175761	0.00255829237204874	-0.00346496366042673	Other
Fam184a	0.0404280970534147	0.0308231893166728	0.389385	0.0533299701388465	-0.0385052998735221	Active_Promoter
Fscn3	0.0403369781701898	0.877953337922608	0.562609	0.017639258928759	-0.00607030881915968	Other
Pcdhga8	0.0402908670558011	0.84948107644475	0.048944	0.0192784502260214	-0.0213038672606278	Active_Promoter
Iqgap3	0.0402405088494369	0.207045525405026	0.117327	-0.00750041517078126	0.00157644154541636	Other
Ppfibp1	0.0401765482790995	0.986172406088244	0.091769	-0.00837166981599169	0.0029976844461236	Other
Gadl1	0.0400004073757811	0.977264713667176	0.024512	-0.00620503209658863	0.00640987361843354	Repressed_Promoter
Gm8439	0.039842799951187	0.826616011427148	0.496555	0.0558500844068861	-0.0311626632242749	Other
Hs6st1	0.0397202837360573	0.692903910762681	0.012772	0.0472498334048714	-0.0363176357161295	Active_Promoter
Sgce	0.0395692451811234	0.144875508178114	0.011421	0.00548121518750044	-0.0104390815722341	Other
Actr6	0.0394778902357378	0.731412147180378	0.188274	0.0151584161461749	-0.0182856394457074	Active_Promoter
Frmd6	0.0394416021389143	0.781125798492886	0.460863	0.0598975486078284	-0.0211127496608987	Active_Promoter
Vps50	0.0394110642231409	1	0.072321	0.0267221802082589	-0.0253484356016587	Active_Promoter
Tmem170b	0.0391372632525005	0.908458443905731	0.111989	0.0408113853590938	-0.0338878754480239	Active_Promoter
Arid5b	0.0390691863411492	1	0.242888	0.0416930480786474	-0.0454461341796815	Active_Promoter
Dach2	0.0390528688615295	0.970122421613043	0.017403	-0.00880635034674448	0.0056161846645777	Repressed_Promoter
Eci2	0.0388664044743949	0.854555503869506	0.330533	0.00835944915051212	-0.0167447383218449	Other
Tmem80	0.0387950273023525	0.875956654831633	0.289748	0.0411891256053376	-0.0343941891364486	Other
Hars2	0.0387800650103758	0.990191541011106	0.079713	0.0217787160695093	-0.0219531903014538	Active_Promoter
Mesd	0.0387493485102044	0.98231052698012	0.641234	0.0420333048433783	-0.0076715580483753	Active_Promoter
Creb3l2	0.0387034271153715	0.839707865603154	0.161746	-0.0147583520585197	0.000781371627698063	Repressed_Promoter
Pus7l	0.0386819804789531	0.91137898317025	0.394928	-0.00629794558969976	0.00290978206859209	Active_Promoter
Sorcs1	0.0386508458742319	0.967818455634166	0.072606	-0.00628988944970577	0.0113159531581928	Repressed_Promoter
Nop16	0.038461399859571	0.928270117439043	0.160984	0.0230585898220835	-0.0112295183636255	Active_Promoter
Stat2	0.0382980030612739	0.93823289909892	0.489789	0.0769814949234564	-0.035417006967778	Other
Pus7	0.0381421820620296	0.684098845492363	0.069009	0.00659408906456416	-0.0124619708026167	Other
Wdpcp	0.0380622179406468	1	0.081542	-0.00581453879178317	0.00830481286032772	Active_Promoter
Prkag2	0.0380229610068026	0.912595907735215	0.359422	0.033655744530503	-0.0155810030844806	Bivalent_Promoter
Gramd4	0.0379915008736685	0.934363682241214	0.194711	0.0710708911915655	-0.0282606139298069	Active_Promoter
Nrg3	0.0378420164749042	0.934868470850581	0.364614	0.0127350488293555	-0.00867672649033875	Active_Promoter
Copz1	0.0376951246661338	1	0.039542	0.0144539746973199	-0.0254431738146236	Active_Promoter
Nsun6	0.0376808461620134	0.863397178587176	0.691396	0.012531138145792	-0.00980579282298075	Active_Promoter
Sema6a	0.0376139411904719	0.672970858759501	0.307214	0.0412665388938661	-0.0295925513995566	Active_Promoter
Krt7	0.0375728526852548	0.633608043029327	0.122853	-0.0253108416522347	0.0260273255223392	Repressed_Promoter
Fgfr2	0.037526428790038	0.929735702250027	0.010206	0.0109067533701056	-0.0042557321839638	Other
Tpi1	0.0375249302714782	0.844900790617503	0.115605	0.0434496440237628	-0.0038057693283943	Active_Promoter
1700025G04Rik	0.0374180470281871	1	0.256093	0.0628224610672886	-0.0327439834859851	Active_Promoter
Churc1	0.0374161781609942	0.896961617780417	0.545953	0.0387370497561181	-0.0254762591012772	Other
Pml	0.0373780219027569	0.9735882452237	0.085535	0.0239653941348392	-0.0187500244028923	Other
Smap1	0.0373603318971852	0.883385522132253	0.388811	0.0631072251684086	-0.0464395491946752	Active_Promoter
Rimklb	0.0373398886090359	0.955694089939656	0.143689	-0.0136654064852961	-0.000361861945201075	Repressed_Promoter
Ggact	0.0373296748390887	0.834555100469209	0.649315	0.050434746782189	-0.00829984953500981	Active_Promoter
Paqr8	0.0373123081844973	0.601205545034638	0.648974	0.0948681385636401	-0.0453322485898978	Active_Promoter
Cpa2	0.0372625965789669	0.804071596441643	0.902985	0.0292095656906571	-0.00324212602510848	Other
Tspan18	0.0372247640229667	0.972700483574752	0.312171	0.0448673507964321	-0.0252879756980259	Active_Promoter
Scube2	0.0371818200025174	0.434949984253294	0.565948	0.00726574267127522	0.00399529046717417	Other
Tmem60	0.0371612956032999	1	0.50833	0.0456391256610706	-0.0478417401529817	Active_Promoter
Rassf4	0.0371345300140788	0.887819303855438	0.121324	-0.00926261605722467	-0.00162897077135069	Repressed_Promoter
Mboat4	0.0369338037788453	0.852508595868697	0.571392	-0.0378432938243144	0.00273257798758927	Other
Gpr87	0.0369301666215608	0.808931112002695	0.494743	0.0468752727478792	-0.0460536151165835	Other
Mrpl1	0.0366346656907621	0.687508670270938	0.118033	0.0269621488668914	-0.0212305095583604	Active_Promoter
Nell2	0.0365997502755402	0.820332569750258	0.293086	0.0283853419243166	-0.0252994402202367	Active_Promoter
Olfm3	0.0365964419364476	0.942076516571615	0.394358	0.0378896915003627	-0.0298127261575563	Active_Promoter
Xrcc5	0.0362312445723	0.889840066607996	0.156864	0.00541971173673428	-0.00437618282296544	Other
Marveld1	0.0360736400030245	0.93823289909892	0.618544	0.0339867718625679	-0.0354311836362695	Other
Ly6g6d	0.0359314259722241	0.847836737445627	0.516841	0.123788647722172	-0.0149243149454066	Other
Cited4	0.0359114941751316	0.838375020992333	0.086004	0.323698669751301	0.170127241179873	Other
Cep57l1	0.0359002227732525	0.810394399846495	0.101398	0.00564041149023176	-0.0132374299772391	Active_Promoter
Smim20	0.035894074816459	0.882874961626698	0.466194	0.0654816122189436	-0.0144267748194667	Other
Dhx32	0.0358586136646695	0.949807853344867	0.188656	0.0708322514064931	-0.0244193748925094	Active_Promoter
Pnpla3	0.035788098066844	0.840871559856668	0.162388	0.0169747971061001	-0.0106531776745539	Active_Promoter
Fitm2	0.0357738332952257	0.821223539064592	0.481049	0.0363310228368207	-0.025474316797194	Active_Promoter
Fam118a	0.0357352610662161	0.955041289839279	0.041819	0.0113262122754514	-0.013332241805638	Active_Promoter
Tmem192	0.035715931030416	0.862461645619735	0.282404	0.0128577510356943	-0.0139945479727066	Active_Promoter
Ackr3	0.0357013759365172	0.94631151783272	0.370947	-0.0223230040380157	-0.00349202589285658	Repressed_Promoter
Cenpb	0.0354811768012514	0.737721621763679	0.377444	0.0498999325472668	-0.0278473189669904	Active_Promoter
Sertad1	0.0354422690505431	0.575302314885663	0.247058	0.0305693852755914	-0.0387054867504011	Other
Angptl1	0.0353079221973625	1	0.054143	-0.0100336454050625	-0.0091086186963919	Other
Scg3	0.0349772558794828	0.730440487307735	0.064032	0.0398944158791623	-0.032343907049865	Active_Promoter
Acaa2	0.0349770666745492	0.880110389445258	0.192497	-0.0221259729134797	-0.00298300971538999	Active_Promoter
Vat1l	0.0349353664010746	0.942555539898194	0.250243	0.0142582408902593	-0.0104595810937508	Active_Promoter
Pcdhga6	0.0348775124581942	0.888813059696785	0.032249	0.0193217854922969	-0.0196342806520998	Active_Promoter
Pcolce2	0.0346811125602349	0.95312662971345	0.084713	-0.0061110030132826	-0.00823127529573757	Other
Nek3	0.0346236957779839	0.9627458555148	0.258774	0.0128770718475758	-0.0139843072213946	Other
Gfod2	0.0345650235566123	0.891510468304928	0.060994	0.0182434558317446	-0.0218702901307087	Other
Elavl2	0.0344102397868757	0.0839829047132345	0.436714	-0.0203946671978468	0.00462078034640387	Bivalent_Promoter
Msantd2	0.0344020864996522	0.934941898617568	0.315071	0.0772282110668445	-0.0444139541784741	Active_Promoter
Trim23	0.034368910167967	0.970364889885807	0.255266	0.0271415680507662	-0.0251931376143447	Active_Promoter
Homer1	0.0343379527463678	0.822405496574506	0.653191	0.0534954567597763	-0.0251927652609254	Active_Promoter
Sgsm2	0.0341721040893544	0.68712206049135	0.179902	0.0119181990100727	0.0062245948025968	Active_Promoter
Cables2	0.034120012145953	0.906698521332978	0.150716	0.0326207615272786	-0.0278091815181833	Other
Vamp4	0.0340794888565463	0.945840294879365	0.034413	0.0268779944770854	-0.0287089271997789	Active_Promoter
Dus4l	0.0339777679166232	0.861644573469526	0.928622	0.0272265091108496	-0.0149333958515313	Active_Promoter
Ugcg	0.0339029408266521	0.953353409682677	0.173914	0.0278784782850019	-0.0340134889666286	Active_Promoter
C1qtnf9	0.0338485547271357	0.657634824337252	0.726487	0.0264671996409787	-0.0107393142762562	Other
Ttll5	0.0338307992043654	0.916330819643125	0.00734	0.006297512980183	-0.015877111975273	Active_Promoter
Umps	0.0337851292186495	0.861644573469526	0.13711	0.0411811469027612	-0.0424298060705642	Active_Promoter
Pdcd6	0.0337650619551374	0.604001108923596	0.146996	0.0164256564080472	-0.0187909693013106	Active_Promoter
