gene	mc_diff	hmc_diff	mc_q	hmc_q	combined_effect	n_atac_up	n_atac_down	net_atac
Ankrd11	0.0312015083517073	-0.0264092405875322	1.66621649037472e-23	1.10527259337721e-18	0.0576107489392395	0	0	0
Pkia	0.0276318766511397	-0.0299665472219683	1.50429134318212e-06	1.59616879412888e-08	0.057598423873108	0	0	0
Psmb1	0.0293622830746652	-0.028232506301034	0.000451693593911707	1.34809961356784e-06	0.0575947893756991	1	0	1
Prdx1	0.024940777149283	-0.0326482090540432	0.0366283436096351	9.48246567295601e-07	0.0575889862033262	0	0	0
Zfp39	0.0297058807863444	-0.0278660570988652	4.82451529744974e-05	4.27417273566016e-08	0.0575719378852096	0	0	0
Smc6	0.0278215881572692	-0.0297489931312185	3.13750396252349e-08	2.11133331560981e-16	0.0575705812884877	0	0	0
G3bp2	0.0287436479040313	-0.0288235653065291	7.51261402772517e-06	2.27615102592978e-08	0.0575672132105604	0	0	0
2610507B11Rik	0.0333899764329162	-0.0241683657172118	6.80243087569399e-08	1.25361188297672e-07	0.057558342150128	0	0	0
Ghitm	0.0384391039395389	-0.0191184998283932	0.00021712584324475	0.00842196669760549	0.057557603767932	4	0	4
Nav2	0.0341599047138496	-0.0233883817302443	2.43644351415912e-115	2.33658983491692e-68	0.0575482864440939	0	2	-2
Tmem130	0.0254661114006657	-0.0320809692584016	0.000480024299523654	6.29341346857371e-11	0.0575470806590673	0	0	0
Prdm2	0.0235463848831379	-0.0339927962007996	3.16664059451562e-10	8.00234685866394e-29	0.0575391810839375	0	0	0
Rbm48	0.0294467944881229	-0.0280847837659812	0.00925711680825651	0.00108824306079026	0.0575315782541042	0	0	0
Nprl3	0.0370579258962509	-0.0204545184387364	1.68635576136098e-08	0.000109403943624216	0.0575124443349873	0	0	0
Uso1	0.0277264894508039	-0.0297715320975463	3.57197943648489e-13	6.07526102326007e-25	0.0574980215483502	0	0	0
Tbc1d22a	0.0373993621317765	-0.0200977751468723	3.66928245599579e-57	2.02971045708304e-21	0.0574971372786488	4	5	-1
Sgta	0.0316789217322522	-0.0258030216756175	0.00152043686851285	0.00137506813135146	0.0574819434078697	0	0	0
Vti1b	0.0318283553151549	-0.0256515099929143	0.000698527348386841	8.91734389987365e-05	0.0574798653080692	0	0	0
Hars	0.032820300428073	-0.0246536714251232	1.23976065628547e-05	5.16351929788284e-06	0.0574739718531963	0	0	0
Eed	0.0432189483013155	-0.0142536801302107	1.88309265056443e-08	0.021768280242786	0.0574726284315262	1	0	1
Zfp131	0.0282095503315903	-0.0292508710769758	0.000465074323896261	7.94668749968386e-06	0.0574604214085661	0	0	0
Cst7	0.0285170319052543	-0.0289186325863342	0.0488142943562089	0.00123240302976603	0.0574356644915885	0	0	0
Capzb	0.0271563119705864	-0.0302265844388506	7.93525984438013e-12	1.26128787899764e-17	0.0573828964094371	0	0	0
Zfp26	0.0301671688302473	-0.0272145262843196	2.56994482855406e-05	4.26815991708097e-06	0.0573816951145669	0	0	0
Trim27	0.0348073608469742	-0.0224689476629411	0.000488734287550212	0.00028283816410575	0.0572763085099153	0	0	0
Lrrc14	0.0400518544728079	-0.0172012797484707	0.00493188543988436	0.042042611538459	0.0572531342212786	0	0	0
Ydjc	0.0275070569143092	-0.0297286054142153	0.0146347734032925	0.000621762640344324	0.0572356623285245	0	0	0
Scaf1	0.0280222500407352	-0.0292051958714965	3.35305950412809e-05	3.59004861627889e-09	0.0572274459122317	0	0	0
Capza1	0.0289493001946509	-0.0282407072449041	2.52241079903996e-05	1.26941197122919e-06	0.057190007439555	0	0	0
Prpf40a	0.030250197238294	-0.0269169904207139	1.9459744919777e-08	3.42987153624208e-09	0.057167187659008	1	0	1
Stard3	0.0371856635899133	-0.0199537026682948	6.4383662925821e-05	0.00412562701028581	0.0571393662582081	0	0	0
Pus3	0.0379598322316685	-0.0191312106600637	0.00166391695630357	0.0068070899344632	0.0570910428917323	0	0	0
Pik3c2a	0.0255203652196117	-0.0315589201905412	3.32916513884452e-10	1.72260911814397e-20	0.0570792854101529	0	0	0
Ppp2r5a	0.0234568801283928	-0.0336213513712378	2.23479067858254e-07	2.7801445460006e-28	0.0570782314996306	0	0	0
Snx1	0.0303887937260325	-0.0266887302146902	1.30264893803602e-06	1.59672118670228e-10	0.0570775239407228	0	1	-1
Diaph2	0.0267664490630978	-0.0303088223337823	9.11522572557808e-26	2.16449115829544e-120	0.0570752713968801	0	2	-2
Tmed8	0.0222392736724604	-0.0348331683155855	0.000524081582831936	2.89439224954439e-12	0.0570724419880459	0	0	0
Afg3l2	0.0257287606221106	-0.0313378387491903	2.8901566138062e-07	1.91735374917072e-16	0.0570665993713009	0	0	0
Sbf1	0.0296106506551087	-0.0274527044682249	0.00051615110049888	0.000149240286056434	0.0570633551233336	0	0	0
Plxdc2	0.0299679119050953	-0.0270951851824915	2.04885216187676e-44	2.67314390328221e-53	0.0570630970875868	0	1	-1
Brinp2	0.0331210533438919	-0.0239306494795876	1.12706096884561e-18	7.36205712417671e-13	0.0570517028234796	1	0	1
Kif5c	0.0335732627755394	-0.023476970182206	2.10493594534277e-28	6.69887288730798e-17	0.0570502329577454	0	4	-4
Sec16a	0.0340668683425015	-0.0229797170781629	2.63790809428851e-06	2.38445625135737e-06	0.0570465854206644	0	0	0
Ate1	0.0225317682726496	-0.0345024440112438	1.76813397089673e-09	6.06788343361463e-32	0.0570342122838934	2	0	2
Me2	0.0251867187615392	-0.0318413913894844	3.38156439207564e-09	3.62318839893995e-23	0.0570281101510236	0	0	0
Zfp809	0.0314156328483854	-0.0256062242683004	9.9365064762407e-06	1.88859034918875e-06	0.0570218571166859	0	0	0
Dimt1	0.029323989836288	-0.0276846822663889	0.00939508981501097	9.04252330536257e-05	0.0570086721026769	0	0	0
Eepd1	0.0380299774905809	-0.0189680582014211	2.2473652461432e-25	2.12951630580086e-09	0.056998035692002	0	3	-3
Serp2	0.0273610678534624	-0.0296288707286045	5.54272458894207e-05	1.7651343966508e-08	0.0569899385820669	1	1	0
Usp10	0.0288891592702001	-0.0280943162338863	2.30184750488991e-08	8.91070300333908e-11	0.0569834755040863	0	0	0
Pdcl3	0.0267408450061651	-0.0302200180376682	0.00971476879764426	6.27062406211783e-05	0.0569608630438334	0	0	0
Ifngr2	0.0296016040513987	-0.0273450286992011	1.73398291367378e-05	9.4393179152987e-08	0.0569466327505997	0	0	0
Lrrc8a	0.0301340876411949	-0.0268121105677783	3.36114631516891e-05	4.92241899993569e-06	0.0569461982089731	0	0	0
Cd320	0.0327798699769292	-0.0241625329300358	0.0474428399969927	0.0127621936589976	0.056942402906965	0	0	0
Rictor	0.0287556535818806	-0.0281437320980732	1.93963248335814e-18	1.57021445069086e-26	0.0568993856799538	0	0	0
3110082I17Rik	0.0269683178978884	-0.0299263801942915	4.40678153589407e-11	1.77275109962394e-19	0.05689469809218	0	0	0
Bend6	0.027907130299773	-0.0289786666283768	5.03072533768354e-09	2.81420128263328e-14	0.0568857969281498	1	2	-1
Upf2	0.0270057711939152	-0.0298619196636009	1.77913747932194e-16	1.76068660729584e-30	0.0568676908575162	0	0	0
Cul4a	0.0264228907989078	-0.0304285867668299	1.54285146760211e-07	1.35938595315919e-14	0.0568514775657377	0	0	0
Gnai3	0.0273328644565783	-0.0295106945047113	2.7653002260112e-07	1.63332285443721e-11	0.0568435589612896	0	0	0
Hsbp1	0.0350866899503604	-0.021740911635352	0.0112399152385775	0.0388394060097638	0.0568276015857123	2	3	-1
Dhx16	0.0294833106909094	-0.0273436957264446	2.91715088147505e-05	3.59553297317325e-08	0.056827006417354	0	0	0
Rras2	0.0290396097744836	-0.0277704610448825	3.55130627161866e-11	2.60106407618995e-14	0.0568100708193661	1	0	1
Cryzl1	0.024911775379479	-0.0318848271560684	3.62643887620917e-08	1.01472927397503e-19	0.0567966025355474	0	0	0
Erc1	0.0263060978072767	-0.0304759617842486	2.53175679380347e-21	1.54283788963081e-35	0.0567820595915253	1	0	1
Sptbn1	0.0273679363373522	-0.0294133369420654	2.52623512842167e-16	4.98523883979631e-23	0.0567812732794176	1	0	1
Tpp2	0.030273033187771	-0.0265020756861229	4.16460997091326e-09	1.34129266588134e-10	0.0567751088738938	0	0	0
Tmem175	0.0336101741804156	-0.0231438620295975	0.0046798421131747	0.0120555166445904	0.056754036210013	0	0	0
Khdc4	0.0297484377657863	-0.0269872247764591	0.000366778111908984	2.63318387649296e-05	0.0567356625422454	0	0	0
Wdr45b	0.0287127876174993	-0.0280185808634445	0.000101486108808262	6.48406756447099e-06	0.0567313684809438	0	0	0
Gtf2e2	0.0244536142936229	-0.0322688169012042	1.7062892781916e-05	7.54481560989208e-16	0.0567224311948271	0	0	0
Tecpr1	0.036965159238091	-0.0197565555394228	6.86686071358724e-07	0.00195860919408451	0.0567217147775138	0	0	0
Zfp622	0.0338757069889573	-0.0228354972647901	0.00260858205529723	0.0104858968553646	0.0567112042537473	0	0	0
Trappc10	0.0253799664878692	-0.0312928962353402	1.33219642267566e-07	2.29718135915256e-17	0.0566728627232095	0	0	0
Ash2l	0.0359442950457772	-0.0207224094242231	8.56445490178931e-10	1.17900923635853e-07	0.0566667044700003	0	0	0
Srprb	0.0215077041926885	-0.0351450740004616	0.0436468512349365	5.20455317591118e-06	0.0566527781931501	0	0	0
Pde3a	0.0271686497044278	-0.0294779629458023	1.06509903990076e-32	3.88966536327891e-65	0.05664661265023	0	1	-1
Psmc1	0.0304916717524052	-0.0261509433905789	0.000282142094207142	1.54146625799857e-06	0.056642615142984	1	0	1
Kin	0.0304946597354913	-0.0261380669968343	0.000805725919271267	3.46670380537697e-05	0.0566327267323255	0	0	0
Hspd1	0.0331019137906378	-0.0235245483155016	0.00950137228327904	0.0080814282432812	0.0566264621061394	0	0	0
Mgat1	0.0336438386178979	-0.0229765743446635	0.000922108133854565	0.00140734301576924	0.0566204129625613	0	0	0
Gtf3c2	0.0226868810532486	-0.033924910087397	0.00136750407882788	1.62077422632738e-13	0.0566117911406456	0	0	0
Chd4	0.0237381174259257	-0.0328617580018832	6.99038642082911e-06	1.06869640252429e-15	0.0565998754278089	0	0	0
Zswim6	0.0166321841765179	-0.0399601929269358	6.05093531372244e-12	1.21118087027351e-101	0.0565923771034537	0	0	0
Gabpb1	0.0239742655147763	-0.0326169520640763	6.63614564691148e-07	4.38125188182298e-24	0.0565912175788526	0	0	0
Pld3	0.0288970644365032	-0.0276683249805457	1.75131834280438e-05	1.02242961859215e-09	0.0565653894170489	0	0	0
Gm49336	0.0294484061475471	-0.0271099568919215	6.08794715670227e-07	3.29198593955937e-09	0.0565583630394686	0	0	0
Tfb2m	0.0346682071181781	-0.0218470922939622	4.0120633764066e-05	9.06958069794459e-06	0.0565152994121403	0	0	0
Dido1	0.0330099306676557	-0.0234929334606525	3.50583905709071e-08	1.67181213055284e-07	0.0565028641283082	0	0	0
Mpnd	0.0373688138762237	-0.0191311526683069	2.10229059888867e-05	0.00361392023744452	0.0564999665445306	0	0	0
Kmt5a	0.0381691016610243	-0.0183108054506985	3.72495566982208e-06	0.00586913279392037	0.0564799071117227	0	0	0
Slc2a13	0.0317816442199821	-0.0246776825154962	1.1842103040506e-56	1.60016954640997e-46	0.0564593267354783	1	0	1
Chpt1	0.0295569927679017	-0.0268976002812511	1.0031189198578e-08	9.12335912650664e-12	0.0564545930491528	0	0	0
Lypla1	0.0321062747371359	-0.0243034502745615	6.9670156955953e-10	1.203595483451e-09	0.0564097250116974	0	0	0
Tmbim6	0.0244958401025973	-0.0318848346932016	0.00317828018968608	2.1931066988703e-06	0.056380674795799	0	0	0
Cdh18	0.0330684612392123	-0.0233055790278573	3.42813348755708e-107	6.78303949669362e-78	0.0563740402670695	1	0	1
Ranbp3	0.0262083863964991	-0.0301542596134583	0.00161998098969112	2.55486611629471e-06	0.0563626460099574	0	0	0
Ier3ip1	0.0209041327460736	-0.0354538948953178	0.044819563635477	1.02108829262402e-06	0.0563580276413914	0	0	0
Fam120a	0.0245274909938316	-0.0318105449673613	2.9135378813205e-08	1.23994052629319e-17	0.0563380359611929	0	0	0
Luc7l	0.0260450423548877	-0.0302912983635275	6.69481936898899e-05	9.74723970097545e-10	0.0563363407184152	0	0	0
Pomt1	0.0340496437596876	-0.0222381662509962	0.000129006969387281	9.6958990758317e-05	0.0562878100106837	2	0	2
Map4k4	0.0215254562177289	-0.0347564897097765	1.13161888182036e-10	5.36442195977608e-34	0.0562819459275055	1	0	1
Unc5a	0.0302761345121751	-0.0260038305972419	9.48117789702357e-07	2.88104964933688e-06	0.056279965109417	3	5	-2
Rabl3	0.0296382941209474	-0.0266011603646418	2.07083626356425e-08	3.84039168555096e-11	0.0562394544855892	0	0	0
Map3k4	0.026835054883355	-0.0294021175917719	1.4497581079147e-16	3.7727095929891e-28	0.0562371724751269	0	0	0
Tmem33	0.031797710652839	-0.0244178987397433	5.0258885803422e-07	2.52184496201407e-07	0.0562156093925823	0	0	0
Gclc	0.0270640047234634	-0.0291509656999626	4.53195448788114e-07	8.79659987652321e-16	0.056214970423426	0	0	0
Gm43191	0.0284449163851057	-0.0277658890179722	1.2073565292707e-06	7.05046134084305e-10	0.0562108054030779	0	0	0
Mri1	0.0286608198677341	-0.0275401115420269	0.0370695435856789	0.00311847626244305	0.056200931409761	0	0	0
Dym	0.0226064151380349	-0.0335873071631589	9.54701763667036e-29	1.47952033504024e-87	0.0561937223011938	0	1	-1
Lrp3	0.0277920004815169	-0.0283803067333057	0.0121292543239397	0.00253170601441169	0.0561723072148225	0	0	0
Ak3	0.0247207122682771	-0.031426455499242	0.00103356414758197	2.42025488677905e-08	0.0561471677675191	0	0	0
Fh1	0.0282116092345507	-0.0279255030296283	1.04648051775747e-05	4.43531817769239e-08	0.056137112264179	0	0	0
Slc26a2	0.0241879898288526	-0.0319399503518905	0.00147908004233553	7.91825154122368e-09	0.0561279401807431	0	0	0
Polrmt	0.0311877296926366	-0.0249369158883463	0.00188743132670674	0.00244752186370871	0.056124645580983	0	0	0
Zmym2	0.0271236025072661	-0.0289925748757564	1.92525196627981e-07	3.03759247813631e-10	0.0561161773830225	0	0	0
Coq6	0.0266893192481541	-0.0294253224756794	0.00177862476674026	6.78683718359552e-08	0.0561146417238335	0	0	0
Ss18l1	0.0328563959181546	-0.0232142338020115	2.54189441618902e-06	1.19749642473122e-05	0.0560706297201661	0	0	0
Sfxn2	0.0266319184836742	-0.0294371423258884	5.00065774049595e-05	2.50824358162915e-10	0.0560690608095626	0	0	0
Uba1	0.0409631633407919	-0.0150888082884224	0.000195648057584745	0.0303321376214046	0.0560519716292142	0	0	0
Fbxo3	0.0266819467579288	-0.0293579640995147	0.000195633405464966	1.85412816573435e-07	0.0560399108574435	1	0	1
Kbtbd3	0.0400971180429248	-0.0159290614437207	0.000146598490419234	0.0447989240149128	0.0560261794866456	0	0	0
Polr3gl	0.0370708033849993	-0.0189276279335228	0.000111423952529943	0.00933857812083087	0.0559984313185221	0	0	0
Disp2	0.0327653647211856	-0.023186968904746	6.65520215994096e-05	0.000123946469168652	0.0559523336259316	0	0	0
Zfp445	0.0223618294099427	-0.0335694502271972	0.00342548523839028	1.10845479192627e-08	0.0559312796371399	0	0	0
Zfp346	0.0324540824282032	-0.0234647152350681	2.88302368372049e-08	5.00103846193315e-08	0.0559187976632713	0	0	0
Ppp1r16a	0.0247586688417465	-0.0311448026663841	0.000336544565649062	8.40571458537469e-11	0.0559034715081306	0	0	0
Uxs1	0.0265102323501182	-0.029369409178005	5.79386419169027e-09	3.7123957323371e-16	0.0558796415281231	1	0	1
Rnf14	0.0413138056167468	-0.0145303657412406	1.14396037794998e-09	0.0111622862587176	0.0558441713579874	0	0	0
Pigo	0.0285044593964979	-0.0273382127092739	0.00687536900742124	9.65341362125534e-05	0.0558426721057718	0	0	0
Uspl1	0.0236406357357185	-0.0321998866763489	0.00131914210668556	1.11616874565333e-09	0.0558405224120674	0	0	0
Gm49388	0.0312732892895518	-0.0245472074738059	0.00103562293534176	0.000563473570255063	0.0558204967633577	0	0	0
Dnmbp	0.0240281408031962	-0.0317849127574299	3.10531771472557e-14	8.63976150042469e-43	0.055813053560626	0	0	0
Slc3a2	0.033206389541138	-0.0225973407984056	0.000479170110139347	0.0031016213158509	0.0558037303395436	0	0	0
Zzz3	0.0267461324671538	-0.0290428581909024	2.95371306515348e-10	2.92592445357275e-15	0.0557889906580562	0	0	0
Nmnat1	0.0241120496891337	-0.0316675660507074	3.61621087664554e-05	1.11235355628918e-15	0.0557796157398411	0	0	0
Ggt7	0.0283662199246634	-0.0274132336651007	0.000475679835914576	9.16552913208368e-07	0.055779453589764	0	0	0
Oprm1	0.034648275046775	-0.021130731115798	4.37278820486853e-43	2.14922109568804e-29	0.055779006162573	2	0	2
Xrcc1	0.0271783393585026	-0.0285867571125042	0.000289888229275765	2.19136862680076e-08	0.0557650964710067	0	0	0
Oat	0.0217442425842432	-0.0340190008552061	0.00408987641396514	1.55874049333709e-10	0.0557632434394494	0	0	0
Yars	0.0276832186802698	-0.028042193426929	1.42802520957817e-05	1.3976037077994e-08	0.0557254121071988	0	0	0
Brinp3	0.0311496842761098	-0.0245751606215228	1.2020022644811e-39	1.67056755867971e-36	0.0557248448976325	1	2	-1
Fus	0.0270793546800621	-0.0286296205372545	0.0137282525945885	0.0023851032402695	0.0557089752173166	0	0	0
Cox19	0.0354746432207481	-0.0202295682818242	0.00539226465773618	0.0288833164386686	0.0557042115025723	0	0	0
Mbd3	0.0328371998708551	-0.0228592254962827	0.0138534500784581	0.00151550186064132	0.0556964253671378	0	0	0
Ccser2	0.0219574469856673	-0.0337356615432789	1.86374457125356e-08	9.41794752535341e-29	0.0556931085289462	3	0	3
Tmem128	0.0265065373258409	-0.0291691879833536	0.0152454003086799	1.98065884464231e-05	0.0556757253091944	0	0	0
Paxbp1	0.0298597108614439	-0.0257911644704885	3.68180156517777e-07	1.53204281365421e-08	0.0556508753319324	0	0	0
Chd8	0.0235388201050586	-0.0321101874809967	6.22358640736052e-08	2.08837319150825e-23	0.0556490075860553	0	0	0
Herc4	0.0268701759998363	-0.0287557095609019	1.20795926041122e-12	3.71321692251187e-23	0.0556258855607382	0	0	0
Ireb2	0.0298459994442182	-0.0257683478553564	6.38436155885441e-07	1.11394342682086e-07	0.0556143472995745	0	0	0
Srpk1	0.0306317200280007	-0.024974303920736	4.35516024286783e-07	2.11815353656965e-07	0.0556060239487367	0	0	0
Cacybp	0.0313447304960012	-0.0242596460325135	0.00905150319134663	0.00112257942961631	0.0556043765285147	0	0	0
Gapdhs	0.0278300951008955	-0.0277731068975696	0.0323921352960805	0.00175489300222233	0.0556032019984651	0	0	0
Mapk1	0.0240787486138031	-0.0315199263316066	2.90750436976496e-05	2.29039006218467e-10	0.0555986749454097	0	0	0
Pcca	0.0278509617656062	-0.0277331156508267	2.8333919791538e-29	8.75524041774485e-40	0.0555840774164329	0	0	0
Flvcr1	0.0300998341843195	-0.0254712940627276	1.3220798193799e-05	9.73337033875397e-07	0.0555711282470471	0	0	0
Smg6	0.0307038542535762	-0.0248627229367056	8.38837791505465e-29	1.99659988160548e-27	0.0555665771902819	0	0	0
Zfp647	0.0305143154512572	-0.0250510928781635	2.06040447121359e-07	3.0938131924089e-09	0.0555654083294207	0	0	0
Tcp11l1	0.0247632288478841	-0.0307986484728196	6.22229951266298e-07	8.8559540391919e-17	0.0555618773207036	0	0	0
Arpp21	0.0284020367773877	-0.0271386056611704	2.80535456504886e-19	1.10680767780537e-20	0.0555406424385582	0	7	-7
Secisbp2l	0.0252648882329863	-0.0302631717762896	3.86168202893413e-08	1.14451600979579e-18	0.055528060009276	0	0	0
Pank1	0.0263955194505286	-0.0291284380184754	2.11268460558659e-12	2.91365606003889e-23	0.055523957469004	0	0	0
Echs1	0.0265007031122422	-0.0290219617442515	0.00546348994555192	1.17983906991144e-06	0.0555226648564937	0	0	0
Tmem94	0.037303089657216	-0.0182122466667746	2.85659735174948e-09	0.000774796141723573	0.0555153363239906	0	0	0
Tnpo1	0.0319335706485677	-0.0235725099790452	1.27243622011236e-16	2.86368846499472e-13	0.055506080627613	0	0	0
Cdkl1	0.0236424850714378	-0.0318602781411784	1.30852343736894e-05	1.69519146705325e-15	0.0555027632126162	0	0	0
Coq8a	0.0336402550177988	-0.0218339657325327	4.5201782851593e-06	0.000314579082432144	0.0554742207503315	1	0	1
Ptch1	0.0425843956668251	-0.0128575063516797	9.49438924886555e-23	0.0010530051832678	0.0554419020185049	1	0	1
Pik3ca	0.026426749039015	-0.029001377744024	5.9306513423476e-09	9.67563418907356e-15	0.055428126783039	1	0	1
Atg16l2	0.0369714316145622	-0.0184563908325791	2.25343807245976e-07	0.00146228245479005	0.0554278224471413	0	0	0
Idh3a	0.021638274947216	-0.0337832732583821	0.0139406316288482	5.988025932535e-08	0.0554215482055981	0	0	0
Nsrp1	0.0257586754366983	-0.0296534226613648	0.000260138179042235	2.92583744182761e-09	0.0554120980980631	0	0	0
Zdhhc14	0.0289379235031468	-0.0264692131253166	1.72757291923838e-33	5.57885968677929e-38	0.0554071366284634	0	2	-2
Lancl2	0.0317085225308005	-0.0236970773852618	3.39713997535528e-05	8.00615837111774e-05	0.0554055999160622	0	0	0
Nelfb	0.0269973077134543	-0.0283968479281904	0.0479539833948195	0.000642333748816793	0.0553941556416447	0	0	0
Psmd14	0.0224815385579978	-0.0329121734753662	8.06916411085516e-06	5.89033218981659e-15	0.055393712033364	0	0	0
Cmpk1	0.03040233030872	-0.0249873381202499	0.000204307165364069	4.94907325413396e-05	0.0553896684289699	0	0	0
Zfp518a	0.0266303419303564	-0.0287565195456173	5.58366201588375e-05	1.70494020545072e-08	0.0553868614759737	0	0	0
Med14	0.0299554812731497	-0.0254185459826714	5.49829588719195e-06	3.53807913087372e-13	0.0553740272558211	0	0	0
Anapc5	0.0290663069244049	-0.0263066504750318	4.07794863313832e-08	8.27312398195274e-11	0.0553729573994368	0	0	0
Mbtd1	0.0278547422567462	-0.027510143246331	2.35011583771403e-08	1.88490533924048e-13	0.0553648855030772	0	0	0
Ubr7	0.036661908434891	-0.0186874714672042	4.06689253474125e-06	0.000489184071581748	0.0553493799020952	0	0	0
Amz2	0.0316586905603756	-0.0236843040543402	5.89603676483596e-07	1.31519022583971e-06	0.0553429946147159	0	0	0
Aak1	0.0291078276514813	-0.0262242409663651	3.39779876480236e-15	1.48885431453071e-16	0.0553320686178465	0	0	0
B4galt7	0.0283427393403263	-0.0269828311063548	0.0282522087079658	1.51472939123731e-05	0.055325570446681	0	0	0
Camk1g	0.0263005158405635	-0.0290190214466829	0.00684527979321889	0.000906866706363164	0.0553195372872464	0	0	0
Fbxw9	0.0358203323550824	-0.0194886944889551	0.0217060416477378	0.0309472029332434	0.0553090268440375	0	0	0
Blcap	0.0351584083273774	-0.0201490755952863	0.000403467516784205	0.00474458325714703	0.0553074839226637	0	0	0
Cspg5	0.0300880543990424	-0.0252100304735943	0.00213143506835768	0.000894102758112074	0.0552980848726367	0	0	0
Pcx	0.0277596855339484	-0.0275232574216528	2.41316217945456e-12	4.26791423739493e-20	0.0552829429556012	0	0	0
Ivns1abp	0.0261476804052899	-0.0291162655685694	0.00256084199230459	1.14194130831419e-06	0.0552639459738593	0	0	0
Kif3c	0.0243250747581931	-0.0309007166798004	0.00130854790143105	1.00211843334924e-07	0.0552257914379935	0	0	0
Coa5	0.0222441231919259	-0.0329486469250194	0.04670844687181	6.78602076096751e-05	0.0551927701169453	0	0	0
Sez6l2	0.0343391684793997	-0.0208514828035207	0.000120376168138329	0.00194100998625444	0.0551906512829204	0	0	0
Nt5c3	0.0259227072942474	-0.0292519274037823	1.46179450941695e-05	6.65936123095584e-11	0.0551746346980297	0	0	0
Pak2	0.0307623811434248	-0.0244071428231796	1.39077454700381e-10	1.09600181148689e-10	0.0551695239666044	0	0	0
Igf1r	0.0212267769631096	-0.0339376400794288	2.20610532091951e-27	1.09499877999812e-89	0.0551644170425384	0	0	0
Rab5c	0.0293917754542355	-0.0257534618037053	0.00206638553854319	0.000385205937093659	0.0551452372579408	0	0	0
Smchd1	0.0279223641191184	-0.0272192286735193	6.85323750053267e-23	2.01298016862112e-35	0.0551415927926378	0	0	0
Dag1	0.0260376748815903	-0.0291032055937093	9.37546344502301e-07	7.70506459137255e-12	0.0551408804752996	0	0	0
Nudt5	0.0284227256243414	-0.0267114613594631	1.48817995326159e-06	3.65417577343641e-12	0.0551341869838046	0	0	0
1700014D04Rik	0.0296574700329625	-0.0254618837654047	0.0276532264537928	0.00656031109437215	0.0551193537983672	0	0	0
Adprh	0.0262050077232044	-0.0288818851036271	0.0117971990751481	0.000322525853023554	0.0550868928268316	0	0	0
Pigx	0.0339304409531942	-0.0211561921501653	2.67559514882041e-06	4.36089281112283e-05	0.0550866331033595	0	0	0
Ankrd61	0.0264960057665861	-0.028584001393786	0.00814932061782098	3.62325852832407e-05	0.0550800071603721	0	0	0
Cyb5r4	0.0281167564238208	-0.0269445460728301	5.14237740423103e-09	1.0033904045759e-12	0.0550613024966509	0	0	0
Med9	0.0301513178795466	-0.0249041397004621	0.00263950423049719	0.000233945958965574	0.0550554575800087	0	0	0
Rala	0.0302359468937397	-0.02481024130131	1.29197284941152e-08	1.57725948555382e-08	0.0550461881950497	0	0	0
Ifi203	0.0288953717110512	-0.0261447203438949	0.000401643402645497	1.29474276040597e-06	0.0550400920549461	0	0	0
Nfkb1	0.0232921026529566	-0.0317458042577224	7.42663658974896e-15	1.06624183604159e-42	0.055037906910679	0	1	-1
Fam76b	0.0252255977798925	-0.0298000525229718	0.000265755005062414	1.97750114814547e-09	0.0550256503028644	2	0	2
Pcnx	0.0281907327049434	-0.0268326318093161	1.32083727066041e-22	1.92212087608624e-28	0.0550233645142595	0	0	0
Gm37988	0.0290357852374539	-0.0259825821322764	1.42915787190534e-12	2.94626855983827e-17	0.0550183673697302	0	0	0
Aff4	0.0284565511425188	-0.0265366012345958	7.88237059937671e-07	9.73974179605018e-08	0.0549931523771146	0	0	0
Ppip5k1	0.0272643095701218	-0.0277184170093205	1.67301648740419e-07	1.26890982125886e-12	0.0549827265794423	0	0	0
Slc44a1	0.0309137785443953	-0.0240662208702207	1.080193143235e-26	3.03443671792591e-21	0.054979999414616	2	0	2
Fam214a	0.0231068070966719	-0.0318656977377969	1.73461364652716e-07	1.05107395813123e-20	0.0549725048344688	0	0	0
Prepl	0.0206171262727327	-0.0343474076176362	0.000833006394907164	1.37452737320024e-13	0.0549645338903689	1	0	1
Phb2	0.0365620091635772	-0.0183942453414043	0.0150622231991371	0.0401155108603547	0.0549562545049815	0	0	0
Mbd1	0.025617848525082	-0.0293322096614987	0.00211297237954162	3.99799387949816e-07	0.0549500581865807	0	0	0
Dnajc10	0.0269187996528069	-0.0280193944249232	5.15558622648431e-09	4.3868948698705e-16	0.05493819407773	0	0	0
Hibadh	0.0188740518428904	-0.0360641316421851	9.71185239046727e-07	4.46468109760089e-35	0.0549381834850754	0	0	0
Tbk1	0.0248849228871015	-0.0300464041715767	1.00303641456361e-08	4.89565513469618e-20	0.0549313270586782	0	0	0
Zfp707	0.024213939006451	-0.0307156302054498	0.0190625336542783	3.59792497655344e-05	0.0549295692119007	0	0	0
Bcat2	0.0292076232741117	-0.0256898810309547	0.000111753617292716	2.51272077398204e-07	0.0548975043050664	0	0	0
Pex2	0.0321701380382099	-0.0227263314833357	0.0143650760784764	0.00988054064525038	0.0548964695215456	0	0	0
Zc3h12c	0.0227667822025154	-0.032088389595892	5.25743111882875e-05	3.17267025833379e-12	0.0548551717984074	1	0	1
Ccdc112	0.0297638188038023	-0.0250808890956117	1.09398481274741e-06	9.18113470571544e-09	0.054844707899414	0	0	0
Gm42669	0.0268405400170577	-0.0279993993041495	5.48213986308352e-12	6.65413289645357e-25	0.0548399393212072	0	0	0
