gene	is_coordinated	is_mecp2_up	mc_diff	hmc_diff	delta_ratio	mecp2_mean_fold	atac_fold	k27me3_fold	k119ub_fold
Fkbp8	TRUE	FALSE	0.023066875124076	-0.0267395159565821	-0.0343930667186329	-0.11200255616705	0.0888084772520344	NA	NA
Fktn	TRUE	FALSE	0.0093309140586666	-0.0178985822125338	-0.019900818955504	-0.0418384955523593	0.0919489869761255	NA	NA
Flot2	TRUE	FALSE	0.0392440574068645	-0.0315067244402379	-0.0383604366772234	0.0121683086199144	0.0850149000174225	NA	NA
Flrt3	TRUE	FALSE	0.162552480848417	-0.0441726773540707	-0.109424200365879	0.239794129259855	-0.18221066559272	1.43489517359953	0.706233352000747
Fnta	TRUE	FALSE	0.0115857444070839	-0.0164081085293885	-0.0179363438582335	0.0214196030897124	0.138454660822116	NA	NA
Foxa2	FALSE	FALSE	0.0397089098674579	0.0169181784866985	0.0576227968364104	0.114268098509397	1.3091732176846	-0.162587824849257	0.1340460334073
Foxo1	TRUE	FALSE	0.0654772853819996	-0.0610322744548997	-0.0692605328968291	0.0778282749850429	-0.070185952007217	2.6942578430766	0.361857923587451
Foxo3	TRUE	FALSE	0.0474321369778711	-0.00863013605919183	-0.0465801314074454	0.0136510213208544	0.0508041503034088	NA	0.0796796105000718
Frrs1l	TRUE	FALSE	0.0382253528179064	-0.0346202645870584	-0.0435537182426721	-0.0207060924471214	0.249228448844575	NA	-0.741314867653157
Fut10	TRUE	FALSE	0.0220495877598353	-0.0260243176619264	-0.0293803297822036	-0.0438767569731982	-0.375880936152946	4.54486878445474	1.0775033532837
Fut9	TRUE	TRUE	0.0621375397246068	-0.0437461811101068	-0.058448438131614	1.50132009407714	0.0167374727653374	NA	0.398530576175919
Fxr1	TRUE	FALSE	0.0277383006971397	-0.026747675455613	-0.0303798509559582	0.117522192545088	-0.29122939904575	-0.144028583205608	-0.0560269662812646
Fxr2	TRUE	FALSE	0.0312166802958725	-0.0269256844161171	-0.0320875238570162	-0.0923217486370642	0.00612217166881301	NA	NA
Fyn	TRUE	FALSE	0.017394823731271	-0.0153652785513877	-0.0203610696918647	-0.0445229264137762	0.0962510016993193	NA	0.433759025934476
Fzd3	TRUE	FALSE	0.0314774863252789	-0.0353810618395722	-0.0398245371630654	-0.00176367956891673	-0.0798528182283185	NA	0.427196023879398
G6pdx	TRUE	FALSE	0.02430532272562	-0.0159664182498449	-0.0236503108089877	-0.789630778917065	0.0603660803208899	NA	NA
Gabra1	TRUE	FALSE	0.0399700916666341	-0.0365531801936232	-0.0468324292731509	0.270759477821377	0.090951921545037	NA	0.155376495786673
Gabra6	FALSE	FALSE	0.032768096939856	0.00818630207998969	-0.0345725158974697	1.70120045428988	0.00955947127195647	NA	NA
Gabrb1	TRUE	FALSE	0.0109654043070907	-0.00636471789444834	-0.00779573661519917	0.215697490619268	0.340433057285511	NA	0.344615556562284
Gabrb2	TRUE	FALSE	0.0566644561697923	-0.0365916049049594	-0.0561827063817535	0.81243831894917	0.081029958563446	NA	0.957271961247135
Gabrd	FALSE	FALSE	0.0411570966829793	-0.0145901963236001	-0.0446541651978685	-0.0600907244220334	0.0126526860884318	NA	-0.320421958844189
Gabrg2	TRUE	FALSE	0.0525065536056784	-0.0448587720543582	-0.0550511689020103	0.549296164448438	0.0360352723650365	NA	0.803584601323702
Gabrr2	FALSE	FALSE	0.0271936438487604	0.000208964612205043	-0.00526673234370739	0.20390489856054	0.0995943450786507	NA	0.815863544361446
Gak	TRUE	FALSE	0.0338848896403776	-0.0310211842186874	-0.0350756417343659	-0.00198577040868864	0.0910994957129358	NA	NA
Galc	TRUE	FALSE	0.0112085233034653	-0.0156815478990055	-0.0166965151878929	-0.0177130993997423	0.0478209814001311	-0.526728110482199	0.313296752436148
Gap43	TRUE	FALSE	0.0800887201154188	-0.0415633619834631	-0.0716843548815926	0.511589047651379	0.355069681635373	NA	1.67823168108831
Gba2	TRUE	FALSE	0.0552238710991566	-0.0218765378161439	-0.0361984371524415	0.00306800229464107	NA	NA	NA
Gclc	TRUE	FALSE	0.0291474399508614	-0.0291212396606563	-0.0359271029471855	0.0727883741310988	0.146077733990981	NA	NA
Gclm	TRUE	FALSE	0.163626383332672	-0.109341876534835	-0.144906830938034	0.19308485749451	-0.0629769241599408	3.61791358160929	1.58188468577145
Ghrl	TRUE	FALSE	0.0631128382501688	-0.0513848014088519	-0.0627874177560261	-0.0508535876993904	-0.400377273170371	NA	NA
Gigyf2	TRUE	FALSE	0.0173581523371836	-0.0258720593240638	-0.0269321613612752	0.014607538624318	0.0668736157361352	NA	NA
Git1	FALSE	FALSE	0.0376078518593342	-0.0117416278364996	-0.0252013244413488	0.00639107956682874	0.0877871808042038	NA	0.0393806623141345
Git2	TRUE	FALSE	0.0280601924776368	-0.0153657104131723	-0.0296851862204027	-0.0726077008821937	0.110595312313486	NA	NA
Glrb	TRUE	FALSE	0.0199642714177404	-0.03325495367512	-0.0356278013002013	-0.0378644796217439	0.107353141941325	NA	0.586976065708561
Gmppa	TRUE	FALSE	0.117566902960082	-0.0221130527881466	-0.096521265910882	-0.0380311283568773	0.0341129761196329	NA	-0.496744357707138
Gna11	TRUE	FALSE	0.0449403550824399	-0.0339123458649977	-0.0447315398431283	-0.023643170666372	0.0231725440334571	NA	NA
Gna13	TRUE	FALSE	0.103687093514718	-0.0586091078323678	-0.092409165908954	0.0705073025775391	0.0268836578500007	NA	NA
Gnai1	TRUE	FALSE	0.0949129776916535	-0.0571743238565581	-0.083065745852629	0.122823230160869	0.084258271072895	NA	0.815401229452696
Gnai2	TRUE	FALSE	0.0839757943839637	-0.0536942830379083	-0.078717253225339	-0.0740123763370301	0.0690358430249861	NA	0.24060299245757
Gnal	TRUE	FALSE	0.00942546568055591	-0.0160131250517299	-0.0187389585082391	-0.0954665170763762	0.167046781074133	0.298533703085602	0.285292416394582
Gnao1	TRUE	FALSE	0.0320898862625288	-0.0160825489781008	-0.0343558573179971	-0.105921359602384	0.100236108646492	NA	0.352854482853838
Gnaq	TRUE	FALSE	0.00565415649721157	-0.0102854032464328	-0.0100833160703276	-0.0704989128644311	0.0703651682770081	0.176200844156262	0.537100918131063
Gnpat	TRUE	FALSE	0.0301616907757547	-0.0304117946706089	-0.0338880490693977	-0.0465779433587573	0.129096610653557	NA	NA
Golga2	TRUE	FALSE	0.052605695396817	-0.0491405995525	-0.0614920986076165	0.0592619743225984	NA	NA	NA
Golga4	TRUE	FALSE	0.0212538389189586	-0.0253105022369233	-0.0281986580124278	-0.0401455009756691	0.186066335831052	NA	NA
Gpc1	TRUE	FALSE	0.0425755092430142	-0.0360899482716967	-0.0461098094231092	-0.0544087786181088	0.0144533530535138	NA	0.00363976920404865
Gper1	TRUE	FALSE	0.0388834915815625	-0.0256941077057057	-0.0313729987801833	-0.0220064066008826	0.133842619731786	NA	0.0259476268542548
Gphn	TRUE	FALSE	0.0170872536740504	-0.0216355947975347	-0.0230588314445515	0.0984297339379482	0.0691184676241301	-0.99748846677548	0.528252742473924
Gpi1	TRUE	FALSE	0.0410267395965772	-0.0315939655805778	-0.0390870830459923	-0.0248226562195589	0.193333521098852	NA	NA
Gpm6b	FALSE	FALSE	0.0099651953375467	0.000421674616683743	-0.00219731673991855	0.787013386821332	0.151472337077049	NA	0.268384495092258
Gpr158	TRUE	FALSE	0.042584899688118	-0.0451599575784245	-0.0521436511823591	0.337152480696363	0.078536237302004	NA	0.154970069802122
Gpr173	FALSE	FALSE	0.0345658847151646	-0.0146988022833066	-0.0273042896806457	NA	-0.080178504882558	NA	NA
Grb2	TRUE	FALSE	0.040631140298777	-0.020568713655581	-0.0425826827642969	-0.0093443314377718	0.116481575764741	NA	NA
Grid2	TRUE	FALSE	0.00602604385466898	-0.00935805024206267	-0.010041413342135	0.197969047122528	0.288904489959297	NA	0.794389369965473
Grin2a	TRUE	FALSE	0.0317924348017159	-0.0260436831533782	-0.0329639854635675	0.00749980587480406	0.229152821361652	NA	-0.142180698016197
Grin2c	TRUE	FALSE	0.081368396379088	-0.0199414627949678	-0.0833442968585408	-0.00543782152166675	0.300379735652762	NA	-0.398996270422254
Grina	FALSE	FALSE	0.0509889930013142	-0.0311785380077421	-0.0707889812818776	-0.0292966231136356	0.0215930304707264	NA	-0.234824373222283
Gripap1	TRUE	FALSE	0.0234495747554733	-0.0211960682224716	-0.0263940758806695	-0.0876804688909269	0.214051006937073	NA	NA
Grk2	TRUE	FALSE	0.0582761635178678	-0.0222694031759067	-0.0508240985329669	-0.0278282230597888	0.0326601884039019	NA	0.0984430949889169
Grm1	TRUE	FALSE	0.0368707545121875	-0.0259482708834552	-0.0353177121291403	0.0507423004435354	-0.0559837677365616	NA	0.256473255071585
Grm4	FALSE	FALSE	0.0263700817402217	0.00784353127437248	-0.0164140593404223	-0.0475195565804169	0.135277974703295	NA	-0.19374236821099
Gsk3a	TRUE	FALSE	0.0365918514820309	-0.0309129947237364	-0.046466699640929	-0.00041099962260255	0.0260557088509823	NA	NA
Gsk3b	TRUE	FALSE	0.00954436530500902	-0.021719165433676	-0.0211068362395911	-0.00665989099864813	0.0100876903030634	NA	0.0880285973500997
Hcn1	TRUE	TRUE	0.0241005801893061	-0.0155388242635835	-0.0192609202612763	0.467486434745993	0.119091929296398	1.62065443492385	0.382487367363741
Hdac2	TRUE	FALSE	0.0362331084486405	-0.0309305903964207	-0.0354319479098982	-0.010696260157048	0.0374347893067414	NA	1.01806774924065
Hdac3	TRUE	FALSE	0.0258852599274215	-0.0232506862860721	-0.0279036526878748	-0.0424378147291167	0.0421562271589734	NA	NA
Hdac4	TRUE	FALSE	0.0227147497111679	-0.0204232826160535	-0.0244933158795986	-0.0249625933818698	-0.047638887789277	-0.110282732940587	0.31038932139757
Hdgf	FALSE	FALSE	0.0574039406248777	-0.0190232922649332	-0.0554921668241372	-0.0857275527729498	0.0255837495732701	NA	NA
Herc1	TRUE	FALSE	0.0360214769992169	-0.0365432384342924	-0.0412247795832432	-0.0272492640314982	0.0143691319808534	-0.777281753119129	-0.521863419954228
Hexa	TRUE	FALSE	0.0279419039597999	-0.0213847091945743	-0.0254560628430969	-0.0361154721252308	0.0214520413048731	NA	NA
Hey1	FALSE	FALSE	0.00935336747347496	0.00302372449425009	-0.0321205935076561	-0.00218767496455378	0.0523083084676172	-0.281547277362452	0.444016631552834
Hif1a	TRUE	TRUE	0.0476186395632066	-0.0354883642830997	-0.0498729723360912	0.440779576067772	0.0744108355785561	NA	0.677113290736537
Hipk2	TRUE	FALSE	0.0252716553931568	-0.0312767114715666	-0.035044737186576	-0.0189873425490148	0.259272225868209	0.207344443222001	0.232438244928366
Hmg20a	TRUE	FALSE	0.0479057219847502	-0.0316690230577951	-0.0432562399449886	0.0614434863304918	0.204310736232006	NA	0.126082413577494
Hmgcr	TRUE	FALSE	0.0327236597826691	-0.0266319505607677	-0.0333379104857441	-0.0101206304237841	0.0565952116064909	NA	0.666545992083333
Hnrnpk	TRUE	FALSE	0.0269795442958392	-0.0296005388488697	-0.0567041173888702	0.145617786363826	0.0311427131293751	0.0349982482128934	NA
Hnrnpm	TRUE	FALSE	0.0538224002988735	-0.0392019260643944	-0.0526786375345377	-0.0106387417531647	0.117089702745805	NA	NA
Homer1	TRUE	FALSE	0.0534954567597763	-0.0251927652609254	-0.0391554884229979	0.0343379527463678	0.00845629761729918	NA	1.19810276559595
Hook3	TRUE	FALSE	0.00760496436286728	-0.0123535667182642	-0.0131474452296511	-0.0576941194110876	NA	NA	NA
Hsbp1	TRUE	FALSE	0.0327611578886003	-0.0158559648305481	-0.0223645780912616	-0.0329715290853804	-0.0196751032840762	-0.0770064214509988	-0.21872453538534
Hsp90ab1	FALSE	FALSE	0.0257655111896545	-0.0116040261638313	-0.0319839478086688	0.00173824740189115	0.177781775975616	NA	NA
Hspa4	TRUE	FALSE	0.0289825076639254	-0.0322328513285058	-0.0358246016552424	-0.0180870624237645	0.210472834412016	NA	NA
Hspa5	TRUE	FALSE	0.0221569899446828	-0.031423822612233	-0.0499426020752223	-0.0588425220228143	0.0263977119317705	NA	NA
Hspd1	TRUE	FALSE	0.031413078753651	-0.0245778542854367	-0.0352605877472612	-0.0993129217973808	NA	NA	NA
Htt	TRUE	FALSE	0.0170028976509918	-0.0208411501833607	-0.0224058857320372	-0.0531105701367227	0.0316326272652744	NA	NA
Hyou1	FALSE	FALSE	0.0301627273765085	-0.0243855911548034	-0.0293392871721359	NA	NA	NA	NA
Ica1	TRUE	FALSE	0.0314317666687969	-0.0312613812046403	-0.0359695342122422	-0.0179651914156376	0.322883357861109	NA	0.543034434693551
Ifrd1	TRUE	FALSE	0.0194208668797873	-0.0104135811671354	-0.0141211677572998	-0.0938348564085977	0.147262231533946	NA	0.296242556880747
Ift46	TRUE	FALSE	0.0134563058350605	-0.0165666195766308	-0.01922788406001	0.0171810392792514	0.09668555985182	NA	NA
Ift88	TRUE	FALSE	0.0225815958782708	-0.0241013762969324	-0.0269188215775057	-0.0402065889179348	0.0822164849508155	NA	NA
Igf1r	TRUE	FALSE	0.0190096235877675	-0.0302685102128679	-0.0322024150416278	-0.0373528014577823	0.065360567568221	0.169030728931074	0.0848658136334543
Igfals	TRUE	FALSE	0.0165351185315458	-0.0155061536935016	-0.0191391146848348	-0.0219303323257524	-0.238519513858418	NA	NA
Ighmbp2	TRUE	FALSE	0.0178131257576614	-0.0102001675448013	-0.0118621636102276	-0.00361082340365296	NA	NA	NA
Igsf10	TRUE	FALSE	0.0221088757812982	-0.0157804614434171	-0.0201071611705856	0.245320172508285	0.133498814936147	NA	0.688307629406205
Igsf9b	TRUE	FALSE	0.0371235894795851	-0.0338101885868689	-0.0463841672990317	0.00794292414544796	0.0492698850834156	NA	-0.0499717260560171
Ikbkb	TRUE	FALSE	0.0138274096004471	-0.0226859745199653	-0.024811975928416	-0.0426799561504757	0.0553019562476011	NA	NA
Il10ra	TRUE	FALSE	0.0539247213105313	-0.0247548146890179	-0.036711174511961	0.55479302795995	-0.216627952871363	NA	0.15287203412976
Il1rapl1	TRUE	TRUE	0.0312117249676287	-0.0390547356191869	-0.0465288560171743	0.872587391729342	-0.0154764835279251	NA	0.878460629981569
Il6st	TRUE	FALSE	0.0226115138700446	-0.0282417414890976	-0.0320637194142033	-0.0216217331221615	0.116654323331072	-0.0556520304908476	0.692823320176907
Ilk	TRUE	FALSE	0.0307031496686597	-0.0284143215241113	-0.0402552248137587	-0.035087105730744	-0.015823434122068	NA	NA
Immt	TRUE	FALSE	0.0160019606347716	-0.0172810791827606	-0.0189266993587328	-0.0164039836047718	0.0795257311447323	NA	0.177583816174954
Inpp4a	TRUE	FALSE	0.0340597842736523	-0.0152385085193515	-0.0267927807363069	-0.00751799723771267	0.0875365574685719	NA	0.369854381469739
Inpp5f	TRUE	FALSE	0.0529054020548476	-0.0338847273128691	-0.0457235454068284	0.13172401476671	-0.068489393696894	NA	-0.201981336325104
Inpp5j	TRUE	FALSE	0.13183899984427	-0.0383031026772814	-0.0852323942186487	-0.0252514792036694	0.139747208289315	NA	0.0720672475325487
Insr	TRUE	FALSE	0.0247313768160672	-0.0214024268623426	-0.0252774251259589	-0.0256317069639812	0.133351850315287	NA	0.538848419157532
Insyn1	TRUE	FALSE	0.0997172166808984	-0.0503344776698595	-0.0856291752806838	-0.0316491850989448	0.247745986786426	NA	-0.18751277926762
Iqschfp	FALSE	FALSE	0.00794354704728328	0.00660101908981768	0.00537427086947756	-0.0364713402209007	NA	NA	NA
Iqsec1	TRUE	FALSE	0.0123613488468747	-0.00468992129935608	-0.00846642260885522	-0.00099525137731834	0.137628387394387	0.048247526238477	-0.224033280775064
Ist1	TRUE	FALSE	0.0545535226493307	-0.0440655396562008	-0.0585295312594425	-0.0400174830185534	0.0966036341732344	NA	NA
Itga3	TRUE	FALSE	0.0392718577373362	-0.0300582822945273	-0.0385079520931464	-0.00194829720308628	0.0545935267962219	NA	0.255027932355629
Itga4	TRUE	FALSE	0.0116678769567216	-0.00586141921913645	-0.00729709771502943	-0.0263529209486719	0.246030621760433	0.422580957721328	0.118091704919259
Itgb1	TRUE	FALSE	0.0320557422612924	-0.0340134082704132	-0.0396671120895262	0.00313559389283957	0.0373418448790927	-0.651839806098713	0.275103258516528
Itgb3	TRUE	FALSE	0.029323747369515	-0.0182717769011984	-0.0227966980529141	0.354688347944334	-0.141580102604615	NA	0.592139670709239
Itm2c	FALSE	FALSE	0.146151617649357	-0.00831173240941976	-0.0950080077921489	-0.0503086684025741	-0.240254155546876	NA	0.678313185244986
Itpr1	TRUE	FALSE	0.00495731598928217	-0.0082054738491207	-0.00904850433076645	0.00148777039776729	-0.0241284651914942	0.333029529833739	0.702097752579569
Itsn1	TRUE	FALSE	0.0240836646040757	-0.0242773783012991	-0.0302856137786894	-0.0128668709845676	-0.121002450212549	NA	NA
Jade2	TRUE	FALSE	0.0216419733620161	-0.0134058097678592	-0.0176184198819238	-0.0345963859477487	0.246885629229482	NA	0.420830551482614
Jak2	TRUE	FALSE	0.0382088643668145	-0.0328581732910504	-0.0405432458979285	-0.0035212413450121	-0.057635263378826	NA	0.781730490810144
Jam3	TRUE	FALSE	0.0266974647406737	-0.0315901555482294	-0.0351733929560349	0.159579945465848	0.0951108094396044	NA	0.256495770090564
Jph3	TRUE	FALSE	0.0432326475946871	-0.0121693157962305	-0.0397025550936807	0.0793861697258739	0.033188298659599	NA	0.310540226739386
Jph4	TRUE	FALSE	0.040285521356612	-0.0314688587311171	-0.0618091260829207	0.2220263543469	0.159571800534524	NA	-0.114468793225628
Kat2b	TRUE	FALSE	0.044738193508373	-0.0250484058505998	-0.0385462392739632	-0.0055933924473181	0.351778399308097	NA	NA
Katnb1	TRUE	FALSE	0.0158840262206805	-0.0247805390616857	-0.0264354987966506	-0.0471301248326855	0.0135984978939726	-1.26545345679976	0.434975641339661
Kcna2	FALSE	FALSE	0.0249338181021546	0.0133765340599264	-0.00441780517781831	-0.177129950104455	0.293011839553835	-0.699016700262591	-0.165769146728248
Kcnc1	FALSE	FALSE	0.0359237942357508	0.00692869881699032	-0.0328808440014341	-0.0883818157625318	-0.0500157178636629	NA	0.233243465213602
Kcnc3	FALSE	FALSE	0.0477728431788267	0.0290647029878963	-0.0465858511671796	-0.0440820758463409	0.0214240563170034	NA	NA
Kcnc4	TRUE	FALSE	0.0770357612339445	-0.0487371938622148	-0.0646398106412399	-0.00890026998321543	-0.012377927020162	0.433753545637674	0.0154977350416758
Kcnd2	TRUE	FALSE	0.052333176103553	-0.0367401085527765	-0.0521106620085667	1.14248826593316	0.131733323888118	NA	-0.0419823077101895
Kcnh1	TRUE	FALSE	0.041630024790086	-0.0281518877034903	-0.0385812177346787	-0.00527077186382442	0.277392974219616	NA	0.0785960543694433
Kcnip3	TRUE	FALSE	0.0229645414950242	-0.0334165685225044	-0.0420368900240883	-0.00837525341975022	0.133780181527324	NA	0.552670153075641
Kcnj11	FALSE	FALSE	0.0258640580365313	0.00671536221046842	-0.010583345198006	-0.0111969147302271	0.187223613127715	NA	-0.301354485858715
Kcnj6	TRUE	FALSE	0.0116701885787449	-0.016711640935179	-0.0185851150974598	0.132527596197248	0.205256759236118	NA	0.102004920061247
Kcnj9	FALSE	FALSE	0.0514347143241161	-0.00233379233651604	-0.0484876334839009	-0.0410554542097104	-0.217881393619595	NA	0.602824477760085
Kcnk1	FALSE	FALSE	0.0283785041631145	0.0331317814443349	-0.00661340912143549	0.365888779555376	0.108265129114567	NA	1.13862425331204
Kcnmb4	TRUE	FALSE	0.0515536324967995	-0.0412254019070359	-0.0495224203902637	-0.21307783811722	-0.0152205742224059	NA	0.150518500239011
Kcnq2	TRUE	FALSE	0.00933645501372626	-0.0109663537621327	-0.0135124982720767	-0.0112646450583063	0.204408330299888	NA	-0.29374688944995
Kcnt1	TRUE	FALSE	0.0311575256364073	-0.0293990661546224	-0.0408948200065416	-0.0219138130634614	0.0807279497372475	NA	0.127963676962565
Kctd12	TRUE	FALSE	0.132547190244836	-0.0236657368903954	-0.116404979866437	0.0336439011041384	-0.0351071210137029	1.03498015696187	0.580686383319235
Kctd8	TRUE	FALSE	0.0960924138405999	-0.0614958440761438	-0.0832639693914545	0.647068022912574	0.0554189048135946	NA	0.820276306412788
Kdm2b	TRUE	FALSE	0.0351504949232492	-0.0287639476893231	-0.0358436953842282	-0.0664327566845859	0.141969168798313	NA	NA
Kdm4a	TRUE	FALSE	0.0440116155795107	-0.0168319068879403	-0.0297316731719543	-0.0520906370015115	0.0221520128001097	NA	0.02213775622837
Kdm4c	TRUE	FALSE	0.0311189205815238	-0.0325525701192358	-0.0354961875723712	-0.0167117009383631	0.0796258176845663	NA	NA
Khdc3	TRUE	FALSE	0.0667191956458985	-0.0379783637588202	-0.0472065925931517	-0.0490478174258044	0.151103364561556	NA	-0.0881816856062604
Kif1b	TRUE	FALSE	0.0333026289026288	-0.0310584504989119	-0.042027826931764	0.00783722454769148	0.0891106710269012	NA	0.100151515464999
Kif21a	TRUE	FALSE	0.0153109296857373	-0.0291023007149647	-0.0311717228979749	-0.00958270875480249	0.11330322202853	NA	NA
Kif3a	TRUE	FALSE	0.0292747800597568	-0.0322759819265646	-0.0370362165280131	-0.0608271433355277	0.15242230260144	NA	NA
Kif3b	TRUE	FALSE	0.0459822561402626	-0.0414527288037755	-0.0490662895408883	-0.0900256533997816	0.0547579986427976	NA	-0.572248621939855
Kif3c	TRUE	FALSE	0.0132085848662022	-0.0241558136946101	-0.0267205174276501	-0.0396515515872608	0.153615753445191	NA	NA
Kif5b	TRUE	FALSE	0.0395000241418904	-0.0345962718234081	-0.0425427386803672	-0.0319881834268773	0.110672076779644	NA	0.477622017929841
Kif5c	TRUE	FALSE	0.0319206865337612	-0.0202325895411166	-0.0338994862115627	0.0282578189788145	0.14202836422957	NA	0.124360703973917
Kifap3	TRUE	FALSE	0.0211951731763781	-0.0237859530077107	-0.0259093101579842	-0.0461957969294496	0.0299638655324273	NA	NA
Kifbp	TRUE	FALSE	0.0238060720638451	-0.0225261421514835	-0.0263488255743059	0.0286124114365302	0.0903497879599362	NA	NA
Kirrel3	TRUE	FALSE	0.0368252889345161	-0.0235157353854217	-0.0340758814543736	-0.0202337626719111	0.0896326867988086	NA	0.162257210172722
Klc1	TRUE	FALSE	0.0228332441158259	-0.0248201140260604	-0.0321802694266387	0.00209381291358764	0.0966033232908079	NA	NA
Klf7	TRUE	FALSE	0.0192608092278544	-0.0198444225990343	-0.0270749782816115	0.539890336386296	0.0211290076090515	2.19547826739967	0.724773086111645
Kmo	TRUE	FALSE	0.0108981478764796	-0.00788194073420807	-0.00967777119818904	-0.0960297877602974	-0.175497074650461	NA	0.714314626817562
Kmt2a	TRUE	FALSE	0.0345374524533588	-0.0267097861766285	-0.0344487468666534	-0.000664013532970202	0.0402023631682969	NA	NA
Kndc1	TRUE	FALSE	0.0298425188825422	-0.0193842395579804	-0.0299302651331818	-0.111862564909232	0.169006895082808	NA	-0.0949817695656987
Kpna1	TRUE	FALSE	0.0387412412069462	-0.0274146261677732	-0.0367177618648914	0.0107518157052038	0.112605821528294	NA	NA
Kras	TRUE	FALSE	0.0438878635378046	-0.0394609276204116	-0.0465275997878389	-0.012851937211934	0.10243695321691	NA	NA
Lamb3	FALSE	TRUE	0.0329149367253684	0.00307196307652133	-0.00578618602318071	1.20362536001525	0.108255431714945	NA	NA
Large1	TRUE	FALSE	0.00968366441445578	-0.013343569676991	-0.014012527289513	-0.0204791903521237	0.103015334614243	NA	0.543117197224088
Ldb1	FALSE	FALSE	0.0180791836785245	0.0151640105125115	0.00309018634658798	-0.105824569877105	0.125819213353466	NA	NA
Lep	FALSE	FALSE	0.0326499190053188	0.00153178092227024	-0.0109076765901085	0.260599485090075	-0.570594749708221	NA	0.294740028938348
Lgi1	TRUE	TRUE	0.137128718547332	-0.0689376887599581	-0.102103098442576	0.195290193966369	-0.364308704751882	NA	1.01495612951911
Lgmn	TRUE	FALSE	0.0310624155814803	-0.0245890408272266	-0.032116253185997	0.00666129031630055	0.104394395067821	NA	NA
Lgr4	TRUE	FALSE	0.101739505137551	-0.0610850936205934	-0.0862758263388579	0.476820898798468	0.0337411977174303	NA	0.639838032903054
Lhfpl4	TRUE	FALSE	0.0126876270212992	-0.0179327892496682	-0.0197943988002166	-0.117257127813456	0.141842531389573	NA	NA
Lig4	TRUE	FALSE	0.0168092989720348	-0.0188689394130174	-0.0243136245995127	0.10273591292099	-0.0113684553950506	-0.558770109333419	1.27792908140372
Lin7a	TRUE	FALSE	0.0416636815974202	-0.0253530175760899	-0.0429043516523149	-0.0157823814745145	0.0648670170402226	NA	0.278186212400658
Lin7b	FALSE	FALSE	0.0767096314885276	-0.00497435715143685	-0.0623626796309813	-0.024238297444554	0.0957246247345633	NA	NA
Lin7c	TRUE	FALSE	0.0822206787838737	-0.0679440798633311	-0.0883671195078046	-0.00388986263463395	0.149512196738816	NA	1.17598218274992
Lmtk2	TRUE	FALSE	0.00949298927140718	-0.0172059087345696	-0.0181878535717633	-0.108919593380032	0.0748022844536391	NA	NA
Lnpep	TRUE	FALSE	0.0745177051719574	-0.0393925749110557	-0.0606441445181744	-0.0172680585716329	-0.0763884550242843	NA	0.25741692441303
Lrfn3	TRUE	FALSE	0.0556728755524775	-0.0428428733303592	-0.0570507422990414	-0.0587334854225918	0.142690786409318	NA	NA
Lrp1	TRUE	FALSE	0.0196831493203465	-0.0234855198064384	-0.0282558897826817	-0.0287673326161135	0.14605340467366	NA	-0.268202847021098
Lrp12	TRUE	FALSE	0.02849933570291	-0.0272361664114193	-0.0311155465811525	-0.0586518407596402	-0.0273968169645141	NA	0.28074191892628
Lrp4	TRUE	FALSE	0.00926704609328122	-0.0138393223131122	-0.0152497912235893	0.126825859067631	0.202610435591504	0.679796557548997	-0.103009729578815
Lrp6	TRUE	FALSE	0.0162096070688215	-0.020979156119667	-0.0234188569466007	-0.0470556848460297	0.177485524410307	NA	NA
Lrp8	FALSE	FALSE	0.00757768482930332	-0.000831906877422045	-0.00350538855626892	0.00935234969658438	0.2431048332746	NA	-0.0582603330584483
Lrrc24	TRUE	FALSE	0.0365625919718608	-0.0208342716603239	-0.0481010360289613	-0.0617612820840151	0.169436775470744	NA	0.0473441380582596
Lrrc4	TRUE	FALSE	0.0784850533011396	-0.0279302088445277	-0.0494330586730037	0.266537307317203	0.238427107161383	NA	0.371457394945703
Lrrc4c	TRUE	FALSE	0.0354245354692788	-0.025873180377108	-0.0306500135539404	0.492848190478257	0.159428750825655	-0.343477484434973	1.10294753922211
Lrrc61	FALSE	FALSE	0.0204775878749822	-0.00827419759343183	-0.0132348826589695	0.0610377138682335	0.160479813620112	NA	NA
Lrrk2	TRUE	FALSE	0.0139860344385796	-0.0185542579548267	-0.0204678375816711	0.013581426738271	0.0819672672665687	NA	0.718386931676921
Lrrn1	TRUE	FALSE	0.137802817859855	-0.0693689510246577	-0.121686821027127	0.160712428494809	-0.0195470822188211	0.839134579136368	0.466356311578752
Lrrn3	TRUE	FALSE	0.0309548347643218	-0.0286389847103072	-0.0378615856178864	0.126525744809966	0.146793136788015	0.431996893328473	0.425526703847609
Lrrtm3	TRUE	FALSE	0.0836559320581863	-0.0352477698752303	-0.0792868307781451	0.390704342677112	0.0698186295662441	2.19753687152128	0.00868628649071694
Lrtm1	FALSE	FALSE	0.0156610342779867	0.0167180841837096	0.00931509350539989	0.271338880311226	0.0249111856025334	0.294189820869778	0.72268057401379
Lrtm2	TRUE	FALSE	0.0492233292441531	-0.027121222302919	-0.0410827437835706	-0.137065433635918	0.0143504484596625	NA	-0.121848586726979
Ly6e	FALSE	FALSE	0.0336862162172915	-0.0196666387022324	-0.069451844670817	-0.015109880678967	0.138479792620522	NA	-0.0782572355142433
