TargetGene	max_delta_abc	log2FC	padj	n_enhancers	top_enh_distance	concordance	n_gained	n_lost	sum_delta_abc	sum_abc_wt	sum_abc_ko	n_enh_positive_dabc	n_enh_negative_dabc	frac_agree_max	strongest_enh_class
Il10ra	-0.032924	-1.001424	0.005095	8	22599	Concordant	4	3	-0.01704	0.343183	0.326143	4	4	0.5	Activity_Lost
Il11	-0.117943	-1.427029	0	9	1089	Concordant	4	2	-0.056793	0.733245	0.676452	5	4	0.444444444444444	Activity_Lost
Il17d	-0.083858	-0.58891	0.000123	7	20813	Concordant	0	2	-0.087028	0.370954	0.283926	3	4	0.571428571428571	Activity_Lost
Il1r1	0.021713	-1.099716	0	15	2838263	Discordant	3	5	-0.012121	0.371621	0.3595	9	6	0.6	Stable
Il1rapl1	-0.114674	-1.509211	0	8	5709	Concordant	3	5	-0.116517	0.499071	0.382554	3	5	0.625	Activity_Lost
Il1rapl2	0.185843	0.844092	0.004716	15	828847.5	Concordant	7	8	0.242267	0.365019	0.607286	7	8	0.466666666666667	NA
Il20rb	-0.038598	-0.544769	1.7e-05	8	15657	Concordant	2	2	-0.016508	0.77184	0.755332	3	5	0.625	Stable
Il5ra	0.130792	-1.44399	0.024443	9	20118.5	Discordant	9	0	0.533832	0	0.533832	9	0	1	NA
Ilvbl	-0.048701	-0.59609	0.024524	3	1610	Concordant	1	1	-0.037512	0.295016	0.257504	2	1	0.333333333333333	Activity_Lost
Immp2l	-0.037531	-0.60071	0.000866	11	800813	Concordant	4	3	-0.004515	0.375347	0.370832	6	5	0.454545454545455	Stable
Impa2	-0.027625	-0.92749	0.002349	9	22948	Concordant	1	2	-0.015129	0.409573	0.394444	5	4	0.444444444444444	Activity_Lost
Inf2	0.083863	0.598864	1.1e-05	3	2271	Concordant	1	1	0.056181	0.46233	0.518511	1	2	0.333333333333333	Stable
Inhba	-0.048025	-0.781689	0	6	11870	Concordant	0	4	-0.11533	0.260004	0.144674	1	5	0.833333333333333	Stable
Inka2	0.01572	-0.909812	0	6	8592	Discordant	1	0	-0.008338	0.341958	0.33362	2	4	0.333333333333333	Activity_Lost
Iqgap2	-0.052933	-1.033154	3e-06	6	19920	Concordant	1	2	-0.041534	0.386894	0.34536	2	4	0.666666666666667	Activity_Lost
Iqsec3	-0.01993	1.629625	0	6	1308660	Discordant	1	3	-0.020835	0.138805	0.11797	3	3	0.5	Activity_Lost
Ism1	-0.020471	-1.03869	0	7	400358	Concordant	0	2	-0.039549	0.186148	0.146599	2	5	0.714285714285714	K119ub_Only
Isoc1	0.069873	-0.605205	0.006892	7	14951	Discordant	4	1	0.113651	0.303171	0.416822	5	2	0.714285714285714	NA
Itga7	-0.097888	-2.075723	0	8	4855	Concordant	3	1	-0.005647	0.616443	0.610796	5	3	0.375	Activity_Lost
Itgb3	-0.031705	-1.572225	0	10	22614	Concordant	2	2	-0.025142	0.315146	0.290004	5	5	0.5	Activity_Lost
Itgb3bp	-0.012402	-0.503468	0.001627	4	289411	Concordant	0	1	0.007939	0.07998	0.087919	3	1	0.25	Activity_Lost
Itgb5	-0.029828	-2.03026	0	11	110773	Concordant	2	6	-0.109967	0.494861	0.384894	3	8	0.727272727272727	Activity_Lost
Itm2c	-0.053637	-0.513344	8.2e-05	5	4506	Concordant	1	2	-0.05632	0.523475	0.467155	2	3	0.6	Activity_Lost
Itpr2	0.043009	0.616998	0	9	877	Concordant	1	3	-0.027963	0.365533	0.33757	3	6	0.333333333333333	NA
Itpr3	-0.023745	1.000476	0	6	63629	Discordant	0	1	-0.036626	0.281447	0.244821	1	5	0.833333333333333	Stable
Jag2	-0.020665	0.609105	0.000649	12	226537	Discordant	1	3	-0.045799	0.497889	0.45209	5	7	0.583333333333333	NA
Jaml	0.050368	0.576241	0.019646	6	6943.5	Concordant	2	0	0.073834	0.624474	0.698308	5	1	0.833333333333333	Stable
Jph1	-0.024567	-0.681759	2e-06	9	23621	Concordant	3	4	-0.028106	0.554822	0.526716	5	4	0.444444444444444	Activity_Lost
Katnal2	0.011853	-0.556539	0.022392	10	178177	Discordant	3	1	0.027033	0.396484	0.423517	7	3	0.7	Stable
Kazald1	0.021205	-2.39852	0	8	27738	Discordant	2	1	0.02723	0.226442	0.253672	5	3	0.625	NA
Kcna4	-0.07324	0.983525	0.000255	10	2796402.5	Discordant	2	4	-0.12581	0.319879	0.194069	2	8	0.8	NA
Kcnab1	-0.029497	-1.148786	0	18	984525	Concordant	4	7	-0.096783	0.545648	0.448865	6	12	0.666666666666667	NA
Kcnb1	-0.020167	1.469122	0	12	286289	Discordant	1	4	-0.041806	0.41666	0.374854	6	6	0.5	Stable
Kcnc4	-0.018685	-0.93269	0	12	46506.5	Concordant	1	3	-0.033555	0.416149	0.382594	7	5	0.416666666666667	Activity_Lost
Kcnd1	-0.019984	0.675785	0.030847	18	77034.5	Discordant	2	5	-0.06488	0.728876	0.663996	6	12	0.666666666666667	NA
Kcnd3	-0.013917	-0.618356	2e-06	10	24224	Concordant	1	1	0.003787	0.471574	0.475361	5	5	0.5	Stable
Kcnh3	0.013615	1.414936	1e-06	8	271253	Concordant	1	0	-0.008118	0.302758	0.29464	4	4	0.5	NA
Kcnh5	-0.039068	1.932345	0	7	419005	Discordant	0	2	-0.046483	0.300036	0.253553	3	4	0.571428571428571	NA
Kcnip4	-0.035874	-1.133797	4e-06	6	292012	Concordant	0	4	-0.093848	0.52288	0.429032	0	6	1	Activity_Lost
Kcnmb2	0.030692	-1.355269	0	8	627000	Discordant	3	1	0.03883	0.173597	0.212427	4	4	0.5	NA
Kctd15	0.058101	0.555865	0.006809	8	1152	Concordant	2	2	0.039124	0.532947	0.572071	4	4	0.5	Stable
Kctd8	0.027747	-1.102255	2.8e-05	5	1183	Discordant	1	1	-0.009857	0.369575	0.359718	1	4	0.2	Stable
Khdrbs3	0.063519	1.923649	0	12	971	Concordant	5	4	0.053636	0.527703	0.581339	5	7	0.416666666666667	NA
Kif16b	0.014564	-0.553443	0	4	1582	Discordant	2	0	0.014998	0.345902	0.3609	2	2	0.5	K119ub_Only
Kif18a	-0.04351	-0.877054	0.003063	9	2997	Concordant	2	2	-0.021609	0.477711	0.456102	3	6	0.666666666666667	Activity_Lost
Kif20b	0.045115	-0.795444	0.021259	8	44114	Discordant	4	3	0.035071	0.392959	0.42803	4	4	0.5	Stable
Kiss1r	-0.018805	-1.574858	2.8e-05	7	1456	Concordant	0	1	0.001906	0.255002	0.256908	6	1	0.142857142857143	Activity_Lost
Klf1	-0.014589	-0.944411	0.030558	9	1312	Concordant	0	2	-0.033854	0.505442	0.471588	3	6	0.666666666666667	Activity_Lost
Klf10	-0.027831	-0.678215	0.020592	3	1664	Concordant	1	1	-0.005682	0.277156	0.271474	2	1	0.333333333333333	Activity_Lost
Klf3	0.030368	0.655085	0	4	100196	Concordant	2	1	0.032416	0.074711	0.107127	3	1	0.75	Activity_Gain
Klhdc8a	-0.026665	-0.783878	0.003107	9	8451	Concordant	0	3	-0.035161	0.272886	0.237725	5	4	0.444444444444444	Activity_Lost
Klhdc8b	-0.011049	-0.692989	0.020297	7	8848	Concordant	0	1	-0.011331	0.421147	0.409816	3	4	0.571428571428571	Activity_Lost
Klhl23	-0.108674	-0.805181	0	9	4593	Concordant	2	1	-0.045986	0.65037	0.604384	8	1	0.111111111111111	Activity_Lost
Krt24	-0.07061	-2.989602	0	8	3902	Concordant	2	5	-0.176541	0.572967	0.396426	2	6	0.75	Activity_Lost
Ky	-0.014585	-0.638864	0.001694	9	6304	Concordant	2	1	-0.003765	0.39195	0.388185	4	5	0.555555555555556	NA
L1cam	0.036908	0.528636	2e-06	11	97350	Concordant	4	2	0.055217	0.585981	0.641198	7	4	0.636363636363636	Stable
Lama5	0.012257	1.462827	0	9	10484	Concordant	1	0	0.030017	0.436522	0.466539	7	2	0.777777777777778	Stable
Lancl3	-0.025408	-1.295895	0	6	1249767	Concordant	2	2	-0.012429	0.474945	0.462516	2	4	0.666666666666667	K119ub_Only
Lat2	0.037304	0.565412	0.030004	14	7224	Concordant	3	2	0.029013	0.45111	0.480123	7	7	0.5	NA
Layn	-0.012383	-0.620476	0.040936	4	1194	Concordant	0	1	-0.005116	0.386704	0.381588	2	2	0.5	Stable
Lca5	-0.022549	-0.645411	0.002814	7	6888	Concordant	0	3	-0.035046	0.404365	0.369319	3	4	0.571428571428571	Stable
Lca5l	-0.043025	-0.607779	0.001252	8	8203	Concordant	2	5	-0.073815	0.409649	0.335834	3	5	0.625	NA
Ldlrad3	0.028711	-0.778054	0	15	278626	Discordant	1	3	-0.068776	0.598392	0.529616	3	12	0.2	K119ub_Only
Ldlrap1	-0.02431	-0.745836	5e-06	7	1994	Concordant	0	2	-0.045207	0.360353	0.315146	2	5	0.714285714285714	Activity_Lost
Ldoc1	0.078509	-2.490183	0	7	114302	Discordant	4	3	0.013974	0.695598	0.709572	4	3	0.571428571428571	K119ub_Only
Lemd1	-0.048423	-0.78397	0.003045	10	9252	Concordant	2	2	-0.082735	0.488908	0.406173	3	7	0.7	Activity_Lost
Lgi1	0.056662	-1.423459	0	7	40306	Discordant	2	2	0.049157	0.447085	0.496242	4	3	0.571428571428571	NA
Lgr5	-0.044639	0.962961	0	8	203079.5	Discordant	1	3	-0.098032	0.37881	0.280778	2	6	0.75	NA
Lig4	-0.017208	-0.652661	0.018802	10	1171618	Concordant	1	4	-0.024527	0.448682	0.424155	6	4	0.4	NA
Lipc	-0.042198	-1.066075	0.008732	9	6225	Concordant	2	3	-0.022234	0.823639	0.801405	4	5	0.555555555555556	Activity_Lost
Lman2l	-0.042515	-0.544125	0	8	3923	Concordant	2	1	-0.012082	0.453973	0.441891	5	3	0.375	Activity_Lost
Lmo1	0.05178	-0.512188	0.001625	6	4631	Discordant	2	2	0.080098	0.431129	0.511227	4	2	0.666666666666667	Stable
Lnx1	-0.030464	-0.612029	0	8	449900	Concordant	2	4	-0.059932	0.607218	0.547286	3	5	0.625	Activity_Lost
Lpcat3	-0.039707	-0.500351	0	9	6669	Concordant	2	2	-0.015396	0.319041	0.303645	7	2	0.222222222222222	Activity_Lost
Lpo	-0.031097	-0.734069	0.027871	8	11115	Concordant	2	2	0.013848	0.359573	0.373421	5	3	0.375	Stable
Lpp	0.025055	-0.850095	0	12	90243	Discordant	3	2	0.020183	0.745208	0.765391	5	7	0.416666666666667	K119ub_Only
Lrfn2	-0.042418	-0.743383	0.000458	11	333608	Concordant	2	6	-0.105129	0.445136	0.340007	3	8	0.727272727272727	Activity_Lost
Lrrc23	-0.020072	-0.678527	0.006687	15	7186	Concordant	1	2	-0.010487	0.652732	0.642245	7	8	0.533333333333333	Activity_Lost
Lrrc3b	0.048167	-0.652223	1e-06	4	1324.5	Discordant	2	1	0.038924	0.441001	0.479925	3	1	0.75	NA
Lrrc49	-0.069071	-1.146313	0	6	61920.5	Concordant	1	3	-0.083902	0.438217	0.354315	2	4	0.666666666666667	Activity_Lost
Lrrc4c	-0.021513	-1.056898	0	6	5373	Concordant	0	2	-0.045273	0.295353	0.25008	1	5	0.833333333333333	NA
Lrrc7	-0.04174	1.069684	0	3	1352778	Discordant	1	2	-0.054324	0.364315	0.309991	1	2	0.666666666666667	K119ub_Only
Lrrc8c	0.029622	1.131153	0	6	103738	Concordant	1	1	-0.002484	0.245956	0.243472	2	4	0.333333333333333	NA
Lrrn1	-0.031414	-0.937618	0	9	466641	Concordant	1	3	-0.036259	0.438639	0.40238	2	7	0.777777777777778	Activity_Lost
Lrrtm4	-0.018809	1.468028	0	3	1904875.5	Discordant	0	2	-0.034801	0.12077	0.085969	0	3	1	NA
Lsamp	0.030341	-0.866496	1e-06	6	2891554.5	Discordant	2	3	0.004382	0.213713	0.218095	3	3	0.5	NA
Lsmem1	-0.03996	0.73866	0.016642	12	1366345	Discordant	7	2	0.04231	0.608357	0.650667	9	3	0.25	Stable
Ltbp2	-0.034915	1.261072	0	7	31276	Discordant	2	2	-0.015208	0.373504	0.358296	3	4	0.571428571428571	Activity_Lost
Lyn	-0.057932	-1.051034	0	7	13097	Concordant	2	4	-0.091125	0.402725	0.3116	3	4	0.571428571428571	Activity_Lost
Lypd6b	0.015094	0.834626	0.001344	12	42068	Concordant	2	1	0.002155	0.407047	0.409202	5	7	0.416666666666667	Stable
Lyzl4	0.016428	1.079064	0	6	2098	Concordant	2	0	0.030346	0.258377	0.288723	4	2	0.666666666666667	Activity_Gain
Maf	-0.029531	-1.320668	0	11	274959	Concordant	2	3	-0.052123	0.413739	0.361616	3	8	0.727272727272727	Activity_Lost
Magee2	-0.065181	2.165587	1.7e-05	14	1844476	Discordant	2	6	-0.165155	0.419255	0.2541	2	12	0.857142857142857	NA
Maml3	-0.030143	-1.566298	0	11	75826	Concordant	4	2	0.004395	0.648355	0.65275	7	4	0.363636363636364	Activity_Lost
Mamstr	-0.010474	-0.938953	4.1e-05	8	3699	Concordant	0	1	-0.011497	0.550694	0.539197	4	4	0.5	Stable
Manea	-0.081684	-0.635013	1e-06	5	55490	Concordant	1	2	-0.084827	0.515017	0.43019	1	4	0.8	Activity_Lost
Mansc1	0.022357	-0.773248	0.00197	9	8653	Discordant	4	2	0.047436	0.480741	0.528177	7	2	0.777777777777778	Stable
Maoa	0.065708	-0.79055	1.5e-05	4	1043	Discordant	2	0	0.066406	0.431969	0.498375	3	1	0.75	Stable
Map10	0.014194	-0.570992	0.015595	6	99908.5	Discordant	1	0	0.006373	0.197449	0.203822	4	2	0.666666666666667	NA
Map3k14	0.012173	-0.592063	0	9	151227.5	Discordant	1	0	0.015421	0.239354	0.254775	5	4	0.555555555555556	Stable
Map3k5	-0.03474	-0.621564	0	7	89271	Concordant	0	3	-0.061267	0.275023	0.213756	1	6	0.857142857142857	Activity_Lost
Mapk11	0.037562	0.5296	0.000511	12	8970.5	Concordant	3	2	0.039162	0.62943	0.668592	7	5	0.583333333333333	NA
Mapk12	0.019972	0.501481	0.000306	11	3084	Concordant	1	2	-0.018003	0.55344	0.535437	4	7	0.363636363636364	Activity_Gain
Mapkapk3	-0.02369	-0.870035	3e-05	12	11352.5	Concordant	1	3	-0.023517	0.540051	0.516534	9	3	0.25	Activity_Lost
Marchf3	-0.025481	-1.02538	0	5	61802	Concordant	1	1	-0.026857	0.165794	0.138937	1	4	0.8	Activity_Lost
Marcks	0.062244	-0.642872	0.001356	7	1795	Discordant	2	3	0.001161	0.580173	0.581334	3	4	0.428571428571429	Stable
Marveld1	0.021228	-1.098321	0.000561	11	1377278	Discordant	1	1	-0.013724	0.50344	0.489716	4	7	0.363636363636364	NA
Marveld2	-0.053261	-0.680725	0	7	4497	Concordant	4	1	0.018149	0.328962	0.347111	6	1	0.142857142857143	Activity_Lost
Matk	0.030032	0.68714	3e-06	9	4688	Concordant	1	0	0.043772	0.328912	0.372684	5	4	0.555555555555556	Activity_Gain
Mcam	-0.026501	-1.395062	0	12	55394	Concordant	1	2	-0.008809	0.451148	0.442339	9	3	0.25	Activity_Lost
Mcm5	0.036372	0.624553	0.000284	9	837	Concordant	2	4	0.01322	0.400826	0.414046	4	5	0.444444444444444	NA
Mctp1	-0.063067	-0.63153	0.000264	4	82311	Concordant	1	1	-0.061686	0.439857	0.378171	1	3	0.75	Activity_Lost
Mcu	-0.044243	-1.171662	0	9	2356	Concordant	2	4	-0.075262	0.346379	0.271117	3	6	0.666666666666667	Activity_Lost
Mcur1	-0.030551	-0.802679	0	10	275222	Concordant	0	3	-0.06683	0.291945	0.225115	2	8	0.8	Stable
Mdga2	0.042913	0.515385	0.010271	5	44194	Concordant	1	3	-0.039575	0.453582	0.414007	2	3	0.4	Activity_Gain
Me3	0.024809	-0.726545	0	3	843945	Discordant	1	1	0.017729	0.074682	0.092411	2	1	0.666666666666667	NA
Med30	0.034076	-0.55212	0.006892	10	633834	Discordant	3	3	0.004129	0.332337	0.336466	4	6	0.4	NA
Mef2c	-0.173777	-0.556124	0.008171	11	20581	Concordant	0	11	-0.63087	0.63087	0	0	11	1	Activity_Lost
Megf6	-0.051306	1.510414	0.000278	7	61214	Discordant	3	2	-0.001545	0.512649	0.511104	3	4	0.571428571428571	Activity_Lost
Metap1d	-0.020014	-0.825529	0	8	397820	Concordant	2	2	-0.027175	0.314894	0.287719	3	5	0.625	NA
Mettl15	-0.043509	-0.940947	0	9	3008	Concordant	2	2	-0.021605	0.477709	0.456104	3	6	0.666666666666667	Activity_Lost
Mex3a	-0.031368	-0.766377	0.015472	10	9660	Concordant	0	3	-0.050544	0.440493	0.389949	6	4	0.4	Activity_Lost
Mgl2	0.038378	1.726789	0.034131	11	5763	Concordant	2	3	-0.028473	0.334274	0.305801	5	6	0.454545454545455	NA
Mgll	-0.013354	-0.804088	0	13	96796	Concordant	2	2	0.002854	0.549488	0.552342	8	5	0.384615384615385	Activity_Lost
Miat	0.014858	1.1513	0	6	1124	Concordant	1	1	0.006261	0.308043	0.314304	3	3	0.5	NA
Micu1	-0.023567	-0.975473	0	9	82354	Concordant	1	5	-0.064733	0.374043	0.30931	3	6	0.666666666666667	Activity_Lost
Mid1	0.266372	-0.950586	0	13	364715	Discordant	6	4	0.131262	0.527786	0.659048	7	6	0.538461538461538	NA
Mindy4b-ps	-0.273638	-1.118358	0.003691	9	11707	Concordant	0	9	-0.646987	0.646987	0	0	9	1	Activity_Lost
Mir124-2hg	0.079774	-1.075716	0	6	4621	Discordant	2	4	-0.007692	0.80985	0.802158	2	4	0.333333333333333	Stable
Mir670hg	-0.038501	-0.566804	0.014014	8	11197	Concordant	1	1	-0.033094	0.518154	0.48506	3	5	0.625	Activity_Lost
Mir99ahg	0.045164	-0.566174	0.002602	6	804	Discordant	1	5	-0.047313	0.530538	0.483225	1	5	0.166666666666667	Activity_Lost
Mirt1	0.022077	-0.777208	0.00018	9	10273	Discordant	1	2	0.011436	0.668715	0.680151	5	4	0.555555555555556	Stable
Mitf	-0.033991	-1.204026	0	6	76076	Concordant	2	3	-0.037423	0.308831	0.271408	3	3	0.5	Activity_Lost
Mkx	0.033807	0.749068	2.7e-05	9	622103.5	Concordant	4	4	0.029425	0.488009	0.517434	5	4	0.555555555555556	NA
Mmachc	0.014803	-0.521879	0.033816	7	99234	Discordant	1	1	-0.010649	0.21891	0.208261	1	6	0.142857142857143	NA
Mmp15	0.050407	0.878128	0.000194	8	968.5	Concordant	2	2	0.00631	0.516121	0.522431	3	5	0.375	NA
Mmp28	-0.112468	-2.15131	0	8	3127	Concordant	4	2	-0.050607	0.611675	0.561068	5	3	0.375	Activity_Lost
Mndal	0.059124	-3.103068	0	21	4456863	Discordant	8	10	-0.091882	0.554573	0.462691	8	13	0.380952380952381	NA
Mpdz	0.02867	-1.003615	0	13	1790625	Discordant	1	6	-0.075277	0.440982	0.365705	4	9	0.307692307692308	K119ub_Only
Mpp3	-0.034657	-0.692846	0	7	2803	Concordant	2	3	-0.054755	0.565136	0.510381	3	4	0.571428571428571	Activity_Lost
Mpp4	0.015172	0.666037	7.1e-05	10	43123.5	Concordant	3	1	0.039092	0.567057	0.606149	8	2	0.8	NA
Mrap2	-0.02495	0.709621	0.025419	11	128632.5	Discordant	3	4	-0.018877	0.516832	0.497955	5	6	0.545454545454545	NA
Mreg	-0.051913	-0.846953	0	10	2470	Concordant	1	3	-0.074918	0.626488	0.55157	6	4	0.4	Activity_Lost
Mrln	0.014152	-0.646303	0.036025	7	92348	Discordant	1	0	0.039181	0.168431	0.207612	6	1	0.857142857142857	Stable
Mroh2a	0.038681	0.512442	0.021027	7	50661.5	Concordant	1	3	-0.017521	0.422327	0.404806	1	6	0.142857142857143	NA
Mroh4	-0.026637	1.81091	0.038253	10	31539	Discordant	1	1	-0.039672	0.551781	0.512109	2	8	0.8	Stable
Msh5	-0.023253	-0.685466	0.000711	11	27498	Concordant	1	2	-0.025161	0.4787	0.453539	6	5	0.454545454545455	Activity_Lost
Msrb3	0.024256	0.521546	0.000384	8	411636	Concordant	2	3	-0.01564	0.338513	0.322873	2	6	0.25	Activity_Gain
Mtarc2	0.015734	-0.527456	0.000561	7	7020	Discordant	3	0	0.041458	0.246222	0.28768	5	2	0.714285714285714	NA
Mtln	-0.069906	-0.81428	0.023496	6	35175	Concordant	0	4	-0.096002	0.335432	0.23943	2	4	0.666666666666667	Activity_Lost
Mtmr11	0.017989	0.831575	0.00083	10	1612	Concordant	1	0	0.002716	0.462139	0.464855	6	4	0.6	NA
Mybl1	-0.042484	-0.736646	1.1e-05	9	69913	Concordant	4	3	-0.031804	0.595796	0.563992	4	5	0.555555555555556	Stable
Mybpc3	-0.022171	-0.853228	0.043903	15	1358	Concordant	3	3	0.000906	0.643806	0.644712	9	6	0.4	Stable
Myh7b	0.023353	0.607424	3.1e-05	13	93119	Concordant	2	2	0.036827	0.593907	0.630734	8	5	0.615384615384615	NA
Myocd	0.022974	0.840642	0.007495	16	2400284	Concordant	4	2	0.058456	0.441941	0.500397	10	6	0.625	Stable
Myt1l	-0.067492	-1.25767	0	10	4929	Concordant	4	3	0.021754	0.715778	0.737532	5	5	0.5	Activity_Lost
Nab1	-0.065199	-0.616591	2e-06	9	1268	Concordant	4	3	-0.039547	0.530452	0.490905	5	4	0.444444444444444	Activity_Lost
Nab2	-0.058207	-1.162431	0	6	803	Concordant	2	2	-0.055484	0.539259	0.483775	3	3	0.5	Activity_Lost
Nabp1	0.029666	-0.748615	0.000122	7	551139	Discordant	2	1	0.032772	0.218296	0.251068	5	2	0.714285714285714	Stable
Nagpa	-0.018273	-0.541102	0.01204	8	190403	Concordant	0	2	-0.051364	0.335358	0.283994	1	7	0.875	NA
Nalcn	0.01444	-0.770941	0	3	565518	Discordant	1	0	0.02191	0.057074	0.078984	2	1	0.666666666666667	Activity_Gain
Nav3	0.014592	-0.559932	0.007851	4	306178	Discordant	2	0	0.029089	0.389767	0.418856	3	1	0.75	K119ub_Only
Ncald	0.01589	-1.42305	0	11	5007	Discordant	2	2	-0.006257	0.406146	0.399889	5	6	0.454545454545455	Stable
Ncmap	-0.035772	-1.054388	0.00153	5	32310	Concordant	1	3	-0.06285	0.381704	0.318854	1	4	0.8	Stable
Ndp	-0.017589	-0.703759	1e-05	9	1542	Concordant	1	2	-0.03205	0.819013	0.786963	3	6	0.666666666666667	Activity_Lost
Ndst3	-0.073547	-0.64432	3e-06	4	283288	Concordant	1	3	-0.061655	0.256002	0.194347	1	3	0.75	Activity_Lost
Ndufaf2	-0.099101	-1.027924	0	8	5591	Concordant	3	2	-0.089028	0.494689	0.405661	5	3	0.375	Activity_Lost
Necab1	-0.026318	-2.541351	0	11	3957	Concordant	2	2	-0.020979	0.507275	0.486296	5	6	0.545454545454545	Activity_Lost
Necab3	-0.043467	-2.051855	0	9	6317	Concordant	0	3	-0.062239	0.556124	0.493885	4	5	0.555555555555556	Activity_Lost
Nectin4	0.031209	-0.688212	0.000326	8	9135.5	Discordant	2	2	0.004679	0.654444	0.659123	2	6	0.25	NA
Nexmif	0.042523	1.0075	0	10	219863.5	Concordant	2	4	-0.038109	0.397633	0.359524	3	7	0.3	NA
Nfia	-0.015406	-0.526537	0	9	14988	Concordant	1	2	0.001017	0.335899	0.336916	5	4	0.444444444444444	Activity_Lost
Nfib	-0.035929	-0.568485	0	15	978745	Concordant	6	5	-0.004299	0.527587	0.523288	7	8	0.533333333333333	Activity_Lost
Ngef	-0.028557	0.751784	0	9	15451	Discordant	1	3	-0.058033	0.493039	0.435006	4	5	0.555555555555556	Activity_Lost
Ngly1	-0.021063	-0.522133	0	8	11434	Concordant	1	1	0.031861	0.510968	0.542829	6	2	0.25	Activity_Lost
Nhlh2	0.037609	-0.802752	0	6	1824	Discordant	2	2	0.015143	0.592869	0.608012	2	4	0.333333333333333	Stable
Nhp2	0.054008	-0.60229	0.036689	7	69140	Discordant	1	1	0.04339	0.476832	0.520222	3	4	0.428571428571429	NA
Nkain3	0.037436	1.676183	0	8	318403	Concordant	3	4	-0.015635	0.171527	0.155892	3	5	0.375	NA
Nkd1	0.033676	1.389655	0	9	102154	Concordant	3	1	0.059264	0.459942	0.519206	6	3	0.666666666666667	Stable
Nkd2	0.023535	1.594077	3e-05	11	33297	Concordant	1	3	-0.008795	0.314284	0.305489	6	5	0.545454545454545	NA
Nlrc3	0.040132	0.899016	1e-06	11	4463	Concordant	4	2	0.031471	0.758178	0.789649	6	5	0.545454545454545	Activity_Gain
Nmrk1	0.031316	-1.038379	1e-05	6	39059	Discordant	1	3	-0.016128	0.393903	0.377775	3	3	0.5	NA
Nol4	-0.02208	-0.667005	0	7	305659	Concordant	2	1	-0.026546	0.496294	0.469748	2	5	0.714285714285714	Activity_Lost
Nos1	-0.022315	1.030198	0	11	285080	Discordant	2	3	-0.024317	0.313893	0.289576	5	6	0.545454545454545	NA
Nphp1	-0.070519	-0.797302	1e-06	7	31584	Concordant	1	3	-0.089803	0.54673	0.456927	3	4	0.571428571428571	Activity_Lost
Nptxr	-0.034831	-0.559851	0.001748	8	5480	Concordant	1	3	-0.083381	0.451643	0.368262	2	6	0.75	Activity_Lost
Nr3c1	0.029372	-0.556417	1.5e-05	15	640631	Discordant	6	3	0.070812	0.432367	0.503179	9	6	0.6	K119ub_Only
Nrep	-0.03109	-0.91619	0	15	187206	Concordant	2	8	-0.128192	0.499541	0.371349	5	10	0.666666666666667	Activity_Lost
Nrros	0.049377	-0.900059	1.5e-05	6	11136	Discordant	3	1	0.031207	0.571405	0.602612	4	2	0.666666666666667	K119ub_Only
Nrsn1	-0.04748	0.796086	2e-06	6	1901331	Discordant	1	1	-0.02157	0.151873	0.130303	3	3	0.5	NA
Nsg2	-0.016884	1.120995	0	12	1115035.5	Discordant	1	3	-0.036012	0.356703	0.320691	6	6	0.5	NA
Nsmaf	-0.044869	-0.584155	0	12	9918	Concordant	3	5	-0.104652	0.508614	0.403962	5	7	0.583333333333333	Activity_Lost
Nsmf	-0.014212	0.528342	0.001327	6	3192	Discordant	0	2	-0.037274	0.290457	0.253183	1	5	0.833333333333333	Stable
Nt5dc2	0.063539	1.483862	0	11	7302	Concordant	3	2	0.050521	0.603491	0.654012	8	3	0.727272727272727	NA
Ntf3	-0.028889	-1.724033	5e-06	10	4357	Concordant	3	2	-0.017824	0.647105	0.629281	5	5	0.5	Activity_Lost
Ntn4	0.048202	-0.848722	0	9	1546	Discordant	1	3	-0.023875	0.563571	0.539696	3	6	0.333333333333333	Stable
Nucb2	-0.039806	-0.952249	0	5	411113	Concordant	3	1	0.039212	0.215771	0.254983	4	1	0.2	NA
Nup210	-0.022587	-0.5114	0	7	39889.5	Concordant	0	4	-0.074963	0.260084	0.185121	1	6	0.857142857142857	NA
Nxn	0.029236	-0.501985	7e-06	8	7818	Discordant	2	3	-0.02165	0.401111	0.379461	2	6	0.25	NA
Nxph3	0.044082	-1.059509	0.000396	13	129897	Discordant	4	4	-0.00228	0.545064	0.542784	5	8	0.384615384615385	NA
Nxph4	0.01035	0.807966	0.003844	11	21661	Concordant	1	0	0.034185	0.520453	0.554638	9	2	0.818181818181818	Stable
Nyap2	-0.021266	-0.712411	9.4e-05	5	112879	Concordant	1	1	-0.005308	0.135891	0.130583	3	2	0.4	Activity_Lost
Ociad2	0.081607	0.675281	0.004365	11	2864	Concordant	3	4	0.053427	0.641253	0.69468	4	7	0.363636363636364	NA
Onecut2	0.060434	1.775246	0	9	2813	Concordant	3	2	0.031579	0.434339	0.465918	4	5	0.444444444444444	Activity_Gain
Opcml	-0.034721	-0.544275	0.006892	10	491545	Concordant	4	5	-0.033336	0.257559	0.224223	4	6	0.6	NA
Osbpl5	0.075547	0.510536	0.016972	11	2247	Concordant	2	4	0.023916	0.473402	0.497318	7	4	0.636363636363636	Activity_Gain
Otulinl	-0.016302	-0.545599	2.6e-05	10	256245	Concordant	0	4	-0.040322	0.239454	0.199132	4	6	0.6	Stable
